,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,X601696.CH.Equity,X600015.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.147972590402296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219649725557361,0,0,-0.140709743850588,0,0,0,0.342276703804034,-0.194926485195823,0,0,0,0,0,0,0,0,0,-0.0980708110148782,0,0,0,0,0,0.0322594854413448,0.00474074169509122,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0679345453902969,0.0701062848307826,0.08208740425534,0,0,0,0,0,0,0,0,0,0,0,0.330726828738627,0,0,0,0,0,0.179789301058361,0,0,0,0,0,0,0.24131647700761,0,0,0,0,0,0,0,0,0,0.058377587491839,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.128461219445593,0,0,0.697603509075174,0,0,0.0508410032896598,0,0.0151851586252633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445547101098676,0,0.0324629896164585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258067688307146,0,0,0,0.107117689224837,0,-0.0931308472809459,0.131974646425162,0,0,0
X601288.CH.EQUITY,0,0,0.716793194537008,0,0.121695644559231,-0.0295522023047353,0,0,0,0,0,0,0,0.191642978262374,0,0,0,0,0,0,0,0,0.00358449051936524,4.33680868994202e-19,0,0,0,-0.0894267635281571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119617416798089,0,0,-0.00540843701105194,0,0.113733463101078,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.149950032605786,0,0.265930795725082,0,0,0.0926221130565141,0,0.122679211193069,0,0,0,0,0.0577344538076494,0,0,0,0,0,0,0,0,0,0.0650878274753743,0,0,0.0582316323171663,0,0,0,0.0250553524358739,0,0,0,0,0,0.109049006792902,0,0,0,0
X601628.CH.EQUITY,0,0.284861289644653,0,0,0,0,0.287667040641531,0.0331078824949962,0,-0.149496665091048,0,0,0,0,0,0,0,0,0,0,0,0.0277882172488458,0.0443792858435764,0,0,0,0,0,0,0.0756571388360543,0,0.0124847903341548,0,0.101308937841619,-0.0525572338671562,0,0,0,0.132459597022543,0.0156961190589659,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00289763192237296,0.494055889627809,0,0.0998521027198288,0,0,0.126597054212343,0.0500156313873977,-0.0813857352061521,0,0,0,0,0,0,0,0,0.0217403749754244,0,0,0,0.0357427443167226,-0.0236288309875372,0,0,-0.026360943877691,0.280520135610689,0,0,0,0,0,-0.0490627023310092,0,0,0,0,0,0,0,0,0,0.0534385382050237,0,0,-0.052469269475819,0,0,-1.73472347597681e-18
X1299.HK.EQUITY,0,0.100292364317829,0,0,0,0,0,0,0,0.139444992876401,-0.102940575288508,0,0,0,0,0,0,0.250020188737963,0,0,0,0.191130780290077,0.303309764282419,0,0,0,0,-0.0626992401774635,0,0,0,0,0,0,0,-0.0442746873448716,0,0,0,0,0,0.180684750812132,0,0.206879779167035,0.130526004483064,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758525867986965,-0.546686617082438,0,0.642065478101204,0,0,0,0,0,0,0,0,0,0,0.131975811913779,0,0,0.260238165565736,0,0,0,0,0,0,0.168161114048348,-0.265425735898688,0.0283924637810487,0,-0.113293190562087
X388.HK.EQUITY,0,0.279861195238674,0,0,0,0,0,0,0,0,0,0,0.147751992593641,0,0.128932791060886,0,0,0,0,0,0.0515717306376473,0,0.259628146898518,0,0.00429154522564712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464015518707225,0,0.0437750774881051,0,0,0,-0.0832883093167876,-0.279508705982972,0
X601658.CH.Equity,0,0,0,0.220718110623769,0,0,0,0,0,0,0,0,0,0,0,0,0.0866191894718727,0.120181232185062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220670481511059,0,0,0,0,0,0,0,0,0,0,0,-0.0151986231049333,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00531492754688948,0,0,0,0,0,0,0,0.254818034794714,0,0,0,0,0,0,0,0.0415456672135067,0,0,0.263809942334175,0,0,0.169305257177847,0,0.112490028544368,0,0,0,0,0,0,0,0.00949818872408859,0,0,0,0,0,0,0,0,0,0.037167412259707
X601166.CH.EQUITY,0,0.0854642154785532,0,0.0450501351958544,0.0564044850762397,0,0,0,0,0,0.00925271829525215,0,0,0,0.51414863679523,0,0,0.0898619462644468,0.040635550948594,0,0,-0.00315539661928957,0,0,0,0,0,0.0366555240113252,0,0.0272075768156459,0,0,0,-0.0184344159008786,0,0,0,0,0,0,0,0,0.0483764408172603,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.270017384546186,0,0,0.181667096598716,0,0,0,0,0,-0.0133912567089277,0,0.0776649708993748,0,0,0.0389279932401039,0,0,0,0,0.32236709584695,0,0,0.00451254653766864,0,0,0,0,0,0.0130788491322934,0,0,0,0,0,0,0.0337760113922768,0,0,-0.00847028368379143,0.0400243950744716,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,5.42101086242752e-20,0,0,0,0,0.0519340968000178,0.0244285124262318,0.0439042178977761,0.00822467836289058,0,0,0.588321774626895,0,0,0,0,0,0,0.109502238766975,0,0,0,0,0,0,0,0,0.0036613279140021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-0.0497071002833667,0,0,0,-8.67361737988404e-19,0,0.715275609631112,0,0,0,0,0,0,0,0,0,0,0,0.0276770685598015,0,0,0,-0.101127227806387,0,0.125732192731915,0,0,0,0,0.0623763403918905,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0370884147038061,0,0.0278350411062604
X601319.CH.EQUITY,0,0,0,0.206441872916724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103723487357282,0,0.0242574815431872,-0.0599544369231717,0,0,0,0,0.0931346995552476,0,0,0,0,0,0.234330125660095,0,0,0.0271008355260821,0.337892811323891,0,-0.055539744367778,0,0,-0.0821517920968711,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.334524106165098,0,0,0.0895608273398666,0,0,0,0.0636088833779969,0,0,0,0,0,0,0,0,0,0.0876506075124828,0,0.239565136236387,0,0,0,0,0,0,0.0702603945966319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525388792750824,0,0,0,0
X601601.CH.EQUITY,0,0.912974951198864,0,0,0,0,0,0,0,0.0748043603849523,0,0,0,0,0,0,0,0,0,0,0,0.0897032760699469,0,0,0,0,0,0,0,0,0,0,0,-0.112422006104905,0.225933328715719,-0.174220978001993,0,0,0,0,0,0,0,0,0,0,0,-0.0419443833355619,0,0
X600016.CH.EQUITY,0,0,1.38777878078145e-17,0,0.249191180808133,0,0,0.000333195374609036,0,0.0544307075355364,0,0,0,0.458914215774294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384831406323015,0,0,-0.0230887716952133,0.0254510276029594,0,0,0.0579447569516898,0,0.154704618213732,0,0,-0.0140855971418019,0,0,0,0,0,0
X601998.CH.EQUITY,0.172379746100245,0,0,0,0,0,0,0,0.03019149294943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137562994106031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208890823894244,0,-0.169982095442411,0,0.252660019838429,0,0.38447565082606,0,0,0,0,0,0.0696454103788366,0
X11.HK.EQUITY,-0.0585997798189803,0,0,0,0,0,0,0.232034742904273,0.304344401939828,-0.117378386319917,0,0,0,0,-0.103732660051031,0.0847962246417921,0,-0.0514917867736503,0.0408430232138518,0,0,0,0.22354538586011,0,0,0,0,0.130825705925106,0,0,0,0.0140167589279591,0,-0.0265022932026384,0,0,0,0,0,0,0,0.0843899472255159,0,0.082705874301752,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.153336745323828,0.0656886442491463,0.326251308026784,0,0,0,0,0,0.00204637412374675,0,0,0,0,0,0,0,0.433257120109405,0,0,0.099240371549261,0,0,0.0154987622257972,0,0,0.121116834489033,0,0,0,0,6.93889390390723e-18,0,0,-0.012987176165933,0,0,0,0,0,0,0,0,0.125261959764135,0,0
X300059.CH.EQUITY,0,0,0,0.0643285855545393,0,0,0,0,0,0.145614157205258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501692490791221,0,0.397846754463405,0,0,0,0,0.125598921743961,0,0,0,0,1.73472347597681e-18,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0310478588299327,0.214780151027895,0.110047948415567,0,0,0,0,0,0,0,0.18933317582351,0,0,0,0,0,0,0,0.0729700957892299,0,0.0784814586846502,0.011756899451292,0,0,-0.182813755700203,0,0.0576963241804136,0,0,0,0,0,0,0.016844128872975,0.0872109231298535,0,0.349354361321148,0,-0.0390570486443157,0,0.136557909772804,-0.103167485809719,0
X601818.CH.EQUITY,0,0,0.0437212413309582,0.332644620507832,0,0,0,0,0,0,0,0,0,0,0,0.0703954264924714,0,0,0,0,0,0,0,0,0.103718844673918,0,0,0,0.00319367930044081,0,0,0,0.0649380205844021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270905098883682,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0896094288896962,0,-0.0311656559665608,0,0,0,0,0,0,0.0156988002598499,0,0,0,-0.000400180995195373,0,0,0,0,0,0,0,0,0.231639060350386,0.461133026951876,0,0,0,0,0.0258085343305963,0.233838322507807,0,-0.0339367946378003,0,0,0,0,0.0267160478904821,0,0,0,0,0.0447054501136131,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.649107528868849,0,0,0.0770194530423519,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.190419230348919,0,0,0,0,0,0,0,0,0,0,0,0,-0.176563047447435,0,0,0,-0.117665013339075,0
X600999.CH.EQUITY,0,0,0,0,0,-0.108620990888325,0,0,0,0,0,0,0,0.276791197105844,0.132241657836261,0,0,0,0,0,0.00410724406581497,0,0,0,0.00235852428887605,0,0.0751345840810411,0,0,0,0,0,0.0960200846347485,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0643154807810419,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00149815362006585,0,0.169685742717462,0.00395814304807455,0,0.147177768377647,0,0,0,0,0,0.0686293863120882,0,0,0,0,0,0.282873828184123,0,0.220849621086044,0,1.73472347597681e-18,0,0,0,0,0,0,0.270251206645075,0,0,0,0,0,0,0.0293340749388065,0.00068491024732065,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0478770876397842,0,0,0,-0.0579127599449532,0,0,0,0,0,0,0,0,0,0,0,0.0845341889982131,0,0,0,0,0.523347763280728,0,0,0,0,0.0426521162173006,0,0,0,0,0.0486712449372389,0,0,0.190387981408926,0,0.0085251004197464,0,0,0,0,0,0.0522490080271667,0,0
X601336.CH.EQUITY,0,0.194126496319185,0,0,0,0.299021075241008,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.226139744675147,0,0,0,0.0468680450553692,0.0517211071027134,0,0,0,0,0.0712186835867262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0132551954773945,-0.00347218165139997,0,0.0481629716350934,0,0,0,0,0.134789230524318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294068459562316,0,0,0.0100169284344654,0,0,0,0,8.67361737988404e-19,0.015907490774956,0,0,0,0,0,0,0.21815480354782,0.273031738382021,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.0302407272069337,0,0,0,0,0,0,0,0,0,0,-0.385928653974437,0,0,0,0,0.13951124296016,0,0,0,0,0.283289095108526,0.0284409104612139,0,0,-0.0349776440905061,0,0,0,0,0,0,0,0,0.0538971385812237,0,0,0.0247737022204114,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0183316806239237,0,0,0,0,0,0,0,0,0.0776384685740394,0.251336505964655,0,0,0,0,0,0,-0.00598153786661198,0,0,0,0,0,-0.285698498936291,0.0191314490528439,0,0,0,-0.00374631819331664,0,0,0,0,0,0,-0.0203483607357919,0.945892161923419,0,0,0,0,0
