,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,X601696.CH.Equity,X600015.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X601229.CH.EQUITY,0.315866204517325,0,0.470929599008064,0.0695706143768464,0,0,0.0672462431243127,0,0.081291602920773,-0.0488057050904663,0,0,0,0,0.0506541053139616,0,0,-0.00179413747745887,0,0,0,0,0,0,-0.178941710944522,0,0.142335027897323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.475462341059753,0,0,-0.106507086956876
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0235847485890514,0.0319444830254908,0,0,0,0,0.037392731623004,0.0911108502227506,0,0,0,0.123333425921944,0,0,0.0104906227028279,0,0,0.418345959693425,0,0.0184228934895865,0.0343735456948483,0.161904827568677,0,0,0,0,0,0,0.0164396927635978,0,0,0,0,0,0,-0.00772030422889346,0,0,0.0467326950913315,0,0.0908315023477908
X002736.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0.0156709646838928,0,0,0,0,0,0,0,0,-0.0122820878619151,0,0,0,0,0,0,0.0827736475875854,0,0,0,0,0,0,0,0,-0.0210192954555307,0,0,0.36213959636377,0,0.0823447951860924,0,0,0,0,0,-0.00534494145321883,0,0,0.0801089626883289,0,0
X601788.CH.EQUITY,0,0,0.0302978387234989,0,0,0,0,0,0,0,0,0,0,0,0.00596687003637573,0,0.0657680950915089,0,0,0,0,0,0,0.0295995739912295,0,0,0,0.0438472013907306,0,0,0,0,0,0,0,0,0.13656333868036,0,0,0.22796872736215,0.0609778910088718,0,0,0,0,0,0.0108288476834798,0,0,0
X601881.CH.EQUITY,0.102269300638913,0.0507579189776445,0,0,0,-0.0308448522406565,0,0,0,0,0,0,0,0,0,0.0245055742749526,0,0,3.46944695195361e-18,0,0,0.0350181480760203,0,0,0,0,0,-0.0219048563651528,0,0,0.171087513465169,0,0.512922189376847,-0.0162352384587765,0,0,0,0,0,0,0,0,0,0,0,0,0.0810673554780053,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0374350955295066,0,0,0,0,0.108958322625435,0,0,0,0,0,0.222269342949709,0,0,0,0.164748259541346,0,0,0.0074513754855078,0,0.173549237825605,0,0,0,0,-0.0525389274445451,0,0,0,0,0,0,0,0.0974746077210273,0,0,0,0,0,0.12143569356036,0
X601696.CH.Equity,0,0.292825340205727,0,0,0,0,0,0,-0.07610959922005,0,0,0,0,0,-0.0504506448480984,0,0,0,0,0,0,0,0,0.189589122134639,0,0,0,0,0.174905755734418,0,0,0.0333113153553182,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172957048501138,0,0.447477643632792,-0.0069571645464225,0
X600015.CH.EQUITY,0,0,0,0.0200485139756757,0,0,0,0,0,0,0,0,0,0,0,-0.107859063325674,0.0362228078691373,0,0,0,0.265929439807287,0,0,0,0.0360661271513447,0,0,0.0396758995871911,0,0,0,0.174551734617021,0,0,0,0.0379080711943891,0,0,0,-0.220172359431692,0,0,0,0.00154367773378134,0,0,0,0,0.392898892987211,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0.13292830525908,0,0,0,0,0,0,-0.113008010751741,0,-0.108948840393547,0,0,0,0,0,0.0508968806837581,0.218407459853179,0,0,0,0,0,0,0.0641759637796929,0,3.46944695195361e-18,0.380079348998559,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.111379288667351,0,-0.0458745420944856,0.193352861715023,0
X2881.TT.EQUITY,0.0977256956527859,0,0,0,0,0,0,0.0363346840859684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477052401681629,0,0,0,0,0,0,0,0,0,0,-0.07766198984064,0.804035767793258,0,0,0,0,0,0,0,0,0,0,0.164736266396026,0,-0.036707020979635,0,0
X2891.TT.EQUITY,0,0,0,-0.00289589131533833,0,0,0,0,0,0,0,0,-0.00379057333391564,0,0,0,0,0.0289083098770198,0.0172273693383996,0,0,0,0.113536493489791,0,0.209544398588483,0,0,0,-0.0236997145561857,0,0,0,0,0,0,0,0,0,0.228174961736346,0,0,-0.0836123654288421,-0.0274913959675274,0.501701862902304,0,0,0,-3.46944695195361e-18,0,-0.0968046525937438
X601916.CH.Equity,0.091396706850942,0,0,0.490469027317771,0,0.195072025718847,0,-0.11918115978982,-0.242015664163438,0.161160604670518,0,0,0,0,0,0,0,0.0145777190079949,0,0.0933545982597951,0,0,0,0,0,0,0,0.0669580134229586,-0.0465653024866768,0,0,0,0.066101101130566,0.0991252213741079,-0.0242720202161089,0,0,0.213261113319037,0,0,0,-0.19538266311982,0,0.029422228118536,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0.0537599266010471,0,0,0,0,0,0,0.299773442401606,0,0,0,0,0,0.111785392396641,0.00255638023040715,0,0,0.00695302119809679,0,-0.13191907749718,-0.0611561227877103,0,0,0,0.345895453015361,0.0195973438728722,0,0,0,0.244736306232665,-0.226344426868249,0,0,0.296236484798282,0,0,0,-0.0823986122287158,0,0,0,0.0517661305103703
X601009.CH.EQUITY,0,0.0752244068038078,0,0,0,0,0,0.0746998589164016,0,-0.055776772774148,0.032406677610374,0,0,0,0,-0.0641532629592184,0,0,0,0,0,0,0,0,-0.0820915213100589,0,0,0.0376162878604323,-0.0520929333281135,0,0,0,0,0,0,0.0813555720973554,0,0,0,0,0,0,0.850640290351909,0,-0.080613125829437,0,0,0.00218225737292735,0,0
X600958.CH.EQUITY,0,0.00510839375966621,0,0,0,0,0,0.0587282122836302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644397681245981,0.174881992047223,0,0,0,0.0946809305506908,0,0,0.0159747568992651,0,0,0.35452301114543,0,0,0,0,0.085865185158114,0,0.0267233388761984,0,0,0,0,0,0
