,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.208824816520168,0,0.0871396825982215,0,0,0,0,0,0,0,0,0.482616161111562,0,0,0,0,0,0,0.0867350230402883,0,0,0,0,0,0,0.0201423846277074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277971694014496,0.054149332188168,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0164502691993128,0.121176656021476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233192774213633,0.229551086831872,0,0,-0.261494120299817,0.428838298500452,0,0.0653254460677999,0,0,0,0,0,0.185596984964867,0,-0.138033412808252,0,0,0.136182423592732,0,0,0,0,-0.0279830095098459,0
X601939.CH.EQUITY,0.197331129457427,0,0,0.273969065273116,0,0.126298375237788,0,-0.0617872950512376,0,0,0,0,0,0.100137117935334,0,-0.0212114080529313,0,0,0.0929547809314081,0,0,0,-0.109402705712915,0,0,0,0,0,0,0.465640282071282,0,-0.0166835276876399,0,0,0,0,0,0,0.0190502746042472,0,0,0,0.00629130916484927,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.356044056015714,0,0.246556854896261,0,0,0.0694604933489566,0,0,0,-0.00876555961492373,0,0,0,0,0,0,0,0,0,0,0,0,0.0328247223480853,0,0,0,0,0,0,0.132138374753227,0,0,0,0,0,0,0,0,0,0.156775499774604,0,0,0,0,0,0.100917018345885,0,-0.0351649526972109,0,0
X5.HK.EQUITY,0,-0.090099906005344,0,0.291327854207521,0,0,0,-0.270240576683237,0,0,0,0,0.0963800666127872,0,0,0,0,0.603694118983354,0,0,0,0,0.262002162881581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216769771142901,-0.0808387925897668,0,0,0,0,0,0,0,0.0197700465193296,0,0,0,0
X601988.CH.EQUITY,0.00952009940046172,0,0.092469162826187,0.313718871402738,0,0,0,0,0.0756095008203618,0,0.140769626161587,0.0522980506865133,0,0,0,0,0,0,0,0.15036661470785,0,0.241370182228249,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0117831683419927,0,0,0,0,0,0,0,0,0,0,-0.251809018829332,0
X600036.CH.EQUITY,0,0.0636668846164754,0,0,0,0,0,0.202421484497628,0,0,0.0661238752897175,0.0264294841619607,0.13377386345996,0.230705685724508,0,0,0,0.0863517642091634,0,0,0.167220034138709,0,0,0,0,0,0.0674209165926352,0,0,0,0,0.0465246234350204,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118863789638952,0,0,-0.023460848882994,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0041917506552309,0.135243107501317,0,0,0,0.134548217912194,0,0,-0.208856916058925,0,0,0.375070909470612,0.256066791271356,0,0.0987197062457012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024985816020445,0,-0.0399888292865503,0.0940421251610606,0,0,0,0
X601628.CH.EQUITY,0,0.332200432960762,0,0,0,-0.0748204434578534,0,0,0,0,0.0361275716862082,0,0,0,0,0,0.0232389336830872,-0.0791126740982232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105560254864691,0,-0.0572874327055292,0,0,0,0,-0.0940762746035078,0,0,0,0,0,0,0.198212394930691,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0.0244171674171249,0,0,0,0,0.00101382981587445,-0.0324894717079028,0,0,0,0,0,0,0,-0.0482769165078483,0,-0.0626015971638931,0,0,0,0,0.0265074533689428,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0371357132972903,0,0,0,0.00837862747536498,0,-0.00748472353821432,0,0.0117883165045735,0,0
X601166.CH.EQUITY,0,0,0.0425094365442128,0,0,0,0.273712042262949,0,0,0,0,0,0,0,0.199448271282434,0,0,0,0.0735260887582087,0,0,0,0,0.00157069586597379,0,0,0,0,0,0,0,0,0.115300521754036,0,0,0,0,0,0,0,0,0,0,0.0738077828210064,0,0,0.22369387478004,0,0,0
X601328.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0279222776405259,0.0266720032142428,0,0,0,0,0,0.373259690519715,0,0,0,0,0,0.161226494433597,-0.0877525566469651,0,0,0.213854481496363,0,0,0,0,0,0,0.10707630596767,0,0,0.176818165149873,0,0.0230247136254941,0,0,0.00862000603871729,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0.0485940698139974,0.142887783172272,-0.0515357894290653,0,0,0,0.308116722960768,0,0.0740919619310122,-0.0248571176756626,0,-0.0507223321410842,0,0,0,0,0.0506370759187191,0,0.243306469841608,0,0,0,0,0,0,0,0,0.0508748813676547,0,0,0,0,0,0.225738657545626,0,0,0,0,0,0,0,0,0.0956657523351797,0,0
X000001.CH.EQUITY,0,0,0.295425857871666,-0.255884891896001,0,0,0,0,0,0,0.0993221421105973,0,0,0,0.165652882743372,0,0,0,0,0.028941254667599,0,0,0,0,0,-0.16872009860545,0.175411455575394,0,0,-6.93889390390723e-18,-0.0827325880193632,0,0.0361521807089257,0,0,0.41547955534289,0,0,0,0,0,0,0.0357959055108913,0,0,0,0.0628981724154204,0.157337645700729,0,-0.0923238205569509
X601601.CH.EQUITY,-0.159883851649368,0,0,0,0,0,0,0,0.395205228195303,0,0.412851660100107,0,-0.0303895985528792,0,0,0,0.160899640223273,0,-8.67361737988404e-19,0.179968552521096,0,0,0,0,0.147058776329072,0.0475007339277867,0,0,0,0.0422483398749212,0,0,0,0,0,0,0,0,0,0,0,0,0.105960925365878,0.0182912740191081,0,-0.166620145593326,0,0,0.0343794483944362,0
X601319.CH.EQUITY,0,0,0.0357441742470219,0,0,0,0,0,0,0,0.0350399763514933,0,0,0,0,0,0,0,0,0.00893115351310451,0,0,0,0,0,0,-0.0778462148628293,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0628309605305576,0,0.13895754970768,0,0,0.227106482261192,0.179487289270031,0,0,0,0,0
X388.HK.EQUITY,0,-0.037114246252316,0,0,0,0,0,0.540287937259499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.493882695643227,0,0,0,0,0.0671008079714973,0,0.121796383849369,0,0.0394226735390744,0,0,0.0449763141083197,0,0.083869778432203,0,0.547891771104613,0,0,0,-0.207553787319691,0
X11.HK.EQUITY,0,0,0,0,0.075865944230068,0,0.0449161940976571,0.172924530071051,0,0,0,0,0,0,0,-0.0773254105456727,0,0,0,0.0717466457652384,0,0,0.584200995659764,0,0,0.248257570654811,0,0,0,-0.0576420552631042,0,0,0,0,0,0,0,-0.0841103688552923,0.0254899842197564,0,0,0,0,0,0,0,0,0,0.125515111648987,0
X601998.CH.EQUITY,0,0,0.0900559576553191,0,0.033336766485356,0.0236894851750862,0,-0.0750673675567951,0,0,0,0,0.0418155796665446,0,0,0,0,0,0,0,0,0.405420636822269,0,0.156448555863073,0,0,0,0,0,0,0.0479338652815565,0,0,0,0,0,0.0191906116800575,0,0,0,0,0.0952735711299273,0,0,0,0,0.0181364682854647,0,0,0
X267.HK.EQUITY,0,0,0,0,0.289311907935431,0,0,0.489614671531356,-6.93889390390723e-18,0,0,0,0,0.0791643555890445,0,0,0,0.213559498549011,0,0,0,0,0,0.109621451353824,0,0,0,0,0,0,0,0,0,-0.00914311660431679,0,0,0,0,0,0,0,0,0.156936618197195,0,0,0,0,0,0.0371455902924541,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273946593257048,0,0,0.0632968970501499,0,0.224141183543037,0,0,0.0564278912835719,0.0706914501473626,0,0.0417214876150612,0,-1.73472347597681e-18,0,0.0387064069698609,0,0.275935123709488,0,0,0,0.163068997711325,0,0,0,0,0,0.0557921762930614
