,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X388.HK.EQUITY,0,0,0,0,0,0,0,0.135798214675875,0,0,0,-0.0568180032368332,0.130847151581926,0.200493726389603,0.216028741914273,0,0,0.305426563828819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901378527731233,0,0,0,0,0.167976369024802,0
X267.HK.EQUITY,0,0,0,0,0,-0.370536571253793,0,0,0,0,0,0,0,0,0,0.331700505952808,0,0,0,0,0,0,0,0,0,0,0,0.209651097922738,0.468593605902363,-0.279719981210756,0.047942769872133,0,0,-0.174443909645479,-0.0956727094211011,0,0,0,0,-0.111036369877084,0,0,0,0.144903050948311,0,0.204678557660559,0,0
X2388.HK.EQUITY,0,0.25685945291665,0,-0.224244096623564,0.185689440580071,-0.359719125151848,0,0,0,0,0,0,0,0.0186195894263148,0,0.276392554305685,0,0,0,0,0,0,0,0,0,0,0,-0.102475104947977,0,0.0868063909876127,0,0,0,0,-0.0384317450980019,0,0,0,0,0,0,0,0,0.574120312963547,0,-0.0903860170703103,0,0
X600030.CH.EQUITY,0,0.145432740127112,0,0,-0.00964177361920017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135480889640838,0.205850043149147,0,0.215772159827985,0,0,0,0,0.329569841329721,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,-0.0424358393352476,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.137115046028489,0,0,0.176029601386163,0,0,0,0,0,0,0,0,0.00564522342182061,0.0105929351137087,0,0,0,0,0,0.10139674034778,0.0847621253578595,0.00309837417020171,0,0.438207451032418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.294317000026311,0,0,0,0.0636894540578153,0,0,0,0,0.0532852886846912,0,0,0,0,0.0720563617252583,0,0.0160818145720059,0,0.13900715519625,0,0,0.00278261045209311,0,0,0.0914522587398922,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0623815872377724,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.187296857088176,0,0,0,0.108240880330884,0.0169354883314795,0.0491040402279981,0,0,0,0,0,0,0.0787157501294699,0.00497203722824949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172119802092464,0.0531556417338702,0,0.145039690839656,0,0.0131090805101933,0.107616564521647,0,0,0,0,0,0,0,0,0,0,0.00951478889369479,0
X601818.CH.EQUITY,0,0,0,0.198181726344791,0,0,0.42841413521162,0,-0.0575347601097014,0,0,0,0,-0.0330120281083824,0,0,0.0842277608120785,-0.0255571834164537,0,0,0,0,0,0,0,-0.0210732602180051,0,0.140042145500708,0,0,0,0,0,0,0,-0.279296922488915,-0.0563048680253516,0,0.286692361918199,0,0,0,0,0.104505135456079,0,0,0,0.233020846066497
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233428431094007,0,0,0,0,0,0,0,0,0,0,0,0,0.270325822721967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792149487239403
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.042960322677258,0,0,0.0365003615340646,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.106328158650542,0,0,0.24290946237133,0.021003665406043,0,0,0,0,0.0391782519278345,0,0,0.203118209134087,0,0.306358123420558,0.000636927406746265,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.0203559579334457,0,0,-0.070442317304646,0,0,0.139708801301735,0.186502023854968,0,0,0.0718282482289881,0,0,0.147162528809174,0,0,0,0,0,0.0953179516581116,0,0,0,0,0,0,0,0,0.202182394906357,0,0,0,0,0,0,0,0,0.227787866055306,0,0,0,0,0,0,-0.0120296968355479,-0.0376371520540705,0
X600837.CH.EQUITY,0.0463903879432148,0,0,0,0,0,0,0,0,0,0.0355867096616557,0,0,0,0,0,-0.0019426096861624,0,0.422076934186393,0,0,0,0,0.114481144159686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129195568593515,0,0.11060511094417,0,0,0,0,0,0,0,0.113808874286411
X601066.CH.EQUITY,0,0,0,0.0212710726788668,0,0,0,0,0,0,0,0,0,-0.356888649470877,0,0,0,0,0,0,0,0,0.153169447411553,0,0,0,0,0,0,0,0,0.147217074743119,0,0,0,0,0,0,0,0.658217838832432,0,-0.117062538827106,0,0,0,0.30009571203738,0,0
X601229.CH.EQUITY,0.00937921153298429,0.13743763194443,0,0,0.028282166619945,0,0,0,0,0.14764037573919,0,0,0.243987984534758,0,0,0.0192528326280382,0.0678634414435791,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.441876303754542,0,0,0,0,0,0,0,0,0.0546080873134011,0,0,0,0,0,0.0969381666729389
X002142.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0.160350728383264,0,0,0,0,0.0251216807160538,0,0,0,0.0380035362399302,0,0,0,0,0,0.24720436932575,0,0,0.173831687333813,0.200065767110145,0,0,0,0,0,0,0,0,0,0,0,0,0.0796734770209629,0,0.132376501615531,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.11227788682694,0.00410202600033969,0,0,0,0,0.0508475142831836,0.0164847428729275,0,0,0.0441141623707448,0,0,0,0,0,0,0,0,0,0.277773594134742,0,0,0,0.0620645114122217,0,0,0,0.213581697669195,0,0,0,0,0.0325822694760971,0,0,0,0,0,0,0,0,0,0,0.0768432666929505,0,0,0
X000166.CH.EQUITY,-0.0163109956888395,0,0,0.0516622582075314,0,0,0,0,0,0,0,0.0776734855551242,0,0.152774591246068,0,0,0,0,0,0,0,0,0,0,0.353956539673028,0,0,0,0,0,0,0,0,0,0.144918877463135,0,0,0,0,0.399287701236629,-0.0065170277273038,-0.0546843849258492,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.489484378266062,0,0,0,0,0,-0.020969479064545,0,0,0,0,0,0,0.071050544301244,0.0802617083936332,0,0,0,0.27883684332164,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.142460414882044,-0.352510647840108,-0.0949611770011215,0,0,0,0,0
X2882.TT.EQUITY,0.24156120454337,0,0,0,0,0,0,-0.0835148962984533,-0.0966172373897745,0,0,0.10989900901733,0,-0.0410755097502414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141006729523981,0,0,0,0.24218305689233,0,0.865400637962878,0,0.160030590567655,0,0,-0.105952564315164,-0.0522412411969333,0,0,0,0.244667176309444,-0.436539847792193
X002736.CH.EQUITY,0.0205727713146057,0,0,0,0,0.0136890487728668,0,0.0497805953728027,0,0,0,0.00294382473068693,0,0,0,0,0,0,0,0,0,0,0,0,0.021917259450094,0,0,0,0.0648451565893666,0,0,0.260040515824474,0,0.0685893725032192,0,0,0,0,0,0.0799720961944535,0,0,0,0,0.385413549582376,0,0,0
X600999.CH.EQUITY,0,0.0240361884477965,0,0,0,0,0,0,0,0,0,0,0,0.0111696937642257,0,0,0,0.0220114034189992,0,0,0,0,0,0,0.494561660879233,0,0,0.0307811125282992,0,0,0,0,0,0,0.207737533467404,0,0,0.080005895016805,0,0.0723146815824899,0,0,0,0,0.0603761049602593,0,0,0
X2881.TT.EQUITY,0,0.0656646034843248,0,0,0.0146760031152448,-0.19656296243679,0.135779150390074,0,0,0,-0.134204741523633,0,-0.071889161434677,0,0,-0.271587612678099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818998486492516,0,0.973616866994903,0,0.101448760576588,0,0,0,0,0,0.108323896845202,0.208297528628573,0,0,0.0478237443333929,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,-0.122553374180728,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.446120997918168,0.00889215409338178,0,0,0,0.153747999974912,0.114065154209857,0.0776958660000019,0,0,0,0,0,0.157804247467482,0,0,0,0,0,0,0,0,0,0,0,0.18437134280499,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,-0.056987349836229,0,0,0,0,0,0.0729434829372225,0,0,0,0,0,0,0,0,0.0987840826411045,0,0,0,0.284769033664614,0.0373475998234,0,0,-0.0726588666219335,0.190795017799861,0,0,0,0,-0.156978239524982,0,0,0.279770784644898,0.128581585465257,0,0,0,0,0,0,0.0476853869475684
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.200737505684078,0,0,0,0,0,0,0,0,0,0,0,0.056920014860279,0,0,0,0.120266149303222,0,0,0,0.207897004122872,0,0,0.122541911778162,0,0,0,0.123431770998996,0,0,-0.0463954012801697,0,0,0.207614749220067,-0.0319439051259887,-0.12641688523441,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,-0.114921672451848,0,-0.478059336388038,0,0,0.22188343850113,0.374995729824085,0,0,-0.0381278973587878,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.005614747438231,0,0,0,0,-0.124734014254539,0,0,0.0879662090181864,0,0,0,0.465475873327712,0
X2891.TT.EQUITY,-0.0633755424531844,0,0,0,0.0702263569406614,0,0,-0.0621531267283198,0,0,0,-0.120230912736206,0.29456641849924,0,0,0,0.31179620074533,0,0,0,0,0,0,0,0,0,0,-0.144319601504645,0,0,0,0,0,0,-0.0031878220696134,-0.193520703617928,0.269265411030159,0,0.00863206755751916,0,0.122342850604313,0,0,-0.0961579999480286,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0175174824159671,-0.0277157183050112,0,-8.67361737988404e-19,0,0,0,0.254571620019653,0,0.0999821506825151,0.240362382129109,0,0,0,0,0,0,0,0.0737710580784004,0.000174936202442984,0.103357436006726,0,0,0,0,0,0,0.032626056295808,0,0,0,0,0,0.129075211245817,0,0,0,0
X601009.CH.EQUITY,0.0390643591470896,0,0.00727071131090825,0,0,0,0,0,0,0,0.209239306718072,0,0,-0.00839323446423952,0,0,0.205338110141876,0.146771187902811,0,0,0,0.0510018087906543,0,0,0,0,0,0,0,0.126900686144763,0,0,0,0,0,0,0,0,0,0,0,-0.085603243964528,0.347795183802554,0,0,-0.127095642696167,0,0
X600958.CH.EQUITY,0,0,0,0,0,0.0285697771034256,0,0,0,0,0,0,0,0,0,0,0.0279771299115858,0,0.285205025702945,0,0,0,0,0,0,0,0.216588711201881,0,0,0,0,0,0,0.0371865685612854,0.164538869467463,0,0.108700087895383,0,0.200178222776338,0,0.00260029416602377,0,0,0,0,0,0,0.027804504914787
X2884.TT.EQUITY,0.228085621666597,-0.0728171159870114,0,0.173552120212388,0,0,0,0,0,-0.142390976312143,-0.00449898766600844,0,-0.0572440809016726,0.131948051140435,0,-0.0337069378324853,0,0,0,0,0,0,0,0,0,0,0,0.386651901638154,0,0,0,0,0,0,0,0.106750007305878,3.46944695195361e-18,0,-0.422992226281628,0,0.257009417461515,0,0,0,0,0,0.425701078585414,0
X2892.TT.EQUITY,0,0,0.0228533116002983,0,0,0.173064021613096,0,0,0,0,0,0,0.152489079344746,-0.00123969265800195,0,-0.177942051585396,0,-0.0446550131971323,0,0,0,0.131329717595769,0,0,0,0,0,-0.0374092774126727,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.253167949855659,0,-0.0454102338747011,0,0,0.499145385864169,0,0
X600061.CH.EQUITY,-0.112125723840665,0,0,0.0417550096786156,0,0,0,-0.0754053292991658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883777055985935,0.322656860116822,0,0.148025148851526,0,0,0.146523792094243,0,0,0,0.0944053759233822,0,0,0,0.203932349149293,0,0,0,-0.042665581899093,0.173874029170434,0,0,0
