,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601901.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.201103259461713,0,0.259891955817258,0,0.183103545213925,0,0,-0.028885588595326,0.0426514292677138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333992751602723,0,0.0192805740110022,0,4.33680868994202e-19,0,0,0,0,0,0,0.123564473894782,0.0318355543217024,0,0,0,0,0,0,0,0.102464232959751,0,0,0
X601318.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0.0127517362383906,0.108008255452109,0,0,0,0,0,0,0.0275232250594005,0,0,0.0372435025894854,0.114275548288115,0.431580324894792,0,0,0,0,0.103055927565038,0.0742613394076006,0,0,0,0,0,0,0.0926870279706947,0,0,0,0,0,0,0,0,0,0,0,0.0167146107141364,0,0,0.0416665625591048,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.197888468385414,0,0.140760363025727,0,0,0,0,0.208482194171507,0,0,0,0,0,0,0,0,0.734508570536409,0,-0.174167396779416,-0.0748976144139531,0,0,0,0,0,0,0,-0.0627192818501641,0,-3.46944695195361e-18,0,-0.0996569410136596,0,0,0,0,0,0,0,0,0,-0.173850367943526,0,0.0934733311175794,0,-0.161344661874729
X601628.CH.EQUITY,0.0415958421650799,0,0,0,0,0.0625143671420874,0,0,0,0.0155978973931957,0,0,0,0,0,0,0.256795343356167,0,0,0.108955396528691,0,0,0.20648371524509,-0.188403629487693,0,0,0.0631460304436462,0,0.423750829572291,0,0,0,-0.0650071324919711,0,0.0651372243751336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.26614430340916,0.165424678598436,0.105333278277394,0,0,0,0,0,0,0,-0.0490288024191693,0,0,0,0.210500741809993,0.023609371998289,0.209555606598048,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149001052929995,0,0,0,0,0,0,0,0,0,0,0.214315062414281,0,0,0,0,0,-0.0306714093632577,0,0
X600036.CH.EQUITY,0,0,0,0.145875497475649,0,0,0.16593986206272,0.0870456834760014,0,0,0,-0.0237628375302882,0,0.250193783283394,0,0,0,0,0,0,0,0.230474948338044,0,0,0,0,0,0,0,0,0,0.0667771470921355,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.174222766362153,0,0,0
X601988.CH.EQUITY,0.250655363883301,0,0,0,0,0.311419196138162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290481994596185,0,0,-0.0447288053110313,0,0,0,0,0,-0.0661240509887303,0,-0.0609982229609961,0,0,0,0.49208196627555,0,0,-0.0691151644591348,0,0.0648061672471167,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0385186822105567,0,0,0,-0.0309425769126404,0.341813178296309,0,0,0,0,0,0.0559831031032635,0,0,0,0,0,0,0,0,0.136786008253604,0,0,0,0,0,0,0.0890845544648374,0,0,0.237954860830749,-0.00805777173098237,0,0,0,0,0,0,0,-0.0426657861546517,0,0,0,0,0,0
X5.HK.EQUITY,-0.00585921011201784,0.227876423021679,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0267003352161138,0,0,0,0,0,0,0,0,0,0,0,0,0.40128701749689,0,0,0,0,0,0,0,0.210265506602419,-0.0602564178842955,0,0.256599938308931,0,0,0,0,0.134260723501793,0,5.42101086242752e-20,0,0,-0.103697839348503,0,-0.00884484287676472,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.109224176401676,0,0,0,0,0,0,0,0,0,-0.0182006655962339,0,0,0,0,0,-0.0575928787139198,0.423931384653948,0.307890752051555,0,0,0,0,0.0905861880912456,0,0,0,0.31885647295292,0,0,0,0,0,0,0,-0.0852412658728457,0,0,0.054081269736433,0.136215764910997,0,0,0,0,-0.0337636585030299
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.00549770689072768,0,0,0,0,0,0,0,0,0.103674820790842,0,0,0,0,0,0.00191193743532179,0,0,0.251261280792284,0,0,0,0.0503193682492747,0,0,0,0,0,0.198290382876752,0.121102645478745,0,0,0,0.11877903606287,0,0,0,0,0,0,0.0672961248398227,0,0
X601658.CH.Equity,0.298451408242683,0.312232242946234,0,0,0,0,0,0,0,0,0,0,0,0.0242588273948351,0.0389670166141557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128560072870477,0,0.0958873642733972,0,0,0,0.0486099928994484,0.124736229535905,0,0,0,0,0,0,0,0,0,0,0.0906409604967235,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0537269073046043,0,0,0,0,0,0,0,0.525779162084403,0,0,0.226142124690581,0,0,0,0.0872978821980531,0,-0.115652182242564,0,0,0,0,0.0106665050449382,0,8.67361737988404e-19,0.142912927329618,0.0436136636744581,0.107084671258385,0,0,0,0,0,0,0.0323261241926504,0,0,0.0330281255885091,0,0,0,0,0.0567690206893363
X000001.CH.EQUITY,0,0,0,0,0,0.423772152121678,0,-0.0836619448519275,0,0.0947831887711232,0,0,0.0877403173665387,0,0,0,0,0,0.0309070430992612,0,0,0.0700223273917825,0,0,0,0.276453034530344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04633280441766,0,0,0,0,0.277060023606179,0,-0.23050962448074,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0603464668617963,0,0,0,0,0.107521672975658,0.194496103193478,0.0836193225603739,0.339528509420999,0,0,0,0,0,0,0,0,0,0,0.107573003763791,0.00031957942876742,0,0,0,0,0,0.162656617588629,0,0,0,0,0,0,0,-0.0192146125940311,6.93889390390723e-18,0,0,0
X601066.CH.EQUITY,0,0,0.0489023721467535,0,0,0,0,0,0,0.0399719583521372,0,0,0.493893988084931,0,0,0,-0.0658113275667482,0,-0.0998859982499656,0,0,0,0,0,0,0,0,0,0,0.0249407962204411,0,0,0.177334861910687,0,8.67361737988404e-19,0,0,0,0.117659924923845,-0.0391285892555671,0,0,0.0451959668662006,0,0,-0.0159285058697412,0,0.0244442971568149,0,0
X601601.CH.EQUITY,0,0.261946713913656,0,0.149002539374517,0.176869489373576,0,0,-0.0090806025727331,0,-0.0181613338346199,0.245235692696274,0,0,0,0,0,0,0,0.313589891937301,0,0,0.0281317095772052,0,0,0,0,0.0473013891288287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120504108783504,-4.33680868994202e-19,0,0,0,0
X600000.CH.EQUITY,0,0.0758610931280634,0,0,0,0,0,0,0,0,0.0375693123929354,0,0,0,0.422112604922142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06376263972725,0.0373527760326396,0,0,0,0,0,0,0.0411337138600566,0,0,0.0734542502906243,0,0,0
X601319.CH.EQUITY,0,0.0502578319053192,0,0,0,0,0,-0.0433117111325366,0,0,0,0,0,0.274860375343059,0.158848280037837,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.279287311462421,0,0,0,0,0,0,0,0,0.202448329398584,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635998703984455,0
X600016.CH.EQUITY,6.93889390390723e-18,0,0,0.120754385681211,0.0326796272727825,0,0,0,0.0820192075509535,0,0,0,0,0,0.0547293084298058,0,0,0.114215376819758,0,0,0.340813981164322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107742165003816,0,0,0,0,0,0,0,0,0,0,0,-0.180246800227873
X601998.CH.EQUITY,0,0,0.162611290700915,0,0,0,0,0,0,0,0,0,0,0,0,0.0547689499170321,0,0.60814535044234,0,0.00411245047776805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094948296031136,0,0.00270547976310196,0,0,0,0,0,0,0.0119729827080791,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.723886985734554,0.0322011112059632,-0.228149468414742,0,0,0,0.127797518981596,0,0.0862593104220529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254760267970169,0,0,0,0,-0.119294071217895,0,0,0,0.134708218656002,0,0,0,-0.021085127015252,0,0.0492282718959452,1.73472347597681e-18,0,0
X300059.CH.EQUITY,0,0.00530526554969134,0,0.0599178438853767,0,0,0,0,0,0,0,0,0,0,-0.0578246400020627,0,0,0,0,0,0,0,0,0,0,0,0,0.162979458881145,0,0,0,0,0,0,0,0,0,0,0.470438482205918,0,0,0.155527496965083,0,0,0,0,0,0.0180603942392409,-0.0326858294855605,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.369341867177836,0,0,-0.257847478857608,0,0.145071150438314,0,0.0636181364628918,0,0,0,0,0,0,0,0,0.360308692670647,0,-0.0606954002342454,0,0,0.114877236051532,0,0,0,0,0,0,0,0,0,0,0,0,0.107118926599431,0,0,0,0.041808202053081,0,0.0682666729007219,0
X2388.HK.EQUITY,0,0,0,0,0,-0.0817419051812369,0,0,0.219558646088043,0,0,0,-0.189693097259132,0,0,0,0,0,0,0,0,0,0,0,0,0.32613919805513,-0.200350807324142,0,0,0,0,0.210472130741585,0,0,0.206405853857877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.237447267315359,0.11522516479975,0,0.000754849228924116,0,0,0,0,0,0,0.166184230042438,0,0,0.0761152058400179,0,0,0.0110441763869211,0,0,0,0,0,0,0,0.0235955833107341,0,0,0,0,0,0,0,0,0,0,0.118828231929818,0,0,0,0,0.0301777450649249,0,0,0,0,0,1.73472347597681e-18,0.137203305226584,0,0
X601336.CH.EQUITY,0,0,0,0.17042606999468,0,0,0,0,0,0,0,0,0,0,0,0,0.112248834044386,0,0.122369084250197,0,0,0,0.0462919431082223,0,0,0,0,0.097765191024682,0,0.226005690914919,0,0.216833153884916,0.0765187557087361,0.00869495751071026,0,0,0,0,0,0,0,0,0,0,0.0663543630309646,0,0,0,0,0
X601688.CH.EQUITY,0.110524462208056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136066931796978,0,0,0,0.0710684423965797,0,0,0.159374276469249,0,0,0.301192060941407,0,0,0,0,0.144566171584548,0,0,0,0,0,0.0446611157612644,0,0
X600999.CH.EQUITY,0,0,0,0.175842257395326,0,0,0,0.0043920803592762,0,0.0163023182365501,0,0,0,0,0,0.0344903024602283,0,0,0,0,0,0,0,0.0693608272150417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0778302526006516,0,0,0,0.104692916295446,0.126031694757768,0,0,0.284080705462491,0,0.222300623559096
X600837.CH.EQUITY,0,0,0,0.0511508032617848,0,0,0.0743550366894131,0,0,0,0,0,0.161453856649542,-0.0239336286335846,0,0,0,0,0,0,0,0,0.0777154065533447,0,-0.0146306717659201,0,0,0.360532535998903,0,0,0,0,-0.0871309347244802,0,0.00911123571347065,0,0,0,0.0230260804525176,0,0,0,0,0,0,0,0,0,0,0.224668911493466
X601211.CH.EQUITY,0,0,0,0.160959972185172,0,0,0.132412025142506,0,0,0,0,0,0,0,0.0269318325394327,0,0,0,0.055599292938154,0,0,0,0,-0.187928938435324,0,0,0,0.106651745042932,0,0,0,0,0.205459000987453,0,0,0,0,0,0.0226644758414223,0,0,0.314502924949482,0,0,0,0,0,0.134691245722281,0,0
X267.HK.EQUITY,0,0,0,0,0,0.124477839020419,0,0,0,0,0,0.113722278326758,0,0,0.189642094834893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318986275113779,0,0,0,0.179971520085952,0,0,0.269101188061008,-0.21649608230364,0,-0.0621878220911088
X002736.CH.EQUITY,0,0,0,0.0925111154828764,0,0,0,0,0,0,0,0,0,0,0,0.147112777209597,0,0,0,0,0,0.0311264965274194,0,-0.0339162372389892,0,0,0,0,0,0,0,0,0,0.203324929810424,0,0,0,0,0,0.00867151732924507,0,0,0,0.139548264588789,0.0806409705119139,0,0,0,0,0.0987221883069702
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.0933962825334637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261715222020139,0,0.0951414795116128,0,0,0,0,0,0.0688680804953395,0.0345265478422616,0.256761350062759,0,0,0.104169743416289,0,0,0.173353674110269,0,0,0,0,0.100176343170034
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.0332974426478015,0.0458041872685081,0.0683119993007624,0,0,0.241813936552937,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147258661149296,0,0,0,0,0,0,0,0,0,0.0187866884687952,0.0894302387291035,0.304825519648981,0,0,0,0.488416894366453,0.0421728285449857,0,0,0,0,0.0616111207792851
