,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601901.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.235809503180611,0.140977979304583,0,0,0,0,0,-0.143603082702826,0,0.0738345018076701,0,0,0,0,0,0,0.218343068151606,0,0.079576706523229,0,0.0134595786505018,0,0,0,0,0,0,0,0.174421703397231,0,0,0,0,0,0,0,0.0372528655358514,0.210356710136121,0.325773682215059,0,0
X000776.CH.EQUITY,0,0,0,0,0.0292491774454391,0,0,0,0,0,0,0.18022597568153,0,0,0,0,0,0.0886186659318527,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.297014068017163,0,0,0,0.185840599896604,0,0,0,0.147963114852209,0.0537527680825466,0,0,0.0998642718021443,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,-0.0218943407543808,0,0,0,0,0,0.15042833239634,0,-0.0395444518433091,0.162926417893399,0,0,0,0,0,0.157362427875376,0,0,0,0,0,0,0,0,0,0,0,0,0.0157351035240297,0,0.252342948953393,0.075628732353688,0,0,-0.0148070442962483,0.205451316457058,0,0,0,0,-0.034313159915626,0,0,0,0.0309477260212536
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401100554167458,0,-0.0226962616302648,0,0,0,0,0,0.0186047228403077,0,0,0,0,0,0,0,0,0,0,0.00274023703715556,0,0,0,0,0,0.0703945916119556,0,0.0849392357393024
X2881.TT.EQUITY,0,0,0,0,0,0,-0.00779049914028601,0.155104896518436,0,0,0,0,0,0.0213452136318831,0,0,0,0,-0.15459708378994,0,0,0,0,0,0,0,0,0,0,0,0,0.159392952248641,0,0.156861685226599,0.160203608472295,0,0,0,0,0,0,0,0,0.464428583132973,-0.108592561398283,0,0,0,1.38777878078145e-17,0.0508005892779273
X600015.CH.EQUITY,0,0,0,0,0,0,0.0663282588463145,0.086880231926729,0,0,0.148498487044809,0.044418408063318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278574007624989,0,0,0,0.0467643823358264,0,0,0,0,0.200731364609654,0,0,0
X601881.CH.EQUITY,0,0,-0.0405207827665908,0.0658632147677428,0,0,0,0,0.0316111272052156,0.0902644573522724,0,0,0,0,0,0,0,0,0,0,0,0,0.0850200882656425,0,0,0,0,0,0,0.193129574072451,0,0.0247990932086467,0,0.175917777194665,0,0,0,0,0.224037360755241,0.0128124340979669,0,0,0,0,0.192351906356874,0.116703711609236,0,0.0585453300585778,0,0
X2886.TT.EQUITY,0,0,0,0,0,0.311271206758023,0,0,0,0.116660052595164,0,0,0,0,0,0.405019559721007,0,0,0,0,0,0.196446350664202,0,0.141507012856523,0,0,0,0,0,-0.326461452286942,-0.059255102382017,-0.0425295973284757,0,0,0,0,0,0,0,0,0,0,0,0.201207085797451,0,-0.241955093508335,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0115721122980539,0,0,0,0,0,0,0,0.0200639511868024,0,0,0,0,0,0.244213481266716,0,0,0,0,0.0342613155978129,0,0,0.0863006342564324,0,0,0,0,0,0,0,0.28649572835025,0,0,0,0,0,0,0,0,0.201316091078998,0
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0922903527198325,0,0,0,0,-0.0285714485978534,0,0,0,0,0,0,0,0,0.174547573524652,0,0,0,0,-6.93889390390723e-18,0,0,0.119088221373415,0,0.0858473590291183,0.327056794179861,-0.00268762473144307,0,0.060088276451872,0,0.017265551903699,0,0,0,0,0,0,0,0,0,0,0.0988158371583656
X600926.CH.EQUITY,0,0,0,0,0.056099961444436,0,0.162611864881823,-0.0161796910631794,0,0,0,0,0,0,0.27634257745699,0.169712851498953,0,0,0,0.0322739494717311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158043465857431,0,0,-0.173623846086851,0,0,0,-0.0168150216673356,0
X601009.CH.EQUITY,0.291433281267515,0.0158721503598819,0,0,0,0.0938325550948429,0,0.0563436102471341,0,-0.259413206897209,-0.139088882777734,0.406177095824342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120137708993147,0,0,0,0.306653041448307,0,0,0,-0.0291980353984839,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.271460746455261,0,0,0,0,-0.0182062107147102,-0.0593372217610768,0,0,0,0,0,0.14819444252577,0,0,0.106829986022872,0,0.337197195162707,0.355788829521591,0,0,-0.0962385214930967,0,0,-0.270988155819786,0.0422780191576043,0,0,0,0,0,0,0,0,0,-0.139222186119763,0.0918364908208275,0,0,0
X2884.TT.EQUITY,0,0,-0.00990317402628797,0,0,0.256709931531988,0,0,0,0,-0.0325940707437887,0,0,0,0,0,0,0,0,0,0,0.0380902807185608,0,0,0,0,0,0,0,0,0,0,0.0733622092329855,0,0,-0.0219261160211761,0,0,0,0.382630312825361,-0.141907334740738,0,0,0.309216372155079,0,0,0,0,0,0.13451713790488
X600958.CH.EQUITY,0,0,0,0.025606137903019,0,0,-0.0349706142213151,0.0381921055062387,-0.166223267301252,0,0,0,0,0,0,0.0388841629020618,0,0,0,0,0,0.0961247228164823,0.149944204091228,-0.0474978741174447,0,0,0.195379197223645,0,0,0,0,0,0,0.213870462543027,0,0,0,0,0.176417718884766,0,0,0,0,-0.118982182442284,0,0,0,0,0,0
