,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601077.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0.132201272254515,-1.73472347597681e-18,0,0,0.123490347184822,0.435549910838782,0,0,0,0,0,0.0881572663052638,0.0857382849549623,0,0.0290586901274813,0,0,0,0,0.0262555468102687,0,6.93889390390723e-18,0.020150223424553,0,0,0,0,0,0,0,0.0832624293738797,0,0,0,0,0.118692312777153,0,0,0.00149227214369398,0,0,0,0,0,0,0,0,0.0201659239826068
X600000.CH.EQUITY,0,0.193385463036516,0,0,0,0.120849662935887,0.266629692011229,0,-0.120894946817822,0,0.206268277086022,0,0,0,0,0,-0.0469189999501722,0,0,0.200034609836228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029471677967313,0.00995449848189966,-0.11695425090091,0,0,0,0,0.0438207756916264,0,0.0415544727328571,0,0.0177874857190139,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.17129673830919,0.00367738599225852,0,0,0,0,0,0,0,0,0,0.0890746587650536,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.174211269424398,0.0894085374518901,0,0,0,0.0594818046724992,0.173832199261335,0.193407255902559,0.129985664715918,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225277303832402,0,0,0,0,0,-0.105882326330727,0,0,0.24996556285509,0,-0.373937978075901,0,0.318927813852559,0.195250809605825,0,0,0,0,0,-0.0298391343223089,0.0964836929131098,0,0,0.229150829737765,0,0,0,0,0.0974902334372176,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.171479298422541,0,0,0.306789445214845,0,0,0,0,0.457144457797337,0,0,0,0,0,0,0,0,0,0.102613482331056,0.0593840578288965,0,0,0,0,0,0,-0.0490990702396793,0,0,-0.0063249564603214,0,-0.039011595303347,0,0.219117846220087,0,0,0,-0.128363517580704,-0.124909709620489,-0.0697977596095858,0,0,0
X11.HK.EQUITY,0.371080506555006,0,0,0,0.155456499442775,0,0,0.215640091736567,0,0,0,0,0,0,0,0,-0.0581199284503156,0,0,0,0.396662743024087,0,-0.213293949207461,0,0,0.012946303794649,0,0,-0.130691323989725,0,0,-0.123329574024672,0,0,-0.00839389828854619,0,0,0,-0.000772851571891102,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.065868102568031,0.536798214662927,0,0,0.0842971326957231,0,0,0,0.140768980842087,0,0,0,0,0,0,0,0,0,0,0,0,-0.505860071058492,0,0,0,-0.0793883852901673,0,0,0,0.494846035682482,0,0,0,0.0264283672864576,0,0,0,0,1.38777878078145e-17,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0155630593400369,0,0,0,-0.104724863970726,0,0.122911976417587,0,0,0,0,0.0454940816871741,0,0,0,0.235784264012865,0.123926803712512,0,0.090251220223535,0,-0.0646231905103064,0,0,0,0,0,0,0,0.10477251048116,0,0,-0.059371534541306,0,0,0,0,0,0,0,0,0,0.0892494918745406,0.0117816239993352,0
X267.HK.EQUITY,0,0,0.0373279070406065,0,0,0,0.196145220063546,0,0.0669551559289157,0,0,0.125573182841448,0,0,-0.119691873015771,0.168865551149734,0.189744967047669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318125710538115,0,0,0.0455609322822567,0,0,0,0,0,-0.0795533035406025,0.177737649743632,0.0889367782136604
X600016.CH.EQUITY,0,0,0,0,0,0.235479091313864,0,0,0,0,0.0275156602455078,0.0677753901102067,0.109717563930444,0,0,0,-0.0357605312621316,0,0,0,0,0,0,0.0367603028696323,0,0,0,0,0.132536078928649,0.152520777998806,0,-0.0443415457251893,0.279261671843216,0,0,0,0,0,0.0604039736084002,0,0,0,0,0,0,0,0,0.152270398191568
X2388.HK.EQUITY,0,0,0.147846921073736,0.0304364866287846,0.150021664334008,0,-0.109384761747072,0.102975877874567,0.0245273145772838,0,0,0,0,0,0,0.4212966564019,0,0,-0.0602995476406026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.231260508555366,0,0,0.22135894598349,0,0,0.174945899615698,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0923440964981852,0,0.0169758206534671,0,0,0,0.117029785050655,0,0,0,0,0,0,0,0,0,0.272725304807663,0,0,0,0,0.0487099962759578,0,0.0975709969301091,0.0650595626287257,0.0156016187245949,0,0,0,0,0,0.326157586122139,0,0,0.0141134307805823,0,0,0
X601818.CH.EQUITY,0.0287779829985162,0,0,0,0,0,0,-0.0290367461221135,-0.0904172420180787,0,0,0,0,0,0,0,-0.115670828426005,0.298887082817568,0,0,0,0,0,0,0,0,0,0,0,0.0434436944208958,0,0.0375154084127383,0.334860069651499,0,0.091040460426446,0,-0.0819277224168965,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.195416255671992,0,0,0,0,0,0,0,0.120996184075155,0,0,0,0.252498656829381,0.013151907960068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217855448670105,0.074403821061744,0,0
X601066.CH.EQUITY,0,0,0,-0.0187706651482295,0,0,0,0,0,0,0,0,0,0.0495985849461175,0,0,0,0,0.0171533384471104,0,-0.0264313849965709,0,0,0,0,0,0,0,0.10535027931683,0,0,-0.158298560523488,0,0,0,0,0.182800091106127,0.12703429259697,0,0,0,0.207688681093166,0,0,0,-0.018510355173329,0.0728048053112912,0
X601688.CH.EQUITY,0,0,0,0,0.110893041598304,0,0.145107273233743,-0.117410348421379,-0.177415504905164,0.0801398210135368,0,0,0,0,0,0,0,-0.4640618746705,0,0,0,0,0,0,0,0,0,0,0,0,-0.059709743814157,-0.0791746621812721,0,0,-0.0014917378375968,0,0,0,-0.0925594732391451,0,0.709327278803031,0.373775654487486,0,0,0.250034455172045,0,0,0
X601211.CH.EQUITY,-0.0488728996941625,0,-0.017056670482812,0,0,0,0,0,0,-0.00931759760019289,0,0,0,-0.0568183959855616,0,0,0,0,0,0,0,0.0990170717644976,0,0,0,0,0,0.0720760853638392,0,0,0,1.0842021724855e-19,0,0,0,0.426512759898262,0,0.111999392980298,-0.0530907919401853,0.0264822117839991,0,0.153965578434763,0,0,0,0,0,0.136387234978177
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731236929225335,0,0,0,0,0,-2.71050543121376e-20,0.0887543911068497,0,0.044595700079381,0.00560482312216782,0.360400289574035,-0.122213585937705,-0.066066141217367,0,0.239243064272682,0,0,0,0,0,0.0995595777121337
X601229.CH.EQUITY,0,0,0.265987560019745,0,-0.0344686724781258,0,0,0,0,0,0,0,0,0.163530189071723,0,0,0,0,-0.0759629511792523,0.0542684401572494,-0.0135915380081598,0,0,0.0590338026391572,0.116001142333592,0,0,0,0,0,0,-0.00321532406232249,0.122677568483957,0,0,0,0,0,0,0,0,0,0.19215249157489,-0.217779821519361,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.177706387405659,0,0,0.0114203634915885,0,0,0,0,0,0,0,0,0,0,0,0.0702097529090674,0,0,0,0,0,0,0.197033527322253,0,0.510498503185249,0.224534072904139,0,0,0,0,0.00205705527700132,0,0,0,0,0,0,0,0.0241102664627553
X601169.CH.EQUITY,-0.0596243107523371,0,0,0,0,0.245224285782462,0,0,-0.0727727729759527,0,0.158703091229012,0.201367868471219,0,0,0,0,0,0,0,0,0,0,0.0488311791948952,0,-0.0446710026028476,0.0177005226187587,0,0,0,0,0,-0.00662756526327594,0.585936449939678,0,0,0,8.67361737988404e-19,0,0,0.18832094748703,0,0,0,0,0,0,0.0252541550160085,0
X2882.TT.EQUITY,-0.253188262546099,0,0,-0.00939548846674527,0.0245064767468256,0,0,0,0,0,0,0,0,0,0,0,-0.00736742983677208,0.239062207526616,0,0,0,0,0,0,0,0,0,0,0.0504049819800251,0.0276037508993098,0,0,0,0,0.364665205502075,0,0,0,0,0,0,0,0,0,0,0,0.0787251022617643,0.133422212908662
X600015.CH.EQUITY,0,0,0,0,0.23612436489703,0,0,0,0,0,0,0,0,0,0,0,0,0.0387053165178519,0,0.0269871475040753,0,-1.73472347597681e-18,0.335722900613647,0,0,0,0,0,0.0435566553673984,0.153952706043791,0.225874800521188,0,0,0,0.0162851624813758,0,0,0.0125835052702289,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0.00561690080294669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250749387311942,0,0,0,0,0,0,0,0,0,0,0,0,0.0529435562679511,0,0,0,0,0,0.104338591934423,0.265798577665461,0,0,-0.0117779799105735,0.273641420776946,0,0,0,0,0,0,0.273041093811937
X2881.TT.EQUITY,0.0667926175174362,0,0,0,0,-0.0346444608857736,0,0,0,0,0,0,0,-0.146470205510024,0,0.266946873732051,0,0,0,0,0,0,0.0895837782618324,0,0,0,0,0,-0.150357744401608,0.196653215218811,0,0.586276223479839,0,0,0,-0.126685931279947,0,0,0,0,0,0,0,0.0946089180273826,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,-0.138162201882706,0.00630322561484744,0,0,0,0,0.154818410212869,0,0,0.181702230886019,0,0.0892907337066812,0,0,0,0,0,0,0,-0.015027912263088,0,0.497883244000517,0.114283419171646,0,0,0,0,0.0530815081075783,0,0,0,0,0,0,0,0,0.0905663573027006,1.73472347597681e-18,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.227667195283282,0,0.0417541911119838,0,0,0,0,0,0,0.16190163783849,0,0,0,0,0.0326223917074335,0,0.06449904098639,0,0,0,-0.107263092956762,0,-0.0349314255200778,0,0.0991570087455324,0,0.31484788517057,0,0,0,0,0,0,0.119966300730006,0,0.0495920733497673,-0.133885292715681,0,0.0641198602654884
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.170867567825367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319680165313256,0.180179958790884,0,0,0.179896630100763,0.124796707091292,0,0,0.031803697326441,0,0,0,0,0,0,0,-0.0373265724930049,0.0613155676533972,0.180876127665758,0.0755220719098804,-0.0356487624041195,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214862646000527,0,0,0.0561064997458751,0,0,0,0,0,0,0.0875282934340389,-0.0515765590615344,0,0,0,0.209702027543691,0,0.208686505108545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745046145673246,0.217227658681672,0.500610465662316,0
X2886.TT.EQUITY,-0.206536552083216,-0.0551662168029162,0,0,0,0,0,0,0,0.119963140761088,0,0,0,-0.129357848397551,0,0,0.078608920121461,0,0.169900286714633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108126716302522,0,0,0,0,0,0,0,0,0.127881181532266,0,0,0,0.782765118557796,0
X000776.CH.EQUITY,0,0.0279797144918172,0,0,0,0.0390707911994817,0,0,0,0,0,0,0.0999088074278684,0,0,0,0.0368922393392141,0,0,0,0,0,0,0,0,0.387448739428953,0,0.0265205519931312,0,0,0,0,0.00264454700648334,0.151920820788663,0,0,0,0.184040504814823,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0.1388647631643,-0.00614550314490783,0,0,0,0,0,0,0,0,0.0396390703494325,0,0,0.417240729650376,0,-0.0184101548687346,0.140438693784075,0.114618150370001,4.33680868994202e-19,0.151627866067901,-0.0311931354804486,0,0,0,0,0,0,0,0.015999168358941,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.0612550063707087,0,0,0,0,0.404393760997166,0,0,0,0,0,0.0940650092735286,0,-0.0677317975110058,0,-0.10991035703393,-0.0778350201201133,0.183025275521849,0,0.038927206189147,0,0,0,0,0,-0.00751262348395978,0,0,0.0954190895467536,-0.160682207766265,0.177891098199858,0,0.103517945680669,0,0,0,0.0686164213861099,0,0,0.052553972654597,0,0,0,-0.00959902182522196,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0.132108233601442,0,-0.326739826067175,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0409909619296027,0,0,0,0,0,0,0,0,0,0,0,0,0.13248388556448,0,0,0,0,0.054779639240022,0,0,0,0,0,0,0,-0.1119406579774,0,0,0
X2884.TT.EQUITY,0,0.0997471279140508,0,0,-0.07701709214617,0,0,0,0,0,0,0.0832901832148758,0,0,-0.14377189318028,-0.0715981151713043,6.93889390390723e-18,0,0,0,0,0,0,0.11899251583098,0,0.196484593837952,0,0,0,-0.0723018204664167,0,0.0228134075674958,0,0,0,0.135128563181926,0.175095138848907,0,0,0.162178792061481,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.359490739115992,0,0,0,0,0,0,0.0564522973596046,0,0.45597929660822,0,0,0,0.168009995721738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283842728165871,0,0,0,0.00972755737764308,0,0,0,0,-0.0733143771117357,0,0,0,-0.100605845892143
X2892.TT.EQUITY,0,0,0,-0.144373670351481,0,0,0,0,0,0,0,0,0.356421806121751,0,0,0.0747776748597799,0,0,0.0846369514445979,0,0.22074892192064,0,0,0,-0.0205633702875164,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.55813768147216,0,-0.173976270656987,0,0,0.196855890104045,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0.0776226293970019,0,0,0,0,0.106555829630343,0,0.0149325842908128,0,0,0.0945074912537606,0,0,0,-0.0566326473466283,0,0.150963549980927,0.0670901397748997,0.211027265618959,0.123443987323488,0.0251008922968289,0,0,0,0,0.25796521769409,0,0,0,0,0,0,0,0.121518017189558,0,0,0,0,-0.0686798484622236,0
