,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X000069.CH.EQUITY,X601901.CH.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0.543822339047411,0,0.0570514304035735,0.0322986023582709,0,0.0546380118163653,0,0,0,0,0,0,0.0430320129709923,0,0.0146338660512187,0.0690150001190053,0,0,0,0,0.0726057817665597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205897986776411,0,0,0
X601939.CH.EQUITY,0.660400417261974,0,0,0.114178959143119,0,0,0,0,0,0,0.0116036080007608,0,0,0,0,-0.0800243152978046,0,0,0,0,0,0,0.146956892382724,0,0,-1.34255338262064e-05,0,0,0,0,0,0,-0.0373084377856155,0,0,0,0,0,0,0,0.0118565257810794,0,0,0,0.0320992720296712,0.0602107099540999,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0726767626712803,0,0,0.113091892196869,0,0,0,0,0,0.250369817189693,0.0240916039137023,0,0,0,0,0,0.149247824819111,0,0,0,0,0,0.247772027670186,0,0,0,0.0897324779228094,0,0,0.0354055286902553,0,0,0,0,0,0,0,0.0107200229916737,0,0,0,0
X601288.CH.EQUITY,0.152003428378235,0.375564265845354,0,0,0,0,0,-0.0187289014684704,0,0.0678115295281879,0,0,0,0,0,0.0844158652012935,0.04422552452936,0,0.25780334997716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115781639177961,0,0.025511768811162,0.0337255904174874,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.222660463756497,0,0.217014108989479,0,0.0323606757552269,0,0,0,0,0.173738112692417,-0.0609129259189403,0,0.0422859377337391,0,0,0,0,0,0,0.141540022592801,0,0,0,0,0,0,0,0,0,0,0,0,0.0813788867809757,0,0.543231861022216,0,0,0,-0.938321419698645,0.218785975867578,0,0,0
X601988.CH.EQUITY,0,0.214003322330306,0,0,0.0504038816359243,0,0,0,0.123723841071515,0,0,0,0.0457101197077078,0,0,0.174722956858712,0,0,0,0.407436351384907,0,0,0,0,0,0,0.053324404072685,0,0,0,8.67361737988404e-19,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600036.CH.EQUITY,0,0,0.084279489999203,0,-0.0394599058851883,0,0,0.109392670904601,0,0,0.0554215905943688,0,0.334272513891162,-0.0282371211971821,-0.0288311475930843,0,0,0,0,0,0,0.385519682632191,0.0392014586513337,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0534870259425844,0,0,0,-0.0469831445663102,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.159056394437645,-0.00914801227501607,0.236901700441777,0,0,0,0,0,0,0.133094605590758,0.0638407722746428,-0.00749102066034141,-0.120321649780092,0,0,0,0,0,0,0,0,-0.0462532963764007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370644135279784,-0.0532469310436213,-0.181856209867079,0,0,-0.0478596242186183,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0171174642272927,0,0,0,0,0,0,0,0.122949112184854,0,0.0112231729439391,0,0,-0.0241284737802902,0,0,0,0,0.290806295596615,0,0,0.221790804466522,0,0,0,0.0571659959641922,0.0841844821621611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833302521662162,0,0,0
X601328.CH.EQUITY,0,0.0211189996412911,0.223201614738198,0.00258397914372844,0.0126088673717004,0,0.0083262180556384,0,0,0,0,0,0.0541000424779049,0,0,0,0,0,0.194952672490271,0,0,0,0.0636491623160487,0,0,0,0,0,0.0796322337539699,0.228112152956284,0,0,0,0.0668287440704314,0,0,0,0,0,0,0.0519290438795443,0,0,0,0,0.0213984100685261,0,0
X601166.CH.EQUITY,0,0.346643305201859,0,0,0,0.0339140861941256,0.126969489208219,0,0.119656694381745,0,0,0,0,0,0,0.025982269604943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117716565854431,0,0,0,0,0,0,0,0,0,0,0,0.0927908681672745,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.301959299630014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610201762719276,0,0,0,0,-0.090526950676716,0,0,0,0,-0.127688858663993,0,0,-0.0235812970509613,0.0372675102987759,0,0.079992421845573,0,-0.028092833172342,0.141185502933842,0,0.35060352357948,0,0,0.301677381973062
X600000.CH.EQUITY,0,0,0.0444521234607296,0,0,0.00934574509252059,0.183728287877954,0.103917658751413,0,0.136142908382746,0.0409403170225882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168065969509499,0,0,0.0126175179260862,0,0,0,0,0.0086610156441785,0.106546404481816,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0690108675690232,0,0,0.0677095140519341,0,-0.110027247797245,0,0,0,0,0.086604697967652,0.222225501237683,0.298074268783113,0.0669034190535692,-0.30511429286274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112344963780217,0,0,0,0,0,0,0,0.160579552842342,0.182082682119229,0,0,0,0,0,0.185798544211035
X2388.HK.EQUITY,0,0,0,0,0.189496281103467,0,0,0.0175249730012689,0,0,0,0,-0.0677179933691207,0,0,0,0,0.0209103588580786,0,0,0,0,0,0,0,0,0.0286485975199679,0,0,0,0,0,0,0,0.0104324275320992,0,-0.00270882741123812,0,0.14585761771628,0,0.0922157742844669,0,0,-4.33680868994202e-19,0,0,0,0
X601601.CH.EQUITY,0.324712882047794,0,0.115575203938961,0,0,0,0.0242494599292468,0,0,0,0,0,0,0,0,0,0.039577749320809,0,0,0,0,0,0,-0.051816971314417,0,0.0869567125575107,0,0,0,0,0,0,0.0128418587752034,0,0.0138155407153311,0.332820278140898,0,0,0.0686380525875238,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.0398431798579508,0.034817503724507,0,0.226977294647528,0,0,-0.0421614624412357,0,0.108608884059178,0.028476717833366,0.206632504083355,0,0,0,0.117915870993984,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0688888784279156,0,0,0,0,0.0773178544633712,0,0.0117998417886408,0,0,0,0,0.101782134124733,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.392690950561302,0,-0.526146445664898,0,0,0.136647120220881,0,0.199950342924323,0.510947436286795,0,0.277812126022689,0,0,0,0,0.416518663082278,0,0,0,-0.797966682730893,0,0,0,0,0,0,0,0,0.0667142620986111,0,0.0716235531259341,0,0,0,0.0267909565710443,0,0,0,0.293481786463045,0,0,0
