,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.44466266697344,0,0,0.267437734530186,0,0,0,0,0,0.101243961794683,0,0,0,0,0,0,0,0.160547460769512,0,0,3.46944695195361e-18,-0.0201395426227341,0.167793383324935,0,0,0,0,0,0,0,0,0,-0.161859138869767,0,-0.142655901135764,-0.150690946144591,0,0,0,0,0,0,0.0973311663501209,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0320138840749974,0,0,0,0.0332494782160398,0,0,0.0955566505098404,0.250887875704404,-0.0217271667131281,0,0,0,0,0,0,0,0,0,0.0401654784680057,0,0,0,0.412997826780283,0.071747673148113,0,0,0,0,0,0,0,0,0.0328583322049062,0,0,0.0540569014704603,0.0284042906883166,0,0,0,0
X601939.CH.EQUITY,0.276830373572483,-0.0306845962049621,0,0,0,0,0,0,0.0310226649804166,0,0.117509607052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3486210465284,-0.586504246564167,0,0.16418730402257,0,-0.0405375917424979,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.206371476459586,0.52800184283786,0,0.0372521581889759,-0.207188793515994,0.286898031512158,0,0
X601288.CH.EQUITY,0.160281585165942,0.0315190634628174,0,0,0.0991448365022759,0.0699562205773966,0,0,0.015616478022602,0,0,0,0,0,0,0,0,0.0553848287414175,0,0.265744588712174,0,0,0.088894770549036,0,0,0,0,0.0304856846605236,0,0.157866436016676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0223327923931832,-0.182830952997207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162200922395088,0,0.428977367986347,0,0.322757548989498,0,0,-0.0213461696633553,0,-0.125699443114277,3.46944695195361e-18,0,0,0,0.314874399537207,0,0,0,-0.0781838198347041,0.0901862719874122,0,0,0,0,0,0,0,0,0,0,0,0.235362393927434
X601988.CH.EQUITY,0.289370814401345,0,0,0.437262188036103,0,0,0,0,0,0.151738985463368,0,-0.131051014404247,0,-0.0656571851171177,0,0,0,0,0,0.206358304826777,0,0.00420838683920834,0,0,0,0.00428538122491677,0,0,0,0.0727508722192441,0,0,0,0,0,0,0,0,0,0.0253272160217339,0,0,0,0,0.0462181538525776,0,0.00540654645220259,0
X600036.CH.EQUITY,0,0.300491301124369,0,0,0,0,0,0,0,0,0,0.308104293367981,0,0,0.176651115548153,0,0,0,0,0,0.0417510683268952,0,0,-0.0484822142340726,0,0,0,0,0,0.0344107982283051,0.0807468836369371,0,0,0,0,0,0,0,0,0,0,0,0.277387084221117,0,-0.0654088171976669,-0.0424032517171928,0.080110833997696,0
X1299.HK.EQUITY,0,0.219925472179047,0,0,0,0,0,0,0,-0.0574813358484366,0,0,0,-0.220214610802732,0,0.301852670035579,0.317204373142006,0.198439516847542,0,-0.00675099463384539,0.0449415399435071,0,0,0,0,0.0954904206892223,0,0,-0.168510084822731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0562573900911199,0,0,0,0,0,0,0,0.112936777537147,0,0,0,0,0.328186306997631,0,0,0.0530557293430367,0,0,0,0,0,0,0,0,0,0.0364825974622731,0,0.0793116598850849,0,0,0,0,0,0,0,0.0661629071685881,0.144048622602954,0,0,0.0611527099395224,0,0,6.93889390390723e-18,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.415975516460752,0.145943765652355,0,0.0755835949170305,0,0,0,0,0,0.287159099811362,0,0,0,0,0,-0.173286600104252,0,0,0.0821354768941864,0,0.285394157087048,0,0,0,0.151029878002298,-0.108474337700209,0,0,0,-0.0731013792845971,0,0,0,0,0,0,0,0,0,0,0,0.133442275271426,0.0320811062867043
X601328.CH.EQUITY,0,0,0.0370544179004766,0.263214675895378,0,0,0,0,0,0,0,0,0,0,0,0,0.0360579200577875,0,0,0.301952949051203,0,0.10981728619224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0295491518128598,0,0,0,0,0,0.200151409958141,0,0,0,0,0,0,0,0.110808068442784,0,0,0.0808276512606292,0,0.129482822966725,0,0,0,0,0,0.0360368880449655,0,0,0.0215188629490788,0,0,0,0,0,0,0.0920393318184708,0,0,0,0,0,0,0.167911242780663,0,0.0175334799013405,0,0.102484774969854,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.284199610162825,-1.73472347597681e-18,0,0,0,-0.0655372350472019,0,-0.0445224795902909,0.109684741251222,0,0.135456184478482,0,0,1.38777878078145e-17,0,0.111847404310293,0,0,0,0,0,0,0,0,0,0,0.0285635612787549,0,0,0,0.389901958930956,0.0502408423234193,0,0.0854491636221696,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.234082500327118,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569389632615416,0,0,0,0,0,-0.0845292821752106,0,0,0,0,0.12910404669354,0,0,0.232051449762481,0,-0.0283619052875914,0,0,0,-0.0706107849479753,0,0.192681896717665,-0.0413360363346476,0,0.208014918800234,0,0.0386521873494299,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.178995628909881,0,-0.0557554262197675,0.448135308561803,0,0,0.151799935286354,0,0.359520035098753,0,0,0,0,0,0,0,0,0.0368953604476792,0,0,0,0,0,0.0440938249978253,0,-0.105570427275618,0,0,0,0,0,0,-0.0121937379454611,0,0.205547929027776,0,0,-0.232988332773069,0,-0.0525871018627821,0,0,0
X11.HK.EQUITY,0.297292723353223,0,0,0,0.111220493247376,0,0,0.263062930128551,0,0,0,0,0,0,0,0,0,0,0,0,0.335925130234695,0,-0.263893849079435,0,0.0663812025118983,0,0,0,-0.0797042912866905,0,-0.0965601808000514,0,0,0,0,0,0,0,0,-0.102198070346539,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.522001542982082,0,0,0,0,0,0.163580162579155,0.00234139446457052,0,0,0,0.0196713277513638,0,0,0,0,-0.0504190889149808,0,0,0,-0.396915408930389,0,0,-0.0243389248638033,0,0,0,0,0.422232515042547,0,0,0,0.00179764145264784,0.06045013610072,0,0,0,0,0,0,0
