,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2888.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.440159077608243,0.221685797605063,0,0.124934913271156,0,0.0726626899155412,-0.0739918787669902,-0.126683493456164,0.0270888665021546,0,-0.00598875604623521,0,0,0,0,0,0,0,0,0,0.30352183088513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025096960443901,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.00286941310932692,0,0,0,0,0,0.0634265206457137,0,0,0.172203297473207,0,0,0,0.241657037883245,0,0,0,0,0.215919685221041,0,0.00618288160720798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.102180815480589,0.197959245057177,0,0.0646132884796747,0,0,0,0.0394928011326868,0,0,0,0,0,0,0,0,0,0,0.348502333682817,0,0,0,0,0,0,0,0.0130794959202249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424863097110783,0,0.0569229521155434,0,0,0,0,0
X601988.CH.EQUITY,0.0947146409373184,0,0.448078353721708,0,0,0,0.0799626284116398,0,0.0397746500543806,0,0,0,0,0,0,0.0575474213137056,0.0570680597802993,0,0,0,0,0,0,0,0.00264264156258832,0.0732457050522633,0,0.0327378835149357,0.111239557652534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.122809616828722,0,0,0,0,0,0,0,0.121191592825584,-0.104210737251792,0,0,0,0,0,0,0,0,0,0.595552748417371,0,0,0,0.251074805064822,0,-0.0521194506851234,0,0,0,0,-0.0388599274016608,0.152724124339852,-0.194999327016565,0.29830425130157,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.0908089038391992,0,0,0,0,0,0.0293795201180501,0,0,0,0,0,0.251724392645944,0,0,0,0.266874313428897,0,0,0,0.150252744158527,0,-0.157955701195601,0,0,0,0,0,0.187802419884083,0,0.160489665470187,0,0.171815858727849,-0.0218552142058084,0,0,-0.117868212753687,-0.0320955151642427,0,0,0,0,0
X601328.CH.EQUITY,0,0.124199347704052,0,0.0745013887501678,0,0,0,0,0,0,0.229752920596658,0,0,0,0.250189874103259,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038571994120674,0,0.147049752250987,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0498685716598577,0,0,0,0,0,0,0.143806524122435,0.168280579567101,0,0,0,0,0,0,0.0905172622330676,0,0,0.122229671009794,0,0,0,0,0,0,0,0,0,0,0.115103560531311,0,0,0.117816482093948
X600036.CH.EQUITY,0,0,0,0,0.0289087730983821,0,0,0,0,0,0,0,-0.0209886883537968,0,0,0.438192191276829,0,0,0,0,0,0,0,0.115396273817196,0,0,-0.196818469111162,0,0,0,0,0,-0.028212856336917,0,0.107469066489717,0,0,0.0210850514860206,0,0.295252553503375,0,0,-0.0171261895775617,0,8.67361737988404e-19,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.197094288518972,0,0,0.133801198809529,0.281826716692038,0,0,0,-0.0426108267337614,0,0,0,0,0,0,0,0.201889319288293,0,0,0,0,0,0,0,0,0,-0.307905474074048,0,0.148910801869797,0,0,0,0,0,0,0,0,0.0444203391329309,0
