,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601077.CH.Equity,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.34614646047209,0,0,0.364356638964387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00806612663227113,0.185118451991049,0,0,0,0,0,0,0,0,-0.119229377464179,0,0,-0.186612364691529,0,0,0,0,0.17518556523437,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.053777961359733,0,0.0528424367508477,0,0,0.270372039122013,-0.0491908986770267,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883856206044971,0.362028968889075,0,0.190164288632174,0,0,0,0,0,-0.0818868670118341,0.102443803758387,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0115735834149105,0,0,0,0,0,0.172287426701419,0,0,0.0101429683919151,0,0,0,0,-3.46944695195361e-18,0,0,0,0.528998659300349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347837228686114,0.0419843290665798,0,0
X601288.CH.EQUITY,0.156427493232361,0,0,0,-1.73472347597681e-18,0.0924828948875087,0,0,0.0584257371789988,0,0,0,0,0,0,0,0,0,0.0706627659978629,0,0,0,0.107534481312661,0,0.0372732536102363,0,0,0,0,0.105571292924088,0,0.328614467916303,0,0,0,0,0,0,0,0,0,-0.0988898130208597,0,0.0364585731533076,0,0,0,0
X5.HK.EQUITY,0,-0.0779840669589805,0,0.377191275125447,0,0,0.0694799047121272,-0.226816230853747,0,0.029980649060508,0,0,-0.209853679159011,0,0,0.0418783193091707,-0.0718196102390299,0.249331249072942,-0.0915583204963163,0,0.36347334596038,0,0,-0.206455745247953,0,0,0,0,0,0,0.35785091088292,0,0,0,0,0,0,0,0,0.106086462472069,0,-0.00758039698655831,0,0,0,0,0,0
X601988.CH.EQUITY,0.196051266143215,0,0,0.0613540216544249,0,0,0,0,0,0.226413634075551,0.0615011081372571,0,0,0,0,0,0,0,0,0.290311801293686,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.211568271442431,0,0,0.063342717576971,0,0,0,-0.020202102985186,-0.0344015140458689,0,0,-0.138211568051616,0,0,0,0,0
X600036.CH.EQUITY,0,0.424739553616945,0,0,0.0872157777031119,0,0,0.0800877113614542,0,0,0,0.241753763872911,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.133266698324431,-0.0493374961931606,0,0,0,0,0.133619385596824,0,0,0,0,0,0,0,0,0,0.0378865570869257,0,0.0950135656496051,0,0,0,-0.0565678423495934,0,0
X1299.HK.EQUITY,0.0408900098578907,0.232801061351178,0,0,0,0,0,0,0,-0.14607885510528,0,0,0,-0.100413119213408,0,0.258936871460334,0.358104924969889,0,0.16340097587148,-0.0774359136568782,0.125849274861486,0,0,0.04292790946757,0,0,0,0,-0.208355576113526,0,0,0,0,0,0.10647313414788,0,0,0,0,0,0,0,0,0,0,0.0196171973437019,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.052606166685805,0,0,0.0344685086436976,0,0.183539537459498,0,0,0,0,0,0.166328138009941,0,0,0,0,0,0,0,0,0.168412678226777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.276032981028779,0,0,0.0486298176470656,0,0,0,0,0,0.307720002257149,0,0,0,0,0,0,0,0,0.411252642708971,0.378507374984644,0,0,0,0,0,-0.104976559571988,0,0,0,-0.0438543077113493,0,0,0,-0.0186438584111003,0,-0.203886388679838,0,0,0,0,0,0.0497319829440861,0
