,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0.167944936592361,0,0.557720098604786,0,0,0.0343199030461875,0,-0.0668337223300713,0,0,0,0,0,0,0,0.035507296389397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158331238472782,0,0,0.041754277165052,0,0.0054495353963549,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0195894163102404,0,0,0,0.157666497253438,0.0592309025777969,0,0,0,0.487055371755257,0,0,0,0,0,0,0,0,0,0,0.00637489316988747,0,0.105091937370856,0,0,0,0,0,0,0,0,0,0,0,0,0.125378889564124,0,0,0,0,-6.93889390390723e-18
X601939.CH.EQUITY,0.0294076055993985,0,0,0,0.309075754721923,0,0,0,0,0,0,0,0,0.180514351110773,-0.205411257862802,-8.67361737988404e-19,0,0.0638238244735387,0,0,0,0,0,0,0,0,0,0,0.117846271586194,0,0,0,0.316882714537695,0,0,0,0,0,0,0,0,0,0.136900350322218,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0526141237773127,0,0,0.21057383643674,0,0,0,0.136753574273049,0,0,0.122559839511358,0,0,0,0,0,0,0.00485515234097069,0,0,0.348235110335177,0,0.0201661662968826,0,0,0.100263269718024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.426072186973433,0,0,0,0,0,0,-0.00137119204975828,0,0,1.38777878078145e-17,0,0,0.0444169797254837,0,0.039209414383729,0,2.77555756156289e-17,0,0,0,-3.46944695195361e-18,0,0,0.0786485601572387,0,-0.0123967064922315,0,0,0,0,0,0,0,0,0,0,0,0,0.286567707539937,-0.0520842408642321,0.167352887355866,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0958184118001779,0,0,0.100376036064067,0,0,0,0,0,0,0,0,0.271258311106924,0,0,0,0.00247832820510433,0,0,0,0,0,0,0,0.00590248524482241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142444553956657,0,0,0,0,0.11400118364882
X601988.CH.EQUITY,0,0,0,0,0,0.102016149087286,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989790896519719,0,0,0,3.46944695195361e-18,0,0,0.0647987306351097,-0.0677676659468828,0,0,-0.229636029041223,0.0451138550321406,0,0,0,0,0,-0.0167889362316991,0,0.915344877812508,0.0606364395551432,0,0.0497514651464529,0,0,0,-0.0707280727152571,0.149695981495052,0,0,0
X1299.HK.EQUITY,0,0,-0.0368145636828932,0,-0.0156190122581127,0,0,0,0,0.351859522732966,0.0131347566037018,0,0,0,0.0457416896574838,0,0,0,0,0,0,0,0,0.156904946736881,0,0,0,0,0,0,0,0.177031570266718,0,0,0,0.340165204782805,0,0.0179356911329273,0,0,0,-1.73472347597681e-18,0,0,0,-0.136484785405282,-0.0775607602595983,0,0,0
X5.HK.EQUITY,0,0.115569565441386,0,0,0,0,0,0,0,0,0,-0.213057531861125,0,0,0,0,0,0,0,0,0,0,0,0.0202197472106043,0,0.332861081532684,0,0,0,-0.11469422619941,0,0.230636540302738,0,0,0.0291733158162909,0.2396299990895,0,-0.0197890561789868,0,-0.00386049720919445,0.133644571937664,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.114724033812333,0,0.363471721094184,0,0,0,0.00183343012802579,0,0,0,0,0,0,0,0.0241987285160698,0,-0.297908146185262,0,0,0,0,0,0,0,0.202230302457813,0,0,0,0,0,0.318075203214516,0.0404633618601967,0,0,0,0,0,0,0,-0.0367136780620612,0,0.125161361838195,0,0,0,0,0,0,-0.175973775211184
X601658.CH.Equity,0,0.274679132249268,0,0,0,0,0,0,-0.128955970262944,0,0,0,0,0.136614421154774,-0.0423133579459463,0,0,0.0525619962965969,0,0,0,0,0,0,0,0,0,0,0,0,0.0535038240380963,0,0,0,0.0851952296492282,0,0.122557333289427,0,0,0,0.01870362617929,0.0628173015809175,0,0,0.24286695132054,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.11240422804095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322527920227477,0,0,0,0,0,0,0,0,0,0.0752149874460804,0,0,0,0,0,0,0,0.279594864452385,0,0,0,0,0,0,0,0,0,0,0.024454905442687
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0345422158933824,0,0,0,0,0,0,0.452432621479804,0,0,0.0201369315642257,0.149856635305922,0.0308809583048746,0,0,0,0,0,0,0,0.14352177836462,0,0,0,0,0.172714001482236,0,0,0,0,0.0933644687251759,0,0,0,0,0,0,0,0,0,0,0.0848042720231897,0.00780864709260063
X000001.CH.EQUITY,0,0,0.4030423061517,0,0,0.224245770886885,-0.128430317087195,-0.113566458181083,0,0,0,0,0.040041850127073,0,0,0,0,0,0,0,0,0,0.195773487780796,0,0.366850522668139,0.0670806776841545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154408703858785,0,0,0,0,0,0,0.0972950368644559
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0109053495953784,0,0.0428808988730162,0,0,0.476300530390579,0,0,0,-0.0873093398997772,0,-0.00183870550124754,0,0,0,0,0,0,0,0.0679815098805591,0,0,0.280879986361812,0,0,0.105376049778733,0,-0.020079363107861,0.000696025712793725,0,0,0,0,0,0,0,0.0873189408392091,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.00211620568718054,0.16799101831484,0,0,0,0,0.033918743286398,0.00562714213147947,0,0,0,0,0,0,0.0389054473072966,0,0,0,0.343921789861214,0,0,0,-0.0461786182671704,0,0,0,0,0,0,0.0341987007945848,0,0.0540216403386494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.213591157661523,0,0.430899423924828,0,0,0,-0.0761268657204959,0,0,0,0.00352431947323268,0,0,0,0,0,0,0.221017528156745,0,0,0,0.00388126270417683,0,0,0,0,0,0,0,0,0.0154706610415373,0,0,0,0,0,0,0,0,0,0,0,0.0616378045129493,0,0.0520544038641869,0.126747861151326,0,0,0.176217753552483
X600000.CH.EQUITY,0,0,0.0220577035826737,0,0,0.788270429459633,0,-0.0694210947513212,0,-0.258906496182723,0.317403324610285,0,0,0,0,0,0,0,0,0,0,0,0,0.0478152840480642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165123697955368,0.23931967980458,0,0,0,0,-0.226846538308475,0,0,0
X601319.CH.EQUITY,0,0,0,0.00368845272725843,0,0,0,0,0,0,0,0,0,0.10152665657785,0,0,0,0,0,0,0,0,0,0,0,0,0.0274262524379265,0,0,0,0,0,0,0,0.236444896908205,0,0,0.0156789673435298,0,0,0,0,0.0619793863184735,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478115632086987,0,0,0,-0.0191680700696901,0,0,0,0,0,0.255211379572074,0,0,0,0,0,0,0,0,-0.0474293838606333,0.102561042434576,0.035111675919851,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.103200440944195,0.0075091310104103,0.296578507708786,0,0,0,0,0,0.0350912325367552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281063244612336,0,0,0.101719886701652,0,0.385452859624178,0,0,0.0604098351119995,0,0.0224410912760345,0,0,0,0.117813042608619,0,0
X600016.CH.EQUITY,0.169341616577965,0,0,0.167457234327701,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0911675900452788,0.1627580188361,0,0,0.175775073488466,0,0.240575782167555,0,0.0365533941349759,0,0,0,0,0,0,0,0,0.0973178159459852,0,0,0.0754874725402669,0,0.00242718394048148,0,0,0,0,0,0,-0.0140496672033657,0,0,0,0,-0.204524677894213,0
X002142.CH.EQUITY,0,0,0,0,0,0.770128274002176,0,-0.23070967144569,0,0,0,0,0,0,0,0,0,0,0,0.0692093616570425,0,0,0,0,0,0,0,0,0,0,0,-0.184469935449404,0.177982700195769,-0.12224797701073,0.145786265507574,0,-0.0864867319875929,0,0,0,0,0,0.0407389631825915,0.012740629127993,0.0533589163304131,0.0698118368971708,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.108127135311142,0,0,0.249227690924752,0.0439735985151939,0,0,-0.12139028786227,0,0,0,0,0,0,0,0,0,0,0,0.332927357083201,0,0,0,-0.277554684952964,0,0,0.386164954745292,0,0,0,0,0,0,0,0,0.1274059318541,0,0,0,0,0,0.0454183744845789,0,0,0
X601818.CH.EQUITY,0.0548287605940471,0.0624124916914123,0,0,0.0884035673164928,0,0,0,0,0,0.159512061328183,0.267380654049889,0,0,0,0,0.0607671222086124,3.46944695195361e-18,0.0862532310913052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262093729563923,0,0,0,0,0,0,0,0.031427425692965,0,0,0,0.0015399499239316,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.410723344330578,-3.46944695195361e-18,-0.267799406916011,0,0,0.222405670906959,0,0,0,-0.0447746102437989,-0.0697641782174006,0,0,0,0,0.33594908606432,0,0,0,0,-0.0379276947337695,0.146540174571635,0,0.0665665513534976,0,0,-0.0403753314464462,0,0,0,0,0,0,0,0,0.267126541226696,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0.0352653802306556,0,0,0,0,0,-0.0796845193604678,0,0,0,0,0,0,0,0,-0.144365273701251,0,0,0,-0.100529120969075,0,0,0,0,0,0,0.215288182418486,0,0.0441910667194686,0,0,0,0,0,0,0,0,0,0,0.385180186798459,0,0,0,0.127792775218326,0,0,0
X601688.CH.EQUITY,0.0140319270833357,0,0,0.0895421389669687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227842782524914,0,0,0,0,0,0,0,0,0,0.317595104848784,0,0,0,0.155308038601515,0,0,0.128075323734013,0,0,0,0.0321941003676044,0,0,0.0496104727856802,0,0,0,0.178597912118215,0,0
X601336.CH.EQUITY,0,0,0.0516204449091283,0,0,0,0,0,0.00128754978444967,0,0,0,0,0,0,0,0.202660678879728,0,0.326336314044966,0.139782252202893,0,0,0,0,0,0,0,0,0,0.243786077826216,0,0.148362185705921,0.0062683222899966,0.0624208677784859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0.0838436222979309,0,0.0624662786193552,0,0,0,0,0,0,0,0,0.154389349482119,0,0,0,0,0,0,0.056843520532156,0,0,0,-0.0496119520080446,0,0,0.00175606001948559,0.393325032979279,0.0141004958796956,0,0,0,0,0,0,0,0,0.0582419742102217,0,0,0,0,0,0,0,0,0,0,0.0782564973817064,0
X601211.CH.EQUITY,0,0,0,0.168811486419339,0,0,0,0,0,0,0.0198568424288119,0,0,0,0,0,0,0,0,0.0226222905072616,0,0,0,0,0,-0.0824727608836534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187746262627113,0,0,0.0512330185500041,0,0,0,0,0.285233312159202,0,0
X267.HK.EQUITY,0,0,0,0,0,0.131774832755196,0,0,0,0.196170226783652,0.10178672162845,0,0,0,0,0,0,0,0,0,0,0,0,0.157187604681029,0,0.173603805336423,-0.00490640090192759,0,0.249613391609128,0,0,0,0,0,0,0,-0.134064268258453,0,0,-0.148877088723918,6.93889390390723e-18,0,-0.112146970268409,0,0.186220346102189,0.111267005119156,0,0,-0.0569105149952436,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0605474395138329,0,0.0842375745081577,0,0.112696878397157,0.0154350043407518,0,0,0,0,0,0,0.0336335119731977,0,0,-0.018172190990758,0,0,0,0,0.0211275517732696,0,0,0.120698439801769,0,0,0,0,0.0849908354071945,0,0,0.0653971112071516,0,0,0,0.112748209519468,0,0,0.13592969332688,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.141778394436113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595838332690813,0.0847591642074176,0,0,0,0,0.0661655531745202,0,0,0,0.160064675158082,0,0,0.0991710784527914,0,0,0,0,0,0,0,0.395156517186407,0.0848990882729663,0
X601229.CH.EQUITY,0,0,0,0,0,0.1409145472571,0,0,0,0,0,0,0,0,0.00336858325848702,6.7762635780344e-21,0,0,0.269671066344762,0,0,0,0.0182298383080672,0,0,0,0,0,0,0.142886367580809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761089296326513,0,0,0,0,0.315583224424762
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.340013276822719,0,0,0,0,0,0,0,0,0,0.0521615068529272,0,0,0,0,-0.154197992174032,0,0,0,-0.00225609740764322,0,0,0,0,0,0.096484837715452,0,0,0.386264619134025,0,0,0,0,0.463938656012561,-0.0415553527239003,0,0,0
X000776.CH.EQUITY,0,0,0,0.0452260013271637,0.0522745240612641,0,0,0,0,0,0.128404322500214,0,0,0,0,0,0,0,0,0,0,0.181123132918627,0,0,0,0,0,0,0,0.00936484172745238,0,0,0,0.36456919156811,0,0,0,0.135541216489182,0,0,0,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0.0422563635847944,0,0,0,0,0,0,0,0,0.243589628572628,0,0,0,0,0,0,0,0,0,-0.0389395227658615,0,0,0,0,0,0,0.20017446848326,0,0,0,0.00535761132339123,0,0,0,0,0,0,0,0,0.393397049506809,0,0,0,0,0,0.221771957876976,0
X601169.CH.EQUITY,0,0,0,0,0,0.00382094387444447,0.681937865874802,0,-0.137916088020579,0,0,0.0411206693516592,0,0,0,0,0,0,0,0,0.174266442820549,0,0,0,0,0,0,0,0,0,0,0,0.101074509005289,0.0192279191324739,0,0,0,0,0,0.0242498948204275,-0.0358664290793481,0,0,0,0,0,0,0,0,0.0883933509884557
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0119821412599121,0,0,0,0,0,0,0.39196810423628,0.228186276800252,0,0,0,0,0,0.0833531541286978,0,0,0.0775926288074144,0,0,0,0.0884668381493245,0,0,0.0685168459983396,0,0,0,0,0,0.0306835664258484,0,0,0,0.121721559688354,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,-0.208701326775556,0.13868363991708,0,0,0,0,0,0,0.0181513639495608,0,0,0.0280451168065688,-0.121864008343937,0,0,0,0,0,0,0,0.0664974916140545,0,0,0,0,0.00477361316200883,0,0.0545505071635405,0,0.149881042106343,0,0,0,0,0,0,0,0,0.143799057100903,0.525413778493267,0,0,0,0
