,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.357207920184568,0,0,0,0.0775128784741513,0,0,0,0,0.0270566809934548,0,0.00766674728950431,0,0.232440412789242,0,0,0.0901789809086172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127914762082672,0,-0.0166915849979157,0,0.0783600450756144,0,0.00269102559181211,0,0.0205990269942428,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111658296483282,0,0.0764199237614332,0.076194653324476,0,0,0,0,0,0.283636529154738,0,0,0.115584294866173,0,0,0,0.0502880865405393,0,0,0.043123915532901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0470833628191837,0,0.100739404122743,0,0,0.0641648405592715,0.0219257181041542,0,0,0.0324624962708808,0,0,0.330641649810925,0,0,0,0,0.10458938725116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0513075646639557,0,0,0,0,0,0,0,0,0.0637760978211598,0,0,0
X601988.CH.EQUITY,0,0,0.566042699142282,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0711602714855175,0.0149359919037459,0,0,0,0,0,0,0.097818260556045,0,0,0,0,0,0,0,0,0,0,0.103881510491049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132237814301452
X5.HK.EQUITY,0,0.102165570656881,-0.161012053444487,-0.0582141246664178,0,0,-8.67361737988404e-19,0,0,0,0.248572891116374,0,0,0,0,0,0,0,0,0.154208120269732,0,0,0.215764514478881,0,0,0.0621619223961525,0,0,0,0,0.269267714811256,-0.0689275898892861,0,0,4.33680868994202e-19,0,-0.00788804549151359,0,0,0.161520944717691,-0.110363988694211,0,0,0.322681351442018,0,0,0,0,0,0
X601658.CH.Equity,0.0101354109898372,0,0.424234069376246,0,0,0,0,0,0,0.0236799457222876,0,0,0,0,0,0,0,0.0540694369219334,0,0.175890494964383,0,0,0,0.0231506805777037,0,0,0,0.0833290263328941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.115487804534152,0.107575420522996,0,0,0,0,0,0,0.00545419693110437,0,0,0.0228424451896983,0,0.0139793481239643,0,0,0,0.122624305703357,0,0,0,0.220013775807991,0,0,0,0,0,0.107970592228142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477754941052799,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0177924219588457,0,0,0,0,0.297569079611642,0,0,0,0.104072148454831,0.158463622662828,0,0,0,0,0,0,0.00385919483890361,1.73472347597681e-18,0.0379043246980236,0,0,0,0,0,0,0,0,0,0,0,0,0.0843604229349359,0.0759200978463624,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.126665021764368,0.224521412296635,0,0,0,0,0.0245967999475432,0.0505720528557325,0,0,0,0,0.188073857229203,-0.0659561723074129,0,0,0,0,0.109625998022048,0,0.20502229367464,0,0,0,0,-0.199001448518584,0,0.293678522565523,0,0,0,0,0,0.166031634269255,0,0,0,0,0,-0.314647564869473,0,0,0.259909313318921,0,0,0
X601166.CH.EQUITY,0,0.283604500155083,0,0,0,0,0,0,0.0286058424627725,0,0,0,0,-6.93889390390723e-18,0.0545794092622971,0,0,0,0.161357803506803,0.0325261775867408,0,0,0,0,0,0,0,0.129918741194382,0,0,0,0,0,0,0,0,0,-0.0509351077155667,0,0,0,0,0.0458004136194118,0,0,0,0,0,0,0
