,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0.408954747894102,0,0.0252871539724171,0,0,0,0.134506899629805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268643636581043,0.192962977349349,0,-0.155071190429719,0.151728970204871,0,0,0,0,0,0,0,0.143985416977737,0,0,0,0,0,0,0,0,0,0.0346765753498774,0,-0.154071392744454,0,0
X601939.CH.EQUITY,0.0879544435946546,0,0,0.397241454646525,0,0,0,-0.0342566269110978,0,0,0,0,0,0.0888482092298317,0,-0.131504347561995,0,0,-0.0386631507398439,0.0292287888235855,0,0,0.270590645758145,0,0,0,0,0,0,0,0,0,-0.0491323502031588,0,0,0,0,0.368095746441337,0,0,-0.100673176395649,0,-0.0182753703082414,0,0,0,-0.0730257082798882,0,0.0120197871107814,0
X601318.CH.EQUITY,0,0,0,0,0.252770472000923,0,0,0,0,0,0,0,0,0,0,0.0159643731660233,-3.46944695195361e-18,-6.93889390390723e-18,0.116579527316659,0,0,0,0,0.0336684482235538,0.156463018112318,0.0146008058662828,0,0,0,0,0,0.273123240870232,0,0,0,0,0,0,0,0.102998822871446,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.507901386014798,0,0,0.107096356187822,0,0,0,0,0,0,0.245605913296239,0,0.0768037467516004,0,0,0,0,0,0.0341827942689752,0,0,0,0,0,-0.03284845412832,0,0,0,0,0,0,-0.0518463423940749,0,0,0,0,-0.0337445483055351,-0.0563031291296897,0,0,0,0,0,0,0,0,0,0.050197906758467,0
X601988.CH.EQUITY,0,0,0,0.367555926980949,0,0,0,0,0,0.138290931529941,0,0,0,0,0,0.234420334879518,0,4.33680868994202e-19,0,0.0178046345369392,0,0,0,0,0,0,0,0,0,0,0,0,0.0913056773239605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237291869001323,0
X600036.CH.EQUITY,0,0.0883813841364929,0.0521265351723144,0,0,0,0,0.0594770899894579,0,0,-0.0495795562201612,0,0.200831864374928,0,0,0,0,0.0597481577352771,0.08520343018001,0,0,0,0,0,0,0,0,0.384544010241476,0,0,0,0.0409234114521323,-0.0293845520047451,0,0,0.125766160788972,0.0200413315325842,0,0,0,0,0,0,0,0,0.0387004069766845,0,0,0.054096902417736,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.346457476719578,0,0,0,0,0,0,0,0,0.240305951406029,0.103192086905602,0,0.135012480120723,0,0,0,0,0,0,0,0,0,0,0,0.0931293847041555,0,0,0,0,0,0,0,0,0,0,0,0.0344959818921608,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.177681844770173,0,0,0,0,-0.165688930802782,0,0,0,0,0,0,0,0.0323686341985275,0,0.374456573587725,0,0,0,0,0,0,0.10249406665272,0.0974777315945453,0,0,0,0,0,0,0,0.115572802207624,0.168697202933661,0,0,0,0,0,0,-0.0779394803844762,0,0.088445983817795,-0.0658663537304547,0,0
X5.HK.EQUITY,0,0,0,-0.116362571659727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178168086171741,0,-0.544418385967713,0.764388964339867,0.0701785438273057,0.613830567835236,0,0,0,0,-0.0599080857402205,0.0763791777347857,0,0,0,0,0,0,0,0.0119118255045724,0,0,0,0,0.152881933767967,0,-0.0877649503826787,0.140980134846665,0,0,0,0
X601658.CH.Equity,0,0,0,0.0508176785723561,0,0,0,0,0.0607177212177869,0,0,0,0,0.117756637088092,0,0,0.359662873849148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224990596788711,0,0,0,0,0,0,0.0905116222819451,0.042563015288665,0,0,0.170765709641398,0,0
X388.HK.EQUITY,0,0,0.238679836015367,0,0,0,0.205565728824302,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0511152225448566,0,0,0,0.149573969466409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641500057463407,-0.120986476473785,0.0172260453171215,0,0,0
X601328.CH.EQUITY,0.357423445289903,0,0,0.201219193419305,0,0,0,0,0,0,0,0,0,0,0.145983140033594,0,0,0.00284535047636583,0,0.0858525787470648,0,0,0,0,0.111357203666938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668676267974928,0,0,0,0,0.0619409578556984,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.39267042737022,0,0,0,0.0385717287192922,0,0.019283980133708,0,0.111359919490844,0,0,0,0.0546979700543947,0,0,0,0,0,0,0.256142387301693,0,0,0,0,0,0,0,0,0,0,0,0,0.00478453486748108,0,0,0,0.0386977245420016,0,0,0,0,0,0,0,0.107315443620105
X600000.CH.EQUITY,0,0,0,0.102994582433918,0.0582060242746156,0,0,0.0918866921827379,0,0,0,0,0.200123438834142,0,0,0,0,0.00236661310505227,0,0.135419533289594,0,0,0,0.0305715256592129,0,0,0,0,0,0,0,0,0,0,0,0,0.184479274866467,0,0,0,0,0,0,0,0,0,0.0305350461940556,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0579379090020019,0,0,0,0,0.25958555744418,0,-3.46944695195361e-18,0,0,0.065771457920761,0,0,0,0,0.260049620619879,0.084666940600263,0,0.0415277640776245,0,0,0,0.0142680720627296,0,0,0,0,0,0,0,0,0,0.145997995320102,0,0,0,0,0.0527166967241197,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.0727848593913228,0.0103327282401388,0,0,0,0,0,0.314204417412751,0,0,0,-0.0754499819541404,0,0,0.025018501264072,0,0,0,0,0,0,0.292800268255454,0,0.027168557510623,0,0,0.00439764436048366,0,0,0,0,0,0.130789273191804,0.187184856468067,0,0,0,0,0.00959308998895932,0,0,-0.0134555769616579,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.00980202215167821,0,0,0,0,0,0,0,0,0,0,0.117178233725356,0,0,0,0,0.104834370047868,0,0.0556048408164499,0,0,0.27226683365858,0.0239671146175474,0,0,0.0898662128907762,0,0,0,0,0,0,0.00224211458197601,0.0727485123247885,0,0,0,0.137320261122267,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.470971254175765,0,0,3.46944695195361e-18,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.0171635390746204,0,-0.0475699406225739,0,0.0435875873581434,0,0,1.38777878078145e-17,0,0.264229757651221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221367902568148,0.0600628115808819,0,0
X601601.CH.EQUITY,0,0,0.628626806977812,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0.0791574956178839,0,0,0.11520273108151,0.249074241471756,0,0,0,0,0,0,0,0.29800944260032,-0.221459045738102,0,-0.210256084143274,0,0,0,0,0,-0.149861478427921,0,0,0,0,0,0,0,0,-0.00213834021509101,0,0
X600016.CH.EQUITY,0.184036784591278,0,0,0.282614426366317,0.0569197569082656,0,0.0201470438991787,0,0,0,0,0.127580517052409,0.0173763420631103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589992292847278,0,0,0,0.17616654277958,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.018062980134673,0,0,-0.0245916135886872,0,0,0.312108327989786,0,0,0,0.155456530720597,0,0,0,0,0,0,0,0,0,0,0.511499180205934,0,0,-0.107000927887349,0,0,0.0444459021027727,0,0,0.0653409482827851,0,0,0.00564824510616651,-0.0781709261013798,0,0,0,0,0,0,0.144057277545588,0,0,0,0.0199255951534442,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0582351497587159,0,0,0.184456240556669,0.308410582595102,0,-0.0220300603906856,0,0,-0.0426525038813968,0,0.129991584203316,0,0,0,0,0.297927136424498,0,0,0,0,0,0,0.0186868105747279,0,0,0.0416275695000222,0.0675056696112848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.25384398316077,0,0,0.0854305433323842,0,0,0.0962658456294827,0.0160864525732728,0,0,0.140249056743163,0,0.123160886876524,0,0,0,0,0,0,0,0,0,0,0.104778778845445,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.298414756526128,0.0645694261166847,0,0,0,0,0,0,0,0.0364506445906732,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.131482951322221,0,0,0,0.266102870850585,-0.20008386659979,0.0220502512295314,0,0,0,0,0,0.100461471938879,0,0,0,0,0,0,0,0,0,0,0,0.264552740888007,0.0198676291062641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0470986815261018,0,0,0.197938522047137,0,0,0,0,0,0,0,0.104406392502084,0.315997964784269,0,0,0,0,0,0,0,0,0,0.125353001743448,0,0,0,0,0,0,0,0,0,0,0.017375917201616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894900433629105,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257297451110751,0,0,-0.0761324006867661,0,0,0,0.0372741561248227,0,0,0,0,0,0,0.123675619020075,0,0.242291174869116,0,0.0670561992802161,0,0.131059372096672,-0.0446253842050632,0,-0.00994732828245824,0,0.179310986672109,0,0,0,0.135707925828523,0,0,0,0,0,-0.0219235020439491
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.126020805849059,0,0,0,0,0.444667774156144,-0.0857491659449339,0,0,0,0,0,0,0.0236623916314271,0,0,0,0,0,0,0,0,0.0159500509517429,0,0,0,0,0,0,0.00601138973756098,0.252725509484235,-6.93889390390723e-18,-0.155741976193489,0,0.211696846973857,0,0,3.46944695195361e-18,0,0,0
X002142.CH.EQUITY,0,0,0.0420189753282438,0,0.000491808859608528,0.712826219960018,0,0,0,0,0.247763654399292,-0.209995275164594,0,0,0,0,0,0.113995885346522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182267864728959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542650111552227,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0295272318154972,0,0,0,0,0.12843900296738,0,0,0,0,0,0,0,0.153936268997011,0.148028374038648,0,0.436689498113723,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0501704313298431,0.00310658836216297,0.0746669021868655,0,0.130839231066097,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25666189971153,0,0,0,0,-0.0582318538475713,0.0341061821322879,0,0,-0.189364514229679,0,0,0,0,-0.0499638554094347,-0.0276254393882922,0,0.580217192887965,0,0,0,0,0.217826034566064,0,0,0,0,0,0,0,0,0.0763378355899648
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0730902688466084,0,0,0,0,0.216439881180448,0,0,0,0,0,0.252493254031163,0,0,0,0.236581784363904,0,0,0.0614936505062629,0,0,0,-0.0553191481119737,0,0,0,0,0,0,0.0700036857395851,-0.0857750302581236,0,0,0.288399262284628,0,-4.33680868994202e-19,0,0,0,0
