,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,-3.46944695195361e-18,0,0.364402778180001,0,0,0.108561093321474,0,0.324453314963878,0,0,0.107918475515725,0,0,0,0.0644207808560643,0.00878260177311922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.417747986082079,0,0,0.0130277723547118,0,0,0,-0.0582550860689217,0,0.0595746393342993,0,0,0.485700307500731,0,-0.0622949349949164,0,0,0,0,0,0,0,0,-0.0438557305605777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773457754045012,0,0.0175045135253925,0,0,0,0,0,0,0,0.00157998733328202
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.271675478258327,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.200691933737091,0.0461303387634369,0,0,0,0,0,0,0.178995964428867,0,0,0,0,0,0.15423874200675,0.00339716437807902,0,0,0,0,0,0,0,0,0,0,0,0.0243944813620871,0
X601288.CH.EQUITY,0.428497832169937,0,0,0,0.352689896013483,0,0,0,0,0,0.0856062754187401,0.015785069542393,0,0,0.0237872006529271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0449368495613516,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.154945338701496,0.241347085705574,0,0,0,0,0,0,0,0,0,0.070278223082724,0,0.0988080119500512,0,0.0311064073622454,0,0,0,0.0517560322785727,0,0,0,0,0,0.0287075996120246,0,0,0,0,0,0,0.15554065769045,0,0.118177486095973,0,0,0,0,0,0,0,0,0,0,0,0.0555587076902884,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.309080151590695,0,0,0,0,0,-0.108081020226161,0,0,0,0,0,0.0318060721771578,0.414655005545468,0.0594140089155662,0,0,0,0,0,-0.102531329904964,0,0.504889313816548,0,-0.057566847844297,0,0,0,0,0,-0.205542207660459,0,0,0,0,0.173584688132477,0,0,-0.158951047243377,0,0
X600036.CH.EQUITY,0,0,0.0371915943155466,0,0,0,0,0.0199067902173257,0,0,0,0.283472763954867,0,0,0,0,0,0,0,0.0229165286534528,0,0,0,0.100839205516245,0,0,0,0.131803888403167,0,0,0.0309823268235217,0,0,0,0,0,0,0,0,0.21235442774894,0.0850865547411029,0,0,0,0.066449159520731,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0375358295345688,0,0,0,0,0.114227749110284,0,0,0,0,0.048230525791908,0,0.38763263993215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370824752565341,0,0,0,0,0,0.169461957361972,0,0,0
X601628.CH.EQUITY,0,0.0362852593832489,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.190779474716451,0,0,0.0686094729636033,0,0.282932743374472,0,0,0,0,0,0,0,0,0.144486057739752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459015059525154,0,0,0,0,0.0380896047084414,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296443381629113,0,0,0,-0.347891508959837,0.211514397823362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479913660537859,0,-0.236476695074372,0.0209609621662865,0,0.59940691359947,-0.0585962756584077,0,0,0,0,0.0381199733360758,0.821747736105098,0
X601328.CH.EQUITY,0,0,0,0.0482983202993283,0,-0.0254583577096162,0,0,0,-0.0305044570907774,0,0,0.447021110587368,0,0,0,0,0.198329753405969,0,0,0,0.0239169511691795,0,0,0.0376118657948647,0,0.148507366653136,0.0630682951205247,6.93889390390723e-18,0,0,0.143535071848437,0,0,0,0,0,0,0,0,0,0,-0.0272212719389219,0,0,0,-0.0214372519113331,-0.126414134789427,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.178592350339292,0,0,0,0.133421570789914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321076693453447,0,0,0,0,0,0,0,0,0,0,0,0.0755658260403247,0,0,0.0954937637519719,0,0,0,0,0,0,0,0,0.222850007289778,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.400289962084189,0,0,0,0,0,0,0,0,0,0.105841275422045,0,0.0316573250203558,0,0,0,0,0,0,0.167495856673961,0,0,0,0.0569750618683612,0,0,0,0,0,0,0,0.181228963413976,0,0,0,0.0688457454043368,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244284862673009,0.198146249265083,0,0,0,0.00833545658282734,0,0.0265969290851803,0.24023247348933,1.73472347597681e-18,0,0,0.211689946733149,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.219437057025942,0,0,0,0,0.461031337792756,0,0,0.00452125200173877,0,0,0,0,0.0352332265176831,0,0,0,0,0,0.0122643386940983,0,0.055990637999274,0,0,0,0,0,0,0,0.0151011731434166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.369024975464539,0,0.0403228195133027,0,0,0,0,0,0,0,0,0,0,0,0,0.183093483300783,0,0.0392228693435047,0.105004066765016,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0124203767069134,0,0,0,0.144884254050252,0,0.0796602466580562,0.080706001987825
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.219931025324713,0,0,0,0,0.0789186280006339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141540063826609,0,0,0.197810201069813,0,0,0.108930206473153,0,0.119506580465974,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0871210571929865,0,0,0.223712587000987,0,0,0,0,0,0.348299371592929,0,0,0,0,0,0,0,0,0,0.0722884928924011,0,0,0,0,0,0,0,0,0.0469033544596449,0,0,0,0,0,0.15620571237304,0,0,0,0,0,0.0685371612524143,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.00120166785474676,0,0.314942384762918,0,0,0,0.0920089049800157,0.0517202326442062,0,0,0,0,0,0,0.0216296414490359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473788764764371,0.333975244743376,0,0,0,0,0,0,0,0.0353768042950292,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.319405976934542,0.319874184654744,0,0.339018451615977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627859345547519,0,0,0,0,0,0,0,0,-0.0683085120507124,0.14196390879854,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0627691226223253,0,0,0,-0.158924975148082,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,-0.0173856268945962,0.0249328857113093,0,0,0,0.163078671870319,0,-0.0578381641905541,0,0.194146186755397,0,0,0,0,0,0,0,0.213599064166163,0,0,0,0,0,0,0,0,0,0,0,0.25816924101585,0,0,0,0,0,0,0,0,0.225567587839345,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.202984701139458,0,0,0,0,0,0,0.123447474079269,0,0,0.0355683385433631,0.114605791006093,0,0,0,0,0,0,0.196114864735479,0.130540708787227,0,0,0,0.0177757779420019,0,0,0,0,0,0,0,0,0,0.123152789657667,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.0373142364220277,-0.213273291180624,0.0739177370982565,0,0,0,0,0,0,0.319663850789118,0,0,0,0,0.332715149275789,0,0,0,-0.0770523846357585,0,0.139301547765551,0,0,0,0.0259593085481546,0,0.150942413235056,0,0,0,0,0.0955931437646683,0,0,0,0,0,0,0.189573670576189,0,0,-0.0152769211717138,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.0855479966946477,0,0,0.0806981359253401,-0.0550986644167921,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0291113795559404,0,0,0,0,0,0,0,0,0.550345441434911,0,0,0,0,0.3029561027708,0,0.135976184734838,0,0,-0.0774667964539033,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.352898793473069,0,-0.0645802562941604,0,0,0,0,0,0,0.592034448064337,0,0,-0.0034507961819348,0,0,0,0.0586695655983161,0,0,0,0,0,0,0,0,0.0121486182839954,0,0,0,0,0,0,0,0,0,0,0.040005675949671,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151948257714936,0,0,0,0.0245752705483062,0,0,0,0,0,0,0,0,0,0,0.25369573482874,0.198239381191116,0.108872735651517,0,0,0,0.107317781448604,0,0,0,0,0,0,0,0,0,0.0190949628502565,0.0491001477828477,0,0,0.0947720516159604,0.045837481842856
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.198033137837607,0,0,0.0149403163779807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179326959195797,0,0,0,0,0.0274604436329019,0.110985143513511,0,0,0,0.32786638541602,0,0,0.128745762028578,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.202225055906939,0.0744766989143476,0,0,0,0.055697001143643,0,0.15981130923198,0,0,0,0,0.074527235146121,0.17477888785967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968932762112341,0,0,0,0,0,0,0.177656944323884,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142856859453946,-0.0518011570569334,0,0.0650209843897288,0,0,0,0,0,0,0,0,0.3565301705703,0.0964674108840781,0,0,0,0,0.158515530694939,0,0.0697215275832785,0,0,0,0.148734365165729,0,0,0,0,0,0,0,0,-0.0649161628920913,0,0,0.0208163346153028
X601229.CH.EQUITY,0,0.0357035782206921,0,0.258379555507708,0.0340305739239407,0,0,0,0,0.137940856673754,0.158699411023,0,0.135910575069185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129376227108012,0,0,0,0,-0.0210237843127461,0,0,0,0,0,0,0,0,0.152590267063096,0
X300059.CH.EQUITY,0,0,0,0,-0.0453397425695609,0.0238705091242115,0,0,0,0.0467141019520151,0,0,0,0,0,0,0,0,0,0.179136793360801,0,0,0,0.0939802126153034,0,0.272818072746037,0,0,0,0.0177124821073129,0,0,8.67361737988404e-19,0,0.199106164879105,0,0,0,0,0,0,0,0.103529341784272,-0.0465330398787849,0.106005725326951,0,0,-0.14406616085756,0,0
X2882.TT.EQUITY,0,0,0,0,0,0.0908866486017826,-0.146261553891726,-0.0498683324262534,0,0,0.165408059248415,0,0,0,0,0,0.216831590307928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368636415010026,0,0,0.0140505620725349,0,0,-1.38777878078145e-17,0,0.534581825381232,0,0,0,0,0,0.197048263497354,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.0164652628435754,0,0,0,0,0,0,0,0,0.417833000877665,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,3.46944695195361e-18,0,0.219489354109,0,0,0,0,0,0.000317116591675094,0.12179111911649,0,0,0.0171927386195278,0,0,0,0,0,0.0270603357198939,0.0973658389581367,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0519172402905429,0,0,0,0,0,0,0.0294343515685945,0.0345818157642352,0,0,0,0,0,0,0,0,0,0,0,0,0.057144216043592,0,0.322721850494832,0.0806357589174557,0,0,0,0,0.00432678709722885,0,0,0,0.12458868120841,0,0,0,0,0,0,0,0,-0.0616949948117368,0,0.333308913567898
X600999.CH.EQUITY,0,0,0.0143170719651711,0,0,0,0,0,0,0,0,0,0,0,0,0.0514796969949634,0,0,0,0,0,0,0,0,0,0.0756548071571647,0.0615776872745904,0,0,0,0,0.0118282991173214,0.111092309894219,0.339442111826476,0,0,0,0,0.225351767731325,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.0391582600894122,0.000902647488363526,0,0,0,0,0,0,0.241510314112913,0,0,0,0.0461930547960505,0,0,0,0,0,0,0,0.0189016366767525,0,0,0.0424779594125479,0,0,0,0,0.134035196833955,0,0,0,0.282574569558945,0.0769685569187569,0,0,0,0.116747578144666,0,0,0,0.0160354007354587,0,0,0.00452390979687125,0
X600015.CH.EQUITY,0,0,0,0,0,-0.223466076099094,0,0,0,0,0,0,0,0,0.0928106025801509,0,0,0,0,0,0,0,0.00777020351302583,0,0.228819798812787,0,0,0.0432761655173649,0,0,0,0,0,0,0,0.484354457224486,0,0,0,0,0,0,0,0.264906638395393,0,0,0,0,0,0.125807098235544
X000776.CH.EQUITY,0,0,-0.0147289685494856,0,0,-0.0582566414073282,0,0,0,0,0,0,0,0.157781471300237,0,0,0,0,0,0,0,0,0,0.0832193589772272,0,0,0,0,0.112088176617109,0,0,0,0,0,0.198757787220816,0,0,0,0,0,0,0,0.0638821879326102,0,0,0.253820488389138,0,0,0,0.193080933330157
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610372955158166,0,0.12969766139224,0,0,0,0,0.0551950350375842,0,0.204578099658904,0,0,0,0.120212968580609,0.144164133008028,0,0,0.135253412665714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18879251614695
X2886.TT.EQUITY,0,0,0,0,0,0,0,-0.0272106356221182,-0.138283429155844,0.0384624252227671,0,0,0,0,0,0,0,0,0,0,0,-0.0509478380894058,0,0,-0.0927095820519723,0,0,0,0,0,-0.00506238682193944,0,0,0,0,0,0,0,0,0,0.563645790488483,0,-0.0332517279146518,0.170633780281147,0,0,0.40738065248129,-0.0273460052982346,0,0
X2881.TT.EQUITY,0,0,0,0,0.00612809810378342,0,0,0.229714517606971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071065100970271,0,0,0,0,0,0.227382839399126,0,0,0,0,0,0,0,0.217636201309066,0,0,0,0.183022415097332,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0.142014360248986,0,0,0,0,0,0,0,0.289988148858895,0,0,0,0,0,0,0,0,0.0323190919657765,0,0,0,0,0,0,0,0,0.235824851991373,0,0,0,0,0,0,0,0,0,0.0710496943548174,-0.0243564510447865,0.0622847512545192,0.263226562889859,0
X601236.CH.EQUITY,0,0,-0.0706396231527387,0,0,0,0.0741517256444503,0,0,-0.245641329397898,0,0,0,-0.0466347498291761,0,0,0.190690768007443,0,0,-0.0156611892816602,0,0.104325207658372,-0.388736502036505,0.136892008310798,0,0,0,0,0,0,0.679814310340369,0,0,0,0,0,0,0,0,0.135877965838379,0,0,0,0,0,0,0,0,0,0.226746644273484
X2891.TT.EQUITY,0,0,0.193694097996131,0,0,0,0,0,0,-0.0360082098957742,0,0,-0.304262689028754,0,0,0,0,0,0,0,0,0,0.0287037620492454,0.0605561748113943,0,0,0,0,0,0,0,0,0,0,0,0,0.619786780345717,0,0,0.361688833275208,0.16387811585389,-0.0334805478783621,-0.080198651815761,0,0,0,0.153106747285961,-0.171755314341328,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768543067192886,0,-0.319041023699236,0,0,0,0,0,0,0,0.167514534880159,0.130226720094153,0.414901806092645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950372823546623,0,0,0,0.0685267306292708,0.0605755810166413,0,0.398973361261871
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0183555153276999,0,0,0.168839813420028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229279172764916,0,0.135540609140613,0,0,0,0,0,0,0,0,0,0,0.367531487710998,0
X2884.TT.EQUITY,0,0,0,-0.178653252878842,0,-0.118587746074919,0,0,0,0.0808875576663145,0,0,0,0,0,0.36130098125563,0,0,-0.268301353655567,0,0,0.193833616910367,0,0,-0.150918211826988,0,0,0.14420416503828,0,-0.0106475733786716,0,0.189271490771239,0,0,0,0,0,0,0,0,0,0,0,0.725788635847672,0,0,0,0,0,0
X601696.CH.Equity,-0.312986650771775,0,0,0,0,0,0,0,-0.0363423379061975,0,0,0,0,0,0,0.220132129926553,0,0,0,0.0967170557489256,-0.156327205872137,-0.0849986722325841,0,0,0,0,0,0,0,0,0,0.110322889656947,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0209152651072527,0,0.21196669865569,0,0,0,0,0
X601009.CH.EQUITY,0.00694947560194965,0,0,0.0290197952515869,0,0,0,0,0,0,0,0,0.0181329569944311,0,0,0.077547362705625,0,0.43109527766455,0,0,0,0,0,0,0.0644052271916922,0,0.0471636790414421,0,0,0,0,0,0,0,0,0.0166406070856536,0,0,0,0,0,0.198060876629186,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626922554045232,0,-0.0662667759607554,0.166947645883282,0,0,0,0,0.183715245824132,0.186047528173092,0,0,0,0,0,0,0.0626861363546167,0.0940553345768944,0,0.258696262281725,0,0,0.0443009044113451,0,0
