,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601077.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.135466203395682,0.185213849286473,0,0.203007938589951,0,-0.052264864651298,-0.0143181714956141,0,0,0,0,0,0,0,-0.0299780090765452,0,0,0,0,0,0.131851536868265,0,0,0,0,0,0.0517250677997117,0,0,0,0,0,-0.0349676408455787,0,0,0,4.33680868994202e-19,0,-0.191419487105591,0,0.125008253817473,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.120463538839916,0,0,0.277742553766775,0,0,0,0,0,0,0,0,0.0688861939836789,0,0,0,0,-0.20232011910896,0.306894292047299,0,0.173488211066423,0,0,0,0,-0.0148639507317984,0,0.0776666100769475,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438313590367881,0,0,0,0.260761439460589,0.00280864044570685,0,0,0,0,0,0,0,0,0,0.213083476199388,0,0,0,0.134663578530606,0,0,0,0,0,0,0,0,0.00922225155732653,0,0,0.218163527256453,0,0,0
X601288.CH.EQUITY,0.281343026814497,0.058192252513204,0,0,0,0,0,-0.0394583555799079,0,0,0,0,0,0,0,0,0,0,0.0603712364082763,0,0,0,0,0,0,0.0869255777146124,0,0,0.00195543872414046,0.19611350390892,0,0.305916111292676,-1.38777878078145e-17,0,0,0.0174697460026667,0,0,0,0,0,0,0,-0.0840109953504823,0,0,0,0
X5.HK.EQUITY,-0.0427458465767997,-0.232158180644667,0,0.299898085692891,0,0,0.0331285720500484,-0.210361841374268,0,0,0,0,-0.0119953834568328,0,0,8.67361737988404e-19,-0.123973599182722,0.275150597668565,0,0.435240374342474,-0.0498174209474859,0,0,0,0,-0.0268812714218848,0,0,0,0,0.221582331562267,0,0,0,0,0,0,0,0.0252027619986634,0,0,0.0610469906368728,0,0,0,0,0,0
X601988.CH.EQUITY,0.116391852304343,0,0.0422013637634541,0.0531321851851905,0,0,0,0,0.0986163532319834,0.185746648522932,0.0124975742260302,0,0,0,0,0,0,0,0,0,0.466698694938768,0,0,0,0,0,0,0,0,0,0,0.119308442337473,0,0,0.0627245941518916,0,0,0,0,0,0,0,-0.20426538521,0,0,0,0,0
X600036.CH.EQUITY,0,0.382057776239482,0,0,0,0,0,0,0,0,0,0.134936628593939,0,0,0.0414201563889325,0,0.0407736851058634,0,0.00136316442386675,0.224121606801639,0,0,0,0.268235720340376,0,0,0,0,0,0.0103843500851578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08741352707453,0,0,0,0
X1299.HK.EQUITY,0,0.134123411406967,0,0,0,0,0.0657242988550919,0,0,0,0,0,0,-0.182257339666721,0,0.316492430973756,0.27581782830592,0,0.0748432098920007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601466054812379,0,0,0,0.109690781262372,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.16539450718409,0,0.596089502308082,0,0,0,0,0,0.023308148292107,0,0,0.129109741073859,0,0,0,0,0,-0.11199072577002,0,0,0,0,-0.192738945978869,0,0,-0.021816467375929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599367096025332,0.0605077318632081,0,0
X601166.CH.EQUITY,0,0,0.100344883593646,0,0,0.238225489984141,0,0,0,0,0,0,0,0,0.278032212039705,0,0,0,0,0,0,0,0,0.451621781875023,0,0.124832474300426,0,0,0,0.166549638961586,0,-0.221791585799723,0,0,0,0,0,-0.00365855137963515,0,0,0,0,0,0,0,0,0.0504050702134239,0
