,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0678977767025201,0,0.157916819052824,0,0,0.0906803927460846,0,0,0.0891138858284034,0.0620458849401439,0,0,0.00964675396913302,0,0,0.0534920691827038,0,0,0,0.413077206460041,0,0.0410700107880704,0,0,0,0,0,0.0650223458780602,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0372339168805665,0,0,0.0833784124579049,0,0,0,0,-0.0498450095898733
X601939.CH.EQUITY,0,0,0.148698502694818,0,0.131022040031485,0.151523302626662,0,0,0.319970015405221,0.152732817304722,0.0778035166409568,0,0,0,0,0.092293248736114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340417884110029,0,0,0,-0.0768291350291778,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0987812501604005,0,0,0.0257395186166226,0,0,0,0,0,0,0,0,0,0.495356501006084,0.0849884449219138,0,0,0,0.135575974820871,0,0,0,0,0,0,0,0,0,0,0,0.0654199850872313,0.0318200880784835,-0.154431329289291,-0.0809860213992179,0.154426460766329,0,0,0,0,0.0525954490975894,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.431353568440972,0.372975952331275,0,0,0,0,0,0,0,0,-0.137857130492905,0,0.185415726697572,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.133564073038858,0,0,0,-0.102406691837418,0,0,0,0.11145011822668,0.0555906267565785,0,0,0,0.142917504417547,0,-0.00313884328862492,0,0,0,0,0,0.0315113036411835,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0496535822426739,0,0,0,0,0.00865404671029675,0,0,0,0,0,0,0,0.591097672964742,0,0,0,0,0.092240557861347,0,0,0.076459954493903,0,0,0,0,0,0,-0.107126641458219,0,0,0,0.206388866307414,0.151349399862044,0,0.15645973001473,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0246593915818609,0.233196622198173,0,0,0,0,0,0.0358994503580334,0,0,0.104763057547995,0,0,0,0.296356970112918,0,0,0,0,0.0514133964297792,0,0,0,0,0,0,0,0,0,-0.0877937590205248,0,0,0,0,0.0882620456545416,0,0,-0.0133726433219045,0,0,0,0,0,0,0,-0.080458522934677,0,0,0,0
X601328.CH.EQUITY,0.165754045920047,0,0.00782544613342004,0,0,0,0,0,0,0.0854516777539265,0.0604278530487111,0.197863051164044,0,0,0.302859261501355,0,0.00827200849723799,0,0.118695402707859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393860431120166,0,0,-0.0498401229925515,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0228580070099994,0,0,0,0,0,0,0,0,0,0.0330147560890653,0.0501148155447982,0,0,0.123738325181824,0,0,0,0.0270152224436608,0,-0.034890206594545,0,0.157965986443382,0,0,0.572184056750032,0,0,-0.072660036567575,0,0,0,0,0,0,0,-0.0713204177185996,0,0,0,0.0460445380350565,0,0,0,-0.0587003972669511,0,-0.0271318512246166,0,0
X600036.CH.EQUITY,0,0,0,0,0.0264692218532255,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.788418869163582,0,0,0,0,0,0,0,0.093822190266918,0,0,0,0,-0.0286126363451163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277765572490704,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0227163334280956,0.0678185267621366,0,0,0,0.149388076498627,0,0,0,0.00642892783112258,0,0.12533480642919,0,0,0.0268452349570821,0.348409982071632,0,0,0,0.153525982518489,0,0,0,0,0,0,0.070268679501002,0,0,0,0,0,0,-0.00922240573320823,1.73472347597681e-18,-0.0387578181660822,0,0,0,0,0,0,0,0,-0.0840382429452913,0,0,0,0
