,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,-0.0661406375601403,0.171422254643953,0,0,0,-0.0678702553686397,0,0,0,0,0,0,0,0,0,0,0.182139187235622,0,-0.0599041784027856,0,0.483085832487253,0,0,0,0,-0.0359543652302208,0,0,0.608961405026746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804780446262976,0.125818091179381,0
X601318.CH.EQUITY,0,0,0,-0.0326432111809979,0,0,0.15905715635276,0,0.113403232633963,0,0,0,0,0,0,0.438989508722143,0.0736362251410435,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,6.93889390390723e-18,0,0,0,0,0.0941785612161471,0.0383371081257498,0.127702765318291,0,0.0423223229199549,0,0,0.107331711022363,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.723144337868473,0,0.0381660708061462,0,0,0,0.23945372088357,0,0,0,0.00420697421224383,0,0,0.0303920384955742,0,0,0,0,0,0,0,0,0,0,0,0.0282450614867964,0,0,0,0,0,0,0,0,0,0,0.0290598652650004,0,0,0,0.0138673920255003,0,0,0.0523203291988837,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.249992819400015,0,0.0850229747788423,0,0.945471042180253,0,0,0,0,0,0,-0.300803696881338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23686343018096,-0.0338185177264567,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0638443767823273,0.406223252432677,0,0,0,0,0,0,0,0,0,0.0490285692494081,-0.0306848378937436,0,0,0,0.0263971663791002,0,0,0,0,0,0,0,0.249411044592108,0,0,0,0,0,0,0,0,0,0.252415885794308,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.400830322243388,0,0,0,1.38777878078145e-17,0,0.0362048696021127,0,0,0,0,0,0,-0.185870498920384,0,0,0,0.322941353550452,0,0,0,0,0,0,0.111507018737589,0,0,0,0,0,0,0,-0.190670868369996,0,-0.101135831696542,0,0,0,0,-3.46944695195361e-18,0,0,0.374901535276258,0
X1299.HK.EQUITY,0,0,0,-0.0743919547907556,0.192267640058115,0,0,0,0,0,0,0,0,0.330800397161476,0.263482233456036,0,0,0,0,0,0.00188517130863241,0,-0.0949973875556032,0,0,0.0368051517824667,0,0,0,0,0,0,0,0,0,0,-0.11782631306301,0,0,0,0,0,0,-0.185085884020339,0,-0.0725010953216619,0,0.220190863643099
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.463983122536892,0,0,0,0,0,0.241731130160723,-0.0713552346370095,0,0,0,0,0,0.034484324091464,0,0,0,0,0,0.0861462890213637,-0.0202724572907215,-0.10492893501573,0.236428241638232,0,0,0,0,0,0,0,0.0140683575172195,-0.0087416000968166,0,0,0,0,0,0,-0.0767560186923129
X601628.CH.EQUITY,0,0.0384052680612049,0,0.0020014853723214,-0.0509932584504503,0,0,0,0,0,0,0.0792932870886007,0,0,0,0.185401123581565,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.39279013892435,0,0,0,0,0.216117830761523,0.102748197161468,0,0.0810755579583062,0,0,0,0,-0.00595035196245308,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.26890919160505,0,-0.142831903845279,0,0,0.382304284256423,0,0,0,0,0.450590301163124,0,0,0,0,0,0,0.109127343434961,0,0,0,0,0,0,-0.157667617066414,0,0,0,0,-4.33680868994202e-19,0,-0.0262756731780274,0.101138008259857,0,0,0,-0.102322068574171,0,-0.15274467649976,0,0,0,0,0,0,0
