,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X601328.CH.EQUITY,0.0629308991860073,0,0,0.422995526632136,0,0,0,-0.0925635366073346,0,0,0,0,0,0.123773338174766,0,0,0,0,0,0,0,0,0,0,0.242182784799565,0,0,0.152821388726044,0,0,0,0,0,0,0,0,0,0,0,0,0.0934513705431951,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.358631099568648,0,0,0,0,0.0376777022961227,0,0.0456025716598181,0,0,0.00376351592732733,0.0208905914970274,0,0,0,0,0,0,0,0.2472824757879,0,0,0,0,0,0,0,0.0332668781765277,0,0,0.0425413271794955,0.0522893702471184,0.00619734043474611,0.0266831853337776,0,0,0,0,0,0,0,0,0,0.0840334019327151,0
X600000.CH.EQUITY,0,0.152919710730276,0,0,0.0806045796910978,0,0.120574809882196,0,0.0650629220111284,0,0,0.084764755993759,0,0,0,0.0928927561741961,0,0.0821140254436303,0.0179047159921456,0,0,0,0.0590532796001485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300634321464234,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.183833399703943,0,0,0,0,0,0,0,0,0,0.277337019157557,0,0,0,0.0194127115767263,0,0.15744113028314,0.10997053616977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796836944407129,0,0,0,0,0,0,0,0,-0.0557484740104796,0,0,0,0.315321434281005,-0.173453831619954,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237236813566013,0,0,0,0.0466265433779396,0,0.212199674164085,0,0,0,0,0,0.0376025022014156,0.174182195701329,0,0,0,0,0.182451371134299,0,0.0744351566590937,0,0.0236474334445113,0,0,0,0,0,-0.0312210187297265
X000001.CH.EQUITY,0,0,0.150815704648292,0,0,0.123075092737469,0,0,0,0,0,0,0,0,0.124992678586229,0,0,0,0,0,0,0,0,0,0,0,0.0662076321982287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162425000585979,0.254253581892952,0,0,0
X600016.CH.EQUITY,0,0.0215748126737515,0,0.0945556947909199,0.148786285477696,0,0,0,0,0.0649384895436312,0.103781872944228,0.255613762727376,0.141959218320776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0700424001329504,0.0194828234562818,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.191145864689754,0,0,0,0,0,0,0,0.206916495361291,0,0,0,0,0,0,0,0,0.103064353506961,0,0,0,0,0,0,0.17810833145305,0,0,0,0,0.0782925836792911,0,0,0.198345487764371,-0.0197812571192333,0,0,0.0642184720203773,0,0,0.0131736606996338
X601601.CH.EQUITY,0,0,0.548174580010799,0,0,0,0.160885277307335,0,0,-0.0434148017254908,0,0,0.00788341934159729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556692817544949,0.0389699521605936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0625310851187207,0,0,0,0,0,0.387207399057817,0,0,0,0,0,0,0.25783953882382,0,0,0,0,0,0.0702914208807929,0,0,0,0,0,0,0,0.101579220616161,0,0,0,0,0,0.126727746285285,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,-0.047683701158538,0,0,0.222676449955117,0.371125578601742,0,0.14852827552805,0,0,0,0,0,0,0,0,0.115152051978793,0.48535030865486,0,0,-0.12999783877218,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287890056591692,0,0,0,0,0,0,-0.137586142895459,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0518305523328226,-0.109217533170836,0.128160222752629,0,0,0,0,0.365753674874006,0,0,0,0,0,0,0,0,0,0,0.15326650175188,0,0,0.0307293356249919,0,0.0131513371811999,0,0,0,0,0,0,0,0,0,0,0.0901576095782579,0,0.078471070384718,0,0,0,0,0.00951972087154022,-0.169864165648583
X601998.CH.EQUITY,0,0,0,0,0.165282529829989,0,-0.0596467131023368,0.00111965688188113,0.0118761578507281,0,0.0566355308948234,0,0.108279457738927,0,0,0,0,0,0,0,0,0,0,0,0.242988534822057,0,0,0,0,0,0,0,0,0,0,0.439867106252161,0,0,0,0,0,0,0.0710691034188182,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.134797447597067,0.175417790821256,0,-0.0974457995238767,0,0,0,0,0.112587424578628,0,0.213939647390966,0,0,0,0.229009545758509,0,0,0,0,0,0,0.156805474305207,0,0,0,0,0,0,0,0,0,0,0,0.0349402625737085,0,0,0,0,0,0,0,0,0,0.112364221319543
X601818.CH.EQUITY,0,0.0380128200386447,0,0.0262597236254363,0,0,0,0,0,0,0.0805738426270128,0.600770919151559,0,-0.13803913024337,0,0,0,0,0,0,0,0,0.0807566133779381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518317137797349,0,0,0,0,0,0,0.0489500751484406,0,0,0,0.207026472280331,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098048649258589,0.205174980483548,0,0.0414724253485442,0,0,0,0,0,0,0.287811707980595,0,0.119754466846638,0.22717728859339,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.188934364304879,0.209668436441175,0,0,0,0,0,0.242257755759462,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230540850500767,0,0,0,0.189054067968753,0,0,0,0,0,0,0,0,0,-0.0506502626617392,0,0,0,0,0.186631616745331,0,0.101075412235265
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177308793860864,0,0,0,0,0,0,0.00976813156037164,0,0,0,0,0,0.0661649397333883,0,0.137497987246236,0,0,0,0,0.0386956112977882,0,0,0,0.0155242579498093,0,0,0,0,0.402206451616768,0,0.101429711267831,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,-0.0507055778562637,0,0,0,0,0.00158766890653392,0,0,0,0,0,-0.0808982771234212,0,0,0,0,0,0,0,-0.143170756034593,0,0,0,0,0,0.0473778533351459,0,0,0,0,0,0.0841822942376973,0,0.740989555864049,0,0,0.20126273359308,0,0,0,0.0246867887796772,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0652640041988371,0,0,0,0,0.120591393911768,0,0,0.0834674215651407,0,0,0,0,0,0,0,0.333178637867943,0,0,0,0,0,0,-0.167757931310133,0,0.0303931927998839,0,0,0,0,0.401877187181497,0,0.092781543738774,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.000914329029609278,0,0.181591187319819,0,0,-0.103454538347108,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.115873025300038,0,0,0,0,0,0,0,0,0,0,0,0,0.213534341499078,0,0,0,0.246190965341719,0.341285934077414,0.0520213800702822,-0.023440188764991,0,0,-0.108885532164457
X601336.CH.EQUITY,0,0,0,0,0,0.0800176267040684,0,0,0,0,0,0,0,0,0,0.227793274360199,0,0,0.332310604914594,0,0,0,0,0,0,0,0.0565845118880326,0,0,0.129432432319163,0,0,0,0,0,0,0,0,0,0,0,0,0.00796926354762279,0,0.190689102552052,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.0721611425651506,0,0,0,0,0,0,0,0,0,0,0.145512276855583,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.446938773163653,0,0,0.0785102022187077,0,0,0.0812291734990076,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.113398007145842,0,0.0503463942793694,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.160304003449237,0,0.141128737719521,0,0.0528477637471909,0,0,0,0,0.0962886861208187,0,0,0,0,0.30439748791584,0.0729735658145834,0.0676959667201623,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.011197243063119,0,-0.0543731942376003,0,0,0,0,0.153362028426356,0,0,0,0,0.0763997017441751,0,0,0,0,0,0,0,0.091472396017342,0.0087441273123803,0,0,0,0,0.244222767291767,0,0,0,0,0,0.0888019886352534,0,0.163144388815959,0,0.128079729259916,0,0,0,0,0,-0.0625020362714479
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0116888073312699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780137611724326,0.0229566786560641,0,0.0705598601129106,0,0,0,0,0,0,0.428920227175832,0,0.0861968747927084,0,0,0,0.114899724644127,0.000120250246314336,0,0,0.0303366548614215,0.230857937579416,0,0.0642153449945624
X600015.CH.EQUITY,0,0.323448481052435,0,0,0,0,0,-0.151596642053584,0,0,0,0.100233791371916,0.0812963058270441,0.103295946151025,0,0,0,0,0,0,0,0,0,0,0.383486006734253,0,0,0,-0.032543871960545,0,0,0,0,0,-0.0588696476595994,0.182733869819793,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0
X2881.TT.EQUITY,-3.46944695195361e-18,0,0,0,0,0,0.149494637347648,0,0,0,-0.119266888093054,0,0,-0.0408752253735038,0,0,0,0,0.0237591394637221,0,0,-0.0407752187720847,0,0,0,0,-0.0582974053228023,0,0.576105089558686,0,0,0,0,0,0,0,0,0,0.290167701412437,0,0,0,0,-0.0771916722209426,0,0.0459744581285505,0,0,0.112728618450971,0
X2886.TT.EQUITY,0,0,0,-0.0653216896954327,0,0,0,0.0434026502200697,0,-2.16840434497101e-19,-0.0802819795901024,0,0.123285941673796,0,0,0,0,0,0,0.0581201028326425,0,0,0,-0.0127366769700218,0,0,0.0115479875443019,0,0,0,-0.0167691879481306,0,0,0,0,0.0418226218775511,0,0.214006045591952,0,0,0,0,0,0,0,0,0.382076455484294,0,0.196995173157135,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00492930998081735,0,0,0,0.116927197334903,0,0,0,0,0,0,0.022565822674661,0.0403379016731261,0.000999922288759589,0,0.115522603832391,0,0,0,0.372932212306826,0,0,0.06237480647943,0,0.202497317918076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0.00154901383200798,0,0,0,0,0,0.175672572537877,0,0,0,0,0,-0.0375521367970544,0,-0.0957234576024149,0,0.00940867925205407,0.0605294129145229,0,0,-0.0643199467524106,0,0,0,0,0,0,0,0,0,0,0,0,0.0806147505611574,0.100583623890386,0.12574167904557,0.0354275818244545,0,0,0,0,0,0,0,0,0,0.551506859350403,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0496791102414681,0,-0.0898609114594159,0,0,0,0,0,0,0,0,0,0.0315553812801975,0,0.178065294091281,0,0,0,0.149895902025866,0,0,0,0.103934149793113,0,0,-6.93889390390723e-18,0.17282031869328,0,0,0,0,0,0,0.00899163746577172,0,0,0.333293553815429,0,0,0,0,0,-0.00370258501292154
X601916.CH.Equity,0,0,0,0.18514538975884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136121982373623,0,0,0,0,0.268765356645281,0,0,0,0,0,0,0.0187491779631277,-0.0889280275091981,0.0529586907466747,0,0,0,0,0,0,-0.0404655365468553,0,0,0,0,0,0,0.201643864077239,0,0.146464370979922,-0.000357097831393101,0.101270990179898
X601236.CH.EQUITY,0,0,0,0,-0.0506650593229091,0,-0.136987835650163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152738093349362,0,0.347934129233852,0,0,0,0.365815535641277,0,0,0,0,0,-0.0581962788291644,0.255781523502151,0,0,0,0,0,0,0,-0.0411588311719398
X601881.CH.EQUITY,0,0,0.0350226508110575,0,0,0,-0.0463451433084558,0,0,0,0,0,-0.12884354697732,0,0.472422011554764,0,0,0,0,0,0,0,0,0,0,0,0,0.102729227132816,0,0.0819369204231064,0.195969367783223,0.144823411544465,0,0,0,0.124033111798571,0,0,0,0.00417452477282067,0,0.056188438654512,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0829503610549055,0,0,0,0,0,0,0.0825478568749728,0,0,0.241535008927717,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0329820458019196,0,0.131826768916571,0,0,0.0887811697196872,0,0,0.0772964005104132,0,0,0,0,0,0,0,0,0.0426701884687598,0,0,0,0,0.131902019746216,0,0
X2884.TT.EQUITY,0,0,0,-0.0454768284071912,0,0,0,-0.165256377065097,0.061878097984693,0,0,0,0,0,0,0.363696899693125,0,0,0,0,0,0.0853733672380468,0,0,0,0,0.0109052767893939,0,0,0,0,0,0,0,0,0,0,0,0.0328397293500482,0,0,0,0,0,0,0,0,0,0.616554720849523,0
X600919.CH.EQUITY,0,0.065055102525759,0,0.0309811703578967,0,0,0.00224545436052444,0,0,0.0742826821555368,0,0,0,0,0,0,0,0,0,0.0139136996603567,0,0,0,0,0,0,0,0,0,0.151365759907989,0,0,0,0.0313947881807458,0,0.0375937533247919,0,0,0,0,0,0,0.0701029434314153,0,0,0.227900716013913,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101493557497024,0,0,0,0.0714362658529033,0.00583120985959526,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.131813291798965,0,0,0.354709174654816,0,-0.0758952965687894,0,0.052475635191655,0,0.543708624062891,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621902849650174,0,0,-1.38777878078145e-17,0,-0.345147700060615,0,0.0453185595652469,0,0,0,0.0373796041706772,0,0,0.239178489691706,0,0,0,0.111512078077515,0,0,0,0,-0.187297481703718,0,0,0,0.268946075381364,0,0,0,-0.0987050523284013,0
