,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601166.CH.EQUITY,0.23079094227251,0,0.0687253207460346,0.214618720175626,0,0.0232242487970708,0,0,0.00876158941557608,0.0496473966014044,0,0,0.327079118330227,0,0,0,0,-0.124927881872987,0,0,0.0586726599172954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163193939961688,0,0,0,0
X601319.CH.EQUITY,0,0,0,-0.112897484470981,0,0,0,0,0,-0.00996976501235547,0,0,0,0,0.197953393219449,0,-0.170969649735492,0,0,0,0,0,0,0,0,0.183530006691497,-0.0679935421850458,0.0786134861345336,-1.73472347597681e-18,0,0,0.629773390020965,0,0,0.0222156908478775,0,-0.0383670761377032,0.0727269802766008,0,0,0.0760879326029241,0,0,0,-0.0787647796295252,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.10207702064062,0.0329759676471723,0,0.324748570119779,0.422827831956095,0,0,0,0.0180608351552704,0.0286595302785618,0,0,0,0,0,0,0,0,0,0,-0.100371033656629,0,0,0,0,0,-0.0453005600899028,0,0,0,0,0.13392163153757,0,-0.0506977858883279,0,0,0,0,0,0,0.194363176727234,0
X11.HK.EQUITY,0,0,0,0,0.434695662748803,0,0,0.0818959741439016,0,0,0,0,0,0,0.242229861973542,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.475571411437288,0,0.157459481815153,0,0,-3.46944695195361e-18,0,0,0.506567175311171,0,0,3.46944695195361e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0.10958091810244,0.0157422609360976,0,0.158648344206129,0
X601601.CH.EQUITY,0,0.0755911903609286,0,0,0,0,0,0.068533449478337,0.263269761058602,0,0.0350820099869234,0.0204508734159168,0.0234092553188085,0,0,0,0,0,0,0,0,0,0,0,0,0.245335866199897,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0553183299778519,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.117176121420911,0,0,0,0,0,0,0,0,0,0.372810027490906,0,0.51546543301386,0.0745302788565314,0,0,0,0,0,-0.105956700986801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594605663741818,0,0,0,0.0355531605737712,0,0.0150479416633547,0
X2388.HK.EQUITY,-0.0235143421319715,0.344581538880781,0,-0.277411365526765,0.219441539373017,-0.492664170308142,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.492758348921371,0,-0.105604868684538,0,0,-0.122076841788257,0,0,-0.109596728799721,0,0,0,-0.0566236474957673,0.123936329611998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42720180423277,-0.000240449860758779,0,0,0
X267.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0683442397723947,-0.162120113749409,0,0,0,0,0.120664608481901,0,0,-2.77555756156289e-17,0,0.0993423816271622,0,0,0,0,0,0,0.0738527190710703,-0.192364157210617,0.2097367373964,0,0,-0.258497221839924,0,-0.269176825189668,0,0,0,0,0.114415898355872,0.0281640423256496,0,0.132469071564593,-0.0360985529094536,0,0,0.28759259460031,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745368057529226,0,0.267902564839081,0.2046649228948,0,0.363273884349736,0,0,0,0,0,0,0,0,0.00613231087322935,0,0,0,0.0880629623859727,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0439630345047014,0,0,0,0,0,0,0.207742618710584,0,0.0674259787123985,0,0,0,0,0,0,0,0.114210431566973,0,0,0,0,0,0,0,0,0,0,0.343107006276992,0,0,0,-0.0231790270552311,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.107872734844054,0,0,0,0.152453053864659,0,0,0.223290572690774,0.0185480544973205,0,0,0.150828394241893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826702054858609,0,0.0251634335244946,0,0,0,0.108486202801551,0,0
X000001.CH.EQUITY,0,0.0825994762324983,0,0,0,0.120915851939787,0,0,0.167944555134266,0,0,0,0,0,0.0221684711803682,0.0259178341464505,0,0,0.012931185390891,0,0,0,0.113308218080051,0,0,0,0,0,0.154386230237873,0,0,0,0,0.0820412884653908,0.102949870313016,0,0,0,0,0,0,0,0,0.00266441853665802,0,0,0,0.00814777795678169
X601818.CH.EQUITY,0,0,0,0.261726047230079,0,0,0,0.370649837397384,0,0,0,0,0,-0.0835059690083392,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140461500098687,-0.182175998243066,0,0,0,0,0.335893504435905,0,0.196691399456754,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398477365311816,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0202067980034883,0.0641607630751505,0,0,0,0,0,-0.0123835438302642,0,0.146008081958716,0,0,0.34006451758187,0,0.0258956041881484,0,0,0,0
X601211.CH.EQUITY,0,0,0,0.00107593256338404,0,0,0,0.0295461164709453,0,0,0,0,-0.0238610462315688,0,0,0,0,0,0.213412119424247,0.0384576439427641,0,0,0,0,0,0,0.123781826288167,0.0245088070616023,0,0,0,0,0.0152548784542858,0.0277479062803449,0,0.169318153298287,0,0,0.0315720687188721,0.298571995056524,0,0.0771597769271744,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.125950557560199,0,0,0.154100825352778,0,0,0,0,0,0,0,0,0,0.0623137895994126,0,0,0,0.142489503579069,0,0,0,0,0,0,0,0,0,0,0.253377475197915,0,0,0,0,-0.139365206706107,0,0,0.0736946768992426
X600837.CH.EQUITY,0,0,0,0,0,0.0316200802898716,0,0,0.0640404656764129,0,0.0967895644885612,0,0,0,0,0,0,0,0.111844425248381,0,0,0,0,0.385569101610276,0,0,0,0.0207035904177589,0,0,0,0,-0.0153985559104592,0,0,0,0,0.0403339264783835,0,0.245066175002466,0,0.021482156916711,0,0,0,0.0258027034220976,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226071522345887,0,0,0,0,0,0,0,0,0.166109097934929,0,0,0,0,0,-0.160093316657096,0,0,0,0,0,0,0,-0.184458383191133,0,0.438420039092057,0,-0.0498059496209101,0,-0.00621277566783169,0,0,0,0,0
X002142.CH.EQUITY,0,0.397368074661036,0.278134030645085,0,-0.071261091409288,0.171388738513045,0,0.0251601551427476,0,-0.137517944280015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262961886554909,0,0,0,0.105891927811389,0.0446085647019106,0,-0.116581194209936,0,0,0,0.0363829900188874,0.12067523050574,0,0,0,0,0,0,-0.030575411610676,0.05755174442417,-0.0745279454165208,0
X601229.CH.EQUITY,0.407482675348042,0,0,0,0,0,0,0,0,0,0,0,0.172602275473291,0,0.118183504448351,0,0,0.033716808101276,0,0,0,0,0.068815204532719,0,0,0,0,0,0.183641838121949,0,0,0.0248039315957242,0,0.055924715171597,0,0,0.116961845651262,-0.122652017279858,0,0,0,0,0,0,-0.0186432540828831,0,0,0
X601169.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,-0.337045135456904,0,0,0,-0.0906052974244905,0.0640889397965982,0,0,0,0.229379479483088,-0.106688892499718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361930224301102,1.29916223257345,0,0,0,0.0317417756260717,0,0,0.115915851975624,0,0,0,-0.24159826323796,0,0.0612237247870778,0
X000166.CH.EQUITY,0,-0.0531302623547674,0.00835948236254992,0.053804645019013,0,0,-0.0374771723669964,0,0,0,0,0.102024823492661,0,0.147038231787921,0,0,-0.0051786484010319,0,0,0,0,0,0,0,0.0266808862552176,0,0,0.0284713195845301,0,0,0,0,-0.000964004371499579,0,0.0957104299332431,0,0,0,0.456073453772078,0.321242648452899,0,0.0185399799603245,0,0,0,0,0,0
X2882.TT.EQUITY,0.0508097843381201,0,0,0,0,0,0,0,-0.0139511068078455,0,0,0.00487632569711039,0,0,0,0,-0.092621992272144,0,0,0,0,-0.286130519377973,0,0,0,0,0,0,0,-0.0765889793857849,0.257002983693161,0,0,0,0.170776441519624,0,1.12221281862974,0,0,0,0,0,-0.201369076118196,0,0,1.73472347597681e-18,0.0325489868016105,0
X600015.CH.EQUITY,0.351959337514005,0,0.124158942814903,0,-0.201337207797134,0,0,0.124324649039527,0,0,0,0,-0.461852629551079,0,0,0,0,0,0,0,0.103349060589275,0.163297571770052,0.367883631543275,2.77555756156289e-17,0,0,0,0,0,0,0.247184369755863,0,0,0,0,0,0,0,0,0,-0.186647003478548,0,0,0,0,0,-0.105684894829996,0
X002736.CH.EQUITY,0,0,0,0,0,0.0106391427411049,0.0584078048412399,0,0,0,0,0.0379745466909405,0.0416252411343141,0,0,0,0,0,0.282422600073862,0,0.019506415410104,0,0,0,0,0,0,0,0.0768701288440504,0,0,0.0454905809651002,0.0717541553095227,0,0,0,0,0,0.284154872976394,0,0,0,0,0.0110610884311969,0,0.157354538040351,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021796001113554,0,0.00121756378306255,0,0,0,0,0,0.421953705682602,0,0.128423049250985,0.0246924229790487,0,0,0,0,0,0,0.214865128161644,0,0,0,0,0.157822915107381,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,-0.126805340168601,0,0,0,0,0,-0.433958434701459,0,0,0.22441901741636,0,-0.187071809385924,-0.0669404789401237,0,0,0,0,0,0,0,0.59666346423472,0,0,0.268031444708338,0.39800076124822,0,0,0.52224439657724,-6.93889390390723e-18,0.0106726714772316,0,0,0.205458078676275,0,0,0,0,0,-0.0725166716974879,-0.0705491688817121,0,0,-0.687368127551884
X2886.TT.EQUITY,-0.106329853065946,0,0,0,0,0,0,0,0,-0.236424462023459,0.186330858904605,0,0,0.260993411166486,0.169877196913038,0.0769539634897666,0,-0.234969621242782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346727016606764,-0.314088772851298,0,-0.117234502612055,0,0,-0.174527522846758,0,0,0,0,0.0865455614289287,0.0712607648313437,0,0.350160550596249,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.138136249558839,-0.0638258770804256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081305961746007,0,0,0,0.444514587392787,0,0.012379460019778,0.102688110227877,0,0.045273209289713,0,0,0,-0.0107686156152315,0.276793226276688,0,0,0,0,-0.0214124804523412,0
X000776.CH.EQUITY,0,0,0,0,-0.121986944095829,0,0,0,0,0,0,0,0,-0.0346813063258573,0,0,0,0,0,0,0,0,0,0,0.361497675725897,0,0.158216133535771,0,0,0,0,0.317655955168928,0,0,0,0,0,-0.0295964693952767,0,0,0,0,0,0.231701300363546,0,0.0188583442212402,0,8.67361737988404e-19
X2891.TT.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0291396691550994,0.243852284187139,0,0.147380879636726,0,0,0,0,0,0,0,0,0,0,0,0.0812189746913399,0.268130221469147,0,0.0688422590146398,0,0,0,0.0845504215769619,0,-0.839158137534401,0,0,-0.111035326990172,0,0,-0.0613572365119256,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.193828278867357,0,0,0,0,0,0,0.152571294466316,0,0,0,0,0,0.0837151230992804,-0.00864528665896219,0,0.0603931335668349,0,0,0,0.350034315474469,0.0957022350267621,0,0,-0.0809873801041447,0.204356474493515,0,0,0,0,-0.0654704132534821,0.0338665930505416,0,3.46944695195361e-18,0,0,-0.0840070957744897,0,0,0.356699458475023,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,-0.151283562558769,0.860246781561609,-0.0621151563993427,0,0,-0.27710615711617,0,0,0,0,0.176280664301271,0.177747951591431,0,0,0,-0.207744564122991,0,0,0,0,0,0.138363460281835,-0.204837498909849,0,0,0,0,0,0,0.243153690395245,0,0,0,0,0,0,0,0,-0.018650689426954,0,0,0
X601009.CH.EQUITY,0.00847299290091446,0,0,0,0,0,-0.104317679985819,0,0,0,0.258450566274452,0,0,0,0,0,0.153962789875844,0.171642047621737,0,0,0,0.378773246378131,0.0182202935482056,0,0,0,0,0,0,0,-0.0561499014382157,0,0,0,0,0,-0.0539695756104776,0,0,0,-0.192467397974822,-0.0913932117532943,0.328600649670189,0,-0.243224532221552,0,0,0.0317582961933696
X2884.TT.EQUITY,0.244360600163155,0,0,0.0411302046378733,0.0406695525926557,0.0351973179478875,0.0743122895087367,0,0.0216862709935527,0,0,0,-0.0495051170355676,0,0,0,-0.146566775626471,0,0,0,0,0,0,0,0,0,0,0.266563921774622,0,0,-0.106510725133152,0,0,0,0.272608222246693,0,0,0.218357361134832,0,0,0,-0.366513166817734,0,0,0,0,0.38671886768756,-0.0500512999026906
X600958.CH.EQUITY,0,0,0.114603037065982,0,0,0,0,0,0.100885957728779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316170593924858,0,0,0,0.181472632665726,0,0.0370310271782513,0,0,0,0,0,0.0153687528277554,0,0,0,0.399051334726012,0.0520998109204352,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.213630015394078,0,0,0,-0.100247555057609,0,0,0.206403266326912,-0.0367660089971749,0,0,-0.102916891306696,0.0756263904624256,0,0,0,0,0,0,0,0,-0.0312867587283394,0,0,0.00611858070965192,0.138779868595779,0,0,0,0,0,0,0.324119335146834,0,0,0,0,-0.0212644193939439,-0.0460359780422234,0.488930795834582,0,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.419594639599069,0,0,0,0,0.220876866838978,0,0,0,0,0,-0.0526923987812637,0,0,0,0,0,0,0,0,0,0.247065498801565,0,0,-0.0296470191758297,0,0,0,0,0,0,0,-0.00691662105760807,0,0,0,0,0,0.156919653419105,-0.2037434839456,0,0,0
