,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.0404424845363089,-0.0121806263058337,0,0,-0.102344073163086,0,0,0,0,0.00293708250271913,0,0,0,-0.0188335487510835,0,0,-0.0532094918020391,0,1.0635399942985,0,0,0,0,-0.166929529775093,0,0,-1.73472347597681e-18,0,0.0193832092459359,0,-0.0101813338204475,0,0,0,0.0137679381986237,0,0,0,0.0300755399550599,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.171163734829807,0.0287867060044817,-0.0397694563339833,0,0,0,0,0,0,0,0,0.0192783031413897,0.60775819758323,0,0.0515296074561929,0,0,0,0,0,0,0,-0.237447693031155,0,0,0,0,0,0,0,0,0.0114092051807757,-0.291605054087493,0,0,0,0,0,0.0409492400811736,0.0223090221290789,-0.157395234456753,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.3031374965847,0,0,0,0.182094876458986,0,-0.129831173750117,0,0,0.0692543928218269,0,0,0.176698858817386,0,0,-0.0177581377168944,0,0,0.0108537407469251,0,0,0,0,-0.0870293267031365,0,0,0,0,0.280688923352987,0,0,0,0.0513398592899033,0.064258215689527,0,0,0,0,0,0,0,0.102669812192113,0,0,0,0,0,0,-0.0268604210888507
X601988.CH.EQUITY,0,0,0.221537837528073,0,0,0,0.0146496345766459,0,0,0,0,0,0,0.365107513542685,0,0,0,0,0,0,0,0,0,0,0.0812023171338914,0,0,0,0,0,0,0,0,0,0.11142496876595,0,0,0.0274771725482813,0,0,0,0,0,0,0,0.0282958555724997,0,0,0,0
X5.HK.EQUITY,0,-0.0197848654873169,0,0.0482536324840534,0,0,0,0.0544579106079464,0,0.0826993572619791,0,0,0,0,0,0,0,0,0.0118294691376156,0,0.119909080596867,0,-0.0504689934320782,0,0,0,0,0,0,0.233504560563041,0,-0.0139490452742926,0,0,0,0,0,0,0,0,0,0,0,0.181605948938288,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.119657959666485,0,0.443958325880504,0,0,0,0,0,0,0.0557653439289465,0,0,0,-0.24953622154964,0,0,-2.16840434497101e-19,0.032834560416749,0,0,0,0,0,0,0,0,0,0.0435352741080065,0,0,0,0,0,-0.0500166627869353,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0557865892043637,0,0,0,0,0,0,0,0,0.113294888550317,0,0,0,0.22249208303514,0,0,0,0,0,0,-0.00468677792573927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955725774891484,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.19443142242461,0.0444170878161369,0,0,0.0323044969547336,0,-0.118139907011773,0,0,0,0,0.142358954084735,0.0978854405330982,0,0,0,0,0,0,0,0,0.396791069727418,0,0,0,0,0,0,0.000856697445603551,0,0.111838058661422,0.0415975279062344,0,0,0,0,0,0,0,0.0318991405790196,-0.0493915757561453,0,-0.0868317706845782,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0811002603134271,0,0,0,0,0,0,0.43531311068494,0,0,0,0,0,0,0.125099761838007,1.73472347597681e-18,0,0,0,0,0,0,0.133909199766652,0,0,0.111118609022066,0,0.0587971425841386,0,0,0,0,0,0,-0.138551351634804,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0507846934313209,0,0,0,0.193359257817537,0,0,0.0692966262660415,0,0,0,0,0,0.0369131011410232,0.0486652504349918,0.00776772480481003,0,0,0,0,0,0,0,0,0,0,0,0,0.0555049200431595,0.133317283997981,0,0,-0.0175189640323976,0,0,0,0,0.0847315756770239,0,0,0,0.303098441287456,0,0.0545404159971973,0,0
X267.HK.EQUITY,0,0,0.3789156012095,0.0730232933263664,-0.115991125853769,0,0,0,0,0,0,0,0,0,-0.126589817585729,0,0,0,0,-0.140988154813823,0.0997661340939109,0,0,0,0,0,0.236568569800964,0,0.0183143363705143,0,0.0331063382611129,0,0,0,0.262121350066707,0,0,0,0,0,0,-0.0994531451182577,0,0.0882606850438242,0,0,0.0604140328180908,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0314276691937633,-0.0876258357354185,0,0,0,0,-0.115311333360682,0,0,0,0.749876808073648,0.244958941400693,0,0,0,0,0,0,0,0,0.0531808484906927,0,0,0,0,-0.0828581297988381,0,0,0.0981159038774115,0,0,0,-0.092298692824416,-0.00804227236827318,-0.00836708496649426,0,0,0,-4.33680868994202e-19,0,-0.152494266752722,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0211179511723796,0,0.0487269064679181,0,0,0,0.0931318877192745,0,0,0,0.251581673703264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250905881468548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.278907937652958,0.0254923635386797,0.075933654140948,0,0,0.0227113573679925,0,0,0,0,0.0621188821921059,0,0,0,0,0,0,0,0.0150927823994544,0.0567752761272989,0,0,0,0,0,0.0237325457804514,-0.0104993052279107,0,0,0,0,0,0.220913507727486,0,0,0,0,0,0,0.170383862245662,0.23954317765955,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0348991734560212,1.01960055189578,0,0,0,-0.121760752363142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360656985891408,0,0,0,0,0,0,0,-0.174399682114067,0,0.11353210469724,0,0.0227597847689432
X601628.CH.EQUITY,0,0.0372047061347961,0,0,0,0,0,0.104172836026983,0.0593594076886288,0,-0.0283879580186766,0.108547957324397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742243279174118,0,0,0,0.0730134057825259,0.248842470771728,0,0,0,0,0,0,0.0888878280727661,0.086503803267577,0,0,0,0,0.0449072822880048,0,0,0
X000001.CH.EQUITY,0,0,-0.0801633468959722,0,-0.0824913707086371,0,0,0,0.302644341125123,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0481792512040385,0,0,0,0,0.43579100430874,0,0,0,-0.0896578333425025,0,0,0,0,0,0,0,0,0,0,0,0.0157500265604955,0,0,0,0,0.0168811400880252,0.0492920071516348,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477321460949427,-0.0180668216644758,0,0,0.07858938248927,0,0,0.0786751690112229,0,0.30473658376858,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0270971855876375,0,1.73472347597681e-18,0,0,0,0,0.874293773467111
X601169.CH.EQUITY,0,0,0,0,0,-0.036218049055133,0,0,0,0,0,0,0,0.26654020281456,0,0,0,0.117612226128646,0,0,0.0829335878261561,0,0.188489605576158,-0.13023848935942,0,0,0,0,-0.265614015712351,0,0,0,0.201498174695431,0,0,0.203171141067698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678236039113546
X2388.HK.EQUITY,0.0129947159319623,0,0,0.177150025264388,0.073951181230902,0,0,0.0800043042725733,0,0,0,0,0,0.0832704928612018,0,0,0,0,0,0,0.107542437224237,0,0,0,0,0,0,0,0,0.403115953494138,0,-0.110040132063622,0,0,0,0,-0.0603419633152178,0,0,0,0,0,0,0,0,0,-0.0525586184931455,0.34703512231261,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971497339446026,0,0,0,0,0,0,0,0,-0.308888393029979,0,0.17041802171525,0,0,0,0,0,0,0,0.191696212660417,0,0,0,0,0,0,-0.00275659096617828,0,0,0,0,0,0,0,0.707530410853936,0.136234131504655,0.0866221920477427,0,0.091323285605303,0,0,0
