,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X388.HK.EQUITY,0,0,-0.216500010700743,-0.269272306565506,0,0,0.10314460494483,0,0,0,0,0,0.164772272728266,0,0,0,0.124488423315508,0,0,0.240813767168712,0,0,0,0,0.203607341502253,0,0.0188747141984369,0,0,0,0,0,0.0648062822748129,0.0225224501694475,0,0.121237683399866,0,0,0,0,0,0,0,0,0,0,0,0,0.314445000271883,-0.0144757077427995
X601658.CH.Equity,0,0,0.151118294061851,0,0,0,-0.0701464160606325,0,0,0.437559768153963,-0.00997995848662067,0,0,0,0.0703412985265399,0,0,0,0,0,0,0,0,0,0,0.0510112834966636,0,0,0,0,0,0,0,0,0,-0.0227463367143675,0,0,0,0,0,0,0,0,0,0.35487777968295,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.321428545572372,0,0,0,0,0,0.204386484910294,0.0955207156933376,0,0,0,0,0,0,0,0,0,0,0,0.102440347525845,0,0,0,0,0,0,-0.184167791550241,0,0,0,0,0,0,0,0,0,0,0.0866544758654635,0,0,0,0.356143553831475,0,-0.119236893329461,0,0.0638700050266354,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0101687444183687,0,0,0,0,0,0,0,0.391355305320174,0,0.206681964645103,0,0,0,0,0,0,0,0,0.072671678156169,0,0,0,0,0,0,0.229675920441542,0.0143052312130105,0,0,0,0.0368220385877448,0,0.0653615605777996,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0808862722843458,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0796562945388511,0,0.259902800281992,0,0,0,0,0,0.385872247170658,0,0,0,0,0,0,0.079028276476022,0.0327347577290914,0,0,0,0,0,0,0,0,0,0,0.0204878105440591,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.249670461821736,0,0.0771494166995353,0.108373263707435,0.146129152598485,0,0,0.0509658509061853,0,-0.0945928889452745,0,0,0,0,0,0,0,0.527379338301238,0.0140928141802712,0.00937150944978932,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0582059420151008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532694795172893,-0.123755418934238,0
X601066.CH.EQUITY,0,0,0.0714291185160383,0,0,0,0,0,0,0,0.0480094074132786,0,0,0.090077620124908,-0.00401687831860943,0,0,0,-0.27580110909078,0,0,0,0,0.127896438671637,-0.0167008665017422,0,0.20791135448636,0,0,0,0,0,0.0512378727406823,0,0,0.122256666800642,0,0,0,0.164360530102316,0,0,0,0,0,0,0.316174041921082,0,0.124536864486274,0
X600000.CH.EQUITY,0,0.162288591399817,0,0,0,0,0,0,0,0,0,0,0,0,0.434503104324696,0,0,0,0,0,0,0,0,0,0,0.0564760282207163,0,0,0,0,0,0,0,0,0,0.061588754710917,0.0221925093631174,0,0,0,0.0340180300253416,0,0.0197822328065834,0,0,0.0225462680602434,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.155891078112698,0,0,0,0,-0.0554147943892382,0.30819322734479,0.0328960303167893,0.179632627104617,0,0,0,0,0,0,0,-0.0774861975751488,0,0.0980408844107371,0,0,0,0.318091412301193,0,0,0,0,0,0,0,0.191197522964915,0,0,0,0.0489517314577749,0,0,-0.0278956643167963,0,0,0,-0.0676339378479947,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0826523342573866,0,0,0,0,0.0200473218966589,0,0.0488080028427293,0,-0.081095379226563,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,8.67361737988404e-19,0,0.121223911667321,0,0,0,0.212286020837049,-0.00163120524852278,0,0,0.397627249972506,0,0.0625289895434295,0,-0.0758720268367911,0,0,0,-1.73472347597681e-18,0.0558668330986455,0
X2388.HK.EQUITY,0.114593999395203,-0.103084684273112,0,-0.0807628201259491,0,0,0,0,0.211636755846171,0,0.0897459292034788,0.046015455803301,0,0,0,0.101612038902406,0,0,0,0,0,0,0,0,0,0.444729550965867,0,0,-0.346575169770388,0.123203291917248,0,0,0,0,0,0,-0.0341645791920326,0.134413080572686,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,-8.67361737988404e-19,0,0,0,0.294081230003811,0,0,0,0,0,0,0,0,0,0.212032793442989,0,0.253763510023015,0.0835132582370725,0,-0.0146042443293723,0,0,0,0.0596489320539743,0,0,0,0,0,0,0,0,0,0,0,0,0.140768257774013,0,0,0,0,0,0,0,0,0,0,0,0.0745082644500823,0
X002142.CH.EQUITY,0,0,0,0.450113019747365,-0.010456890492103,0,-0.225745483031455,0,0,0,0,0,0.0478837250838601,0,0,0.0222982384638112,-0.117857005028736,0,0,0,-0.0453799329960522,0,0,0,0,0,0,0,0.298406745328826,0,0,0,0,0,0,0,0,0,0,0,0.0620516762534116,0,0,0,0,0,0.134984437539113,0.0737172970883403,0,0
X600016.CH.EQUITY,0,0,0.0742484763904312,0,0,0,0,0,0,0,0,-0.0975392556421095,0,0,0.174096579081858,0,0.0402921358329788,0,0,0,0,0,0,0,0,0.0367509607809731,0,0.801368822453825,0,0,0.116760810100427,0,0,0,0,0,0.178440524319783,0,0,0,0,-0.23477515774769,0,0,0,0.101984495747666,0,0,0,-0.332464045270251
X11.HK.EQUITY,0,0,0,0,0,0,0,0.155710593742363,0.442130352083186,0,0,-0.133734182676151,0,0,0,0,0,0,0,0,0.165036521457337,0,-0.0620088204505119,0,0,0,0,0,0,0.0520216799752183,0,0,0,-0.00456856023773732,0,0,0,0,0,-0.0951265806771813,0,0,0.319703511274196,-0.0707983567762732,0,0,0,0.0455447870350098,0.125070570309407,0
X601818.CH.EQUITY,0,0.070703505845992,0,0,0,0,0,0,0,0.214095467587886,0,0.150549728834654,0,0,0,0.0132907251578609,0,0,0,0,0,0,0,0,0,0,0,0.146318035819712,0,0,0,0,0,0,0,0,0.0658025766290197,0,0,0,0.233750148338168,0,0,0,0,0.030049147288868,0,0,0,0
X600999.CH.EQUITY,0,0,0.0584462808435824,0,0,0.200707136858056,0.015941450001537,0,0,0,0.0515249510167826,0,0,0,0,0,0.0651428934183675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180374208647636,0,-0.0358574657479751,0,0,0,0,-5.42101086242752e-20,0,0,0,0.255172907825501,0,0,0.26917475217501
X601688.CH.EQUITY,0,0,0,-0.0920149110868351,0,0,0,-0.0255656521172744,0,0,0,-0.0104246982065855,0,0.160864378252997,0,0,0.0347882871835618,0,0,0.0771148193607467,0,0,0,0.258928922579738,0,0,0.0544491316128727,0,0.151211588258017,0,0.373715770782317,0,0,0,0,0,0,-0.0082737407836853,0,0,0,0,-0.163168835928548,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.35784230355342,0,0,0,0,0,-0.0268614170031221,0,0.225495387445927,0,0.0341263645555663,0,0,0.191258202684256,3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.05058771019554,0.131897421515002,0,0,0,0,0,0,0,0,0,0.0870140944072487,-0.10241939386968,0,0,0.135666990608517,0
X267.HK.EQUITY,0.153804335739347,0,0,0,0,0,0.189858128737767,0,0,0,0.0150894873956131,0,0,0,0,0,0,0.236299319539744,0,0,0,0,0,0,0.0250986443001728,0,-0.104029665815998,0,0,0,0,0,0,0,0,0,0,0.158460542300347,0,0,0,0,0,0,0,0.0807595370721689,0,0,0,-0.0556383074249292
X601211.CH.EQUITY,0,0,0,0.0970266755678113,0,0,0.0714471647521394,0,0,0,0,0,0,0.250139558155134,0.109694740973413,0,0,0,0,0,0,0,0,0.0789484549341552,0,0,0,0.179425458022483,0,0,0,0,0,0,0.0709047833271112,0,0,0,0,0,0,0,0,0,0,0.0113714453227749,0,0,0.0640431830772709,0
X600837.CH.EQUITY,0,0,0,0,0,0.0708611194648888,0.178952281171446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314760780872202,0,0,0.333353751309152,0.109688706671974,0,0,0,0,0,0,0.0853039409163958,0.0342149131058276,0,0,0.258367773633939,0,0,0,0.144543081058639,-0.101854681523474,0,0,0,0,0.0366810911027941
X002736.CH.EQUITY,0,0,0,0,0,0,-0.0281771063280331,0,-0.283890692364342,0,0.0367454865563357,0,0,0,0,0,0.0211623568582252,0,0,0,-0.0444471717255993,0,-8.67361737988404e-19,0,0,0.0753158504527228,0,0,0,0,0,0,0,0,0.622436581802004,0,0,0,0,0,0,0,0,0,0,0,0,0.0670458872689874,0.218513509146806,0
X2882.TT.EQUITY,0,0,0,0.111966520879633,0,0,0,0,0.0493518945817892,0.0550078738809505,0.0937007850334003,0,0,0,0.102253680680285,0,0,0,0,0,0.0929650561644288,0,0,0,0.0346088831443045,0,0,-0.101940430438149,0,0,0.0171904156654271,0,0,0,0,0,0,0.209143394236285,0,0,0,0,0.21869379836626,0.350069114892161,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.155474978794581,0,0,0,0,0,0,0,0,0,0,0,-0.0919000526051868,0.20556887411441,0,0,0.0193472281541615,0,0,0,0.0709282036373926,0.125731399989591,0,0,0,0,0.131947679570098,0,0,0,0,0,0.294421581554382,0,0,0,0,0,0,0,0,0,0.141908325251611,0.232948485970902
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0653791452655603,0,0,0,0,0,0.142700290480975,0,0,0.411660984893549,0,0,0,0,0,0,0.0569030041388369,0,0,0,0.297360051260418,0,0,-0.0609770764697911,0,0,0,-0.0183550483726749,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.288613280263202,0,-1.73472347597681e-18,0.187762737848606,0,-0.0369437837252343,0,0,0,0,0,0,0.00993902437425413,0,0,0.0750587650012271,0,0,0,0,0,0,0,0,0,0,0,0,0.162120327031218,0,0,0,0,0,1.38777878078145e-17,0.43677344024328,0.366174894597732,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0775361166744453,0.0296743350893826,0,0,0,0.137769433700603,0,-0.124904019786315,0,0,0,0,0,0,0,0,0,0,0.00407748781162059,0,0,0.0159548090981573,0.290169565223405,0,0,0,0,0,0,0,0,0,0.208927550535119,0,0.0742018163049871,0,0.213094571105512,0,0
X601169.CH.EQUITY,0,0,0,0,0,-0.0499919898522144,0,0,0,0,0,0.0312700947642132,-0.0170417263309858,0,0.23162373251865,0,0,0,0,0,0,0.0563751872380887,0,0,0,0.0574498064868873,0.0691760580010081,0,0,0,0,0,0,0,0.0999538543575617,0,0.248721785254182,0,0,0,0.154720144866342,0,0,0,0,0,0.0058990923457409,0,0,0
X600918.CH.Equity,0,0,0.0315289615414592,0,0,0,0,0,0,0,0,0,0,0.0826630467429234,0,0.0260486070909041,0,0,0,0.144870535375828,0,0,0,0.0338241928747889,0,0,0.0749031935894689,0,0,0,0.252354919435915,0,0.0680491244328395,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0226435410017268,0,0,0.26598844163997
X600015.CH.EQUITY,0,0,0,0,0,0,0.00111512431089399,0.0885197264644491,0,0.220028615315801,0,0,0,0.178737356029626,0.105673644827699,0.0156527307701717,0,0.0701770707534351,0,0,0,0,0.172682509006879,0,0,0,0,0,0,0.0381845297112639,0,0,0,0,0.0616367391135494,0,0,0,0,0,0,0.0164102073019546,0,0,0.0245521980393822,0.0474656252670425,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0.0595654523807339,0,0,0,0,0,0,0,0.157018570180828,0,0,0.211523808758763,0,0,0.275543823123589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562539103998846,0,0,0,0,0.0907923784198299,0,0,0,0.0520529339313078,0
X2886.TT.EQUITY,0.145897722345138,0,0,0.109582134038872,0,0,0.025362709346292,0,0,0,-0.00328557988816368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224835894359486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383586844222567,-0.0636305756894499,0,0,0.46764308298236,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.101336512844299,0.0139760608512923,0,0,0,0,0,0,0,-0.0110307633324105,0,0,0,0,0,0,0,-0.00494952449380767,0,0.151229157832764,0,0.266779888088419,0,0.221891206718753,0,-0.0873896116675176,0,0.0613404427452465,0,0,0,-0.040790517439503,0.239827292857766,0,0,0,0,0.145700495149821,0,-0.114193971953674
X600926.CH.EQUITY,0,0,0,0,0,0.137358059772534,-0.00858570033695918,0.323795436269078,0,0.109513356741841,0.0213676747646268,0,0,0.0787951638219842,0,0,0,0,0,0,0,0,0.13102206799116,0,0,0.160217612782184,0,0,0,-0.0703798224544468,0,0,0,0.00812867143293212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967884612595355,0,0
X601009.CH.EQUITY,0.269425629580454,0.15046805117416,0,0.231162222502821,0.0982092728543351,0,0,0,0,-0.186679150854397,-0.165847777909649,0.0271899689243762,0,0,0,0,0.00142738322034736,0,0.0174012365581033,0,0,0,0,0,0,0.244828694942614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152851404312718,0,-0.041115794385569,0
X601788.CH.EQUITY,0,0,0,0,-0.0298940761200344,0,0,0,0,0,0,0,0,0,0,0,0.135438333474529,0,0,0.112972050453742,0,0,0.0318266513430364,0,0,0,0.325322993735201,0,0,0,0,0,0,0,0,0,0.285977982461885,0,0,0,0,0,0,0,0,0,0,0,0,0.184148872426815
X2884.TT.EQUITY,0,0.0195560432016059,-0.144918394018577,0.157827870019133,0,0,0,0,0,-0.163374609050898,0,0,0,0,0,0.0342890573168528,0,0,0,0,0,0,0.100017278352375,0,0,0,0,0,0,0,0,0,0.168784640872863,0,0,0,-0.0356012229633467,0.430408937220425,0,0,0,0,0.180506686021121,0.213663899627232,0,0,0,0,0,0
X601901.CH.EQUITY,0,0,-0.0253504308117033,-0.11580102827631,0,0,0,0,-0.0289368401209747,0,0,0,-0.0850477060175844,0,0,0,0,0,0,0,0,0.0603394581953348,0,0,0,0,0,0.213160783009499,0.0468733929673955,0,0.109880589056355,0,0.167541428303737,0,0.187813413908754,0,0,0,0,0,0,0.264201697939704,0,0,0,0,0,0.00888733352985062,0,0.0386798148610575
X600958.CH.EQUITY,0,0,0,0.0270880012439924,0,0,0,-0.176803685562134,-0.0333942524167974,0,0,0,0,0,0,0,0,0,0,0.0208275664654673,0,0,0,0,-0.072200029447484,0,0,0,0,0,0.322963369114236,0,0,0,0.290285086004624,0,0,0,0.0717714080456345,0,0,0,0,-0.163461740546907,0,0,0,0,0,0
