,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600958.CH.EQUITY,X600919.CH.EQUITY
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450226213310917,0,0,0,0,0.127521198516935,0,0,0,0,0,0,0,0,0.0514813564708106,0,0,0,0,0.204117863949247,0,0,0,0,0.184900220509811,0,0,0,0,0.0236045697986265,0,0,0,0,0,0.0752090604815498,0
X601658.CH.Equity,0.189101235304456,0.146919540644841,0.340301193950407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161444307613038,0,0,0,0,0,0,0,0,0,0,0,0,0.0793526247471427,0,0,0,0,0,0.159711292910291,0,0,0,0,0,0,0,0,0.118595830561817,0,0.0462080635604917,0,0
X601166.CH.EQUITY,0,0,0.0366607342521513,0,0,0,0.0805891871092617,0.0677081058163833,0,0,0,0,0,0,0.0333163012531448,0,0,0,0,0,0.0667655855519775,0.303333731664774,0,0,0,0.0442302504822195,0,0,0,0,0,0,0,0,0,0,0.00728080463691604,0,0.316920883147269,0,0,0.00652255279306716,0,0,0,0,0,0,0,0.0568189971064432
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0314928073994877,0.501616771429565,0,0,0,0,0,-0.0510770713126872,0,0,0,0,0,0,0,0,0,0,0,0,0.153108259361567,0,0,0.216017929158716,0,0,0,0,0,0,0,0,0,0,0.0413373619485373,0,-0.0217419744692613,0,0,0,-0.00448375094447607
X000001.CH.EQUITY,0,0,0,0,0,0.371550437048359,0,-0.142826752087275,0,0.106667437157514,0,0,0,0,0,0,0,0,0,0,0,0,0.110286867791918,0,0.122973304960818,0.0740481623447846,0,0,0,0,0,0,0.319758336275717,0,0,0,0,0,0,0,0,0,-0.0657371511488235,0,0,0,0,0.0535984143041289,0,0.202780245379662
X601328.CH.EQUITY,0.249915186432718,0,0.0574627019483295,0,0,0,0,0,0,0,0.0938915378813063,0,0,0,0,0,0,0.111457043887255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102207728906971,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.283246593064573,0,0,0,0,0,0,0,0,0.0655468119505478,0,0,0,0,0,0.268466001862401,0,0,0,0,0,-0.000868955818256117,0.0663777798801772,0,0,0.222561096787011,0.0492741299881402,0,0.0459001934363789,0,0,-0.140057215759847,0.0666310986982308,0,0,0,0,0,0,0,0.0516093206733376,0,0,0.0737925131717668,0.11216462554413,0,0.0975674308299935
X600000.CH.EQUITY,0,0,0,0,0,0.185528337872535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222462807319834,0,0,0,-0.072874476744636,0,0,0,0,0,0,0,0,0.175048582189337,0.508595577070906,0,0,0,0,0,0,0,0.0667764235313811
X601319.CH.EQUITY,0,0.0844031095118594,0,0.0743538104097848,0.110150838049166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104861012587256,0,0,0.185749072671257,0,0,0,0,0,0,0,0,0.0203704874743519,0,0,0,0,0.041124513506031,0,0,0,0,0,0,0.318460582451553
X300059.CH.EQUITY,0,0.00933103924787108,0,0,0.0100350240106187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392177649122159,0,0,0,0,0,0,0,-0.00434009438334537,0.0640593863005828,0.230667421204574,0,0.117915768430197,-0.0767946123171282,-0.0493641643223606,0.0197803418925732,0,0,0,0,0,0.0690088341041432,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385831464596914,0.246884540596155,0,0,0,0,0,0,0,0,0,0,-0.247156833278145,0,0,0,0,0,-0.0713549139562566,0,0,0,0.728256079075775,0,0,-0.286214562586892,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0594852676982058,0,0,0.241800984239225,0,0,0,0,0.0633938664625337,0,0,0,0,0,0,0,0,0,0,0.0671971863722558,0,0,0,0,0.144023077015798,0,0,0.0555086261266426,0,0.418450045479798,0,0,0.0648811652274738,0.0201821276330249,0.0299099291203951,0,0,0,-0.053609944077732,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.551688704812797,0,-0.283788499662566,0,0.0390560208171895,0,0,-0.0234824091828213,0,0,0,0,0,0,0,0,0,0,-0.040260908363927,0,0,0,0,0.0777293746382089,0,0,-0.158555143473749,0.036741597666511,0,0,0,0,0,0,0,-0.106429048150457,0,0.18940917816428,0.0816116208199461,0.230801474245778,0.281028171039382,0,0,0,0
X2388.HK.EQUITY,0.220531339036621,0,0,-0.0334330422706112,-4.33680868994202e-19,0,0,0,0.21117441408225,0,0,0,0,-0.221118443206482,0,0,0,0.230932421453348,0,0,0,0,0,0,0,0.291476973691005,0.0846258890302468,0,-0.479886920179168,0,0,0.0358552326601244,0,0,0,0,0,0,0,0,0.163303733196405,0,-0.119238288632599,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.383093292335081,0,0,-0.260288307328731,0,0,0.324288658964637,0,0,0,0,0,-0.0552111273363584,0,0,0.258270025087343,0,0,0,0,-0.0885652988283387,0,0,0.0687254712768882,0,0.0431794367022014,-0.0212145107294792,0,0,0,0,0,0,0,0,0.305579988899429,-0.0191849733675206,0,0,0,0,0
X601818.CH.EQUITY,0.035138680859323,0,0,0,0.0873873626759546,0,0,0,0,0,0,0.159414484821157,0.242963612761234,0,0,0,0.110997896219628,0,0.0695615322598817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508594214570205,0,0.000740294438179676,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0.100182366182542,0,-0.04739275098171,0,0,0,0,0,0,0,0,0,0,0,0,-0.182072371400058,0,0,0,0,0,0,0.0780360007571698,0,0,-0.00845860932674,0,0,0,0,0.00600867418624608,0,0.876258741068768,0.106670886646422,-0.371885607561632,0.127651501946566,0,0.032952130626583,0,0,0,0,0
X601688.CH.EQUITY,0.0473770653685098,0,0,0.0349879047271168,0,0,0,0.103485434121569,0,0,0,0,0,0,0,0,0,0,0,0.279146174649347,0,0,0,0,0,0,0,0,0,0.343909220854266,0.046214079758577,0,-0.0483946902057934,0.22902109436917,0,0.108045414271316,0,0.0603805136439936,0,0,0.0294242518581265,0,0,0.046467419798999,-0.0107073654363885,0,0.0604968937334928,0,0,0
X601336.CH.EQUITY,0,0,0,0.0722521439193228,0,0,0,0,0.100898498350292,0,0,0,0,0,0,0,0.223112236200202,0,0,0.104774494838818,0,0,0,0,0,0,0.138343098339756,0,0,0,0,0.120580143970751,0.0961796240794096,0.139047717660133,0,0,0.087830400176216,0,0,0,0,0,0,0,0,-0.0752420105152787,0,0,0,0
X600837.CH.EQUITY,0,0,0,0.0436552522587666,0,0,0,0,0,0,0.144455593140232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445759905626435,0.00714859793563881,0,0,-0.0106420870274415,-0.028546467027393,0,0,0,0,0.0493388588273104,0,0.20131589170229,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12337442448757,0,0.0605129989476772,0.281566257373881,0,0,0,0,0.155140200147734,0,0,0,0,0.0153396068193842,0,0.149268421631526,0,0,0.0594481750768245,0,0,0,-6.93889390390723e-18,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.101954877900797,0.207964261598766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199357339161043,0,0,0,0.224863874828068,0,0,0,0,0,0,0,0,0,0,-0.220641428953378,0.0335802941376006,0,-0.0535409274040951,0,0,0.35439537361418,0,0.0745807029305825,-0.0475112572083734,0
X002736.CH.EQUITY,0,0,0,0.00784985013457497,0,0,0,0,0,0,0.0457178329747063,0,0,0.153432829142306,0,0.0683400041326414,0,0,0,0,0,0,0.0181774782538705,0,-0.00394967253233006,0,0.099208142207754,0,0,0,0.0750888735146936,0,0,0.148203703868451,0,0,0,0,0.105245987717839,0,0,0,0,0,0,0,0,0.125652864526549,0.0960265958624692,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.0850139538490659,0,0,0,0.0646389490035962,0,0,0,0,0,0,0,0,0,0.0333586731164937,0,0,0,0,0,0.119681129490603,0,0,0,0,0,0,0,0,0.0524258278789471,0.209361342524253,0,0.248048860708008,0,0.0962740150767341,0,0,0,0,0,0,0.0723293848136279,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0128911110724412,0.238172853615625,0,0,0.108326765316686,0,0,-0.0558780760609045,0,0,0,0,0,0,0,0,0,0,-0.224650283878771,0,0,0,-0.013510561188499,0,0,0,0,0,0.216154278186762,0.00818790787381854,0,0.64696195983099,0,0,0,0.204558708660568,0,0,0.0660217744721198,0,0
X601229.CH.EQUITY,0.295420359779344,-0.0383236976280602,0,0,0,0.573497643593399,0,0,0.382094186100266,-0.00370301386829162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29185015139824,0,0,0.169781268435425,0,0,0,1.35525271560688e-20,0,0,0.00154449007315702,0,-0.631537485745237,0,0,0,0,0,0,0,-0.255148923916848,0,0.112139715233484
X000776.CH.EQUITY,0,0,0,0.0649263856827689,0,0,0,0,0,0,0,0.175134536209378,0,0,0,0,0,0,0,0,0.184735662541734,0,0,0,0,0,0.0719587605732707,0,0.113190070649827,0.28591383370437,0,0,0,0.0486128079576154,0,0,0,0.0944956057324563,0,0,0,0.0313116325505897,0.0660847815818636,0,0,0.0304863376076037,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120091360757207,0,0,0,0,0,0,0.229050199364989,0.0911972349721962,0,0,0.382133875853417,0,0,0.036003439942274,0,0,0,0,0,0.127562044270245,0,0,0,0.14814162211988,0,0.124056283789885,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.735477483084338,0,-0.13252196964068,0,0,0,0,0,0,0,0,0,0,0,0,0.146755405106167,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.135073460848564,0,0,0,0,0,0,0,-0.0284255248882231,0,0,0,-0.0258142600471869,0.0533068494883487,0.051569150031037,0,0,0.035326033501224
X601881.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,-0.0694822266641129,0,0,0,0,0,0.044850650032401,0,0,0,0,0,0.0790225812673447,0,0.140715772263985,0,0,0,0,2.54857845594001e-05,0,0,0,0,0,0,0.668861402610685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,-0.215934869718844,0.133715050370915,0,0,0,0,0,0.0168337170725185,0,0,0,0.0311297196108105,-0.142914821439823,0,0,0,0,0,0,0,0.0416903454902065,0,0,0,0,0,0,0.116309878866696,0.125052514923116,0,0,0,0,0,0,0,0,0,0.55835640451391,0.146164647196049,0,0.0669567999808486,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.093826006736658,0,0.140622376292424,0,0,0,0.0693496694050489,0.00417681722564321,0,0,0.0709280744742171,0.0837145498431596,0.151863535832231,0,0,0,0.0440287468718778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153479710483,0.0106829837625496,0,0,0,0,0.116603495736436,0,0,0,1.73472347597681e-18
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0.0917068131998269,0,0,0.0401501817856537,0,-0.143706857970089,0,0.0694768508860572,0,0,0,0,0,0,0,0,0.0341710576811835,0,0.0728618296764474,0,0.0187819252178667,0,0,-0.114047408905919,0,0.0479694989452526,0,0,0.118607595555433,0.526635300271304,0,0,0.0690173196723786,0,0,0,0,0,0,0,0.0723113705201351,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592387562047269,0.315002645917722,0,0.062594946501981,0,0,0.111573349441198,0,0,0.209123093565895,0,0.087597147385537,0,0,0,0,-0.491872377352217,-0.281913105867817,0,0,0,0,0,0,0,0,0,0,0,0.0583509389369411,0,0,0,0,0,0,-0.0778462499154665
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.160615493437065,0,0,0,0,0,0,0,0,0.676066690312289,0,0,0,0.0783359668437758,0,0.139713998049696,-0.0337304571512062,0,0,0,0,0,-0.176262528476473,0,0,0,0,0,0,0.357178325318095,0,0,0.189755559886472,0,0,0,0.0777289810193861,0,0
X601009.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0385218374252658,0.0456370653561273,0,0,-0.0572007504368677,0,0.416497871419525,0,0,0,0,0,0.00874058617979189,0,0,0,0,0.199367953938232,0,0,0,0,0,0,0,0,0.353336332399402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197689933500737
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192187406909872,0.0802664369479213,0,0,-0.102883532254716,0,0,0.115024262371932,0,0,0,0,-0.00129165138903166,0,0,-0.026465890416414,0,0.145394294918232,0.115008488228665,0.197932217160434,0,0,0,0.184533136363414,0,0.015907174069656,0,0,-0.090242213287518,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.121331293209207,0.0970994470853785,0,0,0,-0.247745183997207,0,0,0,0,0,0,0,0,0.285098390194488,0,0.0391153536165732,0,0,0,0,0,0,0,0,0,0.171496993644487,0,0,0,0,0,0,0,0,0,0.528669233207163,0,0,0,0,0.124775817721422
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,-0.114315751216783,0,0.0169421774829638,0,0,0,0,0,0,0,0,0,0,0,0.0302190561751554,0,-0.0512226348718732,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.143873785687952,0.388779029525684,0,0,0,0,0,0,-0.00759748965627114,0,0,0,0,0.150388498588942
X600919.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0.210978774399362,0,0,0,0,0,0,0,0,0,0,0.171229720144664,0,0.266952995472191,0,0,0,0,0,0,-0.168708445459994,0,0,0,0,0,0,0,0,0,0.411928605460646,0,0,0,0,-0.0435267055761957,0,0,0,0,0.0638440430711601,-0.0307171917292994,0.11513119218176,0,0
