,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X2884.TT.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.188144760465856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572399069921226,-0.275485953703888,0.0622926316847186,0,0,0.014832810901317,0,0,-0.169817307105174,0,0,0,0,0,0,0,0.0189685200881032,0,0,0,0.161695525060821,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.223238976479903,0,0,0,-0.0194015294726598,0,0,0,8.67361737988404e-19,0,0,0.163189959919241,0,0,0,0,0,0,0,0,0.102751528388741,-1.38777878078145e-17,0,0,0,0.263904742742575,0,0,0,0,0,0,-8.67361737988404e-19,0.235876838590933,0,0,0,0,0,0,0,0,0.108793978663116,0,0
X601939.CH.EQUITY,0,0,0,0.743172260735626,0,0,0,0,0.011488338441963,0,0,0,-0.0300290436190134,0,0,0,0,0.0426527642457247,0,0,0,0,0,0.0506546054145383,0,0,0,0,0,0,0,0,0,0,0,0.0227080424308012,0,0,0,0,-2.16840434497101e-19,0,0,0.0774980499475988,0.0152997408394945,0,0.127431907140574,0,0,0
X601288.CH.EQUITY,0,0,0.831623834300272,0,-0.0883881942920886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338378463480109,0,0.0687385352947608,0.0113268816192336,0,0,0,0,0.0794460253189077,0,0,-0.0187090067476707,0.00226986800213743,0,0,0.00514842285940144,0,0,0.0725351399339376,0,0,0,0,0,0,0.0718777459795755,-0.128620968740455,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112359555985242,-0.0855464630318016,0.188397084271009,0,0,0,0,0,0,0.328588139020197,-6.93889390390723e-18,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.148900171753527,0.106509005878315,0,0,0,0,0,0.296070325445384,0,0,0,0,0,0,0,0,0,0,0.12814425075486,0,0
X600036.CH.EQUITY,0,0,0.336652881739793,0,0,0,0,0.0574224573605543,0.0347932672879517,-0.0114803398415517,0,0,0,0,0,0.160016310572053,0,0,-5.42101086242752e-20,0,0,0,0.249916959939671,0.11803250229637,0,0,0,0,0,0,0.0456491374030679,0,0,0,0,0.0703210518934615,-0.0117226074518608,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0617550527599642,-0.0481236683894674,0,0,0,0,0,0,0,0,0.0787520623079504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533369392786464,0,0,0,0.948394641619297,0.0182876954039945,0,-0.0647619459010126,0,-0.0529015620917457,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.142774162238555,0,0,0.05571562654428,0,0,0,0,0,0.0511064133164776,0,0,0,0,0,-0.213669193439881,0,0.133713812176513,0,0.209678944273936,0.281925851544117,0,0,0,0.0469419582140983,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0464283473802843,-0.113383147384567,0,0,0.192303727370021,0.273207117771376,0
X5.HK.EQUITY,0,0,0,0,0,0.0663484225280327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243495242118915,0.536274645754889,0,0,0,0,0,0,0,-0.00624472056196982,0,-4.33680868994202e-19,0,-0.0118422553947775,0,0,0,0.0893566364312725,0,0,0,0,-0.087297058560634,-0.17037549655765,0,0,-0.190156887177379
X388.HK.EQUITY,0,0,0,0,0.466516753721268,0,0,0.0108291528863703,0.290239340606359,0,0,0,0,0,0,0,0,0,0,0,0,0.0955877371487432,0.0282209966720098,0,0,0.280133739650133,-0.158643762234648,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.124420211459082,-0.0569866949375656,0,-0.171262379858581,-0.31143284588679,0,0,0.11580073965126,0,-0.144797932461045,0.0511122644686879,0,0,0
X601658.CH.Equity,0,0,0,0.221714562099701,0,0,0,0,0,0,0,0,0,0,0,0,0.186639183237558,0.161869137039201,0.0207217068939771,0,0,0,0,0,0,0.0219411018161225,0,0,0,0,0.0462072207011304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318430472121039,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0904410080057362,0,0,-0.054747200824899,-0.0833806594534882,0.0947206181746884,0,0,0.250965188333776,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0522148487272277,0,0.0324600136734128,0,0,0.213589753360736,0.143207590963346,0.0885041285355916,0,0.0736087066183897,0,0,0,0,0.0133026838510667,0,0,0,0,0,0,0,0.142326155662014
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0127480612519327,0,0.418328406500645,0,0,0,0,0,0,0,0,0,0.0937511847682821,0,0,0,0,0,0,0,0.289844392534661,0,0,0.0378097858656867,0,0.117831373446448,0,0,0,0,0.0163620733786745,0,0,0.0792959645838067,0,0.0121769939279617,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.176823764748573,0.238682659307712,0,0,0,0.0538321233964892,0,0,0,0,0.030184627779331,0,0,0,0.0687943472145217,0,0,0,0,0,0.0139093518503118,0.0462975645610172,0,0.0037782444573669,0,0.00884974972688154,0,0,0,0,0,-0.0178458907288361,0,0.370808282461644,0.035659048929333,0,0,0,0,0,0,0,0.0309417497808377,0,0
X601328.CH.EQUITY,0,0,0,0.0463736296336516,0,0.112524442549838,0.0205611300927288,0,0,0,0,0,0,0,0,0.0290258815216659,0,0,0,0.372927436085658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249990862498754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.166036719777798,0,0,0,0,0,0,0,0,0.0861945701125858,0,0,0,0,0,0.36673530893187,0,0,0.116216272514547,0,0,0,0,0,0,0.240258536660402,0,0.0513233134209085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.18831338223619,0,0,0,-0.107286334486404,0,0,0,0,0.00864286275592758,0,0,0,0,0.0788287861739986,0.225784763784945,0,-6.93889390390723e-18,0,-0.0536766151432321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315131875683526,0,0,0,0,0,0,-0.035365519739116,0.124439821862064,0,-0.0474051735512395,0,0.0498958850118116
X000001.CH.EQUITY,0,0,0,0,0,0.255121853484134,0,0,0,0,0,0,0,0.00686694052923455,0,0.0400243711667522,0.0332055698013337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239975268294812,0,0.140630070168145,0,0,0,0,0,0,0,0,0,0,0.0384742936691336,0,0,0,0
X601601.CH.EQUITY,0,0.309111392756383,0,0,0.358595409815508,0,0,0,0.0387820223159615,0,0,0,0,0,0,0,0.205566262307445,0,0,0,0,0,0,0,0.069424800988292,0,0,0,0,0,0.00671247331790064,0,0,0,0.178946370609586,0,-0.168714213131704,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,-0.10614033969338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253557429500346,0,0,0,0,0,0,0,0,0,0,0,-0.254112230782281,0,0,0,0,0.0923871194878622,-1.38777878078145e-17,0,-0.0771041555617106,0,0.677257536632917,0,0,0,-0.06033472187503,0
X601998.CH.EQUITY,0.206613389827255,0,0,0,0,0,-1.73472347597681e-18,0,0.00166140304259011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274763815864914,0.504486474733994,-0.0842632266940258,0,8.67361737988404e-19,0.00704216512395301,-0.062937137419294,0,0.131530310311782,0,0,0,0.0541535227435338
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.265770537466935,0,0,0,0,0,0,0,-0.0141227583420094,0,0,0,0,0,0,0,0,0,0.191964154756573,0,0.190048557618988,0.0123437628410312,0,0.0109147473422668,0,0,0,0.107509763743288,0.142660120406925,0,0.0663045140576104,0,0,0,0,-0.0857762530376224,0,0,0.0682554937163333,0,0
X002142.CH.EQUITY,0,0.0290196312979434,0,0,0,0.259943524366477,0,0,0,0.0823375775159568,0,0,0,0,0,0,0,0.125921428626408,0,0.184422897893185,0,0,0,0,0,-0.195910617689568,0,0,0.0221935060189326,0,0.0722971777141559,0,0,-0.105813844580136,0,0,0,0,0,0,0,0,0.412701157972206,0.100502054889253,-1.38777878078145e-17,0,0,0.0693560143528683,0,0
X2388.HK.EQUITY,0,0,0,0,-0.101329987961743,0,0,0.219156907534929,0,-0.0654805741095728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43252381503486,0,0,0,0,0,0,0,0,0.299088673049133,0,0,0,0,0,0,0,0,0,-0.160738453810754,0,0,0,0,0,0
X11.HK.EQUITY,-0.0323112257207315,0,0,0,0.0251800316763237,0,0,0.080363205094074,0.355590320029668,-0.179096627166527,0,0,0,0,0,-0.0975088685444897,0,0,0,0,-0.0401946226613244,0,0.0728053266464795,0.316938417973634,0,0,0,0,0,0.137452998258127,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0132357331671014,0,0,0,0.0571617860070198,0,0
X267.HK.EQUITY,0,0.0960338269340122,0,0,0,0,0,0,0,0.209029369983832,0,0,0,0,0,-0.00738871901883919,0,0,0,0,0,0,0.0251353029432684,0.313480791718909,0,0,0.0779875793033732,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.296022162488475,0.249976849211338
X601818.CH.EQUITY,0,0.0527504106421934,6.93889390390723e-18,0.0833691801597484,0,0,0.04112077253177,0,0,0,0,0,0,0,0,0.0584880984992394,0,0,0.0184280467547724,0,0,0,0,0,0,0.198037101005717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204519666204953,0,0,0.0720751663513214
X601688.CH.EQUITY,0.0693773144795796,0,0,0,0,0,0,0.0222164170051443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199027719855413,0,0,0,0,0,0,0,0.274310047418619,0,0.352249119190584,0,0,0,0.0192420923554316,0.0570523579717958,0.106804942643793,0,0,0,0,0.0513268333132278,0,0,0,0,0,0,0.0171599387750176
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518303886618037,0,0,0,0,0,0,0,0,0,0.174995393028209,0,0,-0.00544883310504814,0,-2.16840434497101e-19,0,-0.039180874377149,0,0,0,-0.00677423940966141,0,-0.0857866022758303,0.134985107843146,0,0,0,0,0.563986898943557,0
X600837.CH.EQUITY,0,0,0,0,0.0561116972107993,0,0,0,0,-0.0113089884017092,0,0.153674041697256,0,0,0,0,0,0,0,0,0,0.0238042479531612,0,0,0.0812348186682495,0,0,0.42663917524029,0,0,0,0,0,0,0,0,0.0239003611745682,0,0,0.157555297412891,0,0,0,0,0,0,0,0,0,0.0487096844373669
