,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.271030737518287,0,0.0523108987441277,-0.0129049816208672,0,0.462358409663955,0,0,0,0.0488333453233736,0,0,0,0,0,0,0,0,0,0.0917287867229328,0,0,0.0356957279611388,0,0,0,0,0,0,0.0844731046260613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.220752082812872,0,0,0,0.120026802484167,0,0.110603674204628,0,0,0,0,0,0.0675974928694083,0,0,0,0.0682646859800417,0,0,0,0,0,0,0,0.0895650559986052,0,0,0,0,0.0418515843474366,0,0,0,0,0,0,0,0,0,0,0,0.0335506093252946,0,0.246352119892957,0,0,0,0
X601939.CH.EQUITY,0.455401025601689,0.362609644219566,0,0,0,0.0613453747264596,0,0.311450663075256,0,0,0,0.0688740546707118,0,0,0,0,0,0,0,-0.221345881204495,0,0,0,0,0,0,0,0,0,0,0,0,-0.198686141716756,0,0,0,0,0,0,0,0,0,0.0233625979655803,0,0,0,0,0.0325974450593991,0,0
X601288.CH.EQUITY,0,0,0.0295647977437663,0,0,0.0922911365090071,0,0.366669296704916,0,0,-0.106162108596192,0.170966654047834,0,0,0,0,0,0,0.0150545585023723,0,0,0.0994871134286413,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142422552156165,0,0.089421821643656,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.209416666794982,0.172609424913009,0,0,0,-0.0636889872061013,0.159993103094982,0,0,0,0,0,0,0,0,0.0858131238587149,0,0,0,0.138847441938601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370351700276828,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.107883387615126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113300399339648,0.175554790094711,0,0,0,0,-0.24982673407167,0,0,0.123272301487934,0.672946463731569,-0.0459511200847272,0,0,0.117352006578477,0,0,0,0,0,0,0,0,0,0,0,0.130657957199735,0,0,0,-0.0490592253319579,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0502162808616898,0,-0.233094666474676,0.104741003331178,-0.0256057224506437,0,0,0,0,0,0,0,0,0.131408973341691,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.342327616862379,0.175365936256129,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0661013448491252,0.509640809411231,0.189479416905247,0,0,0,0.0207822826554242,0,0.0732186726161197,0,0.178568849340042,0,0,0.0755733624088584,0,0,0,0,0.0667084456331488,0,0,0,0,0,0,0,-0.0265467708579237,0,0.0354616587212632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.352902378325392,0,0,0,0,0.0492978656813948,0,0,0,0.175700297950134,0,0,-0.0662281134132798,0,0,0,0,0.129589479122595,0,0.211876613611599,0,0,0.244311562179343,0,0,-0.102601119458417,0,0,0,-0.116619301177198,0,0.202996582685709,-0.0873279025085941,0,0.0403220318676927,0,0,0,0,0,0,0,0,0,0,0,0.00849476894559974,0,0
X601166.CH.EQUITY,0,0,0.097436715611328,0,0.0904764675092796,0,0,0,0,0,0,0.0364848112129217,0.0793185733886581,0,0,0,0,0,0,0,0,0,0,0.00388987884448377,0.149443069726592,0.352072151928778,0,0,0,0.01629211708017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264372578169645,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.105791322156541,0,-0.298306796878526,-0.054337097971267,0.234855583782214,0,0,0,0,0,0.099769017434413,0,-0.0276164294220407,0,0,0,0,0.368259788271037,0,0,0,0,0.0433508243777278,0,0,0,0,0,0,0,0.19501131509969,0.0891560299196336,0,0,0,0,0.0911455165823059,0,0,0,-0.0480177126325149,-0.110360739231499,0,0,0,0,0.294720684856619,0
X601658.CH.Equity,0,0,0.0314258421262004,0.191366955937751,0,-0.0214865656179765,0,0,-0.092541578933402,0.289766527391345,0,0,0,0,0,0.43607377383196,0,0,0,0.361069878047014,0,0,0,0,-0.0986363694303521,0,-0.459411843535751,0,-0.0481036443720751,-0.10727265979506,0,0,0,0,0,0,0,0,0,0,0.0441726727250116,-0.0166015784994521,0,0,0.249028231318738,0.102009638357413,0,0,0,0
X000001.CH.EQUITY,-0.0137179966842369,0.0424685013984831,0,0,0.109946451630021,0,0,0,0,0.443534348475127,0.052669866490667,0,0,0,0,0,0,0,0,0,0.0996211337137407,0,0,0,0.254796933295933,0,0,0,0,0,0,-0.163737086633264,0,0,0,0,0,0,0,0,0,0,0,-0.085789647374104,0.332580171172246,0,0,0,0.0852150753678294,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0162106543004711,-0.00797044718509909,0,0,0,0,0.154892429399157,0,0.039418003198122,0,0,0,0,0,0,0,0,0.0211364131786812,0.0295152625621665,0.4228897790427,0,0,0,0,0,0,0.0507731299352348,0,0,0,0,0.158409212970473,0,0,0,0,0.0454066033460408,0,0,0.111185086366766
X601601.CH.EQUITY,0,0.311002701504042,0,0.0306156965214296,0,0,0,0,0.0851750525536832,0.0569397618663721,-0.0947058115729997,0,0,0,0,0,0,0.00819254972968861,0.387755602968865,0,0,0,0,0.0285402353921308,0,0,0,0,0.0546086405091946,0,0,0.0593929894138376,0,0,0,0,0,0,0,0,0,0,0,0,0.0261603859169037,0,0,0,-0.121422211779006,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0932916428524335,0,0,0.0857885857596081,0,0,0.406515627228159,0,0,0,0,0.224601918535445,0,0,0,0,0,0,0,0.027175798593184,0.0174653381611226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0792418223504875,0,0,0,0,0,0,0,0,0,-0.117416779048543,0.410321387255034,0,0,0,0,0,0,-0.127487772489836,0.172580647514041,0,0,0,0,0,0,0,0,0,-0.133548630882749,-0.0255947224079094,0.066004513215995,0,0,0,0,0,0,0,0.0333169397365266,0,0,-0.0248858740261899,0,0.209404939031973,0,0,0
X600000.CH.EQUITY,0,0.0935217871923594,0,0,0.0727058163647167,0,0,0,0,0,0,0.022653829920049,0,0,0,0.477975379587784,0,0,0,0,0,0.0364499370260304,0,0.0422074776243176,0,0,0,0,0,0,0,0,0,0.0389531516495484,0,0,0,0,0.0776888727888739,0,0.00206674848150147,0,0.0149341144318698,0,0,0,0,0.0271401109735833,0,0
X601319.CH.EQUITY,0,0.0229939913882373,0.14179563118684,0,0,0,0,0,0,0,0,0,0.160141760194897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242256468718231,0,0,0,-0.018224866725283,0,0.0419420112618226,0,0.23102488316038,0,0,0,0,0,0,0,0,0.156966906485017,0.0729640709126252,0,0,0
X300059.CH.EQUITY,0,0.0903319963346917,0,0,-0.110541610560046,0.0193628938046864,0,0,0,0,0.0709178850525757,0.0854553830761338,0,0,0,0,0.0216814707076724,0,0,0,-0.0769898904941802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1568343811275,0,0,0.140537348951579,0.335764269717506,0,0,0.102942639069768,0,0,0,0,0,0,0,0.191995494246801
