,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.474011143637361,0,0,0,0,-0.0278775549260044,0,0.041996741500601,0.105052877106524,0,0.0760629278082457,0,0.11772633068674,0,0,0,0,0,0,0.0524442306944307,0,-0.0352991268086992,0,-0.0797149685177508,0,0.131233444685637,0,0,-0.0325826556879624,0,0,0,0,0,0,0,0,0,0,0,0,0.0675978559340383,0,0,0,-0.00862212558513595
X601318.CH.EQUITY,0,0,0,0,0,0,0.0124378839626664,0.0568126996716116,0.0492802894837727,0.0914067046118709,0,0,0,0,0.380328914918704,0.0826875723419876,0,0,0,0,0,0.0881414745515126,0,0,0,0,0,0.0978319136246756,0,0,0.0752557613859551,0,0,0,0,0,0.0523153156499293,0.0903283450809808,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.274662374817776,0,0,0.445770340554045,0,0.0318854062360871,0,0,0,0,0.0300407735467987,0,0,0,0,0,0,0,0,0,0,0,0.079299270226734,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0211386938598606,0.0307892357580539,-0.0162258631597571,0,0,0,0,0.0592255071167103,0,0,0,0.0778427436171476
X601288.CH.EQUITY,0,0.0352690491008547,0.345182256023056,0,-0.00193718686585255,0,0,0,0,0.114834261151828,0,0,0,0,0,0,0,0,0,0,0,0.209695881633115,0.176340946914458,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324554710560571,0,0,0,0.0414580104307935,0
X5.HK.EQUITY,0,0,0,0.204058720881346,0,-2.77555756156289e-17,0,0.135362903748305,0.275636760840047,0,0.163639174212951,0,0,0,0,0.63024312969044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105816244319928,0,0,0.126868688019772,0,0,0,0,-0.499200788732182,0.148862299105317,0,0
X601988.CH.EQUITY,0.0699714824074247,0,0.193461268509011,0,0.0276114099269771,0,0,0.060479446658941,0.0254096281925162,0,0,0,0.0794194280380165,0.172507305160738,0.182868661144183,0,0,0,0.35169102585442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0275995673625001,0,-0.0417834832451029,0,0,0,0,0,0,0,0,-0.00939698949922357
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00012130448659752,0,0,0,-0.0354946495716911,0,0,0,0,0,0.672626770902174,0.132794587589112,0,0.00165308556948621,0,0,0,0,0,0,0.142010801265584,0,0.0173111921500287,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0
X1299.HK.EQUITY,0,0.400541304334174,0,0,0.234506216228249,0,0,0,0,0.00261519971203152,0.292169810270505,0,0.184320528684386,0,-0.172484302028152,0,0.159584326036552,0,0,0,0,0,0,0.0172093759671109,-0.0280022829047908,0,0,0,0,0,0,0,0,-0.28638725437744,0,0,0,0,0.154089711442528,0.0047669843162724,0,0,0,-0.270305126899482,0,0,0,0
X601628.CH.EQUITY,0,0.260806190511316,0,0,0,0,0.00537488897607108,0,0,0,0,0,0,0,0,0,0,-0.048163731767297,0,0,0,0.00892939018268657,0,0,0.419005661966402,0,0,0,0,0.227807113444897,0,0.0690189754210445,0,0.0112268713446388,0,0,0,8.67361737988404e-19,0,-0.0224064633411038,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.167920127336001,0,0,0,0.119284226544238,0.000656838774106882,0,0,0,0,0,0.262850972715831,0,0,0,0,0,0.243975530071878,0,0,0.0583174612181789,0,0,0,0,0.197971673512013,0,0,0,0,0,0,0,0,0.0197579481800439,0,0,0.00615067091782608,0,0,0,0,0,0,0,0
