,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601696.CH.Equity,X2891.TT.EQUITY,X601236.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0915081998837553,0,0,0.044188251043545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403596973142422,0,0,-0.139438574643654,0,0,0,0.246005993195782,0,-0.192691396289286,0,0,0,0,0,0,0,-0.14454124098014,0,0,0,0.0939126215389957,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0595036407379201,0.0382850512498965,0.106976753097552,0,0,0,0,0,0,0,0,0,0,0,0.349255324447062,0,0,0,0,0,0.17062257450997,0,0,0,0,0,0,0,0.24423267799688,0,0,0,0,0,0,0,0,0,0,0,0.0838861069769192,0,0,0,0,0
X601939.CH.EQUITY,0.0728952996021832,0,0,0.715256693430747,-0.0197438431419769,0,0.0426950189093327,0,0.0340005189389638,0,0,0,0,0,0,0,0,0,0,0.0775755049514751,0,0,-0.0664866833528407,0,0.0307114707610123,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.125216592465584,0,-0.101599826483453,0,0.136206614652754,0,0
X601288.CH.EQUITY,0,0,0.716326794168049,0,0.127653273449476,-0.0301567237246922,0,0,0,0,0,-0.00205059769251089,0,0.18901840050364,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0938649927714314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119675156988345,0,0,0.116082212403523,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.391085445965462,0,0,0.346995990095533,0,0,0.0339407254569382,0,1.38777878078145e-17,0,0,0,0,0.0700439540463138,0,0,0,0,0,0,0,0,0.0773272690486439,0,0.00922765085601567,0,0,0.0594606699314716,0,0,0.028641022310234,0,0,0,0,0,0.0400447700723369,0,0,0,0
X601628.CH.EQUITY,0,0.149396589321498,0.000653618340181229,0,0,0,0.246097528723539,0,0,0,-0.090818424103905,0,0,0,0,0,0,0,0,0.0739556028983961,0,0.0676130489338109,0.0207174983597755,0,0,0,0,0,0,0,0.0296642365736991,0,0.140937323823909,0.0770268005300367,0,0,0,0.140019692352868,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.492290001398107,0,0,0,0,0.0918669090633341,0.0715366808403632,0,-0.0454895849945791,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.063172794079015,-0.0363906656427126,0,0,0,0.261808580378397,0,0,0,0,0,-0.0289815182386106,0,0,0,0,0,0,0,0,0,0.0576201988524582,0,0,0,-0.0166293426563946,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0803042838443644,0.214058743964114,0,0,0,0,0,0,0.233756081609393,0,0,0,0.224005906815922,0.219386511637296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520447489358283,0.0761494596660776,0,0,0,0.160522137371633,0,0.212939002499279,0.189155978296965,0,0,0,0,0
X5.HK.EQUITY,0.173408772841412,0.0866830980121427,0,0,0,0,0.152138914795029,0.00893687638904507,0,0,0,0,0,0,0,0.0759384174924008,0,0,0,0,0,0.258914673317815,0,0,0.204968159898984,0,0,0,0,0,0,0,0,0,0,0,0,0.225010240952639,0,0,0,0.258717673637553,0,0,0,0,0,-0.448497136096298,0,0
X601658.CH.Equity,0,0,0,0.146814207662155,0,0,0,0,0,0,0,0,0,0,0.211863078013712,0,0,0.203902965092767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182709509294242,-0.0630274514038875,0,0,0.000668032380153005,0.0835549894379001,0,0,0,0,0,-0.0180004116066956,0,0,0,0,0,0
