,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.111261379991227,0,0.190350160244943,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.436417102095585,0,-0.0275889222076483,0,0,0,0,0.0124813900064197,0,0,0,0.0160507350612038,0,0,0,0,0.0187071985160859,0,0,0,0,0.110063378841657,0,0,0,0,0,0.0045941288754032,0,0.0178456474468979,0.174930852611845,0,0
X601318.CH.EQUITY,0,0,0,0.0631666071378842,0,0,0,0,0.118787437341992,0,0.0147427696252906,0,0.0622160354436329,0,0,0.0267052445631604,0,0.146394518968555,0.216722557977627,0,0.0211551274670794,0,0,0,0,0.0618852959567171,0,0,0.107001196935655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392888826422312,0,0,0,0,0
X601939.CH.EQUITY,0.0665368233479164,0,0,0,0.286188999982114,0,0,0,0,-0.0286897074914178,0.191164349936261,0,0,0,0,0,0.0114323183435981,0,-0.188540756951522,0,-0.0107660789040075,0.333012062227274,0.329397893447404,-0.0365525055193727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.00542709508410496,0.0729887616321115,0.236966698486984,0,0,0,0.22105068030261,0.094185733568626,0,0,0,0.0612394378722627,0.169910748475921,0,0,0,0,0,0,0.00330925136397134,0,0,0,0,0.232499613543553,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.141231689258547,-1.73472347597681e-18,0,0,8.67361737988404e-19,0
X601288.CH.EQUITY,0.38631929622338,0.270744295858287,0.0871527415612109,0,0,0,0,0.0444863596978314,0,0,0,-0.00368324283127125,0,0,0,0.0538046869217157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256264020973093,0,0,0,0,0,0.0764139201934225,0,-0.0771386994842519
X601628.CH.EQUITY,0.0248216715845202,0,0,0,0.067361705548911,0,0,0,0,0,0,0,0,0,0,0.0669309054012239,0,0,0,0,0.178101701435067,0,0,0,-0.0585200285921931,0,0.275014991250819,0,0,0,0.531020500568438,0,0,0.0304820185456354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.00954111811917806,0,-0.223771282411792,0,0,0,0,0.122349508810002,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.207149824975175,0,0,0,0,0.205742081783051,0,0,0,0,0.338517820749254,0,0.162167492713507,0,0,0,0,0,0,0,0,0,-0.0847309554938737,0,0,0.181814344576725,0
X601988.CH.EQUITY,0.221591363969995,0,0.174372785070788,0.110058131628361,0,0,-0.00857475305462074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169081077362905,0,0,-0.0648053639171052,0,0.157064183999293,0,0,0,0,0,0,-0.0770436121676305,0,0,0,0,0.342365443189639,0,0,-0.106955609912034,0.121548042554515,0.0948697237341037,0,0,0,0
X5.HK.EQUITY,0,0.215539369282201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08411391626905,0.0487046329915951,0,0,0.231710196522942,0,0,0,0,0.274468441881293,-0.00278729366764943,0,0,-0.217385766991916,0.351937369057833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578797546371452,0,0
X388.HK.EQUITY,0,0,-0.158284796280861,-0.273806059072082,0,0,0.145887686072727,0,0,0,0,0,0.114308319426079,0,0,0,0,0,0,0,0.189565970193674,0,0,0.0816598506620571,0,0,0,0,0,0,0,0,0,0.0509093406501306,0,0.191571812487992,0,0,0,0,0,0.125157080398702,0,0,0,0,0,0,0,0.322810565648235
X601658.CH.Equity,0,0,0.118540220682073,0,0,0,-0.0702692467951769,0,0,-0.0730526437946588,0,0.453230901498178,-2.77555756156289e-17,0,0.0956987884953532,0,-0.0166457437330677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316460745204846,0,-0.0317374214991059,0,0.0334900134687534,0,0,0,0,0,0,0.376608874799338,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.189935137193982,0.262836086320873,0,0,0,0,0,0,0.107088161439306,0,0,0,0,0,0,0,0,0.0066863983542423,0,0,0,0,0.0654809457956106,0.408705904738135,0,0.00512455122817767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660885759472033,-0.102903509346915,0,0.0329510458085678,0,0,0,-0.0441840448306584
X000001.CH.EQUITY,0,0,0,0.369277171104063,0,0,0,0,0,0.0666692240329758,0,0,0,0.146051209072967,0,0,0,0,0,0,0,0,0,0.0374837417223053,0.157298006597421,0,0,0,-0.226052288644304,0,0,0,0,0.018927706075942,0,0,0,0,0,0,0,0,0,0,0,0.415393865069214,-0.15400381798182,0,0,0.0553292093891459
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0147679387804642,0,0,0,0.456316494181186,0,0.30289095327502,0,0.055441715750715,0,0,0,0,0,0,0.0219492762912545,0,0.0314453245028854,-6.93889390390723e-18,0,0,0,0.17698143011267,0,0,0,0,0,0,0.0231494692814571,0,0,0,0.042003411963491,0,0,0,0
X601328.CH.EQUITY,4.33680868994202e-19,0,0,0,0.0856600923816541,0,0,0,0,0,0,0,0,0,0,0.0907906845887794,0,0.304972539095499,0,0,0,0,0.293085352574766,0,0,0,0,0,0,0,0,0.134369565436588,0,0.0402536888162589,0,0,0,0,0.0426370624956925,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.287592334013105,0,0,0.138361862554502,0.153773236660169,0,0,0,-0.0565828567122589,0,0.21238158629675,0,0,0,0,0,0,0.291756181226459,0,0,0,0,0,0.0137517444740452,0.0292160420876616,0,0,0,0,0.0852326986064721,0,0,0,0,0,0,0,0,0,0,0,0.00572413632633405,0,0,0,0,0.0132534272806523,0,-0.125017626443235
X601066.CH.EQUITY,0,0,0.0445292223547638,0,0,0,0,0,0,0.103573709126862,0,0,0,0.212332978627273,0,0,0,0,-0.190749045418706,0,0,0,0.10033134120613,-0.0396644272344758,0,0,0.157733980142704,0,0,0,0,0,0.0516439894209285,0,0,0,0,0,0,0.162587176310433,0,0,0.098619939880242,0,0,0,0.189608657055704,0,9.73881161102849e-05,0.136574023801389
X600000.CH.EQUITY,0,0.0696016766672648,0,0,0,0,0,0,0,0,0,0,0,0,0.468435728250635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101561649489257,0.0856117050819793,0,0,0,0.0450411431188963,0,0,0.0614331150096751,0.0441107537682317,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.141008451322439,0,0,0,-0.0445614035999092,0,0.304434540793159,0.0255374340904915,0.135315878226209,0,0,0,0,0,0,0,0,0.125778731784072,-0.0670370400344209,0,0,0,0,0,0.293613540579268,0,0,0,0,0,0.228085422778561,0,0,0,0.0804036547367149,0,-0.0976171560223288,-0.0225285832208379,0,0,0,-0.0300329350756694,0,0
X2388.HK.EQUITY,0.177824406980597,-0.0494673329567729,0,-0.117684063583362,0,0,0,0,0.171017891741732,0.069285204692893,0.0204910788946264,0,-0.018539674303427,0,0,0,0,0,0,0,0,0,0,0,0,0.500242767057235,0,0,0.0935480627090124,0,-0.362123669946015,0,0,0,0.0591417164808621,0,0,0.13275983114809,0,0,0,0,0,0,0,0,0.0137347162175751,0,0,0
X300059.CH.EQUITY,0,0.00366427220154563,0,0,0,0.0641864516061454,0,0,0,0.0869373487228557,0,0,0.0839452668788466,0,-0.151908188234938,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.249543331140282,0,0,0,0,0.0896152795946301,0.174217328384662,0,0,0,0.358011084000315,0,0,0,-0.0139767756789376,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.00657678719719777,0,0.232015790462339,0,0,0,0,0,0,0,0,0,0.307296618730843,0,0.223790192618137,0.0314437720604078,0,0,-0.0509459296830035,0,0.117333496586013,0,0,0,0,0,0,0,0,0,0,0,0.0369999115699704,0,0.0983436806432024,0,0,0,0,0,0,0,0,0,0,0,0,0.111952342017972
X600016.CH.EQUITY,0,0,0.042962306472278,0,0,0,0,0,0,0,-0.0454089304922833,0,0,0,0.171238185264757,0,0,0,0.0926612730511566,0,-0.0457364392121758,0,0,-0.053854230517656,0,0.0802457882129314,0,0.773076452991363,0,0,0,0.176979803256908,0,0,0,0,0.0486683606257698,0,0,0,0,-0.216617207649409,0,0.0128319627475522,0.193408266034461,0,0,0,-0.337638711370676,0
X11.HK.EQUITY,0,0,0,0.0686203451565438,0.111529561954488,0,0,0.0715699678881581,0.412983930416908,0,-0.253023803028335,0,0.043514194448115,0,0,0,0,0,0,0.175086286614951,0,0,0,0,-0.119102770749124,0,0,0,0.103902998800002,0,0,0,0,0,0,0.0220545659102889,0,0,0,0,0,0,0.155697632268121,0,0,0,0,0.20949945990167,0,0
X002142.CH.EQUITY,0,0,0,0.490102859237771,-0.0664794379803641,0,-0.211580889941889,0,0,0,0,0,0.026955901449599,0,0,0.049266757330053,-0.035539411592536,0,0,-0.0972518056447822,0,0,0,0,0,0,0,0,0,0,0.278092011605933,0,0,0,0,0,0,0,0,0,0.0400150479676594,0,0,0,0,0,0.0898028227628424,0.0496168124533911,0,0
X601818.CH.EQUITY,0,0.0514005898072545,0,0,0,0,0,0,0,0,0.228348774405312,0.156795860196768,0,0,0,-8.67361737988404e-19,0,0,0,0.00648560292669158,0,0,0.0463194931158302,0,0,0,0,0.171265082743254,0,0,0,0,0,0,0,0,0.107151652665505,0,0.00347633987934383,0,0.205774617675998,0,0,0,0,-0.000320292235708516,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.177671449670278,0.0526986983305337,0,0,0.0340261149944524,0.0943048053011457,0,0,0,0,0,0.103017342760596,0,0,0,0,0,0,0,0,0,0,0,0,0.121529964065247,0,0,0,0,0,0.0501119998130049,0,-0.0746206055102186,0,0,0,0,0,0,0,0,0.287817681011912,0,0.227671174900253,0
X601688.CH.EQUITY,0,0,0,-0.0675550260848948,-0.0173887232282433,0,0,0,0,0,0,0,0,0.15784245284354,0,0,0.080558075671755,0,0,0,0,0,0.291598676352125,0,0,0,0,0,0,0,0.134449803141255,0.40711324569213,0,-0.0026827120878866,0,0,0,0,0,0,0,0,-0.0334829557189372,0,0,0,0,0,0,0.015899848427
X267.HK.EQUITY,0.153292507886217,0,0,0,0,0,0.179961259889598,0,0,0.0173150938652846,0,0,0,0,0,0,0,0.224424938125104,0,0,0,0,0,0,0,0,-0.0973186377846479,0,0,0,0,0,0,0,0,0,0,0.166768991977655,0,0,0,0,0,0,0.0835627298929472,0,0,0,-0.0488232526537578,0
X600837.CH.EQUITY,0,0.0347180165591839,0,0.127690561488504,0,0,0,0,0.0581750777640001,0,0,0,-0.029339992667163,0,0,0.0920360167721882,0,0,0,0,0.101064475599148,0,0,0,0,0,0.0424943514336762,0.470577357963977,0,0,0.0231690843888341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122354895404095,0
X601336.CH.EQUITY,0,0,0,0,0,0.370890016953116,0,0,0,0,-0.0257577476505319,0,0,0.221125437749771,0,0.0337474273272972,0,0,0.190378032611801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494780433581855,0.1296343445173,0,0,0,0,0,0,0,0,0,-0.103143800617372,0.0839163172597534,0,0,0,0.132347869376774
X601211.CH.EQUITY,0,0,0,0.0570933455016142,0,0,0.0936424610891007,0,0,0,0,0,0,0.227453997763052,0.13433515548033,0,0,0,0.0716593206568631,0,0.0853097468439467,0,0.0950979773683163,0,0,0.0394149882444962,0,0.0956569293748447,0,0,0,0,0,0,0.0105267227722374,0,0,0,0,0,0,0,0,0,0.0169791244658476,0,0,0,0.0115223585608288,0.105128009519832
X002736.CH.EQUITY,0,0,0,0,0,0,-0.0539845783624995,0,-0.300158235068039,0.0296528991343936,0,0,0,0,0,0,0.00822211800397622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695344454174128,0,0,0,0,0,0,0,0,0,0,0,0,0.0437357667027186,0,0.191240966384777
