,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X601696.CH.Equity,X2891.TT.EQUITY,X601236.CH.EQUITY,X601916.CH.Equity,X600958.CH.EQUITY,X2884.TT.EQUITY
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.0135220390657241,0,0,0,0,0.240387586944836,0,0.0740663048134997,0,0,0,0,0,0,0.0514825657416697,-0.0109429522570938,0,0,0,0.33025847331339,0,0,0.0988954654325536,0,0,0.0557121880735808,0,0,0,0,0.0680319509339904,0,0,0,0,0.0116434625623677,0,0.00351748959518115,0,0,0,0,0
X601066.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0729128510361226,0,0,0.454974475339475,0,0,0,0,0,0,-0.0385229819296864,0,0,0.183147257607184,0,0,0,0,0,-0.0558089653177723,0,0.216310303825488,0,0,0,0,0.00952619177881537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.045345366851523,0.0475654967645119,0,0,0.326389422897027,0,0,0,0,0.0211449326073261,0,0,0,0,0.100872085217984,0,0.0694515626657362,0,0.0417489784111799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131997445783751,0.265134225351475,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.198012929791062,0,0,0.134367063901679,0,0.0242093632567356,0,0,0,0,0,0,0,0,0,0.0802982395633338,0,0,0,0.242473641275908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0750494124004861,0,0.0327245288153814,0.0261609595715169,0.0481376412079264,0,0,0,0,0,0.502016630631857,0.172746593934934,0,0,0,0,0,0,0,0,0,0.0297273536692035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.169029190687402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179147467926774,0,3.46944695195361e-18,0,-0.0456029780176817,0,0,0,0.0926495500931405,0,0,0,0,0,0,0.21566584672697,0,0.0736437523777609,-0.0391236764405128,0,0.313932993338284,0,0,0,-0.0204537115608538,0,-0.116318057615594,0,0,0,0,0
X000001.CH.EQUITY,0,0.122157033577152,0,0,0,0.102281049173819,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.102706711176384,0,0,0,0.0726735461195258,0.0325377624033904,0,0,0,0.200758254325486,0.00432796620936344,0,0,0,0.153951498964347,0.0516931829771727,0,0,0,0,0,0,0,0,0,0,0,0.0268479399104194,0,0,0,0
X601601.CH.EQUITY,0,0.383453956019251,0,0,0,0,0,0,0,0.254657128236597,0,0,0,0,0,0,0,0,0,0,0,0,0.193653170916987,0,0,0,0,0,0,0,-0.0947564687681542,0,0.518183812888354,0,0.168279699251975,0,0,0,0,0,0,0,0,0,-0.116605983736267,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.163259654135676,0,0,0,0,0,-0.276836237435945,0.129941788393146,0,0,0,0,0,0,0,0,0,0,0,-0.151150710050853,0,0.043410320169919,0,0,0,0.473374966207333,0,0,0,0,0,0,-0.147171391952669,0,0,-0.33593911947847,0.281231488594796,0,0,0,0,0,0.110149105728239,0.263369944801019,0,0,0,0
X601998.CH.EQUITY,0.163882130439054,0,0,0,0,0.141988970593653,0,0,0,0.0256495052742619,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.00853840726582362,0,0,0,0,0,0,0,-0.175705243963572,0,0.16157440811504,0,0.399761786375072,0,0,0.246128731212989,-0.00830184324559575,-0.0546910376691989,0,0,0,0
X300059.CH.EQUITY,0,0,0,0.0609319831761806,0,0,0,0.0119088431295378,0,0.134519534080003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0512303828667762,0,0,0,0.391177977363162,0,0,0,0,0,0.121131130897572,0,0,0,0,0
X11.HK.EQUITY,-0.103266125027151,0,0,0,0,0,0,0.192947502281769,0.30421034207545,-0.0993304348981441,0,0,0.0519751501309816,0,0,-0.112315600144029,0,0,0.0407397682997428,0,0,0,0,0.261583967800729,0,0,0,0.105906116522172,0,0,0,0,0.0711431000956085,0,0,0,0,0,0,0,0,0,0.0516819056192254,0,0.0920237910299403,-0.0478026944250512,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.170253946146827,0,0.0583447774495429,0.373552982241602,0,0,0,0,0,0,0,0,0,0,0,0.0431355593982007,0,0,0.459378987461352,0,0.102813189252881,0,0,0.03205350528464,0,0,0,0.0784699227784491,0,0,0,0,-0.0142399831964892,0,0,0.0460659480660882,0,0,0,0,0,0,0.153734624860481,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0366800562802956,0.16439915061788,0.0686998573605747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154011227516502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328276712114994,0,0.0895097480418566,-0.0139472561950066,0.0618900793757076,0,0,0
X601818.CH.EQUITY,0,0,0.0843528625531196,0.11599893083833,0,0.0642259564919194,0,0,0,0,0,0,0,0,0.0308574146887559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119843481690634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159302440777098,0,0.0181982437938423
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0904275127257544,0,-0.051046381852766,0,0,0,0,0,0,0.0324906810815247,0,0,0,0,0,0,0,0,0,0,0,0,0.281046455444385,0,0.420963380052614,0,0,0,0.0388182118878664,-0.0505999990773062,0,0.221340194933981,0,0,0,0.022734502841567,0,0,0,0,-0.00102445870966692,0.0357568524390855,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.701358272526727,0,0.02166912761373,0.0800522920035114,0,0,0,0,0,0,0,0,0,0.154646267843526,0,0,0.0512359727829216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306242647706884,0,0,0,0,0,0,0,0.0279918206557658,0,-0.148061786009717,0,0,-0.0100824493023672
X600999.CH.EQUITY,0,0,0,0,0,0,0,0.0353950121987608,0,0,0,0,0.121465471436281,0,0,0,0,0,-0.195115882011337,0,0,0,0,0,0,0.173142397906966,0,0,0,0,0,0,0,0,-0.133047300210349,0,0.00191859807412609,0,0.0226189470154839,0,0,0,-0.286860141706244,0,0.118193008631277,0,0.157108589282201,0,0,0.614444246158156
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0501803421998178,0.0343281903935834,0,0.0587344462231071,0,0,0,0.159144739983018,0,0,0,0,0.112870898023573,0,0,0,0.00812601840356927,0,0.406624327321282,0,0,0,0,0,0,0,0,0,0,0.0660437642984682,0,0,0,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.016577194077851,0,0,0,0,0,0,0,0,0,0,-0.388270978689443,0,0,0,0,0.121271479214482,0.100652737644189,0,0,0,0,0.137796754754393,0.181850765198039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0.00441498697700617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159943061589079,0,0,0,0.45228976470552,0,0,0,0,0,0.0828326457545583,0,0,0,0,0,0,0.150266141065789,0,0,0,0,0,0,0.0369919934838881,0,0.0755550278684062,0.0176392986300958
X601336.CH.EQUITY,0,0.146784633193119,0,0,0.296222760246504,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.222011598536717,0.110254689149088,0,0,0,0.040096273234908,0.0724331893791467,0,0,0,0.0116188875178451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0104341707270609,0,0,0,0,0,0,0,0.131995625448509,0.0051339953113455,0,0,0,0,0,0,0,0,0,0,0,0.00138755479491027,0,0.285127187508441,0,0,0,0,0,0,0,0.0203882435362679,0,0,0,0,0,0,0.29119210219278,0.235719747621004,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.217226293302586,0.202382223290581,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.165418780685499,0,0,0,0,0,0,-0.076276010094122,0,0,0,0,0,0,-0.0223885514657279,0.00607648830005902,0,0,0,0,0,0,0,0.908217781399309,0,0,0,0,0.0101263928573852,0,0,0
X601229.CH.EQUITY,0.332913832936222,0,0.571758537877908,0,-0.037598313947549,0,0.0480028785643432,0,0,-0.0418519780043734,0,0,0,0,0.0850058946670529,0,0,-0.0475790545423256,0,0,0,0,0,0,-0.0987730658756126,0,0.0486770620740194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055952767687582,0,0,-0.511148343389056,0,-0.0705963183438596
X601788.CH.EQUITY,0,0,0.0243006764325431,0,0,0,0,0,0,0,0,0.0440501733640749,0,0,0.0486987061373713,0,0.165092751721324,0,0,0,0,0,0,0,0,0,0,0.0268157185372053,0,0,0,0,0,0,0,0,0,0,0.0450739350470796,0.199173550776896,0,0,0,0,0,0,0,0,0,-0.00651885742349949
X002736.CH.EQUITY,0,0,0,0,0,0.0707343192339961,0,8.67361737988404e-19,0,0,0,0,0,0,0.217092442815436,0,0,0,0,0,0,0,0,0,0,0,0.147126220392203,0,0,0.0900987901139453,0,0,0,0,0,0,0.149782020863984,0,0,0,0,-0.00778243398155464,0,0,0,0,0.283638395316358,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,-0.0635498719161674,0,0,0.0232509407237283,0,0,0.0319683576523031,0,0.0397710157099969,0,0.314928797228539,0,0,0.278977203779153,0,0.038127330404735,0,0.0514449266540423,0,0,0.498485952989632,0,0.016585389336462,0,-0.0365255593572665,0,0,0,0,0,0,0,0,0,0,0,-0.0172472769822317,0,0,0,0,-0.0753365633806496,0,0
X601881.CH.EQUITY,0.0356808132717921,0,0,0,0,0.160191435327262,0,0,0,0,0,0,0.0137900496476423,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.031628678849476,0,0,0,0.0978550686514572,0,0,0,-0.0274144515985174,0.0602598393305693,0,0.457932254263597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653979350083456,0,0
X601169.CH.EQUITY,0,0,0,0,-0.0963483666503382,0.454547095750587,0,0,0,0,0,0,0,0.514663058042868,0,0,0,-0.0526698820957124,-0.0084319206665883,0,0.0419442580987075,0,0,0,0.0359196650936283,0,0.0228677194112569,0,0,0,0,0,0,0,0,0,0,0.0617446788880768,0,0.0339987955065257,0,0,0,0,0,-0.122133059138443,0,0,0,0
X2881.TT.EQUITY,0.0993877870763229,0,0,0,0,0,0,0.158910650369795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172504741500139,1.73472347597681e-18,0,0,-0.0287954222139164,0,0,-0.0728098751386046,0,0,0,0.825626549410268,0,0.0441735123462764,0,0,0,0,0,0,0,0,0.178107206933944,-0.0289000841210946,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.0621836088809487,0,0,0,0,-0.124079990276399,0,0,0,0,-0.0663304755242816,0,0,0,0,0,0,0.113094801229958,0,0,0,0,0,0.0681021698067578,0,0.29662054995292,0,0.337259752035392,0,0,0,0,0,0,0.0547745229747808,0,0.0849176468263783,0,0,-0.120929090458636,0,0,0.275422247963855
X600015.CH.EQUITY,0,0,0.0423866886710189,0.184268955782043,0,0,0,0,0,0,0.0142866387835458,0,-0.166016515189527,0,0.0600102221870711,0,0,0,0,0,0.307439747434637,0,0,0,0,0,0,0,0,0,-0.000510661639076372,0,0,0,0,0,-0.109105514648299,0,0.182018381667365,-0.28038035474194,0,0,0.195055181220086,0,0,0,0,0,0.0530980402451018,0
X601696.CH.Equity,0,0.304091593782231,0,0,0,0,0,0,-0.249499272302902,0,0,0,0,0,0,0,0,0,0,0.0632456357003057,0,0.0963718560466862,0,0,0,0,0,0,0.116414601609017,0,0,0,0,0,0,0,0,0,0.0043253572427822,0.0760197312656074,0,0,0,0,0,-0.10090267060308,0.239767631577363,0,0.168341582680682,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643132407148542,0,0,0,0.358177585978191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491943047806879,0,0,-0.187965506141705,0,0.584866682006647,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0266874974108967,0,0,0.263305431095491,0,0,0,0,0,0,0,0,0.0975166889084922,0,0.0557690048989105,0,0,0.117256962361937,-0.0998955763894813,-0.100338418066512,0,0,0,0,0.307412952361234,0,0,-0.239214941817808,0.203896043611285,0,0,0,0,-0.00681753009530089,0,0.339317346837308,-0.0177996491836242,0,0,0.00661454549303876,0
X601916.CH.Equity,0,0,0,0.639379822648808,0.208049582059956,0,0,-0.0828380094713432,-0.310781159326357,0.153478490487287,0,0,0,0,0,0,0.0502753289267164,0.0852064509152657,0,0,0,0,0,0,0,0,0,0.0366087163561653,0,0,0,0,0.0162915193118152,0.00376468913844948,0,0,0,0.065158464160563,0,0,0,0,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0.0449362952126749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443105387248543,0.0402989576011146,0.272071363331645,0,0,0,0.0274100161661731,0.0425159532347283,0,0,0,0,0.164178332545882,0.0503375255364733,0.192316531047295,0,0,0,0.0290991578350086,0,0.0607288042267284,0,0.060999835162973,0,0,0
X2884.TT.EQUITY,0.0286490194546742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138267443746109,0,-0.00676824124022427,0,0,0,0,0,0.357937567904608,0,0,0,0.900996671826459,-0.0991868676489826,0,0,0,-0.312061035006378,1.0842021724855e-19,0,0,0,0,0,0,0,0.0869162662358345,0,0,0.281122260129229,0,0,0,0
