,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601236.CH.EQUITY,X601009.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X2892.TT.EQUITY,X600919.CH.EQUITY
X601328.CH.EQUITY,0.364486765451022,0,0,0.204384992504492,0,0,0,0,0,0,0,0,0,0,0.146192260412121,0,0,0.057770392881987,0,0,0,0,0,0,0.136552644571904,0,0,0.0126637264814722,0,0,0,0,0,0,0,0,0,0,0,0.0522176445894955,0,0,0,0.0453528375526831,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.32083993778356,0,0,0,0.185205099604019,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179900547107438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642377483718075,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0161049110449774,0,0.364764225059282,0,0,0,0.0398606245375878,0.0676126273253209,0,0,7.11708989332184e-05,0,0.0711322273819437,0,0,0,0,0,0,0,0,0.231184383204397,0,0,0,0,0,0,0.037201601015017,0,0.0175588326709495,0,0,-2.16840434497101e-19,0.0257301586516168,0,0.105054947924148,0,0,0,0,0,0.00507758180770503,0,0,0.0378414791796332,0
X600000.CH.EQUITY,0.0411015406676313,0.0162813238455047,0,0.17773731910808,0,0,0,0,0,0,0,0,0.0076966266658872,0,0,0.0574243505849893,0,0.101542456846872,0.115332184526434,0,0,0,0.0697745269621241,0,0,0,0,0,0,0,0,0,0,0.164252272710441,0,0,0,0,0,0,0,0,0,0.0288207271110295,0,0.0742999855753091,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0497856731116452,0,0,0,-6.93889390390723e-18,0,0,0,0.0672542574312144,0,0.257472638547492,0,0,0,0,0.12406579457865,0.208861867755335,0,0.0874837902927534,0.0277170891790239,0.0210718835105458,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0933457560890044,0,0,0,0.0497159775543045,0,0,0,0
X000001.CH.EQUITY,0,0,0.364658091911422,0,0,0.0701942602613841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0.083630194422857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252592220591074,0,0.189636728361498,0,0,0,0
X601601.CH.EQUITY,0.25144502855969,0,0.212559715994947,0,0,0,0.0640797116720707,0,0,-0.0583528627085127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310925813587104,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609157191275954,0,0,0,0,0
X600016.CH.EQUITY,0.213197661774957,0,0,0.236974022045234,0.0578682686839493,0,0,0,0,0,0.166491855349897,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874490223364763,0,0,0,0,0.162645919827714,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601319.CH.EQUITY,0.0135145214315637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09992603461468,0,0,0,0,0,0,0.0858988386798956,0,0,0,0.259752435550334,0,0,0,0.108970576226734,0,0,0,0,0,0,0.0726546766931981,0,0.113785298144662,0,0.14421491502616,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.205493925075387,0,0.145911899922961,0,0,0.181698447990202,0,0,0,0,0,0,0,0,0.452676003861606,0,0,0,0,0,0,0,0,0,0,0,0.127614062983562,0,0,0,0,0,0,0,0,0,0,-0.00548036480654312,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0327844301093087,0,0,0.297778106412863,0.0624315789581592,0,0,-0.00722794962178971,0,0,0,0,0.156945323491101,0,0,0.439890944685007,0,0,0,0,0,0.129364246463583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118108292757063,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0652950152124193,0,-0.0410308271218188,0,0,0,0,0,0.439393744118386,0,0,0,0,0,0,0,0,0,0,0,0,0.28920967457906,0.0441106396643067,0,0,0,0,0,0,0,0,0,0,0,0.1902865788465,0.0126356267263797,0,0,0.0102535598017509,0,0,0,0.0695192866506401,-0.0362652156006723
X601998.CH.EQUITY,0.0905639806927196,0.249505627305801,0,0,0,0,0,0,0,0,0.142486499732724,0,0,0.265355089650963,0,0.0245833033771627,0,0,0,0,0,0.0269717613295475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166917124508492,0,0,0,0,0,0,0,0.0897847962636698,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.157001179826715,0.217396461636564,0,-0.244710754870591,0,0,-0.0599116674979254,0,0,0,0.0752713378238831,0.312379414439796,0,0,0.149220307438492,0,0,0,0,0,0,0.323161067318319,0,0,0,1.38777878078145e-17,0,0,0.03455143317528,0.125805804514288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.111292199845692,0.0876319992674631,0,0.173100510775482,0,0,0,0,0,0,0,0,0.476505408929369,0,0,0.00793917294994899,0,0,0,-0.00665135121449204,0,0,0.0394146496964423,0,0,0,0,0,0,0,0,0,0,0,0.0311588866944288,-0.0866844694273116,0,0,-0.05322700875073,0.00667932040580771,0,0,0,1.73472347597681e-18,0.0859058264254202,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.552284254990131,0,0,0,0,-0.161390565778491,0.1487771010491,0,0,0,0.254718864287804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154293770610869,0.240971789682676,0,0,0,0,0,0,0,0,0,0,0,0,0.0742037854240465,-0.0715810067416621,0,-0.165614398890446,0,0
X601688.CH.EQUITY,0,0,0.114403532607996,0,0,0,0,0,0,0,0,0,0,0,0.12892696787252,-0.00294672786721927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120139465783252,0.54213732649322,0,0,0,0,0,0,0,0.205586918278481,0,0,-0.0130914888066849,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.143148769858656,0,0,0,0,0,0,0,0.0341551357785629,0,0,0.101979509782183,0.0957647147904777,0.154709394967537,0,0,0.529327153417677,0,0,0,0,0,0,0,0,0,0.0797942157952024,0,0,0,0,0,0,0.00148780238072962,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,-0.11796784659432,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229739151779386,0,0,0,0,0,-0.012784894221365,0.137487840655281,0,0,0,0,0,0,0,0,0.565115895037402,-0.0694864285368365,0,0,0.0797726515993216,0.0959842483886575,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243773008683356,0.0801646715507952,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347197379053292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113069199590783,0,0,0,0,0,0,0,0,0.176544375335654,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.370443487829507,0,0,0,0,0,0,0,0,0,0.159232318612216,0.0771068522849948,0,0,0,0.0414680733896675,0,0,0,0,0,0,0,0,0,0,0.0358330665070017,3.46944695195361e-18,0,0,0,0,6.93889390390723e-18,0,0,0,0.0305714784867809,0,0,0,0.036227768880963,0.143202224496744,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.0538499248731077,0,-0.150041732957613,0,0,0,0,0,0.0884224060470813,0,0.000712965809133872,0,0,0,0,0.135338440017996,0,0.0431218579123726,0.236866975632491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196997393671786,0,0,0.0424617937804247,0,0,0,0.186358022248685
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0959826024095945,0,0,0,0,0,0,0,0.0698831387900231,0.135269153986228,0.302448930431953,0,0,0,0,0.418868380040082,0.0508314319969335,0,0,0.053906657684275,0,0,0,0,0,0,0,-0.0928874055097597,0,0.0227403104937279,0,0,0,0.030336919158352,0,0,0,0,0
X2881.TT.EQUITY,1.73472347597681e-18,0,0,0,0,0,0.053476034063687,0,0,0,-0.0405376327846637,0,0,0,0,0,0,0,0,0,0,-0.112604415927897,0,0,0,0,0,0,0.615540233860015,0,0,0,0,0,0,0,0,0.269659052590351,0,0,0,0,0,0,-0.0617918208158843,0.0768763678501624,0,-0.0392973928270656,0.0483618363505724,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0832326006016826,0,0,0,0,0,0,-0.0179360073625558,0,0,0.0654562460109971,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0250147547566451,0,0,0,0,-0.130161677589536,0,0,0.0832141820347883,0,0,0.390704834131286,0.203498448386595,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0734389697006425,0,0,0,0,0,0,0,0.245835331217644,0,0,0,0,0,0,0,0,0,0,0,0,0.45358979744584,0,0,0,0,0,0,0,0,0.118062103069083,0,0,0,0,0,-0.0170286434752712,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00442275748523659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084952765447931,0,0,0,0,0,0,0,0,0,0.108855816479551,0,0.388047415648459,0,0.0590427686955214,0.136700022532565,0,0,0,0,0,0,0.276731089627515
X2886.TT.EQUITY,0,0,0,-0.129634969134069,0,0,0.0427891827193584,0.0270377790812131,0,0,-0.0800950329229123,0,0,0.244938950991891,-0.108090536633629,0,0,0,0,0.0220778609517998,0,0,0,0,0,0.0753896472664177,0,0,0,0.0184834456800198,0,0,0,0.303300995642507,0,0,0.080045811938323,0,0,0,0,0,0,0.304832008837658,0,0,0,0.0631332626435546,0.171804436873126,0
X2891.TT.EQUITY,0.0201879499335298,0,0.0196451450975963,0,0,0,0,0,0.19938077279659,0,0,0,0,-0.0365145658571903,-0.0110387535703355,0,0,-0.066712912522288,0,0.0984312756786061,0,-2.16840434497101e-19,-0.0733618227440782,0,0,0,0,0,0.0676292939580768,0,0,0,0,0.0593953628518838,0,0,0.10216572843156,0.0403935183880505,0,0.0590544806379346,0,0,0,0,-0.0869896474481185,0,0,0.00472956834130095,0.540654299048302,0
X600015.CH.EQUITY,0,0.177506833613991,0,0,0,0,0,-0.149501589208889,0,0,0,-3.46944695195361e-18,0.223296132394873,0,0,0.116280693862348,0,0,0,0.0220887947265625,0,0,0,0,0.195328435915048,0.00511676820946103,0,0,0,0,0,0,0,0,0,0,0.30673759434564,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00733980223777939,0.00735220303075919,0,0,-6.93889390390723e-18,0.119297694270569,0,0,0,0.0283165501634975,0,0,0.000612460226880582,0.0653557809045193,0.0434886519117858,0,0,0.227180968699628,0,0,0,0,0,0.302450717857035,0,0,0.0852062664241709,0,0,0,0,0,0,0,0,0.0638875769830184,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0760257816096172,0,-0.0292559304345014,0,0,0,-0.160053229156465,0,0,0,0,0,0.050144237320939,0,0.0600997906146379,0,0,0,0,0.220863937237298,0.255602534318546,0,0,0,0.0275961986643839,0,0,0,0.145781526708271,0,0,0.0420090738272216,0,0,0,0,0,0.322081574541032,0,0,0,0,-0.0275084260709648
X601916.CH.Equity,0,0,0,0.280900710949726,0,0,0,-0.175397847472253,0,0.153141229393361,0,0.155655361741579,0,0.117382307016101,0,0.0260733801783594,0,0,0,0,0,6.93889390390723e-18,0,-0.0638071927970104,0,0,0,-6.93889390390723e-18,0,0,0,0.0177819377711002,0,0,0,0.346412916023267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,-0.235272424726974,0,0,0,-0.0130943787839118,0.0834474833799064,0,0,0,0,0,0,0.364368782646756,0,0,0,0,0,0,0.0556092883556485,-0.00340185376280633,-0.00634682127913079,0,0,0,0,0,0,0,0,0,0.233591427488861,0,0,0.0245931576285979,0,-6.93889390390723e-18,0,0,0,0,0.00913826172137802,0,0,0,0.635535744691983,0
X601236.CH.EQUITY,0,0,0,0,0.100359921647282,0,-0.276236084030677,0,0,0,-0.0415667726966531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0959689271292798,0.175455372605917,0,0,0,0,0,0.107587223280438,0,0,0,0,0.296053598565043,0.436553474430588,-0.0101667120503136,0,0,0,0,0.131457232804929,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0460586638624273,0,-0.0146408281100413,0.215255400871309,0.0707309719890131,0,0.133859341521894,0,0.186050723987176,0,0,0,0,0,0,0,0.0726277847647201,-1.73472347597681e-18,0,0,0,0,0.0653847647059728,0,0,0,0,0.0478337498072965,0,0,0,0,0,0.0843666079907899,0,-0.120971243834025,0,0,0,0,0.0899308714201233
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331499357211647,0,0,0,0,0,0,0,-0.0803804436179555,0,0,0,0.0270456534150163,0.18112544593568,0,0,0.0101673643312344,0,0.14670189819852,0,0.0239280469145618,0,0.13597339145194,0,0,0,0,0.178435013649968,0,0,0.0420439088678352,0,0,-0.0104099078152546,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0276017254611594,0,0,0,0,0,0,0,0,0,0,-0.00445607374162987,0,0,-0.0497018019344131,0,0,-0.0583313019508041,-0.00403002820951923,0,0,0,0,0,0,0,0,0.128077384080864,0,0.0381648338972051,0,0,0,0.173140106381031,0.40314051982715,0,0,0,-0.0794778344352877,0.462887105026172,0,0,0.0719021343994052,-0.047390073447877,0,0
X600919.CH.EQUITY,0,0.145739348221227,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278068574862431,0,0,0.2080074118698,0,0,0,0.0321278403117272,0,0.0251456593468057,0.210854693509865,0,0.0401790534124327,0.0408512987942531,0.0364844714715051,0,0,0
