,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0,0,0,0.228019462641306,0,0,0,0,0,0,0,0,0,0.550986102644912,0,0,-0.0920119992617741,0,0,0,0,0,-0.0202959057308244,0,0,0,0,0,0.176846840896376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.457261292195286,0,0,0,0,0,0,0.178311560746511,0,0,0,0,0,0.0150982724810361,0.0766685081701297,0,0,0,0,0,0,0,0,0,0,-0.13581997827758,0,0.118082702668335,0,0,0,0,-0.183310835077673,0,0,-0.0148399643429158,0.117016971453413,0,0.301572887506801,0,0,0.0624395131641155
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280384166883619,0,0,0,0,0.0596697154358405,0,0.200114741229022,0,0,0.074042738187277,0,0,0,-4.33680868994202e-19,0,0.0518715217754551,0.29806634434516,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0388472069475738,0,0,0,0,-0.0129157122795684,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.150315916002972,0.168056667760749,0,0.499169122488669,0,0,0.0852219380076133,0,0,0,0,0,0,0,0.0034056803716524,0,0,0,0,0,0,0,0,0,0,0,0.0162618109025825,0.20335341243116,0,0,0,0.145306507998079,0,0,0,0,0,-0.287118679654074,0.0417445456663426,0,0,0,0
X11.HK.EQUITY,-6.93889390390723e-18,0,0,0,0.104252874399644,0.180449530803288,0.0127763330495634,0,0,0,0,0,0,0,0,0,0.46748120804643,0,0,0,0,0,0,-0.031429803324288,0,0,0,0.101872726971642,0,0,0.0239511394579339,0,0,-0.0608838224744202,0,0,0,-0.185969835036808,0,0,0,0,0,0.00505967085418926,0,0,0,-0.116332070644097
X388.HK.EQUITY,0,0,0,0,0,-0.0168351033187605,0,0.365758500365363,-0.12893007419807,0.0166906526129733,0,0,0,0.182992152337968,0,0,0.3769482838194,0,0,0,0.0505121146890075,0,0,0,0,0,-0.142533824020633,0,0,0,0,0,0,0,0,0,0.0786023988284999,0,0,0.111242113272941,0,0,-0.0809486863700698,0,0,0,0,0
X2388.HK.EQUITY,-0.0410948472009481,0,0,-0.010783130469677,0,0,0,0,0,0,0,0,0,0,0.816721239175278,1.73472347597681e-18,0,0,0,0,0,0,-0.0682118335034274,0,0,0,0.0305840701628604,0.173113841729931,0,0,0,0,0,0,0,0,0,-0.0643048158501225,0,0.115533156988785,0.233751904166549,0,0,0,0,0,0.0689327931311714,0.0528244642431969
X600030.CH.EQUITY,0.069234194568125,0,0,0,0,0.0368271957748733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778759149303022,0,0,0.152158237294545,0.225532787081106,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.222825418363068,0,0,0,0,0.233614707908014,0,0.113764774466508,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-1.38777878078145e-17,0.00846336805745672,0,0.0911545300707082,0,0,-0.0954378948579013,0,0,0.167334360154922,0,0,0,0,0,0,0,0,0,0,0.0145794335145768,0,-0.0104206901098192,0,0,0,0,0,0,0,0,0,0,0,0,0.43270343068403,0.13142091985306,0,0.132976492018426,0,0,0.299293706852128
X600016.CH.EQUITY,0,0,0,0,0,0.0503545607369376,0,0,0,0,0,0.160455010221891,0,0.0597245066530369,0,0,0,0,0.0908873431332183,0,0,0,0,0,0,0,0,0,0,0,0,0.0724400590111449,0,0,0,0.14112140751592,0,0.0633226902288312,0,0,0,0.0942466011656197,0.136524449965179,0,0,0,-0.830028454314399,0
X601998.CH.EQUITY,0,0,0,0,0.0219799274939114,-2.71050543121376e-20,0,0,0,0,0,0,0.217895756828329,0,0,0.29331515577238,0,0,0,0.0153256912598319,0,0,0,0,0,0,0,0,0,0.355370540748727,0,-0.123380916092492,0,0.200661556018996,0.0979746523038466,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.109558994378815,0,0,0,0,0,0,0,0,0,0,0.169878660565563,0.142061592619961,0,0,0.0641468500755763,0,0,0,0,-0.0869345383523481,0,0.331016166323934,0,0,0,0.213526195930124,0.0513333446979513,0,0,0
X601818.CH.EQUITY,0,0,0,0.302446550562931,0,0.247875824800167,0.623838859060182,0,-0.120840197029107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332329586757594,0,0,0,0,-0.011721244624678,0,-4.33680868994202e-19,0,0,-0.461286634690922,-0.0794583827466396,0,0,0,0.568345899269281,-0.402700692958989,0,0.0347697159918788,0,0.0946275039808971,0
X601688.CH.EQUITY,0,0,0,-0.0238266919914263,0,0,0,0.123021696239223,0,0.00826433562441757,0,0,0,0,0.0108238381743477,0,0,0,0,0,0,0,-0.155040665610133,0,0,0,0,0,0,0,0,-0.0472011053686051,0,0.0914462864843449,0,0.341902139315069,0,-0.106221016976192,0.374799919597513,0.0219557694539147,0,0.291373262510229,0,0,0,0,0,-0.0258439565350621
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0115486926936284,0,0,0,0,0.0727414489962799,0,0,0,0,0,0,0.00851417449751533,0,0,0,0,0,0,0.0242842114424764,0.110580285051556,0,0,0,0,0,0,0,0,0.275166998518237,0,0.152901795293142,0,0,0.268695071838874,0,0,0,0,0,0.0106858213514184
X600837.CH.EQUITY,0.0219338149318268,0,0,0,0,0,0,0,0.163439777521627,0,0,0,0,0,0,-0.0303034889946417,0,0.0573664707760904,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0627728256597082,0,0,0,0,0,0,0,0.10087938782331,0.258886258174992,0,0,0.172802711457472,0,0,0.131325158086648,0,0,0,0,0.0458077866400323,0
X601066.CH.EQUITY,-0.114602879995368,0,0,0,-0.334763174011402,0,-0.0885546901585172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30851323899175,0.0567766401746632,0,0,0,0,0,0,0,0,0,0,0,0,0.165644064249229,-0.204097282832551,0,-0.048606402718625,0,0,0.0206889052324405,0,0.10330303529008,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.11071195227852,0.118875651031603,0,0,0,0,0,0,0,0,0,0.0598074588488371,0,0,0,0,0,-0.334892194938689,0,0.354057078012297,0,0,0,0,0,0.194205993209872,0.0991909019248802,0.0391283248513383,0,6.93889390390723e-18,0,0,0.141623015326521,0,0,0,0,0,0.136109523468026,0,0,0,0
X002142.CH.EQUITY,0.0161499366677186,0,0.293286335999335,0,0,0,0,0,0.13067537590523,0,0.0576717031351364,0,0,0,0,0,-0.00888165711869033,0,-0.0927170446462091,0,-0.0538287589965087,0.391239775955474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124349527800671,0,0,0,0,0,0,-0.10557592600924,0.0514784465077891,0,0
X601229.CH.EQUITY,0.451774543544587,0,0,0,0,0,-0.0874216800420937,0,0,-0.0298390879292466,0,0.0394613505028814,0,0.0105492151686037,0,0,0,0,0,0,-3.46944695195361e-18,0.276614924398539,-0.0164568297886234,0,0,0,0.112904834150941,0,0.06564960890528,0,0,0,0,0,0,0,0,0.176788484307458,0,0,0,0,0,0,-0.189786675323366,0.152702271802894,0.150328132778767,0
X000166.CH.EQUITY,0,0.0293438548458283,0,0,-0.00981570493886811,0,0,0,0.0479528967297924,0,0,0,0.0676001938677431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289597018729095,0.14014191592414,0,0,0,0,0,0,0,0.0949240919560978,0.174523216198321,0,0.0897788295142201,0,-0.0442639418717394,0,0,0,0,0.386469680386812,0,0
X2882.TT.EQUITY,0,0,0,0,0.0967863377436166,0,0.00115008435389834,0,0,0,0,0,0,0,-0.113996564640189,0,0,0,0,0,0,0,-0.0534609616475062,0,-6.93889390390723e-18,0,0,0.0423499862880069,0,0,0,0,0,0,0,0,0,0.296748048898277,0,0,-0.0450180537249637,0,0.0332141482768837,0,0,0.198914784788985,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.167743325176126,0,0,0,0,0,0,0,0,0,0.138931150299674,0,0.0184916013055576,0,0,0,0.113366878560235,0.0602619458171427,0,0,0,0,0,0,0,0,0,0,0.447985272582424,0,0,0.0959871328788697,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0221632752836747,0,0,0,0,-0.335917835252654,0,0,0,0,0,0,0,0,0,0,0,0,0.0215811751800926,0,0,0,0,0,1.22413024333357,0,-0.0738564956539374,0,0,0,0,0,0.323897969168245,0,0,0,-0.216096612718085,0,0,0
X002736.CH.EQUITY,0,0,0.0618783450119882,0,0,0.0240004079737876,0,0.0203758744908328,0,0,0.125032323382719,0.123742704502089,0,0,0,0,0,0.180281294906869,0,0,0.0444360993445074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323278341896148,0,0,0,0,0,0.0393984199833141,-0.0797893881877694,0.0454112957346844,0.14616103364619,0,0.0318833553480795
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0919084283786661,0,0,0,0,0.170459084939014,0,0,0,0,0,0,0,0.0918553086633478,0,0,0,0,0.257540077763812,0,0,0,0,0.100329722664796,0.0340225428166666,0,0,0,0,0,0,0.0458892174216159,0,-0.0182111611472567,0,0,0,0,1.73472347597681e-18,0,0
X600999.CH.EQUITY,0,0,0,0,0,-0.0909736656956733,0,0,-0.035413419661098,0,-0.0657594068761377,0,0,0.080399010545342,0,0.113401825094875,0,0.0365356200222619,0,0,0,0,0,0,0.308191931685976,0,0.0287505603164442,0,0,0,0,0.122769576779915,0.0132595044379652,0,0.301094718300116,0,0,0,0,0,0,0,0,0.209976184710365,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.284984404807547,0.288887434880951,0,0,-0.178539100982689,-0.895344887169732,0.19940149481195,0,0,0,0,0.154161091612073,0,0,0,0,0,0,0.288298269450906,0,0.190999486054774,0.196179311976495,0.621805231274052,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3398096276178,-0.13335281591396,0,0,0
X000776.CH.EQUITY,0,0,-0.0020166882963535,0,0.0495909475453983,0.0500090687317498,0,0,0,0,0,0,0,0,0.00221638104040503,0,0,0,0,0,0,-0.0731432320023686,0,0.433672726999923,0.176739633669341,0.043367125869088,0,0,0,0,0.122074093967773,0,-1.73472347597681e-18,0,0,0.181530776389569,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
X2891.TT.EQUITY,0,0.0165604424992634,0,0,0,0.0316196691855901,0,0,0,0,0,0,0,0,0,0.33563061770616,0,0,0.0903497615455179,0,0,0.522942126103462,0,0,0,0,0,0,0.00995760370368666,0,-0.136424602353886,0,0,0,0,-0.6279605411321,0,0,0,0,0,0,0.135437728051198,0,0,0,0,0
X2886.TT.EQUITY,-0.169793700369843,0,0.0627691905508118,0,0.0258283782804971,0,0,0,0,0,0,0,0,0,0.0560146100833845,0,0,-0.120210523906869,0.118550218487102,0,0,-0.096787846572088,-0.0162486567904012,0,-0.117219812284707,0,0,0,0,0,0,0,-0.00386773826784984,0,0,0,0,0.262570285842106,0,0,0,-0.00302903695863417,0,0,0,0,0.103703275100156,0.774740232944646
X601881.CH.EQUITY,-0.0564973001665035,0,0,0,0,0.140389356284386,0,0,0,0,0,0,0,0,0,0,0.0683976997837177,0,0,0.0528083964900748,0.0337049126546798,0,0.107857251232157,0,0,0.390123244820797,0,0,0,0.0362770087139755,0,-0.0295040305808685,0,0,-0.131048464322235,0,0,-0.196672070314633,0.258807205625852,0,0,0,0,0,0,0.128930446951993,0,0
X600919.CH.EQUITY,0,0,0,0.011414358567777,0,0,0.963725643026001,0,-0.864655385567821,0,0,0,0,0,0,-0.138990696316614,0,0,0,0,0,-0.098420392354531,0,0,-6.93889390390723e-18,0,0.115636294390503,0,-0.0689503759182052,0,0,0.497793929029725,0,0,0,0,0.114403806203072,-0.065871254704893,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0925030321711958,0
X601009.CH.EQUITY,0,0.42725260687539,0.0336694461954383,0,-0.104660998310041,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0142478247600165,0.518867832087827,0,-0.00495289617392031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170225272430163,0,0.198975429268503,0,0,-0.278132750367969,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0.0719228358393518,0,-8.67361737988404e-19,0,0,0,-0.0977500823069637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161705702787087,0,0,0,0,0,0,0,0.0884583699176736,0,0,0,0.0834893011867976,0,0.507638440098129,-0.378894840575518,0,0,0,0,0.0490374673530348,0.249794178437524
X600958.CH.EQUITY,0,0,0.0934693649801326,0,0,0,0,0,0,0,0,0,0,-0.0464350585981246,0,0,0,0,0,0,0,0.0322769355757857,0,0,0,0.179047403871501,0,0,0.0686981775246625,0.018906069943374,0.328082749215523,0,0,0,0,0.244379440830432,0,0,0,-0.0653550038759156,0.0233352337591231,0.0488263039660662,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0.0206890540883132,0.0584776150752696,0,0,0.100148533687126,0.0930417812886563,0,0,0,0,0.0723288333744995,0,0,0,0,0,0,0,-0.0698343042192123,0,0,0,0,0,0,0,0,-0.126485917540547,0,0,0,0,0.074644811073299,0,0.103252556625174,0,-0.153555578082993,0,0,0.00317049193809779,0,0.105056654653549,0,0,0
X2892.TT.EQUITY,0.0664050600557314,0,0,0,0.147551865280601,0,0,0,0,0,0.0203178726275336,0.0777645110019069,0,0,0,0,0,0,0.163710809078262,0,0,-0.0556090417624884,0,0,0,0,0,0,0,-0.102032733434055,0.0587052072300052,0,0,0.0896270772326304,0,0,0,0,0,0,0.666065528702533,-0.118960486838875,-0.0696488367606699,-0.101468049939006,0.120103342039799,0,0.0608146825906469,0
