,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0,0.431635115640969,0,0,0,0.0775960104371458,0,0,0.104191485591339,0.0596510492768454,0,0,0.19724244442344,0,0.0514363096672997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516890156435935,0,0,0,0,-0.00980136662427938,0,0,0,0,0,0.0372335385759646,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0403571757186814,0,0,0,0.180493674103352,0.28229873526584,0,0,0,0.000202860247459237,0,0,0.304556531692216,0.0720775034947195,0,0,0,0,0,0,0,0,0,0,0,0.00410252887017411,0,0.108218270957889,0,0,0,0.0900881744198071,0,0.080219913030569,0,0,0,0,0,0.0803693387312348,0,0,0,0,0
X601939.CH.EQUITY,0.278842436822171,0,0,0.374586771630348,0.121190486585963,0.0535016625696324,0,-0.0319612710212143,0,0,0,0,0,-0.081300948939303,0,0,0,0,0,0,0,0,0.262414628080225,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0672083839845807,0,0,0,0,0,0.0231041517452175,0,0,0.123479173076928,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.187949821387565,0.202056509284083,0,0.786068037916013,0,0,0,0,0,0,-0.0761480149344169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133808205587098,0,0,0,0,0,0,0,0,-0.0785482709213616,0
X5.HK.EQUITY,0,0,0,0,0,0.112692981235402,0,0.380307805381686,0,0,0,0,0,0,0,0,0.078138093313827,-0.11070184511177,0,0,0,0.0564520848309826,0,0,0,0,0,0,0.334641913707986,0,0,0,0,0,0.0163446625266162,-0.0706280552077775,0,0.0457137110099467,0.18242884433296,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0366932346615443,0,0.294413524008544,0,0,0,1.38777878078145e-17,0,0.14930777505653,0,0,0,0,0,0,0,0,0,0,0.167645790996027,0,0,0,0,0,0,0,0,0.170922956158023,0,0,0,-0.175905645026928,0,0,-0.0479301298240375,0,0,0,0,0,0,0,0,0.232501421739461,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0239992929046149,0,0,0,0,0.0916672116257488,-0.120946181178752,0.114056401530971,0.0821877644186327,-0.118446262793489,0,0.109477574625367,0,0,0.438704408095627,0.0235122207593245,0,0,0.014824721844652,0,0,0,0,0,0,0.327491283405189,-0.20797201371429,0.146084232373,0,0,0,0.132900695407504,0,0,0,0,0,0,-0.0381736880232795,0,0
X1299.HK.EQUITY,0,0.247491474764685,0,0,0.127627549981536,0,0,0,0,0,0,0,0,0.313905957536747,0.395798130630119,0,0,0,0,0,0,0,0,0,0,-0.0990324642265873,0,0,0,0,0,-0.128132132800378,-0.0816918103438537,0,0,0,0,0,0,-0.0402300158038365,0,0,0,-0.13165870566348,0,-0.137301309588684,0,-0.0395779410149095
X601628.CH.EQUITY,0,0,0,0.0340890558982005,0,0,0,0,0,0,0,0,0.119574171810008,0,0,0.306231190722523,0,0,0,0,0,0.0732871058565752,0,0,0,0.206198403298896,0,0,0,0.144901466971432,0,0.0642374757304246,0.0708122006366711,0,0,0,0,0,0,0.0754876866647463,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,-3.46944695195361e-18,0,0.366297075642098,0,0,0,0,0,0,0,0,0.440463333185969,0,0,0,0,0,0,0,0.126086343723173,0,0,0.0415101931702286,0.0050597710623531,0,0,0,0,0.0729894692404618,0,-0.0284954876054439,0,0.222888191079046,0,0.0833736403175149,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.187532190360854,0,0.0301243851208984,0.254133428334443,0,0.030435722329707,0.0536476526418805,0,-4.33680868994202e-19,0.0642036646650674,0,0.227207007407884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16688963879082,0,-0.0445415093608135,0,0
