,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0341798261290516,0,0,0,0,0,0,0,0,0.109406068525366,0,0,-0.110719494365324,0,0,0,0,-0.0674459386106463,0,0,0.18874476372237,0,0,0,-0.0577850401965463,0.753003426113141,0,0,0.415411175763257,0,0,0,0,-0.257573005653921,0,0,0,-0.0967765159219341,0,0,-0.209426162250286,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0171908671245944,0.0481983989789614,0.0584460211478021,0.0150444937721583,0,0,0,0.0560743522665192,0,0,0,0,0,0,0,0.0866493967793593,0,0,0,0,0.39560093216898,0,0,0,0,0.0854467129780962,0,0,0,0,0,0,0,0.0304578223367685,0,0,0,0.0207602217219031,0,-0.0270337371767009,0,0.154708900499518
X601939.CH.EQUITY,0.259160912071908,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581892766227871,0.432031660667571,0,0,0,0,0,0,-0.171533187952338,0,0,0,0,0.0764336119868771,0,0.128365351605259,0,0.0625325396232913,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.270812685652916,0.216088215166235,0.00291354586183544,0.779508786504413,0,0,0,-0.29253389121597,0,0,0,0,0,0,0,0,-0.452425922828667,0,0,0,0,0,0,0.226011136140822,0,0,0,0,0,0.264707131066869,0,0,0,0,-0.0512287470546643,0,0,0,0,-0.254366236628351,-0.251402676376437
X5.HK.EQUITY,0,0,0,0,0,0.0515306457269794,0,0,0,0,0,0,0,0,0,0,0.10995379216487,0,0.353441146904253,0,0,0,0,0,0,0,0,0,0,0,0,0.14695588377754,0.000314170978041997,0.125851960121954,0,-0.139801227262812,0,0,0,0,0,0,0,0,0,0,0.227674840307525,0.188016957682222
X601988.CH.EQUITY,-0.151495529515529,0,0,0,0.594248817268768,0,0,0,0,0,0,0,0,-0.182555128544025,0,0,0,0,0,-0.170691801566523,0,0.638927988429379,-0.116614993062076,0,0,0,0,-0.0632650973623675,0,0,0,-0.223575525854349,0,0,0,0,0,0,0.061003154397878,0,0,0,0,0,0.0375904185831991,0,0.352516365280139,0
X600036.CH.EQUITY,0,0.0667967393885115,-0.043500095831655,0,-0.0476889132056361,0,0,0,0,0,0,0.61892751118738,0,0,0,0.182102662368252,0,0,0,0,0,0,0.165231352961235,0,0,0,0.114342943654871,0,0,0,0,0,0,-0.137066458634814,0,0,0,0,0,0,0,-0.0970091066376188,0.20696412010965,0,0.0617797507893639,0,0,0.0398093567312434
X1299.HK.EQUITY,0,0.037708802588588,0,0,0.560386968042003,0,0,0,0,0,0,-0.0396965581757778,0,0.0460361148218042,0.0476406315056204,-8.67361737988404e-19,0.0446822947674126,0,0,0,0,0,0,0,0,0,0,0,-0.0241071144800202,0,0,0,0,0,0,0,0,0,0.0714205092427329,0,0,0,0,-0.00993901039964607,0,0,0,0
X601628.CH.EQUITY,0,0.0379673973648546,0.0171576919856716,0.0614589626421577,0,0,0,0,0,0,0.0147283118657185,0,0,0.392732610276605,0,0,0,0,0,0,0,0.103156346383465,0,0,0,0.187981589835211,0.0526836872689658,0,0,0,0,0,0,0,0.0344697667588817,0,0,0,0.0201465735530521,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0864510913464288,0,0,0,0,0.577080831429205,0,0,0,0,0,0,0,0,0,0,0,0,0.266400071788944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151823603243091,-0.0423817395109701,-0.0275870073167478,0,0,0,0,0
