,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.30866280592428,0,0.287282236058756,0,0,0,0,0.143712965214317,0,0.128019463173875,0,0,0,0,0,0.0807450539799216,0,0,-0.0693463382469966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431132035475879,0,0,0,0,0,0,0,0,0,0,0,-0.0314781423841083,0.0052190049852468,0
X601939.CH.EQUITY,0.406150697030733,0,0,0.0912283271540966,0,0,-0.13077417482711,0,0,0.0208749502465203,0,0,0.322927779099838,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125578313103596,0,0,0.0463939757709982,0,-0.0157547130871683,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0479309602222988,0,0,0,0,0,0,0,0,0,0.291265768898308,0,0,0,0,0,0.0341911249984999,0,0,0,0,0,0,0,0,0,0,0.268039989525858,0,0,0,0,0.0413285903544086,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0262061813706763,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.456078371647195,0,0,0,0.17389209195426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177671902544553,0,0,0,0,0,0,0.0753871089467874,0,0,0,0,0,0,0.0442676849234795,0,0,0,0,0,0,0,0,0,0.118734278758303,0,0,0,0.0634613111869501,0,0,0
X601988.CH.EQUITY,0,0,0,0.10838003109382,0,0,0,0,0,0.217280450303373,0,0,0,0,0.179676426939332,0,0,0,0,0,0,0.222455718902337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441801646353244,0,0,0.162395911325501,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.455785974125449,0,0,0,0.131700407621293,0,0,0,0,0,0,0.0886925291566237,0,0,0,0.00775872985352952,0,0,0,0,0,0,0,0,0,0,0,0.176461671403642,0,0,0,0,0,0.0857331404639313,0.0305789010995761,0,0,0.0251822623221915,0
X1299.HK.EQUITY,0,0,0,0.110573118387995,0,0,0,0,0,0,0,0,0,0.267282459943121,0,0.211791411902517,0,0,0,0.17667504134765,0,0,0,0.052181688553301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209957327335625,0,0,0,0,0,0.0124877228484191,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0646292631310067,0,-0.00850284650240693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741924040672216,-0.740635576995788,0,0,0.79216844363363,0,0,0,0,0,0.249857613243383,0,0,0,0,0,0,0,0,0.229727580619309,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.122130364385107,0,0,0,0.191633052559764,0,6.93889390390723e-18,0,0,0,0.126466721660431,0,0,0,0,0,0,0,0.0277273080639039,0,0,0.161492603339839,0,0.10605433784175,0,0,0,0,0,0,0,0,0.0463510117647867,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.292301820166827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346237727936696,0,0,0.196998734334204,0,0,0,0,0,0,0,0,0,0,0,0,0.106903296308651,0,0,0,0,0,-0.533848546933204,0.464331163248047,0,0,0,0,-0.149996648523487,0,0.187953858170993
