,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601788.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.278068342279951,0,0.083344756960925,0,0,0.410107721462393,0,0,0,0,0,0,0,-0.0540627454242596,0,0,0,0,0,0,0,0,0.125158653149633,0,0.0817536553774868,0,0,0,0,0.0498951539440389,0,0,0,0,0,0,0,0,0,0,0,0,0.0121462401011372,0.0471665712928043,0.00446529318524885,0,0,0
X601318.CH.EQUITY,0,0,0.221258272620086,0,0,0,0,0,0.0561957448736696,0,0,0,0.062041459228949,0,0.169485683364068,0,0,0,0,0.078254351512893,0,0,0,0,0,0.283753834699322,0,0,0.0167567664965071,0.0333589893987505,0,0,0,0,0,0.0863721740927523,0,0,0,0,0,0,0,0.0378858359513727,0,0,0,0,0,0
X601939.CH.EQUITY,0.358163391287352,0.0149287548003994,0,0,0,0,0,0.245590081225233,0.221011348614107,0,0,0,0,0,0,0,0.091289480487518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203175447048139,0,0,0,0,0,0,0.36729044158514,0,0,0
X600036.CH.EQUITY,0,0.130092774907756,0,0,0,0.135786747471602,0,0,0,-0.0876815093830436,0,-0.092604394179423,0,0,0,0,0,0,0,0,0,0,0,0,0.109116051595496,0.0460002581915239,0.0281311539418505,0,0,0,0.0300475151406301,0,0,0,0,0,0,0,0,0.399642907910706,0,0,0,0.112333326852651,0.203621739297271,0.0721700870329551,0,0,0,0
X601288.CH.EQUITY,0,0,0.090713544185085,0,0,0,0.0266015672131696,0.437984193144559,0,0,0,0.0426388042236893,0,0,0,0,0,0,0.0148366143708055,0,0.0633204925279176,0,0,0,0,0.170764518754631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386033616227753,0,0,0,0,0.0560249192817314,0,0,0
X1299.HK.EQUITY,0,0,0,0.078034435356401,0,0,0,0,0,0.221568296044429,-0.111672658679831,-0.0989737043560713,0,0,0,0,0,0,0,0,0.22688205336872,0,0.0561735700740789,0.0707469541033865,0,-0.282555927639474,0,0,0,0,0.0433690504827238,0.0523434579206901,0,0.120339559032995,0,0,0,0,0,0,0,0,0.285099129519859,0,0,0.0138743969990792,0,0,0,0
X601628.CH.EQUITY,0.213491105496668,0,0,-0.067388107102851,0,0,0,0,0,0.0703915822676291,0,0,0,0,0,0,0,0.320521325107108,0,0,0.00649226694918736,-0.0869277832519239,0,0,0,0,0,0.0876947291009293,-0.156764194211956,0,0.576618309003271,0,0,0.0670293243079297,0,-0.112993490847653,0,0,0,0,0,0,0.00967011112164902,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.73472347597681e-18,0,0.532562628942658,0,0,0,-0.0340215201523555,0,0,0,0,0,0,0.107463902667905,0.228592759358176,0,0,0,0,0.0204588859059344,0,0,0.0221326123135049,0,0,0,0.00372506646116658,0,0,0,0,0,0,0.0144596449476325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.280846160306372,0.164828379901164,0,0,0,0,0,0,0,0.101304615910791,0,0,0,0,0,0,0,0,0,0.389630817159455,0,0.198284216688195,0,0,0,0,0,0,0,-0.20887616777101,0,0,0,0,0,0,0,0.101867933037231,-0.146792705818743,0,0,0,0.0485278513803693,0,0,0,-0.0218148771062527,0,0
X388.HK.EQUITY,0,0,0,-0.212462049382207,0,0.325253340650394,0,0,-0.0211259747273459,0,0,-1.73472347597681e-18,0,0,-0.0746252286151643,0,0,0.246105536021282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189944922192503,0,0,0,0.160355721447652,0,0.0812179211906726,0,0,0,0,-0.203263804907793,0,0.0910022005462668,-0.0343358146735877,0,0,0
