,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.241925887772553,0,0,0,0,0.0806751702057161,0.161907012100175,0,0,0,0,0.0565823291991425,0,0.114638227713355,0,0,0,0.233467937868106,0,0,0,0,0,0,0.0720647797557961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160527397128567,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0258946236847209,0,0,0,0.116375296920757,0,0.108551920746133,0,0,0.211665541767184,0,0.0605188953097831,0,0,0,0.0484875122147997,0.325078719107044,0,0,0,0,0,0,0,0.0408721523522372,0,0,0,0,0,0,0,0.0206611591548516,0,0,0,0,0,0,0.0140238730873905,0.0645977643470105,0,0,0,0,0.0739615665792456
X601288.CH.EQUITY,0.267679932776063,0,0,0.205266993275947,0,0,0,0,0,0,0,0,0,0.160274080400349,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.102036956448281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036718412355106,0,0,0,0,0.0189665431028043,0,0,0
X601988.CH.EQUITY,-4.33680868994202e-19,0,0.352330006002093,0,0,0,0,0,-0.00265935602520691,0,0,0,0.101415437500296,0.142392764987907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302650008047084,0,0,0.270736642520824,0,0,0,0,0,0,0.0890168831089234,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0440241599896427,0,0,0,0,-0.0558083080292921,-0.0117308607077032,0,0,0,0,0,0,0,0,0,0,0,0,0.618978118828991,0,0,0,0.183174236745068,0,0,0,0,0,0,0,0,0,-0.141711459760832,0,0,0.033213003282906,0.0670282836615464,0,0.22355633392597,0,0.232130644493367,0.0240935328791495,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.098258517296288,0,0,0,0,0,0.160275751470246,0,0,0.149663875841151,0,0.0167593698733353,0,0.24730121532052,0,0,0,0,0.0579054911364917,0,0,0,0,0,0,0,0,0,-0.00718330796628614,0,0,2.16840434497101e-19,0,0,0,0,-0.0300704333793389,0,0,-0.00787063114272245,0,0,-0.0160162248466479,0,0,0,0,-0.149388873709447,0
X601328.CH.EQUITY,0.430633787552424,0,0.110947450880138,0,0,0,0,0,0,0.0508323115803355,0.151923936597534,0.144150545062431,0,0,0.0591416341961055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158196852077047,0,0,0,0,0,0,-0.0423804318902631,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0702160015095209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137029309477952,0,0.58399782116719,0,-0.100005059585092,0,0,0,0,0,0,0.227415776987403,0,-0.0621945949277822,0,0,0,0.0296916346279816,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.226160613046699,0,0,0,0.293602263392575,0.220990464367286,-0.0588295681773988,0,0,0,0,0,0.0276285153510295,0,0.0831371201303094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.249335615162796,0,0,0,0.0458316950050649,0,0.136249740648969,0,0.256754320339935,0.0691684154265941,0,0,0,0,0.036066307726068,0,0,0,0,0,0,0.0386001761198659,0,0,0,0,0,0,0,0.0663459583131856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.314701422156442,0,0.135831258329195,-0.205686035176395,0,0.200809420098308,-0.191388960054286,0,0.161122618881806,0,0,0,0,0,0,0.431694413721443,0,0,0,0,0,0,0,-0.404782148452571,0,-0.121777572371913,0,0,0,0,-0.0157089974900181,0,0.164187459557006,0,0,0,0.02309867288769,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.252519233531298,0,0.734785741830404,0,-4.33680868994202e-19,0,0,0,0,0,0.36706832174456,0,0,0,0,-0.263273425820522,0,0,0,0,0,0,0,0,0.0453455748903278,-0.0698510443031886,0.0904299989961494,0,0,0,0,0.105909299183174,0,0,0,0.0965269893955,-0.00542302117486276,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.118156644916889,0,0,0,0.0939333074298587,0,0,0,0.404924807761097,0,0,0,0,0.0743684733124352,0.229828867605084,-1.38777878078145e-17,0.0253368529042401,0,0,0,0,0,0,0.0729824951632552,0,0,0,0,0,0,0.0873498289160724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883189466641908
X600016.CH.EQUITY,0,0,0.328027652415805,0,0,0,0,0,0,0,0,0,0,0,0.299720155529873,0,0,0,0,-0.0439156578645261,0.157052313077165,0,0,0,0,0,0,0,-0.0791611585994407,0,0,0,0,0,0.0216173997166048,0,0,0,0,0,0,0.182453092622486,0,0,0,0.0169695014572881,0.171209545636628,0,0,0
X601818.CH.EQUITY,0.0143019620250783,0.0187920018516734,0.144053337726547,0.0496827612274231,0,0,0.329977810253289,0,0,0.050867030240053,0,0.198221572055038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.155600854771443,0,0,0,0.200947239030835,0,0,0,0,0,0,0,0,0,0.0782675279455987,0,0,0,0,0,0,0,0,0,0,0,0,0.00530202622385018,0,0,0.610392327963896,0,0,0,0,0,0.169657297016823,-1.73472347597681e-18,0.154431062010318,-0.155811285342028,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.223653076806804,0,0,0,0,0.288661307966331,0,0.0523054896281248,0.156452021429745,0,0,0.382407770902365,0,0,0,0,0,0,0.162399759076308,0,0,0,0,0,0.109540878021387,-0.0449167995501118,0,0,0,0,0,0,0,0,0,0,0.0382363222974901,0,0,0,0,-0.0255886155716238,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.0133916716884626,0,0,0,0,0,0,0.164143210463223,0,0.0587633826080523,-0.0602512608834885,0,0,0.0871158778194478,0,0,0,0,0,0.177369777199427,0,0,0,0,0,0,0,0,0.0433798046235324,0.350985215242179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.204956105999356,0,0,0,0.127107783558576,0,0.0188088036468486,0,0,0,0.0350610470810798,0,0.138116062038201,0,0.0616604269510745,0.0619874179978659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652813564430949,0,0,0,0,0,0,0.0137739299924496,0,0,0,0,0.194459217306984,0,0,0
X2388.HK.EQUITY,0,0.00078459225503219,0,0.0508522875217191,0.295620922413875,0.047185724740112,0,0,0.103074663060204,0,0.138415831253471,0,0.0576054320492283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3620704665875,0,0,0,0.140999236205671,0,-0.12356964337751,0,0,0,0,0,0,0,0.147895636541449,0,0,0,0,0
X601229.CH.EQUITY,0.145917029287862,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.168414086422537,0,0,0,0,0.018502752256245,0,0,0,0.0911890213276338,-0.023420056815837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101133341702675,0,0,0,0,0.432676836717529,0,0,0,0,0,0,0,0.0631152094917609
X600919.CH.EQUITY,0.0282117303071128,0,0,0.111943423127206,0,0.381521424873722,0,0,0,0,0.0160043908707111,0,0,0,0,0,0.638224604745729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219493641859371,0,0,0,0,-0.0317272413799814,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0.280405209478608,0,0,0,0,0,0.0550561571270822,0.247338803958026,0,0,0,0.0220367455892018,0.126784505170863,0,0,0,0,0,0,0.0240633726398587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.162581933253478,0,0,-0.320700695116885,0,0.0136892743410914,0.294977028697697,-0.222503018544966,0,0,0,0
X002142.CH.EQUITY,0,0,0.12332864268778,0.0371351828921526,0,0,0,0,0.224520081664316,-0.051753772903477,0,0,0,0,0.316137755464016,0,0,0,0,0,0,0,-0.145094423877962,0,0,0,0,0.197456150821373,0,-0.0938846187568673,0,0.095393420609284,0,0,0,0,0,0.0157525245393158,0,0,0,0,0,0,0,0,0,0,-0.101394108315481,-0.0574265680860188
X601916.CH.Equity,0,0,0,-0.0508706590022402,-0.0682918594500981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527706941402339,0,0,0,0,0,0,0,0,0.143106880032817,-0.0419645567835868,0.360525779157307,0,0,0,0.0797295806138683,0,0,0,0,0,0.0723048475302689,0.036066089308606,0,0.0113985225613255,0,0,0.282178576738702,0,0
