,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X2880.TT.EQUITY
X601398.CH.EQUITY,0,0.190445794273779,0,0.342561477558772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788724012064959,0.168442545734017,0.0827021114147284,0
X601318.CH.EQUITY,0.270700363222825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244937306532767,0,0.0916912885132199,0,0,0,0,0.0221942767021458,-2.16840434497101e-19,0,0,0.0357336868141336,0.144616463094632,0,0,-0.038379134592337,0,0,0,0,0,0,0,0.173677567131464,-0.0526195694439359,0,0,0,0,0.170820884902626,0,0,0,0,0,0
X601939.CH.EQUITY,0.503140431004277,0,0,0.00925152700147759,0,0.0472636623647249,0.0710287160437053,0,0,0,0,6.93889390390723e-18,0,0,0.0195110396474814,0,0,0,0,0,0,0,0.0207658036290964,0,0,0,0,0,0.0794479989449514,0.0866919580096264,0,0.12531774922329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706669127923257,0,0,0
X601288.CH.EQUITY,0.367726755923449,0,0.0604435920203179,0,0,0.242077546859872,0,0,0,0,0,0,0,0.0066311707011509,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0.186252209075681,0,0,0,0,0,0.0625625233646684,0,0,0,0,0,0,0,0,0.0651934892025444,0,0,0
X5.HK.EQUITY,0.243740986600086,-0.0698761569979794,0.0673719999567094,0.372448920185312,0,0,0,-0.200807382294284,0,0,0,0,0,0,0,0,0.573999868994843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136860648998077,0,0.124251636055019,0,0,0,-0.101020741222861,0,0,0,-0.241758901061807,0,-1.73472347597681e-18,0,0,0,1.38777878078145e-17,0,0
X601988.CH.EQUITY,0.368000388748992,4.33680868994202e-19,0.262106017374632,0,0,0,0,0,0.0358684998237757,0,0,0,0,0,0,0,0.101932001595579,0,0,0,0,0.0667671447960624,0.00675264699828513,0,0,0,0.029369683427498,0,0,0,0,0,0,0,0,0,0.108933724455279,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.207459140214206,0,0,0.0230864484219648,0,0.142816657135817,0,0.467336846944979,0,0,0,0,0,0,0,0,0.0674409819922782,0,0.0173367551191309,0,0,0,0,0,0,0,0,0,0,0,0,0.0557805316800253,0,0,0,0,0,0.0125575557058658,0,0,0,-0.0880327988961971,0
X1299.HK.EQUITY,0,0,0,0,0.053482566514898,0,0.0222189332814452,0,0,0,0.0425040930558716,0,0,0.534822688991756,0,0.0460380908668055,0.0164931370544915,0,0,0,0,0,0.487345937886248,0,0.000500931501444372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449170417483605,0,-0.244442639006083,0.0662225446539782
X601628.CH.EQUITY,0.269409171573992,6.93889390390723e-18,0,0,0,0,0,0.147362072027373,0,0,0.0569810196798895,0,0,0,0,0,-0.114905503378071,0,0,0.0300410246734602,0,0,0,0,0,0.239981363394686,0.0399011327675799,0,0,0,0,0,0,0,0,0,0,0.10204387105535,0,0,0,0,0,0.099776272861664,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378859894102719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232893753655273,0,0.351807307277792,0,0,0,0,0,-0.359372442560627,-0.413791339712948,0,0.842186427002554,0,0.0273975016116625,0.369816403348832,0,0.0824302604598328,-0.100094222790357,-0.201482566958244
