,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0,0.0304622786851565,0,0.170927604156517,0,0.146198475277659,0,0,0,0,0,0,0,0,0,0,0,0,0.682387592708324,0,-0.41098195628494,-0.114473422413345,0,0,0,0,-0.0706311844138692,0,0,0,0,0,0.0554287913579288,0,0,0.0969883313110184,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0.0201032158351884,-8.67361737988404e-19,0,0,-0.0652354769966866,0,0,0.124822932441073,0,0,0,0,0.280706398592769,0.271902996480188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114408152918337,0,0,0.00452762233560922,0,0,0,0,0
X601939.CH.EQUITY,0,0.0577796382665509,0,0.774448536279829,0,0,0,0,0,0.0300664347518519,0.0796632073321752,0,-0.0247039908194652,0,0,0.0755652666523475,0,0,0,0.0030160966655365,0,0,0,0.0522569423783627,0,0,0,0,0,0,0.0474710014940996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.830200426702695,0,-0.0266608868904942,0,0,-0.0578392475673155,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0594842881763119,0.0689572885939342,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.166241951556193,-0.052564233532741,0,0.0670442627694197,-0.0280026662722027,0,0.000980598006164225,0,-0.196933050683811
X601628.CH.EQUITY,0.00279950542861164,0,0,0,0,0,0,0,-0.0249323617367556,0.250720840862017,0,0.294709709304503,0,0,0,0,0,0.237525168011084,0,0,0,0,0,-0.139997084473927,0,0,-8.67361737988404e-19,0,0,0,0.363708266589554,0,0,0,0,0,0,0,0,0.0225053144171931,0,0,0,-0.0436167487153772,0,0,0,0,0,0.123360624508929
X600036.CH.EQUITY,0,0,0.0964811144608862,0.278795640589948,0,0,0,0.0123376512114307,0.0543400577054865,0,0,0,0,0,0,0.0508215402597737,0.0856420802127222,0,0,0,0,0,0,0,0.0240194543507687,0,0,0.0281013422966908,0,0,0,0,0,0,0,0.0783662961013351,0,0,0,0,0,0,0.0154808770983867,0,0.173519476352181,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0605577167576487,-0.049639853905348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314597479898484,0,-0.121255829310382,0,0.995901906675133,0,0,0.0728364784319255,-0.00666044458485385,0,0,0,-0.0103663102968158,0,0,-0.0178103619926772
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.421255511558588,0,0,0,0,0.0317353195680753,0,0,0,0,0,-0.113234457933638,0.297668014783405,0,0,0,0,0,0.132079383161425,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0331036617476329,0,0,0,0,0,-0.0849208679860178,0.232009343791849,0,0,0.170749991159873
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0961193025637154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528273336275941,0,0,0,0,0,0.122657237491234,0,0,0,0,0,0,0,0.233833867224977,0,0.152130947075407,0,-0.274090536000528,0,0,0,0,-0.308176228985028,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.335452413054632,0,0,0.155317933948013,0.248797787399525,0,0,0,0,0,0.0887792643117831,0,-0.280202975113948,0,0,0,0,0,0.298488633558093,-0.061207536972616,0.133353271570494,-0.220429160634409,0,0.336935405345759,0,0,0,0,0.110969393074972,-0.295802033612998,0,0,0,-0.288611275908026,0,0,0,0,-0.0416969085446019,0.239720043972672,-0.190743282818458,0,0,0,0,0
X601658.CH.Equity,0,0.0993900051518688,0.319125210021569,0.028003576311389,0,0,0,0,-0.0724209193749916,0,0,0,0,0,0,0,0.0348268553829632,0,0.0150720096728481,0,0,0,0,0,0,0,0,0,0,0,0.0579424930186477,0,0,0,0,0.088949228946658,0.0826600779909822,0,0,0,0,0,0,0,0.175739887898741,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0874659740475675,0,0,-0.0616165413352617,-0.0260577325522536,0.0763120078291445,0,0,0.303259332949526,0,0.019482991969976,0,0,0,0,0,0,0,0,0,0,0,0.0773548736974863,0,0,0,0,0,0.163393487083918,0,0.122559009387168,0,0,0,0,0.227514190361191,0,0.0678071951601726,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0406470898900014,0,0.452250863065496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321506244123533,0.250367047892382,0,0,0.112450935011843,0,0.0248126304727995,0,0,0,0,0,0,0,0.0481745758207505,0,0,0,0,-0.0271613419624742,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.370819981984745,0,0,0,0,0,0,0,0,0.123574309613931,0.0360535567822398,0.121645407010125,0,0.0487323578217944,0.0272359681260826,0,0,0,0,0,0,0,0,0,0.00329948906920109,0,0,0,0,0,0.0417690768674566,0,0.22221264150648,0,0,0.0276223217786244,0,0,0,0.0296034882086343,0,0,0.0224890353926223,0
X601328.CH.EQUITY,0,0,0,0.166879256175336,0,0.0439658551510694,0.0234386394058261,0,0,0,0,0.074192217479209,0,0,0,0,0.0789593101776486,0,0,0.344048271494214,0,0,0,0.0131984565855885,0,0,0,0,0,0,0,0,0,0,0,0.0720460562141667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.530281689948519,0,-0.073670483204972,0,0.0265440512462643,0,0.0628686507423909,0,0,0,0,0,0,0.129305852688149,0,0,0,0,0,0.089159969125397,0,0,0,0,0,0,0,0.314119386289775,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152739623144107,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.106265243894109,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.43473942768219,0,0,0.0751948784404515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148820164943787,0,0,0.108660090622142,0,0,0,0,0,0.113887357737644,0,0.312066363102909,0
X601601.CH.EQUITY,0,0.151119870694926,0,0,0.294781365257148,0,0,-0.0189299795695783,0,0,0,0,0,0,0,0,0,0,0.156000076283255,0,0.205973306191016,0,0.141346886521501,0,0.0695935347064892,0,0,0,0,0,0.170185669610391,0,0,0,0,0,0,0,0,-0.0824033438878827,0,0,0,0,0,0,0,0.0518993332114131,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0184982116041839,-0.00180077222813632,0,0,0,0,0,0.130802268227411,0,0.25069534388053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23386180142277,0,0,0,0,0,0,0,0,-0.107585025533896,-0.0214005209385488,0.0335184283920581,0.304085292885277,-0.13720320682442
X600016.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116377177347593,0.201965266739923,0,0,0,0,0,0.00489230846405552,0.0143279123424354,0,0,0,0,0,-0.0758415373498876,0,0,0,0,0,0,0,0.630961817501769,-0.188437168057264,0.097822190330777,0,0
X601998.CH.EQUITY,0.2185131623115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629826121545872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243196661717716,0,0.477648857140925,-0.0757119311264955,0.0766091652983518,0,0,0,0.057409111069233,-0.0571855795828636,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.114144504852289,0.626869883261837,0,0,0.000381149228308195,-0.0827830290013524,0,0,0,0,0,1.73472347597681e-18,0,-0.207235929085811,0,0,0.256184839264491,0.00876180553853789,0,0.232214904952992,0,0,0,0,0,-0.0164316336336605,0,0,0,0,0.0132055788018529,0,0.0494223087847064,0,0,0,0.00307157572924218,0,0,-0.118295508175238,0,0,0
X300059.CH.EQUITY,0,0.0112203762901909,0,0,0,0,0,0,0,0.236133722562293,0,0,0,0,0,0,0,0,0,0,0,0.000903912353105867,0,0,0,0,0.190472954395259,0,0,0.174254015893903,0.0117311244543613,0,0.00337965900355025,0,0,0,0.199070747575651,0,0,0.16430762357041,0,0,0,0,0,-0.126819830854324,0,0,0,0.0339892538064149
X2388.HK.EQUITY,0,0,0,0,0,-0.00176697127102717,0,0,0.177427539589081,0,0,0,-0.070668027174996,0,0,0,0.124655017761992,0,0,0.252860511467915,0,0,-0.20094469423672,0,0,0,0,0.422855280055756,6.93889390390723e-18,0,-0.557152616176167,0,0,0.29383188582422,0,0,0,0,0,0,0,0,0,0,0,-0.1578392272515,0.0634932727775372,0.364445704997605,0,-0.0379037434696256
X002142.CH.EQUITY,0,0,0,0,0,0.427069441629661,0,-0.215818184078366,0,0.0883635179872529,0,0,0,0,0,0,0,0,0,0.087022947843903,0,0,0,-0.0286786739629908,0,0,0,-0.00927536305376999,0,0,0.299568574235282,0,0,-0.132327206369426,0,0,0,-0.06716905775999,0,0,0,0,0.279783641171541,0.146937772918447,0,0.102179222854431,0.0810843760466805,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.0658499171122267,0.0701804317529213,0,0,0,0,0,0,0,0.0216282807447597,0,0,0,0,0,0.0568052012734788,0,0,0,0.0951851351637072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675092642066611,0.122299810405273
X601688.CH.EQUITY,0.0528529476356342,0,0,0,0.0376926305456441,0,0,0.06283632078762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185902356744404,0,0,0,0,0,0,0.22331542681838,0,0.495037064485221,0,0,0,0.00445218887744605,0.0279290716491342,0,0,0.00896648342123334,0,0,0.0488452034075445,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.215266144784954,0.214572048983278,0,0,0,-0.118338808658512,0,0,0,0,0,0,0,0,0,0.0569019518829091,0,0.200789248063265,0,0,0,0,0.197255464210049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365278515705313,0,0.0331195527386558,-0.0520084651440044,0,0
X600999.CH.EQUITY,0,-0.18585084606229,0,0,0,0,0,0,-0.0113571869444978,-0.0263885736416921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782103761949189,0,0,0,0,0.295883827882427,-0.0653732493427351,0,0,0,0,0,0,0,0,0,0,0,-0.0147517896513319,0.269018207432222,0,0,0,0.394270388380794,0,0
X600837.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0059570179931021,0,0.223043012548622,0,0,0,0,0,0.0154840812533017,0,0,0,0.0470574967952005,0.0854924918916273,0,0,0,0.446731849779023,0,0,0,0,0,-0.0311679163376806,0,0,0,0,0,0,0.0505398571796612,0,0.106494198505523,0,0,0,0,0,0.033070108015642,0,0
X601336.CH.EQUITY,0,0,0,0,0.0426331109116872,0,0,0,0,-0.0956895908271567,0,0,0,0,0,0,0,0.72831913998978,0,0,0,0,0.271066042943544,0,0,0,0,0,0.0368019924245336,0,0,0,0,0.0025207163523463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0381402083330287,0,0,0,0,0,0,0,0,0,0,0,0.36473120007315,0,0,-0.128137614927984,0.092659748242856,0,0,0,0.211693004337513,0.0422404945650687,0.00231612146083513,0,0,0,0.0775698534931387,0,0,0,0,0,0,0,0,0.132328211407751,0,0,0,0,0,0,0,0.0101179268181841
X002736.CH.EQUITY,0,0,0,0,0.0462533487422407,0,0,0,0,0,0,0.163691288477928,0.0961849673338153,0,0.0534834969854303,0,0,0,0,0,0,0,0,0,0.04573499540774,0,0,0,0.117751012802342,0,0,0,0,0.181546582426206,0,0,0,0,0.127988309884825,0,0,0.00227962435102114,0,0,0,0,0.0804641484624878,0,0,0
X000166.CH.EQUITY,0,0,0.0411308622961593,0,0,0,0,0.0417951759531454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647084392294449,0,0.241598800299194,0.0369940332484638,0,0,0,0.167710390212598,0,0,0.120854662573234,0,0.115015668727396,0,0,0,0,0,0.070729115204053,0,0
X2882.TT.EQUITY,0.0659434542529633,0,0,0,0,0,0.0341810841337641,0,0,0.14411077922174,0,0,0.403779338856793,0,0,0,0,0,0,0,0,0.116957154691544,0,0,-0.0418413868861591,-0.206013458675025,-0.025815192028217,0,0,0,0,0,0,0,0,0,0,0.78147706747022,0,0.0944155051738997,0,0,0,-0.0629842751983616,0,0,0,-0.14283577991906,0,0
X601229.CH.EQUITY,0.348420557707218,0,1.73472347597681e-18,0,0,0.495436923393048,0,0,0.455322218922212,-0.0515042979915315,0,0,0,0,0,0,0,0,0,0,0,-0.118342373173004,0,0,0,0,0.0360911897313875,0,0,0,0,0.236837333808713,0,0,0,0,0,-0.0188751507473148,0,0,0,-0.20185616976944,0,0,0,0,-0.0609216017348038,0,0.00538381294416063,0
X000776.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423388382943282,0.165541144041381,0.0651828067170884,0,0,0,0,0,0.136783769362413,0,0.0064782554114082,0.173167916905714,0,0.0952320530528737,0,0.0355781330110519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.0702040748226639,-0.0708315330564188,0,0,0,0,-0.0879925349013979,0,0,0,0,-0.200632383640544,0,0,0,0,0,0,-0.133239327762384,0,0,0,0,0,0,0.219232019416634,0.112104065263972,0.540464316505893,0,0,0,0,0,0,0,0,0,0,0.251290097492542,0,0,0,0
