,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity
X601169.CH.EQUITY,0,0,0,0,0,0,0.740853083304061,0.0832994348154443,0,0,0,0,0,0.0567468891986885,0,0,-0.00892776448723079,0,0,0,0.081379138334951,0,0.0537727255657377,0,-0.0542600156742781,0,0,0,-0.00455325003750498,0,0,0,0.0376558845213274,0,0,0,0,0,0,-0.00786601868427616,0,0,-0.0400899088577319,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0.117059873955805,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267878966513193,0,0,0,0,0.409491885435484,0,0,0,0,0,0,0.0475318358986485,0,0,0,0,0,0,0,0.000598477573850304,0,0,0,0.0546079543871622,0.404688982827512
X600015.CH.EQUITY,0,0,0,0,-0.044130044529112,0,0,0,0,0.0421614170638027,0,0,-0.109715577287955,0,0.0576118035470424,0,0,0,0,0,0.249437491577799,-0.00843483627104955,0,-0.0713413281997808,0,0,0,0,0,0,0,0,0,0,0,0,0.0722469744089213,-0.00934821839873554,0,0,0,0,0.17088237740024,-0.026876750175349,0.527705566194432,0,0.0594719387228792,0,0,0
X601881.CH.EQUITY,0,0,0,0.0275485126642617,0,0,0.0123836718088979,-0.0735565604896197,0,0,0,0.035928375290042,0,0,0,0,0,0,0,0,0.061158996120503,0,0.042421322862621,0,0,0,0.16563117620872,0,0,0,0.0616471656206081,0,0,0.452477329640208,0,0,0,0,0.0787883721529657,0,0,0,0,0,0,0,0,0.0477898850349895,0,0
X2886.TT.EQUITY,0,0,0,0,-0.0609844627775441,0,0,0.317850108152284,0,0,0,0,0.112035830186038,0,0,0,0,0,0,0,0,0,0,0,0.569573624722334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129324561175294,0.279343778667597,-0.0694136833375112,0,0,0,0,0,-0.639388303027688,-0.0994447269054182,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0.11004950416432,0,0.096647861645431,0,-0.102822909143491,0,0.099667630087267,0,0,0,0.00969174049653768,0,0,0,0,0,0,0,0,-0.153994020113387,0.166088990568549,0,0,0,0,0.129145772018198,0,0,-1.38777878078145e-17,0,0,0.554716441956219,0,0,0,0,0,0,0,-0.0220787673982777,0,0
X601009.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0.0602482468645104,0.0545075126101533,0.00724361005506157,0,-0.334014596921221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364654825288493,0,0,0,0,0,0,0,0,0,-0.00909451357821154,0,0,0.467326252101125,0,0.368459726991669,0,0,0,0,0,0,0
X2891.TT.EQUITY,-0.0581855262583771,0,0,0,0,0,-0.231479427042709,0.0484514853826181,0,0,0,0,0,0,-0.250639944429779,0,0,0,0,0.923155144127701,0,0,0,0,0,0,-0.129046561890277,0,0,0,0,0,0,0,0,0,0,0.430329093496916,0,0,0,0,0,-0.00655231780765919,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.0447192729296963,0.140246647859751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193614911394371,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,-0.0715022519923739,0,0,0,0,0,0.711133440718073,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,-0.0262382896932085,0,0,-0.208810728076333,0,0.0565766974084932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288681518417049,0.203124682849732,0,0,0,0,0.310162865037738,0,0,0,0,0,0,0,0,0,0,0,0.0125679663549057,0,-0.0368404879399886,0,0,0,0,0.293244202642581,0
X600919.CH.EQUITY,-0.126831194771884,-0.249909343556606,0,0.00784917438170574,0,0,0,0,0,0,0,0,0.201952107676754,0,0.0394943932102243,0,0,0,0,0,0,-0.0143298137156861,0,0,0,0.518830469390616,0,0.14064573951267,-0.13449353947674,0,0,0,0,0,0.0686131849405086,0.0525027282114266,0,0,0,0,0,0,0,0.0805167318346509,0.399071595256002,0,-0.0659620455129233,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,-0.0147948588995356,0,0,0,0,0,0.194114517503389,0,0,0,0,0,0,0,0,0.238240788650102,0,0,0,0,0,0,0,0.00736416116614999,0,0,0,0,0,0.120616193680035,0,0.0870412509936972,0.248350642937144,0,0,0,0,0,0,-0.0712058850784089,0,0,0
