,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0.0803013696093243,0.281957005843017,0,0,0,0,0,0,-0.122635602269469,0,0,0,0,0,0,0,0.466958590687281,-0.0406615402335891,0,0,0,0,0,0,0,0,0,0,0,0,0.0436005675375177,0.0112241862799361,0,0,0,0,0,0,-0.2540644543765,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0536562765680923,0,0,0.140843860908614,0,0,0,0,0.156998784452573,0.312541066263788,0,0,0,0,0,0,0,0,0,0,0,0.0313130679482595,0,0,0,0,0,0,0,0,0,0,0.00934966145686681,0,0,0.0914507691202137,0,0,0,0,0
X601939.CH.EQUITY,0,0.0739360075845071,0,0,0.78144466185443,0,0,0,0,0.0392443817284545,0.0582588652083477,0,-0.0434924270417624,0.00708982634515592,0.0716501940447959,0,0,0,0,0.0027750490223354,0,0,0,0.0419977441557264,0,0,0,0,0.0761391245493223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0095780417870474,0,0,0,0,0,0,0,0,0.203510159007253,0,0.289973801396367,0,0,0,0,0,0.193681181864263,0,0.00136337556866286,0,0,0,-0.145003285373644,0,0,0,0,0.381797703143086,0,0,0,0,0,0,0,0,0.058712677718004,0,0,0,0,0,0,0,0,0.116876776460189,-0.0237107386377865,0,0
X601288.CH.EQUITY,0,0,0.859160732872126,-0.0100974742994973,0,0,0,-0.0440522836672237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558010213332819,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.163079433618929,0,-0.013981906873287,0.0421537437520382,-0.0553103723459221,-0.159983413904985,0,0.0136423694541782,0
X600036.CH.EQUITY,0,0,0.104411573266909,0,0.260905465837405,0,0,0.00941332540828532,0.0816195363552826,0,0,0,0,0,0.0815225934673091,0,0.0599447743189671,0.0157879605485222,0,0,0,0,0.0127123658746757,0,0,0,0,0,0,0,0,0,0,0,0,0.0693961891604503,0,0,0,0,0,0,0,0.00663601346011881,0.193021620527371,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283898730609932,0,-0.0112647198012733,0,1.00918410565548,0,0,0.00403244928347539,-0.0414281566916244,0,0,0,-0.0586815674020917,0,0.0451365154288009,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.414011538450316,0,0,0,0,0,0.0315156171524547,0,0,0,0,-0.112412899965397,0,0,0,0.289545518311683,0,0,0,0,0,0.129208595512902,0,0,0,0,0,0,0.0310046850748888,0,0,0,0,0,0,0,-0.082474385993892,0.17263264933374,0.229166976282848,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0824551574095676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498783970557304,0,0,0,0,0,0.106274383376663,0,0,0,0.185770474204997,0.256207777014789,0,-0.298681522254352,0,0.0174438679857901,0,0,0,0,-0.250063200687824,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.430135708308496,0,0,0,0.185700094683328,0.229137478996969,0,0,0,0,0,0,0.0747757872287512,-0.0501499238554244,0,0,0,0,0.259099461460288,0.0880075002648514,-0.121708887521155,0,-0.268235221088708,0,0,0,0,0.33419754742803,0,0,-0.246169649117134,0,0,0,0,0,-0.315641611088956,0,0,0.207482982760922,0,-0.113737383481777,0,0,0,0,-0.135090083550475
