,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.275123836707744,0,0.0839721083629695,0,0,0.412275265565639,0,0,0,0,0,0,0,0,0,0,-0.059070330021236,0,0,0,0,0.122512734460396,0,0.0956229497477706,1.38777878078145e-17,0,0.0493801762257526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120176240295563,0,0,0.00430999719743204,0,0.0498862065125675,0
X601318.CH.EQUITY,0,0,0.103058115086665,0,0,0,0,0,0.217229518005957,0,0,0,0.0523659236697681,0.157586736102338,0,0,0,0,0,0.060050374247768,0,0,0,0,0,0.179574541649802,0.192148702863081,0,0,0,0,0,0,0,0,-0.115913409341455,0,0,0,0.00893403088815701,0,0,0,0,0.0858870806144971,0,0,0.175114995395633,-0.0432832834316388,0.0179024305745139
X601939.CH.EQUITY,0.350858450976208,0,0,0,0,0,0,0.303100148915771,0.249457537673329,0,0,0,0,0,0,0,0.0665812119767888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137960266681263,0,0,0,0,0,0.0249008193791133,0.299244199936616,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.219891386421422,0,0,0,-0.185101844516801,0,-0.0679579418837167,0.0471303304196095,0,0,0,0,0.0609017132614747,0,0,0,0,0,0.121590094605659,0,0.117165393249666,0.0844356574151234,0,0,0,0,0.0873186327009391,0,0,0,0,0,0,0,0.362444530119116,0,0,0,0.132926237217527,0.0438107654114826,0,0,0,0.0159120576544263,0
X601288.CH.EQUITY,0,0,0.206723775486944,0,0,0,0.040436442368313,0.380363630613045,0,0,0,0.0627174125480559,-0.0348401059063449,0,0,0,0,0.0332947423553135,0,0,0.128012481631191,0,0,0.0575371571180904,0,0,0.101347425000082,0,0,0,0,0,0,0,0,0,0,0.0242634251867906,0,0,0,0,0,0,0,0,0.0459472688098246,0,-0.0235890662069979,0
X1299.HK.EQUITY,0,0,0,0.0984208474941048,0,0,0,0,0,0.22247897750988,-0.0633439165119757,-0.0923493386320162,-0.0323843881474406,0,0,0,0,0,0,0,0.262025000545113,0,0.031441117271334,0,0.0822110886578166,0,-0.291482798975822,0,1.38777878078145e-17,0,0,0.0624777506569818,0.119205318305881,0,0,0,0,0,0,0,0,0,0.285045894786376,0,0.0217442478183091,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0529041229335766,0,0,0,0,0,0.0428167957924428,0,0,0,0,0,0.170776299164876,0,0,0,0,0,-0.0891464990567636,0,0,0,0,0,0,0,0,-0.0710944507356956,0.487495119726757,0.0327752142101256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315572264122403,0,0,0.0225609058189767
X601988.CH.EQUITY,0.131654079529258,0,-3.46944695195361e-18,0,0.502261686019046,0,0,0,-0.0392013651641863,0,0,0,0,0,0,0,0.211980505306425,0.0463174322884562,0.11013656136552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124242635022432,0,0,0,0,0.0907526627490784,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.390489433381954,0.205922715334637,0,0,0,0,0,0,-0.114652157178187,0,0,0,0,0,0,0,0,0,0,0.348903344439926,0,0.194990428193528,0,0,0,0,0,0.058425010036892,0,0,-0.146500115791414,-0.00205947961516412,0,-0.0398522560541845,-0.00307671073640708,0,0,0,-0.158555973844439,0,0,0,-0.0216563989263856,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-6.93889390390723e-18,-0.0587778554680856,0,0,0,0,-0.111335991333195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466777710736971,0,-0.220313147133986,0,0,0,0.186090704684024,0,0,0,0,0.46502970587277,0,0,0,0.0613070892967709,0,0,0,-0.227438016567426,0,-0.0359701475976069,0,0.143019592373411,0
