,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600926.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.281702397486077,0.000610989573791755,0.102496658972906,0,-0.027185485478733,0.350099051398514,0,0,0,0,0,0,0,0,0,0,-0.0525671752197343,0,0,-0.00142058651985302,0.159293507845347,0,0,0,0.127307741316808,0,0.0472381972940541,0,0,0,0,0,0,0,0,0,0,0,-0.0320618226988422,0.0100826400169024,0,0,0,0,0,0,0.0427285886308722,0
X601318.CH.EQUITY,0,0,0.0635609576328399,0,0,0,0,0,0.249027403668027,0,0.0244838633838973,0,0.0398004094205825,0,0.162182704391152,0,0,0,0,0.0429216885912558,0,0,0,0,0,0.195869795935755,0.160763824929958,0,0,0,0,0,0,0,0,0,-0.0792584144751036,0,0,0,0,0,0,0,0.0948006644932153,0,0,0.182032699560651,0,0
X601939.CH.EQUITY,0.616936541153646,-4.33680868994202e-19,0,0,0,0,0,0,0.244994951445052,0,0.0119897933269908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236488466820139,0,0,0,0.0326108273623671,0,0,0,-0.0843820483742694,0,0,0,0,0,0.101461073437625,0,0,0,0,0,0.0486621387624478,0.0609835885798701,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.271416401993093,0,0,0,-0.171466757821374,0,-0.0424720574185019,0.126924085117031,0,0,0,0,0.142094612934472,0,0,0,0,0.0724919062665678,0,0,0.00700011990202188,0.0973784120803493,0,3.46944695195361e-18,0,0,0.0708661228988016,0,0,0,0.0135660679338771,0,0,0,0.331384318983692,0,0.13500215076059,0,0,0.0760717345037704,0,0,0,0.00536429418778381,0
X601288.CH.EQUITY,0,0,0.181028409747098,0,0,0,0,0.416434456905875,0,0,0,0.050236211474157,0,0.0406177996901251,0,0,0,0.0291066953105328,0,0,0,0.158727422687258,0.0301893703289857,0,0,0.112256474141253,0,0,0,0,0,0,0,0,0,0,0,0,0.00995799343549868,0,0,0,0,0,0,0.0444967231381686,0,0,-0.00715549900962995,0
X1299.HK.EQUITY,0,0,0,0.121541304813312,0,0,0,0,0,0.23457858344526,-0.108351908186773,-0.0158002808890988,-0.0411282105561429,0,0,0,0,0,0,0,0,0.286115639889269,0,0.0837358749350001,0.0141871302245559,-0.247007715302946,0,0,0,0,0,0.0900206140300185,0,0,0,0,0,0,0,0,0,-0.0737014942436364,0,0.365006819173696,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0703898213175475,0,0,0,0,0,0.110568836495844,0,0,0,0,0,0.193640477648816,0,0,0.0086619071419608,0,-0.0489966777569725,0,0,0,0,0,0,0,0,0,-0.0854070167709941,0.519350163098969,0,0.0439104852474508,0,0,0,0,0,0,0,0,0,0,0,0.0921837807984549,0,0,0,0.035398698052779
X601988.CH.EQUITY,0.0180242904556152,0,0,0,0.428572924454075,0,0,0,0,0,0,0,-0.107867041243394,-0.0373290659267233,0,0,0.24530038292203,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.226837983728283,0.0613288078833905,0,0,0,0,0,0.0712197140566663,0,0,0,0,0,0,0,0,3.46944695195361e-18
X5.HK.EQUITY,0,0.332147461138784,0.172000739651091,0,0,0,0,0,0,-0.0614023935649132,0,0,0,0,0,-0.0235921881218224,0,0,0,0,0,0.361013244708739,0,0,0.136265474135677,0,0,0,0,0,0,-0.160179833323997,0,0,0,0,0,0,0,-0.0553342791804323,0,0,-0.0784212757063177,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0197093346318747,0.0873036934585988,0,0,0,-0.127280658476538,0,0,0,0,0,-0.012060781350557,0,0,0,0,0,0,0,0,0,0,0,-0.0895709520235161,-0.223155750585264,0,0,0,0.215673281546319,0,0,0,0.435553503833397,0,0,0,0,0,0,0,0,-0.274753381643104,-0.00683945767447579,0,0,0.146755666100369,0
X601166.CH.EQUITY,0,0,0,0.0771372403680972,0,-0.0372899853670159,0,0,0,-0.176699406513848,0,0,0.519981453529488,0,0,0,0,0,0,0,0,-0.0376913679694631,0,0,0,0.20732167899853,0,0,0,0,0,0,0,0,0,0,0,0.0714635388241706,0.0508960360985557,0,0,0.0578930871778029,-0.028737320417372,0,0,0,0,0,0,0.0718616802717527
X601658.CH.Equity,0,0,0,0,0,-0.156554040361776,0,0.496153857723962,0,0,0,0,0,0.0237571238685865,0,0,0,0,0,0,-0.0259370118807848,0,0,0,0.15130147881318,0,-0.112050998216334,0,0,0,0,0,0,0.253518168609815,0,0,0.00124733274505834,0,0,0,0.134072087559283,0,-0.0360493701628142,-0.0614722535583186,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.113941342004104,0,0.0708151445256243,0,0.115578081765521,0.0679400982054261,0,0,0,0,0,0,0,0,0.139266550865269,0,0,0,0,0.232628806386645,0,0,0,0,0,0,0,-0.215571564800024,0.044309634509874,0,0,-0.122887273350161,0,0,0,0,0,0,-0.0518676520263345,0,0.409755044188494,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.447063556629525,0,0,0,0.0993066895856851,0,0,0,0.0626157080599879,0,0,0.235650424753808,0,0,0,0,0,0,0.0851421364982852,0,0.140920187839152,0,0,0,0,-0.0835081035244612,0,0,0,0,0.0605856405861291,-0.0417976134012109,0,0,0,0.174221700990448,0,0,0,0.0543459642453695,0,0,0,-0.0280525216610608,0,0,0,0,0
X600030.CH.EQUITY,0,0.0903601283897271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263358514229898,0,0,0,0,0,0,0,0,0,0,0.170214037077318,0.155449068483838,0.0107040563031559,0,0,0.136866947225697,0,0,0.0757877715800006,0,0,0,0,0.0169800119160348,0,0,0,0,0,0.037604633879861,0
X300059.CH.EQUITY,0,0,0,-0.138550237242763,0,0,0,0,-0.000451474277476049,0.0138114406303276,0,0,0.122966255658613,0,0.310129274699845,0,0,0,0.18560840530445,0,0,0,0,0,0,0,0.183009160406589,0,0,0,0.0267524970742604,-0.0208184419059352,0,0,0,0,0,0.218852189874921,0,0,0,0,0,0,0,0,0,0.153316288787005,0,0
X601328.CH.EQUITY,0,0,0.0856898894766643,0,0,0,0.0292553289877815,0.0549271208556138,0,0,0,0.223920887769149,0,0,0,0,0,0.352693627351409,0,0,0,0,0,0.105241378824243,0,0,0,0,0.0831614611259472,0,0.0981140601010542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489419311826234,0,0,0,0,0.0309447942457462
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.132461769757508,0,0,0,0,0,0,0,0,0.373024714231111,0,0,0,0,0.0330707577494592,0,0,0.0313185843549012,0,0,0,0,0,0,-0.0173140931235018,0.075158134464374,0,0,0,0,0,0,0.208616138990023,0.0353832817881229,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0.0238992183386919,0,0,0,0,0,0.060939222481247,0,0,0,0,0,0,0,0.376632111293289,0.0260598323700944,0,0,0,0,0,-0.0397364243249453,0.0242087953141111,0,-0.114729489336558,0,0,0.0656174418633998,-0.0917700850074818,0,0,0,0.145629444003873,0,0,0,0,0,0,0,0,0,0,0,0.0305543070192518,0,0,0.177134689883895,0.0829743520164058,0
X601319.CH.EQUITY,0,0,0.0767650758750697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202362175974316,0.195446452182735,0,0,0.0673702208668388,0,0,0,0,0.0953665328891002,0.0206657065949759,0,0.0151138332520258,0,0,0,0.139332417305105,0,0,0
X002142.CH.EQUITY,0,0,0,0.109267541991309,0,0,0,0,0,0,0.125033150167409,0,0.233575504569688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170127048643921,3.46944695195361e-18,0,0.0291394218648705,0,0,0.000303272142485095,0,0,0,0.0269101276147913,0,0,0,0,0,0.0676983267734144,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0979885749001705,0.0230891026994433,0,0.491558820209351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969700534495261,0,0,0,0.247068116238204,0,0,0,0,0,0.0441531142252233,0.00747213001064444,0,0,0,0,-0.182400687862815,-0.093409500955888,0,0,0,0,0,0,0,0
