,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.249518120221072,0,0.0651438034788674,-0.00272715156598872,0,0.437512132128128,0,0,0.0132616892981945,0.113268248652568,0,0,0,0,0,0,0,0,0,0,0,0.0997387861248393,0.0267452701318275,0,0,0,0,0,-0.0336580466802996,0.104684344783042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.235784456699848,0,0,0,0.163408053079865,0,0.0659720352243004,0,0,0,0,0,0.0480178337463907,0,0,0,0.112403977012605,0,0,0,0,0,0,0,0,0,0,0,0,0.0844366031998426,0,0,0,0,0,0,0,0,0,0,0,0.011451793207563,0,0.235935802116723,0,0,0,0
X601939.CH.EQUITY,0.438777691555219,0.370284596648148,0,0,0,0.00894926475906572,0,0.248044667027667,0,0,0,0.0637837567768533,0,0,0,0,0,0.0580706005398084,0,-0.220709514373498,0,0,0,0,0,0.0495803711898195,0,0,0,0,0,0,0,-0.287250224783856,0,0,0,0,0,0.0754604932935284,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0303076116656749,0,0,0.0555005966489973,0,0.40694830060497,0,0,-0.0826650569957991,0.085711196428146,0,0,0,0,0,0,0.107066271951815,0,0,0,0,1.73472347597681e-18,0,0.122987951571991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729756865619117,0,0,0,0.0488175717779546,0,0.0569781404105192,0,0
X600036.CH.EQUITY,0.0891549911653932,0,0,0,0,0.134395310840232,0.296994030509969,0,0,0,0,0,0.22593245910611,0,0,0,0,0,0,0,0.0110779173494554,0.00245645064745349,0,0.155614012893599,0.266810507164868,0,0,0,0,0,0,0.0545952533267124,0,0,0,0,0,-0.0893121878699997,0,0,0,0,0.0761941263135385,0,0.116004694812168,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209088778295011,0,0,0.0805277376756512,0,-0.137852964721128,0,0,0.0875034351857177,0.604242578552673,-0.110492858879233,0,0,0,0.048139212348686,0,0,0,0,0,0,0,0,0,0,0.016515685769665,0,0,0,-0.0124123734185981,0
X1299.HK.EQUITY,0,0,0,0,0.0756302593309151,0,0,-0.027608190903298,0,-0.0489816606278029,0.0370350004525476,-0.208261649124097,0,0,0,0,0,0,0,0,0.159759329244994,0.0698242466682003,0,0,0,0,0,0,0,0,0,0.257839827189327,0,0.117652585264119,0,0,0,0,0,0,0,0,0,0,-0.131857364986048,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0191600123124677,0.5424161496946,0.242645979743259,0,0,0,0,-0.0261362770034616,0,0,0.171791205840378,0,0,0.117270220691338,0,0,0,0,0.0363657009170502,0,1.73472347597681e-18,0,0,0,0,0,-0.0323632928197437,0,0.0162210777778417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.256914055594906,0.0449970646060665,0,0,0,0,0,0,0,0.203626287356937,0.0143512661327036,0,0,0,0,0,0,0.104130282061631,0,0.251721036295816,0.305254596497412,0,0,0,0,0,0,0,0,-0.0586870145973992,0,-0.141280805805687,0.213283516789599,0,0,0,0,0,0,-0.0259414602969189,1.73472347597681e-18,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0266286653727085,0,0.084442333326205,0,0,0,0,0,0,0.0149463825526178,0,0,0,0,0,0,0,0,0,0,0,0,0.160102805990085,0.369886971317521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727417190535858,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.208838693412536,0,-0.138715384793406,0,0.164561242011713,0,0,0,0,0,0.027337509680593,0,0,0,0,0,0,0.350558277474294,0,0,0,0,0,0,0,0,0,0,0,-0.0557567388033913,0,0.115747241047067,0,0,0.147560940093374,0,0,0,0,0,0,0,0,0,0,0,0.299508280800631,0
X601658.CH.Equity,0,0,0,0.268293727784629,0,0,0,0.0635364879206029,-0.120825452617095,0.225161936981959,0,0,0.111756641902035,0,0,0.343843003689813,0,0,0,0.277787338114618,0,0,0,0,0,0,-0.446499974428405,0,-0.0194408416088992,0,0,0,0,0,0,0,0,0,0,0,0.0378228173182207,-0.0609052726255485,0,0,0.144121113085389,0,0,0,0,0
X000001.CH.EQUITY,-0.0137328750122459,0.0420421485051188,0,0,0.105272393561548,0,0,0,0,0.442971505866835,0.0542057064883413,0,0,0,0,0,0,0,0,0,0.100033789231172,0,0,0,0.256330815995582,0,0,0,0,0,0,-0.163734617831654,0,0,0,0,0,0,0,0,0,0,0,-0.0850932267483975,0.340007836020729,0,0,0,0.0861708260105218,0
X600030.CH.EQUITY,0,0,0,0,0,0.0747369197859533,0,0,0,0,0.00427662062588164,0,0,0,0,0,0,0.260063451702598,0,0,0,0,0,0,0,0,0,0.0482331812724291,0,0.272175241877577,0.0835590015537177,0,0,0,0,0,0,0,0,0,0,0.168268105278575,0,0,0,0,0.00909149421873701,0,0,0.103847058027381
X601601.CH.EQUITY,0,0.300404275368952,0,0,0,0,0,0,0.0641964776939305,0.0577374362139488,-0.0987229514929141,0,0,0,0,0,0.0131371246636609,0,0.408575897097301,0,0,0.0525771426489437,0,0,0,0,0,0,0.0365311970831538,0,0,0.0732200729024006,0,0,0,0,0,0,0,0,0,0,0,0,0.0385058788932564,0,0,0,-0.117754279480002,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0926310911557204,0,0,0.0856580248656253,0,0.404342938995634,0,0,0,0,0,0.216401171511439,0,0,0,0,0,0,0,0.0275373084413227,0.017498058319078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0697152287502349,0,0,0.108234087526079,0,0,0,0,0.0135822342804724,0,0.00345451893510557,0,0,0,0.516165610394327,0,0,0,0,0,0.0214253205029099,0,0,0,0,0,0,0,0,0,0,0.0721767311263212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111697130913192,0,0
X601066.CH.EQUITY,0,0,0.0493510391970699,0,0,0,-0.0739801999381777,0,0,0,0,0,-0.0880297800612616,0.454008709930373,0,0,0,0,0,0,-0.164736045941199,-0.021662901285907,0,0.176578216040667,0,0,0,0,0,0,0,-0.0766026028166666,0,-0.00128434529158851,0,0,0,0,0,0,0,0.0666219594054142,0,0,0,0,0.172601793580869,0,0,0
X601319.CH.EQUITY,0,0.022930239593565,0.14167618428699,0,0,0,0,0,0,0,0,0,0.161282505407534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245544170819134,0,0,0,0,-0.0181705768140838,0.0429236122926322,0.231833230603661,0,0,0,0,0,0,0,0,0,0.158541403812998,0.0743456021044983,0,0,0
X300059.CH.EQUITY,0,0.123313465326506,0,0,-0.0218232617490194,3.46944695195361e-18,0,0,0,0,0.022822738898998,0.0197741707912763,0.016208261897388,-3.46944695195361e-18,0,0,0,0,0,0,-0.136180420719788,0,0,0,0,0,0,0,0,0.0226084018732141,0,0,0,0,0.173382727452591,-0.017971794432037,0.342622019382539,0.227393867861477,0,0,0,0,-0.0221187250772562,-3.46944695195361e-18,0,0,0,0,0,0.138827571458434
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0199390003055616,0.665507508004294,0,0,0,0.0627153269209241,0,0,0,0,0,0,0,0,0.271861788883996,0,0,-0.0734408785014582,0,-0.0592990370935326,0,0,0,0,0.101263504275457,0,-0.109733579130556,0,0,0,0,0,0,-0.0831144488200831,0,0.23828417189715,-0.0850582817661255,0,0,0,0.107283600755163,0.0850704643547727,0
X2388.HK.EQUITY,0,-0.172643241300873,0,0,0,0,0,-0.0163255274920709,0.326076636769563,0,0,0.229623617337119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653252491896283,0,0,0.364931507784598,0,0.176623213012392,0,0,0,-0.0372003046064363,0,0,0,-0.225025081005059,-0.035818481961842,0,0.0317472324524553,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0982010259773483,0,0,0.0311126549283951,0.0511498823870352,0,0,0,0.128798150756722,0,0.417609989101924,0.0260843277053268,0,6.93889390390723e-18,0,0,0,0,0.181907800510038,0,0.117632600904792,0,0.368688298631482,0,0,0,0,0,0.0782297855530898,0,0,0,0,0,0,0,-0.330912165740381,-0.333399024355351,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.109026584348852,0.0490675001975623,0,0.202053778910274,0.373739021020767,0,-0.248982166642739,0,0,0,0,0,0,0,0.0835221165705803,0,0,0,0,0,0,0,0.542972257225305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219485019476738,0
X002142.CH.EQUITY,0,0,0,0,0.179255179941767,0,0,0,0,0.0595273532267621,-0.036898706875309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144121847855737,0,0.236448172510276,0,0,-0.0589180615313861,0,0,0,0,0,0,0,0,0,0,0,-0.0274625182920688,0.128000587729664,0,0,0,0,0.0245801236804582
