,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X2801.TT.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.529545097618923,0,0.0506269802747733,0.0203236524732227,0,0.0832594915563187,0,0,0,0,0,0,0,-0.000696685182152972,0,0,0,0,0.247626333526635,0.0842101116300971,0,0,0.0248862762365937,0,0,0.0224299267087607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.299077980860783,0,0.116132600831035,0,0,0,0.116904015333312,0,0,0,0.36032312999867,0,0,0,-0.0124453336019687,0,0,0,0,0,0.0601705233414608,0,0.0712192832327403,0,0,0,0,0,0,0.0749776533630448,0,0,0,0,0,0,0,0,0.00395118559204835,-0.12636161514095,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.203393386970976,0.178764732467318,0,0.146846362473045,0,0.197962082745437,0,0.0121671406036519,0,0,0,0,0,-0.0411162878330656,0,0,0,0,0.239634564783613,0,-0.0262566389081919,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.134101225593673,0,0,-0.0761084164143238,0.253171146236955,0,0,0,0,0,-0.0447936721839731,0,0
X601988.CH.EQUITY,0.314555475682656,0,0.458500434433039,0,0,0,0,0,0,0,0,0.0598692402046706,0,0,0,0,0,0,0,0.130437160091282,-0.0849953775067673,0,0,-0.315321013893687,0,0,0,-0.176237987110948,0.0962580678551279,0,0,0,0,0.13061076197354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026680887066185,0
X601658.CH.Equity,0.0637679616467016,0,0,0.0288579299361424,0,0,0,0,0,0,0.0728212324260834,0,0,0.0874090383617959,0,0,0,0,0,0.188547593304416,0,0,0,0,0,0,0.172199556909484,0.0515063215056507,0,0.0568607679525882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406682259509958,0.126557280202045,0,0.0606391535497654,0,0,-0.269330906420613
X601328.CH.EQUITY,0,0,0.0285707056094987,0.178703274244259,0,0,0,0,0,0.0807097759217,0,0,0,0,0,0,0.307056368867989,0.0214217843495114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285521555550482,0,0,0.0411539234926395,0,0,0,0,0
X601318.CH.EQUITY,0,0.0369721506284486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170240510502045,0,0.0367275347321339,0.0311434993703018,0,0,0.0435512170611601,0,0,0,0,0.261164339934427,0,0,0,0,0,0,0,0,0.18735521656846,0,0,0.0803232173678605,0,0,0.125106784310267,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.209426434134818,0.142105387430423,3.46944695195361e-18,0,0,0.229948719808733,0,0,0,0.0156624319741364,0,0,0.0785344356196581,0,0,0.0396763572578521,3.46944695195361e-18,0,0.00140156030897507,0,0,0.0341598605817968,0,0,0,0,0,0,0,0,0,0,0,0.0337024093991419,0,0.252171326598834,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-0.0745477556897673,0,0.243400000860306,0,0,0.270327447321068,0,0,0,0,0,0,0.305444777655793,0,0,-0.105296912289395,-0.0311647921486302,-0.0230346646993236,0,0.122158727097419,0,0,0,0,0,0.195332790569538,0,0,0,0,0,0,0.0443931892038893,0,0,0,0.15086300838028,0,0,0,-0.0506497547125094,0,0,0,0.0409119368962053,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0284418932867338,0.250870478242304,0.202887628345944,0,0,0,0,0,0,0.194655748111935,0.049456959215204,0.0766659949995921,0,0.039369584184278,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0458014278805689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791015398075316,0
X601998.CH.EQUITY,0,0,0,0.192132098909574,0,0,0,0,0,0,0,0,0,0.0910543912068015,0,0.14264608558494,0.335593144175888,0,0.108966184901841,0,0,0,0,0,0.0502190814611071,0,0,0,0.0957635788107066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
