,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381977949783984,0,0.045207802920486,0.0564070384798671,0,0,0,0,0,0,0.113873250843007,0,0,0.18416756716676,0,0,0,0,0,0.0410729338122187,0,0,0,0,0.0010620736975722,0,0,0,0,0,0,0.388598026782169,0,0.0481911663479219,0,0,0
X601998.CH.EQUITY,0.0365326005935058,0,0.3259745567134,0,0,0,0,0,0,0,0,0,0,0,0,0.0187801337154062,0,0,0,0,0,0,0,0,0.350434648712379,0,0,0,0,0.0521653468163425,-0.16167906954767,0,0,0,0,0,0,0,0,0,-0.0537866799997427,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.177827855386656,0,0,0.0468600569352834,0,0,0.0901263097893696,0,0.00318543770385427,0.281767622448964,0.0772508705360235,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.362095840445879,0,0,0,0,0,0,0,0,0,0.00764752937553017,0,0,0.0404950518078214,0,0,0,0,0.141596795655561,0,0,0,0,0,0,0,0,0.0769976867284267,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.0881650223700379,0,0.0670966313236019,0,0,0,0,0,0,0,0.0659526555186714,0,0,0,0,0,0.303378911153111,0,0.281173534608367,0,0,0,0,0,0,0,0,0,0.16282370445014,0,0.133942670840752,0,0,0,0.156694243948676,0,0.0044208784474877,-3.46944695195361e-18,0,0,0,0
X601818.CH.EQUITY,0,0.21488197527018,0,0,0.0607577238423636,0,0,0,0,0.194882178892069,0,0.349976444860739,0.139110364405426,0,0,0,0,0.270745460414079,0,0.0446401257559452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.364283900695408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16353934435553,-0.172254721400271,0,0,0,0,0,0.216093797686543,0,0,0,0,0,0,0,0.366695408280526,0,0,0,0,0.163637168417767,0,0,0,0,0.0549026277430268,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.127992436258153,0,0.0460590516667672,0,0.331174404332529,0.018706116932776,0,0,0,0,0,0,0.0369742146157507,0.122290357891259,0,0,0,0,0,0,0,0.0819612289691524,0,0,0,0,0.00734126692977488,0.0206883483851669,0,0,0.00089559138678983,0,0,0,0,0,0,0,0,0,0.0691686627108409,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0701520398438655,0,0,0,0.0514418800418239,0,0,0,0,0.0229288007784191,0.0544509846403072,0.411780203849838,0.0845383610537231,0,0,0,0,0,0,0,0,0.0154074685921686,0,0.196485459916051,0.135473037507485,0,0,0,-0.0572336406160145,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.084509797695277,0,0.152221847283961,0.0653310803222407,0,0,0.0288824169592961,0,0,0,0.209712565502477,0,0,0,0,0.100996023443091,0,0.00497804417760384,0,0,0,0,0.0358017918692417,0,0,0,0,0,0,0,0,0,0,0,0,0.0323713938469627,0,0.0255647947910403,0
X2388.HK.EQUITY,0.00243148859666134,0.104669807438465,0,0,0,0,0,0,0,0,0,0,0,0.325863152691329,0.413680287640151,0,-0.886125400002932,0.261118040150462,-0.171404526362524,0,0,0,0.0223766734014144,0,0.125529453876546,0,0,0,0.121232369437024,0,0,0,0,0,0,0,0,0.0979170757297338,0,-0.0323872599306535,0,0,0.147121667680968,0,0,0,0.0839268079652182,0,0,0
X600919.CH.EQUITY,0,0,-8.67361737988404e-19,0.155079584795235,0,0,0,0,0,0,0,0.0113217716121214,0,0,0,-0.13539435002014,-0.126257269736491,0,0,0,0,-0.0968434772866428,0.0763056859794871,0,0.129742374721328,0,0,1.73472347597681e-18,0,0,0,0.420520395431536,0,0,0,0,0,0,0.0443991710278976,0.304288316422315,0,0,0,0,0,0,0.254085191264933,0,0,0
X601229.CH.EQUITY,0,0.0947567496261981,0.126873845152918,0,0,0,0,0.212534029997804,0.0473054549286642,0,0,0,0.0742755160676428,0,0,0,0,0.251194414860333,0.0568441066238212,0,0,0,0,0,0,0,0,-0.0876805959464562,0,0,0,0,0,0.0426836634469687,0.136475995416031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,-0.293420950135135,-0.0324790518018126,0,0,0,0,0,0.225525562425261,0,0,0,0,0,0,0,0,0,0.143409690709252,0,0,0,0,0,0,0,0,0,0,0,0.00617984564980755,0,0.150500005689274,0,0.135558932029209,0.120314761687338,0,0,0,-0.0790585236000173,0,0,0,0,0,0,0,0.25231150446216,0,0,0
X002142.CH.EQUITY,0.0529926977160747,0,0,0,0,0,0,0,-0.00164287965259714,0.213353609278437,0.397781013263116,0,0,0,0,0,0,0.023969223479381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279552432682639,-0.0280309930291338,0,0.253707885064793,0,0,0,0,0.12230546514772,0,0,0,0,0,-0.168266246638981,0,0,0,0
X601916.CH.Equity,0,0,0,0,0.121239818788673,0,-0.14119519580675,0,0,0,0,0.306240502347739,0,0.374943490317164,0,0,0,0,0,0.0514757532563952,0.00443536776576027,0,0.107339686438612,0,0,0,0.00277218906915089,0,0,0.038232240175649,0,0,0,-0.0457110847644789,0,0,0.163577428650724,0,0,0,0,0,-0.0147699384977654,0,0,0.162095492085191,0,0,0,0
X2882.TT.EQUITY,0.061525790749131,0,0,0,0,0,0,0.346265443902404,0,0,0,0,0,0,-0.250490270882989,0,0,0,0,0.122099603998099,0,0,0,0,0,0,0,0,0,0,0.456073413173306,0.0409254523186449,-0.0923000337313015,0,0,0,0,-0.00784912366689834,0,-0.122067951606021,0,0,0,0,0.659107438998671,-0.0726596921679596,0,-0.0921610694875002,0,0
X601601.CH.EQUITY,0,-0.108088571294056,0,0,0,0,0,0.0549150946699391,0,0,0,0,0,0.164668420708935,0,0.333903613158416,0,0,0.069416011033606,0,0,0,0.0727184604844165,0.0645778602524235,0,-0.0723605997104071,0,0,0,0,-0.0434618733743312,0,0.0169430149739427,0,0.140425797051937,0,0,0,0,0,0,0,0,0,0,0.0631629179257596,0,0,0,0
X601009.CH.EQUITY,0,0.063912909223407,0,0,0,0,0,0,0,0,0,0,0,-0.305563777406413,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.258762205620672,0,0,0,0,0,0.143243028490666,0.103824814962989,0.321097700502031,0,0,0.311075644696193,0,0,0,0,0.0582951624818777,0.166646043953304,0,0,0,0.113106337203985,0,0,0.126731434537892
X2891.TT.EQUITY,0,0,0,0,0.00911425351608405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196709405587653,0.207345793237326,0,0,0.055687318850122,0,0,0,0.0717377283772979,0,0,0.0414231898897891,0.115734096535715,0,0,0,0,0,0,0.0192421374155328,0,0,0.129339559662074,0,0,0.0530154734038777,0,0,0,0.0909426401728785,0,0
X11.HK.EQUITY,0.23521869791195,0,0,0,0.144855152143121,0,-0.201485125294594,0,0.0856269817257762,0,0,0.059684245850505,0,0,0,0,0,0,0,0.617854542050616,0,0,0.0835173568739094,0,-0.062488569304795,0,0,-0.0383789783983694,0,0,0,0,0.0559610754705663,0,0,0,0,0,0,0.013720564071903,0.111529869250708,0,0,0,-0.14518098091575,0,0,0,0.0847635327177946,0
X2881.TT.EQUITY,0,0,0,0,0.158006264890158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819120321038999,0.0464503722664811,-0.0551325373848987,0.0530415477352813,0.0138831830188531,-0.141591388804334,0.290802387967867,0,-0.0185254795288572,0.217008718453618,0,0,0,0,0,0,0,0,0.0620222782220117,0,0,0,0,-0.13458844985372,0,0.115893805278847,0,0,0.276610181502082,0,0
X600926.CH.EQUITY,0.0361440927771941,0,0,0.0276711381475797,0,0,0.11301011727915,0,-0.0304226552095864,0,0,0,0,0,0,0,0,0,0,0,0.467265343870731,0,0,0.255804407580819,0,-0.0299964011575631,0,0,0,0,0,0,0,-0.00447470367536148,0,0,0,0,0,0.0510926730458147,0,0,0,0,-0.0766818503807163,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0852826085096708,0,0,0,0,0.0412065375782744,0,0,0.058120867757853,0,0,0.016585071274121,0.144556354801305,0,0,-0.205658088262512,0,0.156374631861427,0,0.142262156105857,0,0,0,0.221444818456796,0,0,0,0,0,0,0,0,0.335192349275446,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0.0601365108202392,0,0.034002998583153,0,0,0,0,0,0,0,0,0,0.0703045392312084,-0.0699098947932512,0,0.148039597782435,0,0,0,0,0,0.0520506611130127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193056655555322,8.67361737988404e-19,0.00696346881088804,0,0,-0.0196714307696892,0.342676074342858,0.0601032549920393
X601336.CH.EQUITY,0,0,0,0.0218680682613943,0.00951918162002665,0,0,0,-0.0813525926922321,0,0,0,0,0,0.0028138797729107,0,0,0.505477333143181,0,0,0,0,0,0.0930951055471547,0.044452035093051,0,0,0,0,0.215042961837991,0,0,0,0,0,0.0941067984083194,0,-0.0486687983448424,0,0.110551508370882,0,0,0,0,0,0,0,0,0.110078706366896,0
X600030.CH.EQUITY,0,0,0,0,0,0.0839399002576454,0.157454767524629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267886941120239,0,0,0.325146044803188,0,0,0,0,-0.0128933175310974,0,0,0.0444456202672089,0,0,0.131146760625904,0.352476726720383,0,0.0709804260878661,0
X5880.TT.EQUITY,0,0,0,0,0,0,0.0464643900313292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234952362098337,0,0,0,0,0,0,0,0,0,0,0.149600183147729,0.00841529213491044,0,0.621260986161825,0.044541849113331,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,-0.0994337528479424,0,0,0,0,0,0,0,0,0,0.277383877877709,0.225492605456426,0,0,0,0,0,-0.105658651911324,-0.143032825999538,0,0.0328824992774436,0,0.232483749031039,0,0,-0.186569073055958,0,0,0.368593761114388,0,0,0,0,0,0,0.26255714666552,0,-0.0849752173706827,-0.0381701068080896,0.14680655968885,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254325774221807,0,0,0,0.148177365138995,0.058518080655186,0,0,0.112104985555257,0.510926592085886,0,0.110509695562573,0,0,0,0,0,0.0661882268666721
X601838.CH.EQUITY,0.241078717669799,0,0,0.0239910449741597,0,0,0.00710449600545842,0,0,0,0,0,0,0,0,0.179208010095168,0,0,0,-0.0668987490539221,0.0696799992894259,0,0,0.23655612208752,0,0,0,0,0,0,0,0.0672680961305017,-0.032244331625949,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X2888.TT.EQUITY,0,0,0,0,0.106525496883256,0,0,0,0.180595450680056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226800459544108,0,0,0,0,0,0,0.176576588124662,0,0,0,0,0.0660738505844169,0.149298821049243,0,0.366471430911743,0,0,0.064713414408362,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711019507849763,0,0,0,0,0.0451551723703501,0,0.00849765141135622,0,0,0,0,0,0,0,0,0.372766713229259,0,0,0,0.0461352341869852,0,0,0.224418759858253,0.145801865858006,0,0,0,0,0.238996571934173
X601577.CH.EQUITY,0,0,0,0,0.0599187036836474,0,0,0,0,0,0.149840150329593,0,0,0,0,0,0,0,0,0,0,0,0.0505070819967107,0,0.106130550539644,0,0,0.00841415160746475,0,0,0,0,0,0,0,0.234087979686057,0,0,0,0,0.108928010324605,0,0,0,0,0,0.117741803138681,0,0,0.02250998364713
X2884.TT.EQUITY,0,0,0,0,-0.0890274832689988,0,-0.0649906940567337,0,-0.110845255714922,0,0,0,0,0,0,0,0,0,0,-0.0531625827844538,0,0,0,0.161284412327754,0,0,0,0,0.104298483340177,0,0,0,0,0.047801029337088,0,0,0,0,0.120074801501127,0.0280955223788729,0.132644527045993,0.191808953302305,0,0,0.0408555271107711,0,0,0.253021233247879,0,0.114426375764144
X2883.TT.EQUITY,0,0,-0.0267532012822527,0,-0.0784462282131939,0,0,0,0,0,0,0,0,0.0748272849519624,0,0,0,0,0,0,0,0,0,0,0,0.333655527054934,0,0,-0.0752598699684925,0,0,0,-0.0737704516267994,0.124470651577999,0.0558668073447334,0,0,0,0.22893941080847,0,0.548433038210212,0,0,0.0774296020633641,0,0,0,0,0,0
X601688.CH.EQUITY,0,-0.112176102695632,0,0,0,0,0,0,-0.0243106779108579,0,0.0701358206612719,0,0,0,0,0,0,0,0,0,0,0.14766492376834,-0.016264734515268,-0.033233386200577,0.0382374452169861,0,0,0,0,0,0,0,0,0,0,0.356549960439763,0,0,0,0,0,0,0.181249607575665,0,0,0,0.077506972235888,0,0.334393879965081,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.0729186179344578,0,0,0,0,0,0.129851882092292,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.040591410751249,0.0327704587602922,0.0145781468028195,0,0,0,0,0,0,0,0.0287366266996666,0,0,0,0,0,0,0,0,0,0.842976764954256,0
X2885.TT.EQUITY,0,0,-0.0922432388998601,0,0,0,0,0,0,0,0,0,0,0,0.0248457703748647,-0.0240841107231613,0,0,0,-0.0558853725888559,0,0,0,0,0,0.0848281372065948,0,0,0.417572578639067,0,0.110780280546595,0,0,-0.0408765433762379,0,0,0.113247712029188,0,0.0456716139242688,0,8.67361737988404e-19,0,0,0.165818241521996,0,0,0,0,0,0
X601211.CH.EQUITY,0.0232432379444322,0,0,0.199028751800531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00646466034160775,0,0,-0.0191838190081172,0,0,0,0.0378619022886248,0.102626538333017,0.146952162259985,0,0,-0.159578590724335,0,0,0,-0.017558727722704,0,0,0.339483644467743,0.252201015960691,0,0,0
X2801.TT.EQUITY,0,0,0,-0.122685696171039,0.143582679936457,0,0,0,0,0,0.0066887136146659,0,0,0,0,0,0,0,0,0,0,0,0,0.101562126674987,0,0,0,0.0785127844326796,0.113505301001338,0,0,0,0.0507639628317382,0,0,0,0,0.0748569061711683,0.345382176476967,0,0.0328223429174519,0.119838799175048,0,0.124691771372715,0,0,0.0274828090126823,0,0,0
