,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.623827544175011,4.33680868994202e-19,0.00998590331020718,0,0,0,0,0,0,0.0752830047279464,0,0,0,0,0.130452512425452,0,0,0,0,0,0,0,0,0,0,0,0.0838013979983888,0,0,0.0243668527566329,0,0,0,0,0.036687085632628,0,0,0,0,0,0,0,-0.0396680868220036,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143935048391552,0,0.0555974253384395,0.000857232569634323,0,0,0,0,0.0685100327436257,0,0.246988955241709,0,0,0,0,0,0.0631938334021139,0,0,0,0,0,0.143882303581947,0,0.0539634347275711,0,0,0,0,0,0,0.175736804738094,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.147270898693194,0,0,0.484020497178722,0,0.0997726322961279,0,0,0,0,0.0889398892162638,0,0,0,0,0,0,0,0,0,0,0.0628591326956689,0.00956835808706062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693543620469305,0,0,0,0
X601288.CH.EQUITY,0,0,0.373968720831667,0,-0.0137517773732476,0.13931091507077,0,0,0,0.193768100025104,0,0,0,0,0,0,0.07208241799184,0,0,0,0,0.171210638262406,0.0121627180097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501585519675689,0,0,0,0.0255939759064936,0
X5.HK.EQUITY,0,0,0,0,0,0.196320836058576,0,0,0,0,0.192502980670015,-0.0179964047679467,0.152276245549559,0,0.151102057694115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139354542839668,0,0,0.324329653065234,0.0483609335320585,-0.827343926048724,0.241808548643062,0,0
X601988.CH.EQUITY,0.206888549512153,0,0.103163158690439,0,0.0249182149156974,0,0,0,0.062491119739742,0,0,0,0.120058562633602,0,0,0,0.0881396030780862,0,0,0.349751167979793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557297941166318,0,0,0,0.000208584892921933,0,0,0.0196439800173756,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0347875995547369,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0356909922289608,0,0.00431021615296636,0,0,0,0,0.72358569768195,0.118269634642966,0,0,0,0,0,0,0,0,0.135726420912257,0,0.0293508162655019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111806962174789
X1299.HK.EQUITY,0,0.344793367492674,0,0,0,0,0,0,0,0,0,0.0250914566726537,0,0,0.341513093059288,0.217508831374626,0,0,0,0,0,0,0,0.121733850367694,0,0,-0.132427650061177,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0642343926385916,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.215155143557594,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263589,0,0,0,0,0.403582981757256,0.232087696738982,0,0,0,0.0294979772999488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.166733264521061,0,0,0,0.117338050143348,0.000642897080178854,0,0,0,0,0.253620685707601,0,0,0,0,0,0.237273427782119,0,0,0,0.05634646788515,0,0,0,-1.73472347597681e-18,0,0.190507763687035,0,0,0,0,0,0,0,0.0173286598518882,0,0,0.00589154373062514,0,0,0,0,0,0,0,0
