,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.212129743376315,0.0305583297045105,0,0,0,0,0,0,0,-0.104107952512176,0,0.075389865101196,0.106492702420462,0,0,0,0,0,0,0,0.376031873698685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274295134601581,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.0888602255239881,0,0,0,0,0,0,0,0,0,0.384860551297852,0.0678810683774198,0.249908829230372,0,0,0,0,0,0,0,0,0,0,-0.345887161408834,0,0,0,0,0,0,0,0.0430083231843923,0,0,0.0178757344755552,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0390064237463058,0,0
X601288.CH.EQUITY,0.367317624614689,0,0,0.127848538034882,0,0.0366431486012676,0.063882761535544,0,0,0,0.0669265038519944,0,0,0,0,0,-0.0881456187107763,0,0,0.00157206080888284,0,0,0,0,-0.0711948616480454,0,0,0.196114066327247,0,0.110782197930509,0,0,0,0.133767096199137,0,0,-0.0688294957046615,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.203154846338449,0,0,4.33680868994202e-19,0.0754274285462812,0,0.112871635834891,0,0,0,0,0.180491436785652,0,0,0,0.0861070959903293,0,0,0,0,0,0,0.0611653275662079,0,0,0,0,0,0,0,0,0,0.127267829156972,0,0,0.0280617906187108,0,0,0,0,0,0,0,0,0,0,0,0.029561869255966
X5.HK.EQUITY,0,2.16840434497101e-19,-0.0710553821322046,0.0216843286065635,0,0,0,0,0,0,0.0308307896007548,0,0,0,0,0,0,0,0.0535176226833965,0,0.0487693543812068,0.0891024063581353,-0.0890195067189996,0,0,0,0,0,0,0.2212410841742,0,0,0,0,0,0,-0.0911917811943249,0,0,0,0,0,0.204298381543156,0.215110059374437,-0.0393265748485536,0,0,0,-0.039693239969019,0
X601658.CH.Equity,0,0,0,0,0,0,0.440606868551327,0,0,0,0,0,0.0140518158238411,0,0,0,0,0,0,0,-0.0702496946357457,0,0,0.0297874701398664,0.0238473328389985,0,0,0.146978339197014,0,-0.0937285936111762,0,0,0,0,0,0,0,0,0,0,-0.380643512712319,-0.0728444515539955,0,0.31042434374677,0,0,0,0,0,0.162675969459821
X601328.CH.EQUITY,0.209387328643537,0,0,0,0,0,0,0,0,0,0.0984308468974493,0,0,0.190878697403586,0,0.0917595567367352,0,0,0,0,-0.0548663729221631,0,0,0,0,0,0,0,-0.00928779098246182,0,0,0.104493163033134,-3.46944695195361e-18,0,0.092311441179657,0,0,0,0,-0.0372631360092029,0,0.251715913132137,0.0565772206199457,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.178382165818155,0,0,0,0.03129296709407,0,-0.0884472715543117,0,0,0,0,0.196493287179225,0.0901708689026751,0,0,0,0,0,0,0,0,0,0.334523061022266,0.038598194715611,0,0,0,0,-3.46944695195361e-18,0,0.103743053488536,0,0,0,0,0,0,0,0,0.0562829827855334,-0.0625935253576073,0,-0.0874309393887216,0,0,0
X600036.CH.EQUITY,0,0,0,0.0058487527416967,0,0,0.0171879873787782,0,0,0,0,0,0,0,0,0.188893290496167,0.239282239268925,0,0,0,0,0,0,0,0.0360842052402272,0,0,0.449823365210361,0,-0.0392065513348265,0.00493865403349161,0,0,0,0,0,0,-0.0999915650738646,0,-0.0259277240563346,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0340326808261366,0,0,0,0.204155177177865,0,0,0.0628095108972584,0,0,0,0,0,0,0.0404935374925693,0.0458411752187867,0,0,0,0,0,0,0,0,0,0,0,0,0.0786221416355203,0.171245935747568,0,0,0,0,0,0,0,0.0895689849854597,0,0,0,0.289913305059246,0,0,0,0
