,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600926.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0.318624959443762,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0549014256952044,0.0431140950959694,0,0,0,0,0,0,-0.0237208535180511,0,0,0,0,0,0,0.0737670880788124,0,0.0395284833941623,0,0,0,0.0362571261643474,0,0,0,0,0.249618087769219,0,0,0,0.135913804616984,0,0.0728364562870858,0,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0261827044100649,0,0,0,0.0492294812560498,0.0285110217191503,0,0,0,0.357962431515811,0,0,0,0,0,0,0,0,0,0,0,0,0.0929688659724595,0,0,0,0,0,0,0,0.021713358506659,0,0,0,0,0,0.021361360770777,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.719086847824903,0,0,0,-0.00300103084684281,0,0.202298882532545,0,0,-0.0594062534334442,0,0,0,0,0,0,0.0466426626010237,0,0,0.00152813614371685,0,0,0,0,0,0.0898822107790007,0,0,0,0,0,0,0,0,0,0,0,0,0.0595551919374696,0,0,0.00898406231219937,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.120468402051451,0,0,0,0.0396548508170852,0,0,0,0.149458730972288,0,0.04433840718547,0.103130133905139,0,0,-0.0712201756306305,0,0,0.383749165804942,0.0812500959582664,0.113039151066214,0,0,0,0,0,0,0.15032881729923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.976584214738008,0,0,0,0,-0.0511114725834763,0,0.0310993759418939,0.109956351499253,0,-0.0653841505234478,0,0,0,0,0,0,0.00389777079024709,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479645327909214,0,0,0,0,0,0,0,0,0,0.0281350128008746,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.120106991455341,0.0616235227972935,0,0.251792484936372,0,0,0,0,0,0,0,0,0,0.155582175870607,0,0.0795994236480223,0,0,0,0,0,0.135761955101051,0,0.023919886174433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576903204022905,0.0875342465093115,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0153892281182198,0.121301481602912,0,0.0178231827610196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124767973929605,-0.0450041650018953,0,-0.0140170392271906,-0.0814957240379906,-0.0422260650842405,0,0,0,0,0,0,-0.0807026865809342,-0.0477880149925701,0.917441524873521,0,0,0.0245924036099832,0,0,-0.0823910435443032,0,0,0,0.18882541680506,0
X1299.HK.EQUITY,0,0,0,0,-0.109565345295553,0,0,0,0,0.397211678545662,0,0,0,0.0543569621233297,0,0,0,0,0,0,0,0,0,0.0370519213020419,0,0,0,0,0,0,0,0.0296259723859561,0,0,0.303208856866275,-0.139141474359423,0,0.0206499133328152,0,0,0,0.16522394280024,0,0,-0.0514341338682904,0,0,0,0,0
X5.HK.EQUITY,0,0.0923880020574754,0,0,0,0,0,0,0,0,0,0,-0.186823852393938,0,0,0,0,-0.124145642735167,0,0,0,0,0,0.0813842050998456,0.339015378091014,0,0,0,-0.040554519596247,0.0302387741714993,0,0.218052062428944,0,0,0.273696548992541,0,0,0,0,0.0646455973523731,0,-0.0555085763097807,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.227203808520526,0,0,0,0.0620377412847681,0.245815799496756,0,0,0.0922997992706069,0,0,0.184129967667995,0.0258839328131586,-0.487005287534308,0,0,0,0,0,0,0,0,0,0.0682962972711777,0,0,0,0,0.244625790385922,0,0,0,0,0,0.016033862832494,0,-0.17264841057041,0,0,0.211617966080489,0,0.00870886324151171,0,0,0.1660533098439,0,0
