,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.265305421267057,0,0,0,0,0.175668995695989,0,0,0.0210847209379922,0,0.125024114014088,0,0,0,0,0,0,0,0.0439332915619049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198172901813407,0.0756685790479255,0,0,0
X601318.CH.EQUITY,0.280066798375276,0,0,0,-0.0113330580702086,0,0,0,0.199629987507598,-0.0169144136205537,0,0,0,0,0.389122558439795,0,0.112962497300302,0,0,0,0,0.0212436756875283,0,0.0334682114905783,0,0,0.0261904030200933,0,0,-0.0665056678670769,0,0,0,-0.0962578723796572,0,0,0,0,0,0.137748317343852,0,0,0,0,0,0,0,0,0,0.0683582759421078
X601939.CH.EQUITY,0.277483091496315,0,0,0.0482942493530903,0,0.0599588007999839,0,0,0,0,0,0,0.370395597544814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179528106695978,0,0.0461590998119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.310776876781839,0,0.104129373696719,0,0,0.349770347280071,0,0,0,0,0,0,0,0,0.0273488815410999,0,0,0,0,0.00538158434420897,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0270759148006952,0,0,0,0,0.0559258066603782,0,0,0.0713286755289516,0,0,0,0,-1.73472347597681e-18,0,0.0364235233171991,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0395000219892989,0,0,0,0,0,0,0,0,0,0,0.534584889098167,0,0,0.0963884732753656,0,0,0,0.0105471988252392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188271720534467,0,0,0,0,0
X601988.CH.EQUITY,0.185381357702037,0,0.0634666979250415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122808746179075,0,0,0,0,0.101409843962412,0,0,0,0,0.0927438001924334,0,0.211248720883247,0,0,0,0,0,0.0289130109676488,0,0,0,0,0,0,0,0,0,0,0.170634742357251,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.163417479571903,0,0.0164181330787103,0.314086649710483,0,0,0,0.172065203292992,0,0,0,0,0,0,0,0,0.0437762158478848,0,0.0972508778059925,0.0495791529251702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101428180568162,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.244005645627868,0,0.0559100037811856,0,0,0,0,0,0,0.381931138883639,0.0480896443741385,0.0753151124673949,0.0572809774401617,0,0,0,0,0,0.46891006467765,0,0,0,0,0,0,0,0,0,-0.102918490334898,0,0,0,0,0,0,0,-0.099046494732178,0,0,0,0,0,-0.145959001125966,-3.46944695195361e-18,0,0
X601628.CH.EQUITY,0.321314532724468,0,0,0,0,0,0,0.0462140017307687,0,0,0,0,0,0,0,0,-0.0221204312761145,0,0,0,0,0,0,0,0.128695356793748,0.13534643736254,0.0544196379321867,0,0,0,0,0,0,0,0,0,0.0114868466023079,0,0,0,0,0,0,0,0.0946747528129114,0.114563936219809,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.129706648414661,0,0,0,0,0,0,-0.329481880914965,0,0,0,0,0,0,0.231295104847869,0,0,0,0,0,0,0,0,0,0,0.133105781925462,0,0,0,0,0,0,-0.132421265150867,0,0,0,0.518782205600687,0,0,0,-0.33662187316336,0,0.66200752898005,0.123901691884622
X601166.CH.EQUITY,0,0,0.0726549136382972,0,0,0,0.358730072173605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111128180697323,0,0.197618943522026,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0160506249790595,0,0,0,0,0,0,0,0.262291890004466,0
X601328.CH.EQUITY,0,0,1.73472347597681e-18,0,0.0258943319217672,0,0,0,0,0,0,0,0.605973492918978,0,0,0,0,0,0,0.0276625072449557,0.153281670954462,0,0,0,0,0,0,0,0,0,0.00550051319639584,0.159727821112814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.152962835176623,0,0,0,0,0,0,0,0,0,0.171900101785254,0,0,0,0,0,0,0,0,0,0,0,0.527056304901643,0.062095283527402,0,0,0,0,0,0,0,0,0,0.0334072243827456,0,0.0778866815993848,0,0,0
X388.HK.EQUITY,0,0,0,0.0846681275606147,0.0471154118085356,0,0,0.14697091203082,0,0,0,0,0,0,0.23084953756997,0,0,-0.0616803399097996,0,0.424756510168459,0,0,0,0,0,0,0,0,0,0.0827948342228498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220305684753971,0,0,0,0,0.106906808447693
X000001.CH.EQUITY,0,0.0424103052956816,0,0,0,0,0.0678504206074628,0,0,0,0.230804089825984,0,0,0.12252936372326,0,0,0,0.103719372765244,0,0,0,0.206702351027222,0,0,0.00161133153073764,0,0.192130949725675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076850439257674,0,0.0172080290520974,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.347493148522704,0,0,0,0,0.123693533961171,0.109522741640866,0.0019073950833932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151351423888149,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.444973348472673,0,0,0.063911233851093,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.258331904735536,0,0,0,0,0,0,0,0,0,0,0,0.528514099584633,0,0,0.00429547827401402,0,0,0.0179713374293283,0,0.073853962443579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0781111785238276,0,0,0,0,0,0,0,0,0,0,0,0.0457197811108357,0,0,0,0,0,0,0,0,0.130295246159516,0,0,0,0,0,0,0,0.0880095688555008,0,0,0,0,0,0,0,0,0,0.530350535141679,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116288350633816,0,0.502956039281322,0,0,0,1.38777878078145e-17,3.46944695195361e-18,0.0132899376928196,0.116450423183874,0,0,0,0.0314211138919842,0,0,0,0,0,0,0.00514118779636121,0,0,0,0.0125812395071061
X2388.HK.EQUITY,0,0,0.015428714282588,-1.73472347597681e-18,0.190816314156609,0,0,0,0,0,0,0.0461763785661194,0.0130542964847241,0,0,0,0.483733508218825,0,0,0,0,0,0.104558596407378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1184127649839,0,0,0,0,0,0,0,0,0.0574158272137347,0
X600016.CH.EQUITY,0,0,0.0892118254215685,1.0842021724855e-19,0,0,0,0,0,0,0,0.383326942110051,0.0322832461963752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794433028422093,0,0,0,0,0,0,0.100101560022009,0,0,0.216382920326747,0,0,0,0
X601998.CH.EQUITY,0,0,0.0365872297183975,0,0,0.135503520069429,0,0,0,0,0,0.162918912529112,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.141947468982834,0,0,0,0.127529912005468,0,0.0895423703802626,0,0,0,0,0.221183616408803,0,0,0,0,0,0.00515258211966429,0.184085968869124,0,0,0,0,0.0404889822107904,0,-0.0795319227369428
X267.HK.EQUITY,0,0,0,0,0.356365063084507,0.0456271289139003,0,0.00761610823766524,8.67361737988404e-19,0,0,0.163347861491636,0,0,0,0,0.0942826527037473,0,0,0,0.0687513074889418,0,0,-0.0111444687348487,0,0,0,0,0,0.156442229196807,0,0,0,0,0,0,0,0,0,0,0.0455985952289991,0,0,0,0,0.036359025066635,0,0,0,0
X601066.CH.EQUITY,0,0,-0.127128222817281,0,0,0,0,0,0.101292229012416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034023342882462,0,0,0,0.102132238509796,0,0,0,0,0,0,0,0,-0.0889422704727032,0,0,0.495535749562862,0,-0.062244942813488,0,-6.93889390390723e-18,0,0,0,0,0.334424436980703,0,0.27508781241408
X601818.CH.EQUITY,0,0,0,0.0173119529875522,0,0,0,0,0,0,0,0,0.174022060981666,0,0,0,0,0,0,0,0,0.199652710518128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397234088329365,0,0,0,0,0,0,0,0.445035069437381,-0.0144154170804909
