,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.201853491111865,0,0.134759149494969,0,0,0,0,0.252166116818483,0.0505135239011058,0,0.127850105595707,0,0,0,0.171823256886831,0,0,0,-0.0492238943144229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461842554970557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.446771542521809,0,0,0.0125841757429757,0.0106959333249969,0,-0.0278543205566593,0,0,0,0.208302295533876,0,0.219200155562155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790529066767702,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.123281654836884,0.0395567877191644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768043459743285,0,0,0,0,0.0814371091748911,-6.93889390390723e-18,0,0,0.158301426084594,0.0302318414529249,0,0,0,0,0,0,0,0,0,0,0.261902848319668,0,0
X601288.CH.EQUITY,0.410526025048748,0,0,0,0.394138976595977,0,0,0,0,0,0,0,0,0,0.125144908565074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189043635682567,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.315702159905254,0,0,0,0,0,0,0.226267924141055,0,0,0,0,0.150120874121808,0,0,0,0,0,0.00759813092475932,0,0,0,0,0,0.101677305955257,0,0.101250898008713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569827710352318,0,0,0,0.042198971900054,0,0
X600036.CH.EQUITY,0,0,0.115620698653487,0,0,0,0.0387456163958732,0,0,0.0580902187963814,0,0.259796281077652,0,0,0,0,0,0,0,0,0,0.102629091935055,0,0,0,0,0,0.0335849081507465,0,0.0213923328146145,0,0,0.0498663179234054,0,0,0,0,0.0173079687594934,0,0.211588632350863,0,0,0,0.0518229362482528,0,0,0,0,0.0505090268528718,0
X1299.HK.EQUITY,0,0,0,0,0.36066930167898,0,0,0,0,0,0,0,0,0.321594689594658,0,0,0,0,0,0.284720972176274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700533501845243,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.400104886442619,0,-0.520999490685897,0,0,0,0.791744574914685,-0.824239429922545,0,0,0.634464949149999,0,0,0,0,0,0,0.168124009536449,0,0,0,0,0,0,0,0,0.0302499578948801,0,0.239148418835539,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634631724054409,0,0.166307667705124,0.18990033682559,0,0,0,0.267738533408738,0,0,0,0,0,0,0,0,0.0649206693563386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180887597782121,0,0.0933868633558556
X601658.CH.Equity,0,0.142182833136111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316585012785347,0,0.379592090703755,0,0,0,0,0,0,0,0,-0.0501688636079571,0,0,0,0,0.250483020533263,0,0,0,0,0,0,0,0,0,-0.362336614859989,0,0,0,0.207757931934761
X601328.CH.EQUITY,0,0,0,0.273316952009254,0,0,0,-0.0192688744513344,0,-0.122355001710985,0,0,0.228243569483093,0.0303652983724697,0,0,0.16005437964686,0,0,0,0,0,0,0,0.183076462814626,0,0.0657051147677264,0,0,0,0,0,0,0,0,0.163491991211116,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0178213183847355,0.0575827441533186,0,0,0,0.190432628071381,0,0,0.0174739461715666,0,1.73472347597681e-18,0,0,0,0,0,0.0607445468175732,0,0,0,0,0,0,0,0.251629971613714,0,0,0,0,0,0,0,0.155851493165528,0,0,0.0802708914944597,0.125243913081241,0,0,0,0,0,0,0.000239710217695791,0.0566041901151549,0,0,0.00313920557939151,0,0
X600000.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.171584921978234,0,0,0,0,0,0.3344809092687,0,0,0,0,0,0.125647697944671,0,0,0,0,0,0,0,0,0.0959833642048705,0,0,0.106338546226539,0,0,0,0,0,0,0,0.122662380406003,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.212929795200722,0,0,0,0.46415682104281,0,0,0,0.0206698089166018,0,0,0,0,0.00293620370365296,0,0,0,0,0,0.0583252314226901,0,0,0,0,0,0,0,0,0,0,0,0.0216310542126543,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0108330458481476,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829396638130458,0,0,0.0199805029424664,0.242969507119782,0.236538809528278,0,0,0,0,0,0,0.00243403445109502,0.296873498160938,0,0,0,0.126498558878732,0,0,0.00725055170362917,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.294110215160419,0,0.0673383560856078,0,0,0,0,0,0,0,0,0,0.0996030778804902,0,0,0,0,0,0,0,0.165059381631189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17312909614639,0,0,0.200714210948274,0,0
X600016.CH.EQUITY,0,0,0,0.0306118545908365,0,0,0,0,0,0,0.298246274019293,0,0,0,0,0,0,0,0,0,0,0,0.324681746724681,0,0,0,0,0,0,0,0,0,0,0,0,0.115699514088113,0.0855149801019515,0,0,0,0,0,0.114677942003311,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.195971967879806,0,0,0,0,0,0,0,0.275864190255769,0,0,0,0,0.0302034140864095,0,0,0.152340670543467,0,0,0,0.0651946442760042,0,0,0,0,0,0,0,0.0335411980681329,0,0,0,0.225899017918057,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0697460346896627,0.143563989840889,0,0,0.0744790680051876,0,0,0,0,0,0,0,0,0,0,0.336094435742282,0,0,0,0,0,0.00233762427007449,0,0,0,0,0,0,0.0977955592858167,0,0.0626900153879649,0,0,0,0,0.123719435227153,0,0,0,0,0,0,0,0,0,0,0,0
