,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600958.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0785442863410214,0,0.326505623086999,0,0,0,-0.00134312103564945,0,0.159943317679025,-0.00719897349031553,0,0,0.0268572107876216,0,0,0,0,0,0,0,0,0,0,0,0.151768570889195,0,0,0.0886628671810099,0,0,0,0.0407703867872876,0.244723398186053,0,0,0,0,0,0,-0.181997053489462,0,-0.0243917117561918,0,0,0,-0.0745654322270163,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0298162646728439,0,0,0,0.0181778012202848,0.0183928074752234,0,0,0,0.365432806931878,0,0,0,0,0,0,0,0,0,0,0,0,0.111550050480207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796006542599941,0.0212489272483189,0.00702768310317107,0.10033210913234,0
X601939.CH.EQUITY,0,0,0,0.700802541794005,0,0,0,0,0,0.0561679910580809,0,0.279083856942505,0,-0.0379963850155188,0.0320525955015998,0,0,0,0,0.0362637932472914,0,0,0.00636555452110474,0,0.00927257154862186,0,0,0,0,0.041197873297792,0,0,0,0,-0.0274010831391881,0,0,0,0,0,0,0,0.00519434427208096,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.252704322732798,0,0.786533963243879,0,0,0,0,-0.0889195098072902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013979102824072,0,0,0,0,-0.0550094811212333,0,0,0,0.0688683162626225,0,-0.00110219669952821,0,0,0,0,0.0743064728550116,0,0,-0.0120238728089521,0,0,-0.114715551774751,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0873193943378119,0.19225450863625,0,0,0.0329453949983244,0,0,0,0.10524100856681,0,0.0904086832305251,0,0.0945702594419173,0,0,0,0,0,0,0.323909349320386,0.0161027584547763,0,0,0,0,0,0,0,0.0656770913624482,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.152748117329323,0.0173548769291867,0.263326538742939,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.105426379102057,0,0,0,0,0,0,0,0,0.111147421871258,0.0487190570839345,0,0,0,0,0,0,0,0,0,0,0.0723323467851814,0,0,0,0,0,0,0,0,-0.0641589373471027,0.146838980654552,0,0,0,0.0739466590545766
X601988.CH.EQUITY,0,0,0,0,-0.0959044106680901,0.230486814184883,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00261853635148049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652348652603065,0,0.917145210409141,0,0,0,0,0,-0.0688458484599857,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0402148621053836,0.445986180147856,0,0,0,0.0677399806922598,0,0,0,0,0,0,0,0,0.0672428389015901,0,0,0,0,0,0,0,0,0.0564320740771452,0,0,0.325574722017072,-0.0366772433144671,0,0.0712966738852766,0,0,0,0,0,0,-0.0787435928106304,0,0.0238698250234204,0,0,-0.0856317949463062
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.134578434591913,0,0,0,0,0,0,0,0,0,0.0416880254826336,0.328345891659726,0,0,0,0,-0.148280996870206,0.0315005585163903,0,0.163819951577898,0,0,0.26993013968167,0.137132731988024,0,0,0,0.024663546097031,0,-0.159114844997951,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0548996156451069,0,0,0.396135755376835,0,0,0.0198513536589895,0.120296606451373,0,0,0,0,0,0.070222111948165,0.0425531434607634,-0.319618174553938,0,0,0,0,0,0,0.108047663810788,0,0,0,0,0,0,0,0.258740599141868,0.115900998093774,0,0,0,0,0,0,-0.112102237644866,0,0,0.217513472157639,0,0,0,0,0.14578915044305,0,-0.248528183115578
X600030.CH.EQUITY,0,0,0,0,0.0117278851158482,0,0,0,0,0,0,0,0,0.454506858056279,0,0,0,0,0.119864325914833,0,0,-8.67361737988404e-19,0,0,0,0.0327726900860989,0,0,0,0,0,0,0.19986550188868,0,0,0,0,0.206615423316954,0,0,0,0,0.0278302976941662,0,0,0,0,0,0.0744689458199838,0
X601658.CH.Equity,0.115739245587683,0.126543754022241,0.301297139878252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208424842567429,0,0,0.11573500411905,0,0,0,0,0,0.0243850025336009,0,0,0,0,0,0,0,0,0.0569037719917126,0,0.048165626736186,0,0.0828111012782662
X601166.CH.EQUITY,0,0,0.0312358103255275,0,0,0,0.0776108368412,0.0550395808402016,0,0,0,0,0,0,0,0,0,0,0,0.0691126007188069,0.257508332638029,0,0,0,0,0,0,0.0824929806873429,0,0,0.0110289566110593,0,0,0,0,0,0,0,0.378023290675779,0,0,0.0332220972094778,0,0,0,0,0,0,0,0.067298216722971
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0386240218090041,0.443536405259941,0,0,0,0,0,0,0,-0.0107870733427631,0,0,0,0,0,0,0,0.0554590152923852,-0.067482214113913,0.275647700429187,0,0,0,0.135194570512577,0,0.0265342479409667,-0.0247512689257812,0,0,0,0,0,0,0,0.0736723119478804,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.423453886153927,0,-0.116144770258605,0,0.0877203410645032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838684339797196,0,0,0.0574540450552225,0,0,0,0,0.122951798948463,0,0,0,0,0,0,0,0,0,-0.0266945771169568,0,-0.0869784067606654,0,0,0.190020318390073,0,0
