,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0.230036498900953,0.0881084243895077,0.044598823630668,0,0,0.416866979766435,0,0,0,0.107531214813568,0,0,0,0,0,0,0,0,0,0.0696488341018277,0,0,0.0197733861351535,0,0.009413872787633,0,0,0,0,0.0837696923614992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.331108408990919,0,0,0.156951243293548,0,0,0,0,0,0,-6.93889390390723e-18,0,0.151493280380729,0,0,0,0.0231290911903458,0,0,0,0,0,0,0.154707322150275,0,0,0,0.0847922614774695,0,0,0,0,0,0.014976848094135,0,0,0,0,0,0.0317644754150357,0,0,0,0,0,0.0249895744463473,0,0
X601939.CH.EQUITY,0.522624499148085,0.291996025163619,0,0,0,0,0.0585017575496969,0.192596779459814,0,0,0,0.0739150920570897,0,0,0,0,0,0,0,-0.228296498885459,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100861931962659,0,0,0,0,0,0.0498814411638078,0.0459795491761179,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.137645965448685,0.0987598630862824,0.0213139559088936,0.0416931520182653,0,0,-0.208250401472952,0.219094168835989,0,0,0,0,0,0,0,0,0.200938181899138,0,0,0,0,0,0,0,0,0,0.118947018892209,0.0945056363865319,0,0,-0.00882509011520333,0,0,0,0.392823766521897,0,0,0,0.120377382857623,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0310481119964671,0,0,0,0.000880041284183685,0.426176578595596,0,0,0,0.0927512153922504,0,0,0,0,0,0,0.0559150302186262,0,0,0.0948545460842355,0,0,0,0.128857137500694,0,0,0,0,0,0,0,0,0,0,0,0.0386716477068339,0,0,0,0,0,0,0,0.0728275563448832,0,0,0,0
X1299.HK.EQUITY,0,0,-0.144808754815241,0,0,0,0,-0.0867379778861028,0,0.0832605847026516,-0.0671963124777918,-0.0506771992835047,-0.0369432937548298,0,0,0,0,0,0,0,0.148337534532253,0,0,0.00470608430047153,0,0,0,0,0,0,0,0.318394744448347,0,0,0,0,0,0,0,0,0,0.208609391161155,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.154478175731106,0,0,-0.0804672473777426,0,0.036853250025366,0,0,0,0.0787583778441339,0,0,0,0,0,0,0,0,0,0.173331759335222,0,0,0,0,-0.0958526552679403,0,0,0.575640034283158,0,-0.126084489926611,0,0,0,0.0375188648404328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0186404062183576,0,0.063602395741767,0.0156669284875194,0.489354127620017,0,0,0,0,0,0,0,0.160049866414615,0,-0.0363336408080607,0.0512247779098154,0,0,0,0,0.0564366364543764,0.0397262710611504,0,0,0.00408972925358422,0,0,0,0,0,0.0220858537752369,0.0139580311272592,0,0,0,0,0,0,0,0,0.0596509593978869,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.287256555884537,0.125372778413669,0,0,0,0,0,0,0,0,0.0229973761423454,-0.118969638176035,0,0,0,0,0,0,-0.258259557288854,0.201378090393186,0,0,0.24198218816646,0.0359058210689848,0,0,0,0,0,0,0,0,0,0,0,-0.0576647945514777,0,0,-0.127867677645827,0,0,-0.1506206947374,0,0,0.23235961290022,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.27584503185833,-0.0602922563822837,0.202306559528684,-0.096357379616268,0,0,0,0,0,0.103900805917359,0,-0.00532299207304013,0,0,0,0,0.497248120765428,0,0,0,0,0,0,0,0,0,0,0,0,0.230670708898239,0.0652341307861384,0,0,-0.151600422585316,0,0.134899359662126,0,0,0,0,0.0676712540670775,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0959336046558453,0,0,0,0,0,0.026243926534981,0,0,0.0741266532416697,0.26233179271911,0,0,0,0,0,0,0,0,0,0,0.0157983827117594,0.171019120763165,0.332309419516729,0,0,0,0,0.0121030731246185,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.308779284924203,0,0,0,0.195876624439591,-0.0305031867068379,0,0.358085052606559,0,0,0,0,0.155476344983305,0,0,0,0.102485436859477,0,0,0,0,0,0,-0.14630808330847,-0.0793330200541346,0,0,0,0,0,0,0,0,0,0,0,0,0.338395168234821,0,0,0.219006050288482,0,0.0722432946305978,0,0,0,0
X000001.CH.EQUITY,0,0.133304376764926,0,0,0,0,0,0,0,0.0793914767602086,0.334939227240527,0,0,0,0,0,0,0,0,0,0.0988065798036276,0,0,0,0.342654814315454,0,0,0,0,0,0.0197823077428843,-0.189905986177869,0,0,0,-0.079444822096395,0,0,0,0,0,0,0,0.305220876859801,-0.081937742005752,-0.00140072226990295,0,0,0,0
