,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0.254397011308742,0,0,0,0,0,0,0,0,0.382818524416746,0,0,0,0.106704511388217,0,0,0,0,3.46944695195361e-18,0,-0.00384010083647194,0,0,0.0400454986239615,0,0.0985385109021194,0,0,0,0,0.173990902145245,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535011689358134,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.184870247299444,0,0,0,0,0,0,0.0367868539047617,0.0387462223791973,-0.0223007608518915,0,0,0,0,0,0,0,0,0,0.261500920528138,0,0,0,0,0,0,0,0,0,0,0,0.135056958384788,0,0,0.0552705714393207,0,0,0.00709352438101565,0,0,0,0.0153963529613928,0,0.318325477315111,0
X600000.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0885190225918938,0,0,0,0,0,0.354282923471897,0,0,0,0,0.149961679785227,0,0,0,0,0,0,0,0.0806809752081432,0,0,0,0,0.0830176226193923,0.0175972579858617,0,0,0,0,0,0.108229176305,0,0,0,0.0427043315188935,0,0,0,0
X388.HK.EQUITY,0,0,0.219280876812938,0,0,0,0.451863561343854,0,0,0,0,0,0,0,0,0.033854815787595,0,0,0,0,0,0,0,0.0396260290457192,0,0.00659627078142957,0,0,0,0,0.0046383706675291,0,0,0.00408557182392473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267425837642476,0.180268326802057,0,0.0303983014465546,0,0.00495231845410895,0.00461316294179211,0,0,0.243645979455522,0,0,0.15902452958269,0.0338554024801225,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0485758578515539,0,0,0,0,0,0,0.0430914514989196,0,0,0,0,0,0,5.55111512312578e-17,0,-0.0634957713854528,0,0,1.0842021724855e-19,0,0,0,0,0.0841596396708605,0.0678755080467094,0,0,0,0,0,0,0,0,0.00598182898261154,0,0.01666819833882,0,0,0,0,0,0,0,0.136697878918226,0,0.631530980178533,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.313775861307762,0,0,0,0,0,0,0,0,0,0,0.293967021811881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934132614065503,0.0989647705865105,0,0,0,0,0.1651036828696,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.345530075385067,0,0,0,0,0.0575460359678596,0,0,0,0,0,0,0,0.148538897092193,0,0,0,0,0,0,0,0.162302479094183,0,0,0.11472587515279,0,0,0.213996276501279,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.153913519673154,0,0.251011501761187,0.337867712849695,0,0.0849368695460361,0,0,0,0,0,0,0,0,0,0,0.61767918533102,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448951203492015,0,0,0,0,0,0,0,0,0,0,-0.0936118300072778,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.0995156514179199,0,0,0.090700295272997,0,0,0.00760435893270931,0,0,0,0,0,0,0,0.468617683216329,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0360951053458303,0,0.069021419310932,0,0,0,0,0,0,0.112465212580556,0,0,0,0,0.0686846327022573,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0593692645779521,0,0,0,0,0,0.253821472458497,0,0,0,0,0.391983882141167,0,0,0,0,0,0,0,0,0.00552842666722377,0,0,0,0,0.0866016731989882,0,0,0,0,0,0,0,0,0,0.162834587870684,0,0.119132189983397,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.00443259608037584,0.0903905715153748,0,-0.0370359489015844,0,0,0,3.46944695195361e-18,0,0.181421411624949,0,0,0.0237580888523833,0,0,0,0,-0.0810305624223537,0,0,0.0299703315701166,0.139869968743827,0,0,0,0,0,-0.00763220936675842,0,0,0,0,0.46586185773534,0,0,0,0,0,0,0,0,0,0.170553346311078,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.127304954079664,0,0,0.152842620536376,0,-0.0202335568550117,0,0,0,0.203100573570674,0,0,0,0.132223589189767,0.188564071938746,0,0,0,0,0.0655190625128837,0,0,0,0,0,0,0,0,0,0,0.0421001827043921,0,0,0,0,0,0,0,0,0,0.0690851904335852,0,0.0582835939655113,0.0872542573515821,0,0.0422410019822314
X601066.CH.EQUITY,0,0,0,-0.117183812621757,0,0.159277908331753,0,0.0166887162139909,0.109030293046718,0,0,0,0,0,0,0,0,0,0,0,0.0495729586892226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598547664875945,0,0,0,0,0,0.228333509926389,0.229596000686226,0,0,-0.132515187707788,-0.0536738367808804,0
X601818.CH.EQUITY,0,0,0,0.0534608253206247,0,0,-0.0206944571439793,0,0,0,0,0.481174599882005,1.38777878078145e-17,0,-0.00108757509082634,0,0,0,0,0,0,0.502163016352964,0,0,0,0,0,0,0,0,0,0,-0.0798295670301611,0,0,0,0,0,0,0,0,0.00866662207288701,0,0,0.00680229803301289,0,0,0.0504290650538574,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355748334892463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266893101735041,0.207655443135661,0.107783378307809,0,0.0961693883043658,0,0,0,0,0,0,0,0,0,0,0.0190579076060904,0,0.0503844222647265,0,0,0.118897245784184,0.0260883665196938
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0583383725655704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23782798382605,0,0,0,0,0,0.167977346223107,0.151261697469537,0,0.0834535927135818,0.0998068771059084,0,0,0,0,0,0,0,0,0,0,0.231851182995201
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.440108040876069,0,0,0,0,0,0.194146531147766,0,0,0,0,0.0578592302842986,0,0.120408402759298,0,0,0,0,0,0,0,0,0,-0.0556237468352217,-0.110211863125573,0,0,0,0,0,0,0,-0.0294021556346803,0,0,0.102577657722043,0.162226131370155,0.0884678808766374,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386564679955677,0.216027121042139,0,0,0,0,0,0,0,0,0,0,0.335751239383093,0.125828085801774,0,0,0,0,0,0,0.174488446012418,0.0694818597021051,0,0,0.0992112351122845,0,0,0,0,0,0,0,0,-0.070895763177655,0,0,0.0244612562382094
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.175799174379001,0,0,0.14179104575026,0,0,0,0.0877472955096756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802075815210098,0,0,0,0,-0.199927739596941,0,0,0,0,0,0,0,0,0.578264090290534,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866474308214892,0,0,0,0,0.183123535633739,0,0.446193668285231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155437719918295,0.0582200935730515,0,0,0.161094681831789,0.0507628098372472,0,0,-0.13515191628638,0,0
X601336.CH.EQUITY,0,0,0.0730831871411401,0,0,0,0,0,0,0,0,0,0,0,0,0.184972468201205,0,0,0,0.20897708579243,0,0,0,0,0,0,0,0,0.075539982901572,0,0,0,0,0,0,0.216286030367457,0,0,0.10868120357111,0,0,0,0,0,0,0.0489472494525218,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250693324274081,0,0,0,0,0,0,0,0,0,0,0,0.106609549582378,0,0,0.00910161830392949,0,0,0,0,0.060939023007245,0.12767939106409,0,0,0.404536041489095,0.156055792261976,0,0,0,0,0.00632346756877262,0,0,0,0,0.0530053167689361,0
X2882.TT.EQUITY,0,0,0,0,0,-0.0244534471269578,0,0,0,0,0,0,0,0,0,0,0,0.232974231878459,0,0,0,0,-0.0969016892666646,-0.144959741065616,0,0,1.38777878078145e-17,0,0,0,0,0.254248139914815,0,0,0,1.38777878078145e-17,0,0,0,1.73472347597681e-18,0.59022448410004,0,0,0,0,0,0.1358563581422,-0.0418888119225786,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240987922762931,0,0,0,0,0,0.0333563940885502,0,0,0,0,0,0.319014336749999,0,0.0756583684113638,0,0,0,0,0.0471777147682265,0,0,0,0,0.0453323853913589,0,0,0,0,0,0,0,0,-0.0255708752005086,0,0.257504698159914
X601169.CH.EQUITY,0,0,0,0,0.0286622908129006,0,0,0,0,0,0,0,0.234962213764101,0,0,0,0,0.0509611713455574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16015698306247,0,0,0,0,0.282725736395621,0.0189917690247267,0.0386649868262537,0,0,0.1317273783813,0,0,0,0.0518495062705213,0,0,0,0
X600015.CH.EQUITY,0,0,0.0188259755393143,0,0,0,0,-0.122984490225869,0.0848801304954093,0,-3.46944695195361e-18,0,0,0.104065105841473,0,0,0,0,0,0,0.135885024101018,0,0,0,0.577396816465666,0,0,0,0,0,0,0,0,0,0,0.114433959649532,0,0,0,0,-0.0893637707073281,0,0.179095820994571,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379117676840234,0,0,0,0,0,0.0362428991745156,0,0,0,0,0.394954175817629,0,0,0,0.037778709484489,0,0.182740184915712,0,0,0,0.0111674101125035,0,0,0,0,0,0,0,0,0,0,0.248081655387301
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0341213223936746,0,0,0,0,0.0369078466465804,0,0,0,0,0.0824164377796645,0,0.000541892101781927,0,0,0,0,0,0.315482889210694,-1.73472347597681e-18,0,0,0.298413739143643,0,0,0.10025942293339,0,0.0444454158478243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X2886.TT.EQUITY,1.38777878078145e-17,0,0,0,0,0,-0.0746645244008214,0.0835239532726915,-0.0717375207641779,0.0165670698760216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756206832606245,0,0,0,0,0,-0.009689791444932,0,0,0,0,0,-0.0684368966035822,0,0,0,0.468445348853249,0,0.173148040569777,-0.0640339687659951,0,0,0.441556501741927,-0.00242795290035635,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0405124770151389,0,0,0,0,0,0.0947221661316274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288989008806345,0,0,0,0,0,0.343153054191059,0,0,0.147514696512908,0,0,0,0,0,0.0472504091762998,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0297662213683789,0,0,0,0.183217864726524,0,0,0,0,0.238731371339151,0,0,0.225471800781167,0,0.074631821890153,0,0.0917496469983951,0,0,0,0,0,0,0.165736381341596,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X2891.TT.EQUITY,0,0,0.119718102337464,0,0,0,0,0.0553982584582311,0,0,0,0,-0.653698815490735,-0.0180862470529884,0,-0.120750474476199,0,0,0,0.115205884029302,0.0599188767156787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699050202979165,0,0,0.447540764933505,0.0555002760271543,0,0,0,-0.0568996619661472,0,0.229765401943257,-0.0606478469474142,0,0
X601881.CH.EQUITY,0,-0.0267987494789987,0,0,0,0,0,0,0,0,0,0,0,0,0.0722685817861662,-0.202932765138568,0,0,0,0,0,0,0,0.206952776202318,0,0.265215125247438,0,0,6.93889390390723e-18,0,0.121463816069615,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0601048020188235,0,0.101577822825277,0.0207713516390163,0,0.418232783326649
X601236.CH.EQUITY,0,0,0,-0.0747395316013681,0,0,0,0,0.153461067388085,-0.244514742492778,0,0,0,0,0,0,0,0,0,0,-0.0403591372464971,0,0.0170887781642158,0.165849081361794,0,0,0,0,0,0,0.566811001954408,0,0,0,0,0,0,0,0.02940409555752,0,0,0,0,0,0,0,0,0,0,0.139133239375459
X600919.CH.EQUITY,0,0.034551721200119,0,0,0.0469114934789893,0,0,0,0,0.0216538978109162,0,0,0,0,0,0,0,0,0,0,0.0323468264925954,0.108639477130632,0,0,0,0,0,0,0,0,0,0.0981975753001234,0,0,0,0.147671003977104,0,0,0.0988767180320056,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.362654011153361,0
X2884.TT.EQUITY,0,-0.532623337468663,0,0,0,0,0,-0.143952530847411,0.268164058687383,0,0,0,0,0.0704404138614386,0,0.249663796283069,0,0,0,0,0,0,0,-0.0202843343746044,0,0,0,0.324430744186981,0,0,0,0,0,0,0,0,0.0574365673151126,0,0,0,0,0,0.620083562855661,0,0,-0.0367228407925129,0,0,0,0
X601696.CH.Equity,-0.145310669147783,0,0,0,0,0,0,0,-0.00105245752393888,0,0,0,0,0,0,0,0,0,0,0,0,-0.181699715721035,0,0,0,0,0,0,0,0,0,0,0,0.109112834932803,0,0,0,0,0,0,0,0,0,0.248733274922126,0.0755501430749233,0,0,0,0,0
X601009.CH.EQUITY,0,0,0.0276947761405472,0.0267497044279745,0,0,0,0,0,0,0,0,0.0353669472900066,0,0,0.0704032894161592,0.395448376899052,0,0,0,0,0,0,0,0.11970873289927,0,0,0,0,0,0,0,0.0126675246111873,0,0,0,0,0,0,0,0,0.211208754194259,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,-0.0128510694788815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205617266966518,0,0,0,0.236651184885553,0,0.153463378872921,0,0,0,0,0,0,-3.46944695195361e-18,0,0.244128861320195,0.146622134144021,0,0,0.0589123700016182,0,0
