,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0.295025996313928,0,0,0,0,0,-0.0562937570387089,0,0,0.156798613588456,0,0,0,0.227250958190766,0,0,0,0,0,0,-0.0291555109502788,0.0950742781286765,0,0,0,0,0,0.0393787408658582,0,0,0,0,0.193196272448741,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140527352442288,0.0727338829859801
X601166.CH.EQUITY,0,0,0,0,0,0.185220991159048,0,0,0,0,0,0,0.0367217622199893,0.0368457104723452,-0.0223376485942135,0,0,0,0,0,0,0,0,0,0.262747754775868,0,0,0,0,0,0,0,0,0,0,0,0.134424094278542,0,0,0,0.0552525949371933,0,0.00711461089802865,0,0,0,0.0154331717002046,0.318942439947157,0,0
X600000.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0887505786053092,0,0,0,0,0,0.353442829990526,0,0,0.150865520758704,0,0,0,0,0,0,0,0,0,0.0804586899332498,0,0,0,0,0.0832194850459866,0.0176686023110797,0,0,0,0,0,0.109030119034447,0,0,0,0.0429180893792357,0,2.77555756156289e-17,0,0
X388.HK.EQUITY,0,0,0.060188308568922,0,0,0,0.446204625269453,0,0,0,0.060426798975853,0,0,0,0,0.134000505325843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0369578037109467,0,0,0.114797818862507,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548052273548192
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241372934467693,0,0,0,0,0,0.245737437214324,0.156190322171111,0,0,0,0,0.0185245507907297,0,0.0339664020200072,0.232742676886364,0,0,0.215827017953535,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00690941312617456,0,0,0.410305163159362,0.0475055573281716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197923604709818,0,0,0,0.0971201835280994,0.0605338811140137,0,0,0,0,0,0,0,0,0,0,0,0.0321503361423024,0,0.135743235285128,0.0654538810049601,0,0
X600016.CH.EQUITY,0,0,0,0.0569902928926383,2.16840434497101e-19,0,0,0,0,0,0.294571734913971,0,0,0,0,0,0,0,0,0.312278236188784,0,0,0,0,0,0,0,0,0,0.0290110531541802,0,0,0,0,0,0.110226527126318,0.0871724899626607,0,0,0,0,0.091682660057626,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0706445614466492,0,0,0,0,0.0773124601689692,0,0,0,0,0,0,0,0,0,0,0.127879287176128,0,0,0,0,0,0,0.461733910037987,0,0,0,0.230688610852123,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.26450385213671,0,0,0.148695819126559,0,0,0,0,0,0,0,0,0,0,0.160730715042486,0,0,0,0,0.00802942223546089,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0119794688903552,0.281271201923875,0,0,0,0,0,0,0,0,0.0637689521492395,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,-0.0366866395249597,0,0.0274871499564391,0,0.0817167001391146,0,0.156849803834206,0,0,0,0,0.0330933662015367,0,0,0,-0.0596950449394678,0,0,0.18829201280421,0,0,0,0,0,0,0,0,0,0,0.38441238151933,0,0,0,0,0.0116704693788425,0,0,0,0,0.274399341755488,0,0,0,-0.10301667331312
X11.HK.EQUITY,0,0,0,0,-0.119151390201584,0,0.34323055429737,0.361765524202655,0,0.124646959557469,0,0,0,0,0,0,0,0,0,0,0,0.57208045570562,0,0,0,0,0,0,0,0,-0.0317155125691764,0,0,0,0,-1.73472347597681e-18,-0.0754999231651765,0,-0.0721680076225231,0,0,0,0,0,-0.06671740009421,0,0,0,-0.0313624055456841,0
X2388.HK.EQUITY,0,0,0,0,0,-0.0122993168285333,0,0.155218229822417,0,0,0,0,0,0.289152078437577,0,0,0,0,0,0,0.258920416074913,0,0,0,0,0,0,0,0,0.180772694533663,0,0,0.0167497821304448,0,0,0,0,0,0,0,0,0,0.188353231192882,0,0.0315076185187108,0,0,0,0,0.00214495145040625
X267.HK.EQUITY,0,0,0,0,0.112082450633338,0,0,0.0813633978733328,0,-0.0845156269175022,0,0,0,0.259181594910871,0,0,0,0,0,0,0.290792601053114,0,0,0.109087571773125,0,0,0.0160009742043495,0,0,0,0,0,0,0,0.129356558658752,0,0,0,0,0,0,0,0,0,0.139455808012708,0,0,0,0.141091085193368,0
X601066.CH.EQUITY,0,0,0,0,0,0.0924967345482041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620511454592983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543562112065611,0,0,0,0,0,0,0.378011898911348,0.0580691865634639,0,0,-0.0963615004671813,0.140986736302313
X601818.CH.EQUITY,0,0,0,0.0525740450602632,0,0,0,0,0,0,0,0.404436185936546,0,0,0,0.0582678733906196,0,0,0,0.476446135680546,0,0,0,-0.0205872533586871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153131713496424,0,0,0,0,0,6.93889390390723e-18,0.00806977761724281,-0.0522883620579624
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270937756526585,0.209342345330714,0,0.132152080209482,0.110051768958202,0,0,0,0,0,0,0,0,0.0555606909125343,0,0.0277572262422365,0,0.0543294514945098,0,0.0696338814462551,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294287140224208,0,0,0.156260560612743,0,0,0,0.0693813596692088,0,0.102948982050154,0,0,0.310378596167293,0,0.217373583409732,0,0.130596558438394,0,0,0,0,0,0,0,0.0173985201929882
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.463020532064498,0,0,0,0,0,0.203265806229151,0,0,0.0432679101137659,0,0,0,0.122606397585999,0,0,0,0,0,0,0,-0.0431543522522607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123202628126967,0.114149830829916,0.073992331905315,0,0,-0.0731815745183784
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578169498832552,0.192093897178107,0,0,0.0368110282037641,0,0,0,0,0,0,0,0.333392390497059,0.138181173263783,0,0,0,0.176140725657274,0,0,0,0.0494320925008949,0,0,0.118499105056669,0,0,0,0,0,0.0148169847813224,0,0,-0.0655458126368526,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.177095994713208,0,0,0.141179216868106,0,0,0,0.076422217501605,0,0,0,0,0,0,-0.00604537258050621,0,0,0,0,0,0,0,0,0,0,0.0811717049193554,0,0,0,0,0,-0.200257577572512,0,0,0,0,0,0,0.596382789332357,0,0
X2882.TT.EQUITY,0,0,0,0,0,-0.0100442215181026,0,0,0,0,0,0,0,0,0,0,0,0.282368691896488,0,0,0,0,-0.0720287676367229,-0.0767204308958083,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.115513968345989,0,0,0.649107729402645,0,-1.73472347597681e-18,0,0,0,0,0,0.0797030951443864,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791791968288658,0,0,0.184072843374169,0,0.445362308693404,0,0,0,0,0,0,0,0,0,0,0,0,0.0586971856662704,0,0.0155804142952848,0,0,0.161096530974653,0.0506418018660083,0,0,0,-0.135968786807776,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113931869898022,0,0,0,0,0,0,0,0,0,0,0,0.104355752000308,0,0,0.0251183636569679,0,0.0547008270137945,0,0,0.0183272144558708,0.143953103714544,0,0,0.384502805962897,0,0.148799013947897,0,0,0,0,0,0,0,0.0421605900362202,0,0
X601336.CH.EQUITY,0,0,0.120869940503836,0,0,0,0,0,0,0,0,0,0,0,0,0.256321466920897,3.46944695195361e-18,0,0.115672131620511,0,0,0,0,0,0,0,0,0,0.139313825678287,0,0,0,0.133940329523717,0,0,0.0764733207856801,0,0,0,0.00918470215341732,0,0,0,0,0,0.0845173861985734,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178109747447508,0,0,0,0,0,0,0.0430478555845255,0,0,0,0,0.421220799600805,0,0.0730124688582686,0,0,0,0.115957060053129,0,0,0,0,0,0,0,0,0,0,0.0328031915312918,0.0990485266049843,0,0,0,0,0.0689928160851294
X601169.CH.EQUITY,0,0,0.0211080269674591,0,0.0318959550691595,0,0,0,0,0,0,0,0.22258382497173,0,0,0,0,0.0456748368991913,0,0,0,0,0,0,0.0118950909586662,0,0,0.023445656289823,0,0,0,0,0,0.137819811763997,0,0,0.291571016782358,0.064844132432595,0,0,0,0.113507129232983,0,0,0,0,0,0.0437268546419242,0,0
X600015.CH.EQUITY,0,0,0.0292146426396446,0,0,0,0,-0.119398157133736,0.0768962972850337,0,0,0,0.0567522606407416,0.0518623452686065,0,0,0,0,0,0,0,0.11075479191802,0,0,0.525959515492781,0,0,0.0551697364498811,0,0,0,0,0,0,0,0.1156097067446,0,0,-0.130912946321856,0,0,0,0.224907976510735,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598025057361077,0,0,0.0436996578753755,0,0,0,0,0,0.0917930447056357,0,0,0,0.0291698085189409,0.404289215397529,0,0,0.0676963610855398,0.221750487390127,0,0,0,0,0,0,0.0984376653936342,0,0,0,0,0.0170544962015588,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.31389350194634,0,0,0,0,-1.38777878078145e-17,0,-0.113358600193052,0,0,0,0,0,0,0,0,0,0,0,0.0693590553162041,0,-0.000352989726627489,0,0,0.203675379205407,0,0,0,0,0,0,0,0,0,0.229131982690742,0,0.181405486345706,0,0,0,0,0.0455172999480685,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.027737807996964,0.0996766912687942,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,0.0983515009166735,0.0144304202841308,0,0,0,0,0.0587559711676744,0,0.185465763346953,0,0,0,0.138464835389383,0,0.182696445051444,0,0,0.228640299135077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,-0.0484928278835439,0.0616492448615217,0,0.0535972376443941,0,0,0,0,0,0,0,0,0,0,0,-0.0634284278725344,0,0,-0.0624480224506485,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0754292556462372,0,0,-0.120385654818192,0,0.527078555159485,0,0,0,0.251267336172922,0,-0.0180074371367515,0,0.347803837235364,0,-0.00741557997427036,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0295403166547872,0,0,0,0.181447181015625,0,0,0.238394756793968,0,0,0,0,0.225292528220659,0,0.0742185820883181,0,0.0911937434636309,0,0,0,0,0,0,0.165190245068316,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X2891.TT.EQUITY,0,0,0.13822436313761,0,0,0,0,0.0136558157705035,0,0,0,0,-0.670073024584758,0,0,0,0,0,0.0274726254308719,0,0,0.149741816348911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566977631925719,0,0.081952001466871,0,0.365099204245364,0,0,0,-0.0429579688533887,0,0.285240387435514,0,-0.062150167652583,0
X601881.CH.EQUITY,0,-0.0965240584071062,0,0,0,0,0,0,0,0,0,0,0,0,0.204522771749083,0,0,0,0,0,0,0,0,0.0972829880369301,0,0,0,0,0,0,0,0.236469750084222,0,0,0,0,0,0,0,0,0,0,0.0737750263945837,0,0.156484379600366,0,0,0,0.182509400492242,0.302721009920095
X601236.CH.EQUITY,0,0,0,-0.085291291504616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226093792992982,0,0.0508910249579261,0,0,0,0,0,0,0,0.698025346215596,0,0,0.366181351371128,0,0,0,0,0.0554984929236295,0,0,0,0,0,0,0,0,0.0076067265614328,-0.220602133719877
X600919.CH.EQUITY,0,0,0,0,0.0059928061676464,0,0,0,0.0785750793436475,0.0210768889034103,0,0,0,0,0,0,0,0,0,0.191061500731911,0,0.0516145277046174,0,0,0,0,0,0,0,0,0,0,0,0.152100671011382,0,0.147348787443815,0,0,0,0.124344335859693,0,0,0,0,0,0,0,0.190595376952936,0,0
X2884.TT.EQUITY,0,-0.468158004331822,0,0,0,0,0,-0.195388292064818,0.223235740324011,0,0,0,0,0.0516113350546436,0,0.251507654704309,0,0,0,0,-0.0186866603927758,0,0,-0.0267227872535963,0,0,0,0.265495397904863,0,0,0.0631173334673709,0,0,0,0,0,0.196012276680988,0,0,0,0,0,0.541150210593365,0,0,-0.0451521126716805,0,0,0,0
X601009.CH.EQUITY,0.0102477874049026,0,0.0124346683770917,0.0298765203936435,0,0,0,0,0,0,0,0,0.0303410729303992,0,0,0.0824128872892323,0.400215338825557,0,0,0,0,0,0,0,0.0986002242176492,0,0.0414486320189235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192839081760945,0,0,0,0,0,0,0,0
X601696.CH.Equity,-0.252174696574054,0,0,0,0,0,0,0,-0.0739763246282429,0,0,0,0,0.00031046751667875,0,0,0,0,0,-0.097367189009339,0.114649300781193,0,-0.0361434398894346,0.0595919400625523,0,0,0,0,0,0,0.1535054338767,0,0,0.0282524515684878,-0.0770761376855816,0,0,0,0,0,0,0,0,0.258212004767859,0.0639760306238849,0,0,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0.130128363006158,-0.0773305441124906,0,0,0,0.185433268799744,0.61534769408155,-0.231516009880593,0,0,0,0,0,0,0,0,0,0,0,-0.246969806828666,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0340461214419724,0.442607589327983,0,0,0,0,0,0,0,0,0,0,0.0619762701955415,0
