,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X2388.HK.EQUITY,-0.0648947623077735,0.478476545422845,0,-0.326339486718024,0.180867594391773,-0.432604999653815,0,0,0,0,0,0,0,0.0566604616640995,0,0.378380188514042,0,-0.106801146792862,0,0,0,0,0,-0.182728096152556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053671106819859,0,0,0,0.0291588850778074,0.554366108986755,0,-0.163225602850891,0,0
X267.HK.EQUITY,0,0,0,-0.0401810272082792,-0.0729387465883124,0,0,8.67361737988404e-19,0,0.0787444261660319,0,0,0,0,0,0.279152739107854,0,0,-6.93889390390723e-18,0,0,-0.000526512228791132,0,0,0,0,0,0.0725190141377402,0.193021124057018,-0.399485918801304,0,0,0,-0.0731424553024495,-0.441321486447075,0,-0.0521121452202306,0.364851637865682,0,0,0,0,0.110607491198597,0,0,0,0.141313945953945,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11642033339182,0.0635585232830812,0,0.40313161068393,0,0.0604527903580288,0,0,0.0459473227130445,0,0,0,0.0566382692451522,0,0.246042962450449,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.259229646272595,0.0324286760858992,0,0,0,0.104251245795158,0,0.0835604539281773,0,0,0,0.0203673481002036,0,0,0.118576928717329,0,0,0,0.0311319918243891,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0754377105427767,0,0,0,0,0,0.0143178964015163,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0786964143556748,0,0,0,0,0,0,0.214941799061525,0,0.0499232448479277,0,0,0,0,0,0,0.212745073592431,0.0775924188098333,0,0,0,0,0,0,0.0218930918914278,0,0,0,0,0,0,0,0,-0.079891253512842,0,0,0,0,0.0694513558842601,0,0,0,0.0842962438609218
X000001.CH.EQUITY,0,0.0672197859958123,0,0,0,0.10718165654109,0,0.0745834042474897,0.113408872043652,0,0,0,0.0286605207454655,0,0.0336442870507494,0.0110995878960974,0,0,0.103914606587247,0,0,0,0.00104933953152279,0,0,0,0,0,0,0.144603217014835,0,0,0.0936026249473051,0,0.0857131535068816,0,0,0,0,0,0,0,0,0.019978677291188,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.304214960899552,0,0,0,0.384139154527136,0,0,0,-3.46944695195361e-18,0,-0.0064134087689812,0,0,0,0.0934373883803137,0,0,0,0,0,0,0,-0.0676688870402464,0,0.339899277616434,0,0,0,0,0,-0.062677130297583,0,-0.434719841969149,-0.219946417745789,0,0,0,0.458036662397666,0,0,0.0903105370763263,0,0,0.0392295872761199,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,-0.0285299820903719,0,0,0,0,0,0,0,0,0,0,0.638442665941941,0,0,0,0,0,0,0,0,0.103001199106834,0,0,0.0381547707187709,0,0,0,0,0,0,0,0,0,0.147271710741355,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0224147726320579,0,0,0,-0.0483708404935979,0,0,0,0,0,0.356040027618346,0,0.0278551932341266,0,0,0,0,0,0.106087210352978,0,0,0,0,0.0204715536801787,0.00184981336544417,0.0116187730783346,0,0.135337505450615,0,0.22709479784778,0,0,0.115726643230182,0,0,0,0,0,0,0
X601336.CH.EQUITY,0.0106419181791719,0,0,0,0,0,0,0,0,0,0,0.195907487341968,0,0,0.440047853265629,0.17326679735787,0,0,0.0425649717691515,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0949813654320356,0,0,0,0,0,0,0,0.0822320162482769,0,0,0,0,0,0,0,-0.0397456827881525,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.167730963699569,0,0,0,0,0,0,0,0,0,0.17787081228972,0,0,0,0,0.4327185380133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566228289462045,0,0,0.0438667178731983,0,0,0.00157968453438183,0,0,0.0436771419418416,0.0526797100707429
X601066.CH.EQUITY,0,0,0,0.0228717311420171,0,0,0,0,0,0,0,0,0,-0.262009298417856,0,0,0,-0.0561607535751288,0,0,0,0,0.2462411118937,0,0,0,0,0,0,-0.325296415833488,0,0,0.011424162734442,0,0,0,0,0,0,0.493760594437337,0,-0.0173498144924231,0,0,0,0.0024948124444283,0,0
X601229.CH.EQUITY,0.364596322537066,0,0,0,0,0,0,0.0626255324628881,0,0,0,0,0.242536125273627,0,0.0796804388573001,0,0.13111781880592,0,0,0,0,0,0,0,0,0,0,0,0,0.0579902050492098,0,0,0,0,0,0.0934761783440533,0.0935990972995638,0,0,0,0.161514411722699,0,0,0,0,-0.222834103496839,0,0
X002142.CH.EQUITY,0,0.245112469853677,0.23595324411256,0,0,0.0136054135734994,0,0,0,0,0,0.16976844515995,0,0,0,0,0,0,0,0,0,0.0624982065707595,0,0,0,0,0,0,0,0,0.000941224874864449,0,0,-0.177408201266769,0,0,0.0454377331571023,0,0.0840160086994472,0,0,0,0,0,0.113886324525632,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0374754064337563,0,0,0,0,0,0,0,-0.0437780226799398,0,0,0,0,0.297640207313099,0,0,0.0497025888459046,0,0,0,0,0.224441462444539,0,0,0,0,0.522055429281181,0.0294120039322895,0,0,0,0,0.0424635053291906,0,0,0.171797300732827,0,0,0,-0.253365829522287,0.107318372003919,0
X000166.CH.EQUITY,-0.0550874589944166,0,0.0167280342142229,0.0396232773825015,0,0,-0.0281311157938316,0,0,-0.0433035299033456,0,0.0502465339218512,0,0.126329955643834,0,0,0,0,0,0,0,0,0,0,0.0527392954418027,0,0,0,0,0.000105429390965453,0,0,0,0,0.0719244551765515,-8.67361737988404e-19,0,0.295203051912409,0,0.533528507205541,0,0,0,0,0,0,0,0.0287294207312627
X600015.CH.EQUITY,0.0803819834438166,0,0,0,-0.21236087956397,0,0,0.429739140037259,-0.0374147115014486,0,0,0,-0.190593446096392,0,0,0,0,0,0,0.575480231581662,0,0.167666488853772,0,0,0,0,0,0,0,0,0.302630687762375,0,0,0,0,0,0,0,0,0,0,-0.18276047747801,0,0,-0.0579342044626873,0,-0.0822850291541098,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,-0.0790900099403099,0,0,0,0,0,0,0,-0.146847605482146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185113548377445,0,0,0,0.0951780718551567,0,1.08032043790702,0,0,0,0,0,-0.144622161584335,0,-1.73472347597681e-18,0,0,-0.0311471688058739
X002736.CH.EQUITY,0,0,0.0148799856007683,0,0,0,0.102783821740305,0,0,0,0,0.042938851222558,0.0463208801412016,0,0,0,0,0,0.194309339288403,0,0,0,0,0,0,0,0,0,0,0.0250378147260869,0,0,0,0.0817426157296058,0,0,0,0,0,0.290691405520432,0.0599534058557278,0,0,0.024456538928385,0.171948015028072,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535388201572847,0,0.0106684176275588,0,0,0,0,0,0.45303941500965,0,0,0.037330995291264,0,0,0,0,0,0,0.213754589125107,0,0,0.12418550635326,0,0.130030805346467,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0.017971621412092,0,0,0,0,0,0,0,0,-0.158109054925945,-0.131137620774966,-0.251128065202715,0.388816795442552,0,-0.142816661393504,0,0,0,0,0,0,0,0,0,0,0,0.661806075454083,0.481777047411025,0,0,-0.176877241049279,0.60038257364383,0,0,0,0,0,0,0,0,0,-0.0978893587840913,0,0,0,-0.612765781082959
X000776.CH.EQUITY,0,0,0,0,-0.105008723174444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198277099478116,0,0.213956719377098,0,0,0,0,0.432699831607214,0,0,0,0,0,0,-0.00551060600631646,0,0,0,0,0.257822113566831,0,0,0,0
X2886.TT.EQUITY,-0.189830267127286,0,0,0,0,0,0,-0.000258469747582624,0,-0.272622426969408,0,0,0.0960524901081574,0.343499685268254,0.121727783862843,0,0,-0.126060334104644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208362695969883,0,2.77555756156289e-17,0,0,0,0,-0.122017497019797,0,0,0,0.1174770899863,0,0,0.439548462223672,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.134490782908971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135745968400254,0,-0.0763565437335751,0,0.374814349660408,0.0367972050752978,0,0.115112569810381,0,0.0364082542352943,0,0,0,0.294744028512713,-0.0463956758803945,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.220279670357359,0,0,0,0,0,0,0.172786302127365,0,0,0,0,0,0,0.0916227485534748,0,0.0652480047547349,0,0,0,0.280723128716158,0.125471269654556,0.024394944836163,0,-0.116410166375151,0.157424880140179,0,0,-0.0511936686606047,0,-0.0359611460722218,-1.73472347597681e-18,0,0,0,0,-0.0853353364915025,0,0.474724206818865,-0.0132543508957937,0,0
X2891.TT.EQUITY,0,0,-0.203741030057953,0,0,0,-0.0829548393668004,0,0.00356733852127059,0,0,0,0,0,-0.0766906135752649,0.35758360636894,0,0.0952515644979077,0,0,0,0,0,0,0,0,0,0,0.384620879508708,0,0.173704719198611,0,0,0,0,0,0.116332156715979,0,0.0591351997053396,-0.7759908678542,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,-0.121667786379792,0.641626109987922,0,0,0,-0.22027765613,0,0,0,0,0.160961308458629,0.158120190274364,0,0,0,-0.0787294288477451,0,0,0,0,0,0.123452601970139,0,-0.183274922056374,0,0,0,0,0,0.129693492161256,0,0,0,0,0,0,0,0.0617352078725994,0,0,0,-3.46944695195361e-18
X601009.CH.EQUITY,0.154329070279811,0,0,0,-0.0532866783664575,0,0,0.037998081947667,0,0,0.175649941253431,0,0,0,0,0,0.181568617097432,0,0,-0.0955981087927251,0,0.458132645895573,0,0,0,0,0,-0.00801619183784297,0,0,-0.0909590858965584,0,0,0,0,0,-0.144052222505556,0,0,0,0,-0.135091955203027,0.217426331242663,0,0,-0.196733572229516,0,0.0422093182954485
X600958.CH.EQUITY,0,0,0.0913540530447273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13231527483768,0,0,0,0,0,0,0.0788911894551639,0.174556736440817,0,0,0,0,0.42324878688727,0.148329671469711,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.129032661838372,0,0,0.0394580214349161,0,0.0571621423370027,0,0,0,0,0.0427795877416155,0,0,-0.0267028590765274,0,0,0,0,0,0,0,0,0,0,0.314652527883582,0,0,-0.0130614369400227,0,0,0,0.314525454020006,0,0,0,0.179823897406448,0,-0.517980091628571,0,0,0,0,0,0.39121279625112,-0.0980684674843411
X2892.TT.EQUITY,-1.73472347597681e-18,0,0,0,0,0.208864281349962,0,0,0,-0.0640486382881005,0,0,0.125341856807883,-0.011097652211086,0,-0.113311811711331,-0.119203333085639,0,0,0,0,0,0,0,0.02478312925101,0,0,0,0.0409138983598752,0,0.108933317626282,0,0,0,0,0,0,0,0.333813644302858,0,0,0,0,0,0,0.500576160048148,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.19076617274821,0,0,0,0.0464507643928073,0,0,0,-0.034582773659413,0,0,0,0,0,0,0.108646674654955,0,0,0,0,-0.00544732536149355,0.70119729178508,-0.393408025078621,0,0,0,0,0,-0.0552135545334025,0,0,0,0,0,0.205799356983112,0,0,0,0,0,-0.0958151712598829,0,0
