,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X388.HK.EQUITY,0,0,-0.142507793456339,-0.0966214404169786,0,0,0.138266610455637,0,0,0,0,0,0,0.0495854614000489,0,0,0,0,0,0,0.157520292106064,0,0.399211478748328,0,0,0,0.0614753058402767,0,0,0,0,-0.109729010193396,0.0550317328460437,-1.73472347597681e-18,0,0.121806004904827,0,0,0,0,0,0,0,0,0,0,0,0,0.295154161204699,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380195111800038,0,0,0,0,0,0,0,0,0,0,0.0237782174998832,0.244863908837772,0,0,0,0,0,0.0422067936986782,0,0,0,0,0.102720635001053,0,0,0,0.218070493186756,0,0,-0.0257989929786394,-0.101858383037676,0.26030122935253,-0.00484941076361933,0.0572765333113418,-0.0421379472352453,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0630848573988678,0,0,0,0,0,0,0,0,0,0.57012031176253,0,0.227127399140149,-0.105131342296362,0,0,0.149143497541579,0,0,0,0,0,0,0,0,0,0.00492513906202867,0.046448658240515,0,0,0,0,0,0,0,0.136540124891922,0,0,0,0,0,0,0,0.0911630707020929
X000001.CH.EQUITY,0,0,0,0.412935712686074,0,0.141571650487204,0,0,0,0,0.128368363486006,0.273508048210703,0,0,0,0,0,0,0,0,0.0592683883404797,0,0,0,0.0302907399823385,0,0,-0.24624100463214,0,0,0,0,0,0,0,0,0,0,0.0621045413727886,0,0,0,0,0,0,0.278223014695432,0,-0.115261503361689,0,0
X601328.CH.EQUITY,0,0.12477375351934,0,0,0.112816884157793,0,0,0.0546476218131607,0,0.0495931670700246,0,0,0,0,0,0,0,0.38971346369553,0.0147301566811406,0,0,0,0,0.0949873819633861,0,0,0,0,0,0,0.136625841543478,0,0,0,0,0,0,0,0.111299514169554,0,0,0,0,0,0,-0.0265640443902339,0,0,0,0
X601601.CH.EQUITY,0,0.23204903028934,0,0,0.122418092355924,0.120515461851747,0,0,0,0,0,0.226618215771586,0,0,0,0,0,0.0173400945059455,0.350064197645011,0,0,0,0,0,0.0371605097918593,0.0634283360700328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105099636120372,0
X601066.CH.EQUITY,0,0,0.0325293958971633,0,0,0,0,0,0,0,0.0497601260682484,0,0.519605634812831,0,-0.0446666940099055,-0.100505605894553,0,0,-0.00677166072937399,0,3.46944695195361e-18,0,0,0.0392056502388305,0,0,0.0138528647916583,0,0,0,0,0,0.211078917144175,0,0,0,0,0,0,0,0,0,0.0194911304522268,0,0,-0.024177366155095,0,0,0,0
X600000.CH.EQUITY,0,0.0890573541693234,0,0,0,0,0,0,0,0,0,0.0422361803807341,0,0,0.457432212789243,0,0,0,0,0,0,0.0138371117909435,0,0,0,0,0,0.0134947155314877,0,0,0,0,0,0,0,0.0783797934504196,0.0400556317411353,0,0,0,0,0,0,0.0379553625850917,0.0787133459585236,0,0,0,0,0
X601319.CH.EQUITY,0,0.0218356487602998,0,0,0,0,-0.0737619149569162,0,0.0321421235279287,-0.0371736555769129,0,0,0,0.281887343969727,0.211897222366931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285496267606287,0,0,0,0,0.137796346530816,0,0,0,0,0,0,-0.0253826808252041,0,0.0238104249759536,-0.0871010959501232,0,0.015456748188031,0
X2388.HK.EQUITY,0.140766117347806,-0.0436823369731938,0,-0.123083657459887,0,0,0.117684800027314,0,0.149952796443511,0,0,0,0,0,0,0.0811072396405994,0,0,0,0,0.0372840480197223,0,0,0,0,0.38891222956241,0,0.160469312431781,-0.018849081923837,0,0,-0.309972357396834,0,0.211132522912207,0,0,0,0,0,0,0,0,0,-0.0648085505467287,0,0,0,0,-3.46944695195361e-18,0
X11.HK.EQUITY,0,0,0,0,0.0883754364230857,0,0,0.0224466969463702,0.262181244968562,-0.151557807260254,0,0,0,0,0,0,0,0,0,0.572539281591401,0,0,0,0,-0.00164076698314405,0,0,0.097194632436597,0,0,0,0,0,0,0,0,0,0,0,-0.114409496720892,0,0,0,0,0,0,0,0,0.0630682530552765,0
X601998.CH.EQUITY,0,0,0.174653868385426,0,0.107618603882796,0,0,0,0,0.00867196085731458,0,0,0,0,0.242339632799651,0,0.126539358343463,0,0,0,0,0,0,0.064824109754961,0,0,0,0,0,0,0,0,0,0,0,0,0.232324336912475,0,0,0,0,0,0,0,0,0,0,0,0.230174850221326,0
X300059.CH.EQUITY,0,0,0,0,0,0.0495574091027641,0,0,0,0,0,0,0,0,-0.0437691614060677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134296660527212,0,0,0,0,-0.00794131412942063,0,0.178687020886739,0,-0.0719773361208643,0,0.416692034962432,0,0.135191210230624,0,-0.00425582454334389,0,0,0,0.0163515929829126,0.000930224437327251,0
X600016.CH.EQUITY,0,0,0.0638161745507188,0,0,0,0,0,0.00109146357949499,0,0,0,0,0,0.060158421933317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977630950222106,0,0.095439709994841,0,0,0,0,0,0,0,0,0,0,-0.170769880009944,0,0,0.164907267776394,0,0,0,0,-0.338084351147794
X002142.CH.EQUITY,0,0,0,0.44851042466731,-0.271639584720816,0,-0.279690456853875,0,0,0,0,0,0,0.0413308803530151,0,0.0774285307128804,0,0,0,0,0,0,0,0,0,0,0,-0.0423002570008864,0,0,0,0.304942354291969,0,-0.0284649155673735,0,0,0,0,0,0,0.20799127006972,0,0,0,0,0,0.129744078479482,0.0260062349367003,0,0
X601818.CH.EQUITY,0.0621341408397726,0.0560313487367557,0,0,0,0,0,0,0,0,0,0.104273452768185,0,0.0602865457271019,0,0.040121404419876,0,0.0609091256219355,0,0,0,0,0,0.0309666369630481,0.0129093390650959,0,0,0,0,0,0,0,0,0,0,0,0.200372846393083,0,0,0,0.0363315812188272,0,0,0,0.0570411962289102,0,0,0.0758545271697825,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.242433815177809,0.0259019860248147,0,0,0.0288266383441471,0,0,0,0,0,0,0.00180141750766148,0,0,0,0,0,0,0,0,0,0,0,0,0.00717356410040033,0,0,0,0,0,0.244124828951291,0,0,0,0,0,0,0,0,0,0,0,0.236728807593262,0,0.26691467922614
X267.HK.EQUITY,0.100245262810395,0,0,0,0,0,0.158216127040301,0,0.207496529402889,-0.025606444131862,0,0,0,0,0,0,0,0.0630877533527984,0,0,0,0,0,0,0,0,-0.138174419652258,0,0,0,0,0.203611694447333,0,0,0,0,0,0.147156117553952,0,-0.124648303201393,0,0,0,0,0.161134016152273,0,0,0,0,-0.0106935518217043
X601688.CH.EQUITY,0,0,0,-0.0505755181748838,-0.0146754683806117,0,0,0,0,-0.064937036423078,0,0,0,0,0,0,0,0,0,0,0,0,0.233418585772907,0.33887408983407,0,0,0.0819861391077385,0,0,0,0.348911283379792,0.151508233274553,-0.0420571121968223,0,0,0,-0.0155798121935082,0,0,0.0483239603624656,0,0,0,0,0,0,0,0.0347612017335033,-3.46944695195361e-18,0
X600837.CH.EQUITY,0,0,0,0,0,0.0578815855251084,0,0,0,0,0,0,0.231907946763762,0,3.46944695195361e-18,0.122184497672168,0,0,0,0,0,0,0.0688914009615713,0,0,0,0,0,0.274345492734181,0,0,0,0,0.00986570517390121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127382572111068
X601211.CH.EQUITY,0,0,0,0.00350684269512714,0,0.0959819668526335,0,0.0230035205154445,0,0,0.035871938881581,0,0.163683739217495,0,0.236562906278155,0,0,0,0,0,-0.220358267199886,0,0,0,0,0.0826807318438784,0.0658781296992131,0,0,0,0,0,0,0,0.0368815682235197,0,0,0,0,0.0372656682454323,0,0,0,0,0,0,0,0.161348884230517,0.193635037142787,0
X601336.CH.EQUITY,0,0,0,0,0,0.495714901175477,0,0,0,0,0,0.0689119357691521,0,0,0,0.143407690494675,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0864574480506069,0,0.154721520498653,0,0,0,-0.0538310772688913,0,0,0,0,0,0,0,0,0,0,0,0.0322911034952202,0,0,0.241692944733605,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,-0.133527737228523,0,0,0,0,0,0,0,0,0,0,-0.15621415840225,0,0,0,0,0.01683357955039,0,0,0,0,0,0,0,0,0,0.688823265585056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22510387393132,0
X2882.TT.EQUITY,0,0,0,0.152992880370127,0,0,0,0,0,0,0.0992223214646359,0,0.244301511103685,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.175811168590134,0.0782454804231391,0,0,0,0,0,0,0,0.744526668871572,0,0,0,0,0,0.172864236244761,0,-0.173574399721134,0,-0.0348680304837393,0,0.0537985763060838
X000166.CH.EQUITY,0,0,0,0,0,0,0.178922930559038,0,0,0.0209061835256136,0,0,0,0,0,0,0,0,0,0,0,0,0.0538731414436713,0,0,0,0,0,0.0306952730031281,0.114246065595891,0.155140580550561,0,0.0667599866510943,0,0,0.104060737610584,0,0,0.207326051753045,0,0,0.127676040523748,0,0,0,0,0,0,0.250367669994729,0
X000776.CH.EQUITY,0,0,-0.0321018081273022,0,0,0,0,0,0,0,0.0149307328503159,0,0,0,0,0,0.131099922919522,0,0,0,0,0,0.38560263376162,0,0,0,0.116798975486234,0,0,0.119231712810765,0.271763944485974,0,0.00489983355806728,0,0,0,0,-0.0390965603634105,0,0,0,0,0,0,0,0,-0.0656173417425139,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0468650364575101,0.275439440527965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093729664521681,0,0,0.0406920795878914,0.103513111105136,0,0,0,0,0,0,0,0,0.039604793268377,0,0,0,0,0,0.422807888864931,0,0,0.293800906183107,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.0552693473292798,0,0,0.069155390781963,0,0,0,0,0,0,0,0,-0.069811853625536,0,0,0,0,0,0.0796665092992428,0,0,0.0848477583366869,0,0,0,0,0,0.324183714978778,0,0,0,0,0,0,0,0,0,0.342761141646117,0.0279820299227923,0,0,0,0,0
X601169.CH.EQUITY,0.0102661849315115,0,0,0,0,0,0,0,0,0.0739014159781264,0,0.0139660171532897,0,0,0.10374294882144,0,0,0,0,0,0,0.181824158612323,0,0,0,0,0,0,0,0.0569721419281119,0,0,0,0,0.076792907336831,0,0.269692509622997,0,0,0,0.101962878277374,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.132024081050678,0,0,0,0,0,0,0,0,0,0.260362546562041,0,0,0,0,0,0.0685693884760094,0,0.194842662873695,0,0.0465321700361352,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0806745209567691,0,0.0745765060958225
X600015.CH.EQUITY,0,0,0,0,0,0,0.222584325694946,0,0,0,0,0,0.0514477482564644,0,0,0.105958553807216,0,0,0,0,0,0.034224133968277,0,0,0.032470230686869,0,0,0,0,0,0,0,0,0,0,0,0.0898336624369863,0,0.147548531953196,0,0,0.142880629669602,0,0,0.187955080957224,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0.0345349561955304,0.0507298588005575,0,0.101733841247406,0,0,0,0,0,0,0,0,0,0,0,0.219296255838048,0,0,0,0.0712889987051073,0,0,0.164985860323307,0,0,0,0.0449830984939441,0,0,0,0,0,0.112846299762618,0,0,0,0,0,0.140713859988951,0,0.106043391384444,0.226439824070248,0
X2886.TT.EQUITY,0,0,0,0.203467903525465,0,0,0,0,0,0,0.0280800765451558,0,0,0.0827595885605184,0,0,0.291474401108137,0,0,0,0.118154666213148,0,0,0,0,0,0,0,0,-0.300588232945332,0,0,0,0.017257329802358,0,0,0,0,0,0,0,0,0,0.329834307532919,0,-0.143504707757575,0,0,0,0
X2891.TT.EQUITY,0,0,0,0.0379599528220579,0.00139894655157311,0,0,0,0,0.0306822502387951,-0.053550347963037,0,0,0,0,0,0,0.080673674739482,0,0.0793843351271812,0,0,-0.0358416233064455,0,0,0,0,0.0722532417774427,0,0,0,0,0,0.0716105800125596,0,0,0,0.136292007581046,0,0,0,0,0.24763323154295,0,-1.73472347597681e-18,0,0.211014409058362,0,0,-0.0561373582102806
X601009.CH.EQUITY,0.309719952594834,0.0835055837775388,0,0.186403691803836,0,0,0.0475362332867211,0,0,0.108382902534634,-0.152207430113307,-0.244128317615405,0,0,0.0501947929671812,0,0.00862111427569397,0,0.0726591841174395,0,0,0,0,0,0,0.143731317568636,0,0,0,0,0,0,0,0,0,0,0.120915120790892,0,0,0,0,0,0,0,0,0,0,0.107829605924297,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.188395262720992,0,0,0,0.0221257073310146,0,0.0103860825302531,0,0,0,0,0,0,0,0,0,0,0.276664113453776,0.171828605954611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136636706379992,0,0,0,0,-0.0283578552640555,0,-0.0239700090719388,0
X2884.TT.EQUITY,0,0,-0.0159414095297396,0.242228820269995,0,0,0,0,0,0.0217129420298656,0,-0.0318740001829989,0,0,0,0,0,0,0,0,0,0,0,0,0.0349373951666242,0,0,0,0,0,0,0,0.0522999606000957,0,0,0,-0.0281015518527525,0.38908301157432,0,0,-0.133568061197764,0,0,0.340221559719324,0,0,0,0,0,0.117742668117372
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0369062784092622,0,0,0,0,0,0,0,0,0,0,0.540759742728653,0,0,0,0.33467440496413,0,0,0,0,0,0,-0.139480273755786,0,0,0.303041667811973,0,0,0,0,0,0,0,0.039306900107502,-0.0696088961248177,0,0,0,0
X601901.CH.EQUITY,0,0,-0.0482379865368031,-0.0763875975818945,0,0,0,0,0,0,0,0,0,-0.0671417438449955,0,0,0,0,0,0,0,0.0610869617554465,0,0,0,0,0,0,0.303325723338445,0,0,0.017096823175153,0.196690031363118,0,0.18175265908199,0,0,0,0,0,0,0.276698532095933,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0.0585963775924036,0,-0.231779018898947,6.93889390390723e-18,0,0,0,0.0334498119085534,0,0,0,0,0,0,0,-0.0910753797756075,0,0,0,0.0863667747356949,0,0,0,0,0.140385506885688,0.110119924565639,0,0,0,0,0,0,0,0.0973628468326874,0.344527783563036,0,0,0,-0.0908543441909789,0,0,0,0,0,0
