,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2880.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0623688952674692,0.419645395536449,0.269012477147399,3.46944695195361e-18,0,0,0,0,0,0,0,0.0674401146117309,0,0,0,0,0,0,-0.0890155083913159,0,0,0,0.222551128264259,0,0.073189862534278,0,0,0,0,0,0,0,0,-0.157610796863621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258972760117323,0
X601939.CH.EQUITY,0.0616508942412972,0,0,0.0950925429805413,0,0.118744168616884,0.0324256317860971,0,0,0.000144050160533952,0,0,0,0.22284787149961,0.260785165186519,0,0,0,0.0376943952558352,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0589829862958473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.370107421165209,0.165384428159354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720185800291075,0,0.0153924614320507,0.0435715240040788,0,0,0,0.140566841870272,0,0,0,0,0,0.0877133398989281,0,0,0,0,0,0,0,0,0.00595075569128588,0,0,0,0,0,0,0,0,0.0713227280343234
X601988.CH.EQUITY,0,0,0.45412925497497,0,0.114116816514008,0.11856569883233,0.128635777698541,0,0,0.123299026053704,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0952438681977982,0,0,0,-0.0444047449949151,0,0,0.156365355371724,0.11724793176618,0,0,0,0,-0.0996808450576041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.552391589856925,0,0,0,0,0,0,0,0,0.00548806578089288,0,0,0,0,0,0,0,-0.0611431703936671,0,0.661892596784385,0,0,0,-0.060576051437905,0.321398804869224,0,0,0,0,0,0,0.0737072173536469,0,0,0.00506423418782857,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.084536062017935,0,0,0,0.0648700121044396,0.242610081194706,0,0,0,0,0,0.154967365182081,0,0,0,0,0,0,0,0,0.143499616372043,0,0,0,0,0,0,0,0.0433411079193413,0,0,0,0.029134349927957,0,0,0,0,0.0464839540469332,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0610548669391614,0,0.157377550574336,0,0,0,0,0,0,0,0,0.150364322444986,0,0.329910838211236,0,0,0,0.0583145980020829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730501572477767,0,0.0274876876744006,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0913523729326067,0,0,0,0,0,0,0,0.153448193147037,0.109825052593679,0.0885988677595474,0.179931872550982,0.00536418315923876,0,0,0,0.0189636301332813,0,0,0.0568242457702438,0,0.0657890436092831,0,0,0,0,0,0.0520732588638493,0,0,0.0647026798662742,0,0,0,0,0,0,0,0,0,0,0,0.0251259672281951,0,0
X600036.CH.EQUITY,0,0.440870530651042,0,0,0,0,0,0,0,0.292456753592148,0,0,0,0,0,0,0.142335055951535,0,-0.0756522617457075,0,0,0,0,0,0,0,0.121741649636597,0,0,0,0.0253897653788511,0,0,0,0,0,0,0.19863086210919,0,0,0,0,0,0,0,0.0969395591949098,0,0,0,0
X601166.CH.EQUITY,0,0.0402514105098056,0,0.107708873780463,0,0,0,0,0,0,0.264191264871916,0,0,0,0,0,0,0,0.0745061196222497,0,0,0,0,0,0,0,1.38777878078145e-17,0.35652660903547,0,-0.0195718635738075,0,0,0,0,0,0,0,-0.112594059768713,0,0,0.152044192972074,0,0,0,0,0,0,0,0.0373998034571683,-0.197224362861502
X267.HK.EQUITY,0,0,0,0,0.299227784440767,0,0,0,0,0.306929943006941,0,0,0,0.100600308055064,0,0,0,0,0,0.0945124883832974,0,0,0.189518543877929,0,0,0,0.0802248383567715,0,0,0,0,0,0,0.173075974518942,0,2.77555756156289e-17,0,-0.0221547307598383,0,0,-0.169513819399118,-0.101048000828724,0,0,-0.0572378075227696,-0.128359345949968,0,0,-0.0910310778927816,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0769208597649383,0.061318243371524,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0157117581747585,0.259637491947553,0,0,0,0.11528483638706,0,0,0,0,0.218161598145491,0,0.122331677790315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0292382455028837,0,0,0,-0.259709856434066,0.501755913536068,0,0,0,0.0584775790447562,0,0,0,0,0,0,0,0,-0.153349942724127,0,0,0,0,0,0,0,0,0,0,0,0,-0.228001306512449,0,0,0.114171493657489,0,0,0,0,-0.152102416667859,0,0,0,0,0,0.211298187761338,0.199681986299781,0,0
X600016.CH.EQUITY,0,0.0779478689690838,0,0,0,0.312868000042049,0.0946572375785092,0,0,0,0.302297159808162,0,0,0,0.198722051101816,0,0,0,0,-0.307010621795018,0,0,0,0,0.233781066139039,0,0,0,0,0,-0.131629696152048,0,0,0,0,0,0,0,-0.196565540878755,-0.00850541591895113,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.289995100188485,0,0,0,0,0,0,0,0,0,0.465127376153554,0,0.151682171631322,0.0480356241105716,0,0,0,0,0,0,0,0.15538476484295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07867971981765,0,0.0349918919757042,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287315338991576,0.0676610503539666,0,0,0,0.0571266995629141,0,0,0,0,0,0.0597480147666849,0.135861431879228,0,0.0342540662468737,0,0,0,0,0,0,0,0,0,0,-0.0638139121833223,0.148223486831,0,0,0,0,0,0,0.17631857664484,0,0,0,0,0,0,0.151349469557672
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0688745599194703,0,0,0,0.132730042424541,0,0,0.232162053912352,0,0,0,0,0,0,0,0,0,0,0,0.0812954572260179,0,0,0,0,0,0,0.0752754036557229,0.120459690905497,0,0,0,0,0,-0.119105746846596,0,0,0,0,0,0,0.117128168643436,0,0
