,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0.0516511438237817,0.186705946739988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58869848338292,-0.297591602294266,0,0,0.0313934819424794,0,0,0,-0.163424906372215,0,0,0,0,0,0,0,0,0,0,0.168777544165392,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.160313758798852,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0143476321696404,0,0,0,0,0,0,0,0.0358871451353564,0,0,0.0428203619241209,0,0.223902830555972,0.051563535564885,0.0832030382890705,0,0,0,0,0.238881587668169,0,0,0,0,0,0,0,0,0,0.144181568989172,0
X601939.CH.EQUITY,0,0.0606056104412622,0,0.795711335079595,0,0,0,0,0,0,0.0307884794770494,0,0,-0.0445610051005619,0,0.102914395947104,0,0,0,0.0163976488499872,0,0,0.0284196568096681,0,0,0,0,0,0,0,0,0.0731291078218513,0,0,0,0,0,0,0,0,0,0.0375224807552895,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.85055707685117,0,0,0,-0.0431650422106509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618834863133664,0,0,0,0,0,0.00211768543161825,0,0,0,0,0,0,0,0,0.029872105026292,0,-2.16840434497101e-19,0,0,0.152344047580981,0,-0.0694435157867552,0.0333873317355894,-0.165679719794693,0,0.0144633535258365,0
X601628.CH.EQUITY,0.0161371767342174,0,0,-3.46944695195361e-18,0,0,0,0,0,0.226588780520865,0,0.289898229690359,0,0,0,0,0,0,0.0269347926929959,0,0,0,-0.150847729591155,0,0,0,0,0,0,0,0,0.571585766746155,0,0,0,0,0,0.105231650564261,0,0,0,0,0,0,0,0,0.0851957436180129,0,0,0
X600036.CH.EQUITY,0,0.0376798843007123,0.0806089474930548,0.301875046547766,0,0,0,0,0.019369598397126,0,0,0,0,0,0,0,0.114757353629465,0,0,0,0,0,0.133231354699444,0,0.057997877527949,0,0.0311185966988946,0,0,0,0,0,0,0,0,0,0,0,0,0.0469936791889967,0,0,0,0.00685017757829785,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.393533129774227,0.021115398177103,0,0,0,0.0288018739202505,0,0,0,0,0,-0.125274676351994,0,0,0.285085056071785,0,0,0.0884889470917035,0,0,0,0,0,0,0,0,0,0.0415173894657093,0.0385296849253611,0,0,0,0,0,0,-0.101323275363798,0,0.17905582757205,0.247894198998047,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0339757166566206,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190491651671319,0,-0.0356759298493725,0,1.00829978687445,0,0,1.73472347597681e-18,0.0182551040818036,0,0,0,-0.0684813976477689,0,0.0427592918732803,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0787291164486565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525855415331932,0,0,0.0733133739389188,0,0,0,0,0,0,0,0,0.204767074526605,0,-0.285242823503259,0,0.120927148586946,0,0,0,0,0,-0.232579659674263,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.345792354089363,0,0.14666416043311,0,0.24900519663529,0,0,0,0,0,0.121479564818923,0,-0.307676998812782,0,0,0,0,0.288773419984099,-0.0321677996212183,0,0.148250717684819,-0.242662427029938,0.375996508147572,0,0,0,0,0,0,-0.197728176196588,0,0,0,0,0,-0.311707907106582,0,0.223444753163698,0,0,0,-0.180416166524703,0,0,0,0
X601658.CH.Equity,0,0,0.232130433370529,0,0,0,0,0,0,0,0,0,0,0,0,0.133371361374418,0,0.208768720449594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141866636510313,-0.00640025560265335,0,0.0706088158684791,-0.113597370494671,0,0,0,0.0106024026743356,0,0,0,0.086301228398132,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.148479650943857,0,-0.0370103413541207,0,-0.0278620801389264,0.0619152690155752,0.0556303642197554,0,0,0.335801549039147,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211166860374247,0,0,0,0,0,0.127443926713712,0,0.0889705877950516,0,0,0.185023881633194,0,0,0.0526437982505873,0,0.163401107336056,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.106613689876366,0.0738572384560881,0.309064261733641,0,0,0.0547978726306675,0,0,0,0,0,0.0632130086718999,0,0,0.0847533032518526,0.0295430318300035,0,0,0,0,0,0,0,0,0,0,0.0995554481776097,0,0,0,0,0,0,0.301974760277032,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0412022842020366,0,0.438064351509237,0,0,0,0,0,0,-0.0118493492871083,0,0,0,0,0,0,0,0,0,0.0263486246255397,0.267091699603183,0,0,0.121626209326101,0,0.0257440792834328,0,0,0,0,0,0,0,0,0.0471021160666366,0,0,0,0,-0.0229517654212942,0
X601328.CH.EQUITY,0.108343246189234,0,0,0.141260775806995,0,0,0,0,0,0,0,0.0543679692562221,0,0,0,0,0.0847952889003254,0,0,0.390417835726205,0,0,0,0,0,0,0,0,0,0,0,0,0.025570683287882,0,0,0.0786731275208182,0,0,0.00559805951144658,0,0,0,0,0,0,0,0,0,0,0
