,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0.0494863092969975,0,0,0.0705126987333119,0.0736564730719843,0,0,0,0,0,0.103639614803189,0,0,0,0,0,0.216275995233191,-0.175385029878912,0.192931003890376,0,0,0,0,0,0,0,0,0,0.0426773592956116,0,0.21507097238413,0.0680452279796056,0,0,0,0,0,0.0277424515958267,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.106154577843969,0,0.0586440637480546,0,0,0.276127274559992,0,0,0,0.361915371420961,0,0.0754947758810812,-0.0282667912508165,-0.0549733172302612,0,0,0,0,0.0339323425887986,0,0,0.136239716925353,0,0,0,0,0,0,0,0,0,0,0,0.0457945321414384,0,0,0,0,0,0,0,0,0,0,0.00644634443657415,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271833738771556,0,0,0,0,0,0,0,0,0,0,0,-0.128195872798042,0,0,0.277954686568131,0,-0.337554465830712,0,0.274379129609015,0.184841891620711,0,0,0,0,0,-0.0296875758198533,0.199508569889864,0.288434030611203,0,0,0,0,0,0,0,0,0.0739859940127065,0,0
X601601.CH.EQUITY,0,0,0,-0.105035529800195,0,0,0,0.132257565272017,0,0.196160012796188,0,0,0.173317167652358,0,0.347267440300514,0,0,0,0.0275660604242977,0,0,0,0,0,0,0,0,0,0.261525159862231,0,0,0,0,0,0,0,0,0,0,0,0,0.0679370185028165,0,0,0,0,0,0
X388.HK.EQUITY,0,-0.218123064266273,0,0,0,0,0.187384004250212,0,0.705314467714413,0,0,0,0,0.126570098307179,0,0,-0.126806262265909,0,-0.0338965728649251,0,0,0,0,0.0679569691249804,0,0,0,-0.153826551923867,0,0,0,0,0,0,-0.0567700429832476,0.29637144452983,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0
X11.HK.EQUITY,0.353749359021825,0,0,0,0.122700544433932,0,0,0,0.179527591301357,0,0,0,0,0,0,0,-0.0497007955002554,-0.107854411237929,0,0,0.349290691560472,0,-0.180351223734553,0,0,0,0,0,-0.111097396031948,0,0,0,0,0,-0.0297001122972742,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068235338092061,0.0182724028196162,0,0,0,-0.174654519642389,0.189772410548447,0,0,0,0,0,0,0,0.0092233070799173,0,0,0,0,0,0,0,0,0.269248533706522,0.331717000813947,-0.000412374415388316,0,0,0,0
X601998.CH.EQUITY,0.000682832777990052,0,0,0,0,0,0,0,0,0,0.321354662623567,0,0,0,0,0,0,0,0,0.104131495630928,0.0167058320705758,0,0.0276902479003824,0,0,0,0,0,0,0.0917004309152892,0.121834707596469,0,0,0,0,-0.20238619058695,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,-0.120981671286665,0.00433924944413115,0,0,0.227926314086211,0.0746663142627039,-8.67361737988404e-19,0.0955480935125016,0,0,0.0641213403711227,0,0.160682988965345,0,0.476831359442602,0,0,0,0,0,-0.0790846245544563,0,0,-0.0353178382781066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224216196404206,0
X600016.CH.EQUITY,0,0.150327063170277,0,0,0,0,0,0,0,0,0.375391234935679,0.073807422888621,0,0,-0.00374223982427788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500674416313993,0,0,0,0.131839890713717,0,0,0.22093050346006,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.0245528515732695,0,0.0715558250281776,0.130132174658792,0,0,-0.125562323296429,-0.0359440154243047,0,0,0.642100529017926,0,0,-0.0413989728862873,0,0,0,0,0,0,0,0,0,0,0,0,0.291675800336099,0,0,0,0,0,0,0.0826659260812541,0.147333634410868,0,0,0.143083739780535,0,0,0,0,0
X600030.CH.EQUITY,0,0.101371401487911,0,-0.0145947126316985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120589825664052,0,0,0,0,0,0,0,0.0759909001342196,0.221534318309976,0,0,0.0327810406432004,0.00244824284091744,0,0,0.0811764721080459,0.0762148396983783,0,0,0.0482622644855642,0,-0.0154516977298804,0.131674810359057,0.246442079646109,0,0,0,0,0,-1.73472347597681e-18
X601818.CH.EQUITY,0,0,-0.0996282243005999,0,0,0,0,-0.127978014034384,0,0,0,0.168292108386931,0,0,-0.133596662509402,0,0,0.348477323261155,0,0,0,0,0,-0.146801838853289,0,0,0,0,0,0,-0.139863873399665,0,0.330600208697222,0,0,0,0,0,0,0,0,-0.0602763649430845,0.0954817806746676,0,0.102868865801105,0.0914511415290172,0,0
X002142.CH.EQUITY,0,0.0197102051574512,0,0,0,0.226886111907781,0.0472187292844265,0,0,0.0483247658859781,0,0,0.168287123474667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129237245564172,0,0,0,0,0,0,0,0.0270084576242016,0,0,0,0,0,0,0,0.0325290435090964,0,0,0.0137466299626231
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0340554622850241,0,-0.0721760665722535,0,0,0,0,0,0,2.16840434497101e-19,0.14532175430869,0,-0.231377233422696,0,0,0,0,0,0,0.455737409411634,0.0960206460973168,0.015414814011489,0,0.0800799751390559,0,0,0,0,0.106016060291093,0
X601688.CH.EQUITY,0,0,0,0,0.0415459112062169,0,0,-0.248062653902809,0,0,0,0,0,0,-0.0753418760658739,0,0,-0.393142290105068,0,0,0,0.584616588168314,0,0,0,0,0.133605727118964,0.0619321468915266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346001157668088,0,0.0418022788905943,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676050409237962,0,0,0,0,0,0,0,0,0,0,0,0,0.0398740916038711,0,0.00833430829663413,0,0,0,0,0,0,0,0.400990248123596,0,0,0,0,0.171240853724366,0.20256671209834,0,0,0,0,0,0.164496019326241
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928958410200346,0,0,0,0,0.0504683605637584,0,0,0,0,0,0.0429716762478512,0.344109594235186,0,0.165329289762371,-0.175252429068187,0.00787436489815767,0,0,0,0.256399518868034,0,0,0,0,0,0
X601229.CH.EQUITY,0.248724966783327,0,0.13383626208977,0,0,0,0,0,0,0,0,0,0.244688453497843,3.46944695195361e-18,0,0,0,0,0.022274611476695,0,0,0,0,0,0.237749845030521,0,0.161805732855079,0,0,0,0,0,0,0,0,0,-0.070237695247568,0,0,0,0,0,0,0,0,-0.20791582096376,0,0
X601336.CH.EQUITY,-0.0995526962628784,0,0,0,0,0,0,0,-0.198712835707719,0,0,0,0,0,0,0,0,0,0,0,0.0861425391099132,0,0,0.13336513244112,0,0,0,0,0,0,0.299889876982962,0.139015457472775,0,0.784196552208038,0.217326506890072,0,0,0,0,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,-0.131533702772885,0,0,-0.0206179969171379,0.0177817202865501,0,0,0,0,0,0,0,0,0,0,0,0,0.14476787671612,0,0,0,0,0,0,0.041506872279819,0,0.054153665954522,0,0.0502114649188377,0,0,0,0,0,0.300393749119964,0.0296780562163282,0,0,0,0,0,0,0,0.0653161523738272,0,0,0,0
X601169.CH.EQUITY,-0.0540060359131065,0.119085590682832,0,0,0,0,0,0,0,0,0.255412072483078,0.102661625551305,0,0,0,0,0,8.67361737988404e-19,0.160658200364938,0,0.0162329442358639,0,0,0,-0.0203069651398744,0,0,0.0490893981333646,0,0,0,0,0.530241085982063,0,0,0,0,0,0,0.112809084865863,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0308061114201807,0,0,0,0,0,0,0,0.0172389102087798,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.41248632257213,0,0,0,0,0.0626830240005847,0,0.0633934152953713,0,0.25411981261659,0,0,0.072418778026186,0.107606364446175,0,0,0,0,0,0.0398765060450655,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0518613983909126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224388045218754,0,0,0,-0.0136254377455516,0,0,0,0.0694557024103286,0,0.0426990312081452,0,0,0,0,0,0.123374149311647,0,0,0.415317157703006,-0.00878134723351772,0.103097685357188,0,0,-0.021347000671652,0,0,0,0.219053315915696
X2881.TT.EQUITY,0.0923474938768779,0,0,0,0,0,0,0,0,0,0,0,-0.247884918377307,-0.0248207024413655,0,0.147794724945794,0,0,0,0,0,0,0,0,0,0,0,0,-0.180981917669626,0.148809506472536,0.66477313095002,0,0.139503465101313,-0.144392816550859,0,0,0,0,0,0,0,-0.128570225028736,0,0,0.251837300503463,0.0733242706970929,0,0
X600999.CH.EQUITY,0,0,0,0,0.0960852934047655,0,0.0397629488807272,0,0,-0.0989040491179275,0,0.018985060268742,0,0.109376612031051,0,0,0,-0.208339545700268,0,0.0902165014499524,0,0,0,0,0,-1.73472347597681e-18,0.327798572752985,0.196652585069418,0,0,0,0,0.0873363020353378,0,0,0,0.102472351189765,0,0,0,0,0,0,-0.00291910443180638,0,0,0,0
X2891.TT.EQUITY,0,0,0.193201357217147,0,0,0,0,0,0,0,0,0.049023237083268,0.0254441830079035,0,0.0400651939539705,0,0,-0.0215568707569051,0,0,0,0,0,0.0892873450438322,-0.0979390367957219,0,0,0,0.161199957029338,0,0.0536101366433777,0.12802693344357,0,0,0,0,0,0,0,0.104561061904806,0,0,0,0.0723505686234588,0.0334109507531459,0,0.54786640004532,0
X300059.CH.EQUITY,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0130338448922776,0,0,0,0,0,0,0,0,0,0,0,0.235245845606181,0,0,0.170984153256244,0,0,0.0525235761714854,4.33680868994202e-19,0.227306690306144,0,0,0,0,0,0,0,0,0,0,0.243083410722531,0,0,0,0,-0.0606452812316654,0,0.0369275303663619
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.171857750824971,0,0,0,0,0.0836753190099517,0,0.0103653907286737,0,0,0,0,0,0,0.102655199227017,-0.121708914815439,0.0998301508311843,0,0.0795988776639523,0,0,0,0,0,0.366823169245439,0,0.139267068670339,0.0198639638703518,0,0,-0.142614590785666,0,0,0,0,-0.183170750668791,0.022997830002739,0,0.0417470489646031
X2886.TT.EQUITY,-0.127176553062722,-0.0879433186649561,0,0.101969525512116,0,0,0,0.0503797494856569,0,0.00634600159551491,0,0,-0.129815614481457,0,0.12033642456245,0,0,0,0.181136886759647,0,0,0,-0.163738656936792,0,0,0,0,0,0,0,0,0,0,0,0.0358008420529285,0,0,0,-0.0248449960604774,0,0,0,0,0,0,0,0.743960704605094,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0.0454780913797114,0,0,0,0,0,0.0908563088533731,0,0,0,0,0,0,0.0818447390990238,0.0148081393868972,0,0,0,0,0,0,0,0,0,0,0.278648104484617,0,0,0,0.311568989418347,0,0,0,0.13725248498066,0,0.0299371025423118,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0.0636851875554963,0.0190080536545158,0,0,0,0,0,0,0,0,0,0.0378826613522129,0,0,0,0,-8.67361737988404e-19,0.00197445004636509,0.0822131789536601,0.0548315162586896,0.0564027522497888,0,0,0.0612687971465778,0,0,0,0,0,-0.00854808570924105,0,0,0,0.303681837498225,0,0,0,-0.0408265645662788,0,0,0.190142866123767
X600919.CH.EQUITY,0,0,0,1.38777878078145e-17,0,0.08232509390304,0,0.0528168677605965,0,0,0.131659787748953,0,0,0,-0.0531906584840567,0,0,0,0,0.00654766838634382,0,0,0,0.0807369460523309,0,0,0,0,-8.67361737988404e-19,0,0,0.318213006656343,0,0,0,0,0,0,0,0,0,0,0,0,0.123760160770597,-0.0241868611007857,0,0
X2884.TT.EQUITY,0,0,0,0.114073839764421,0,0,0,0.0841814888121174,0,0,0,0.0886205720367675,0,-0.146074260471448,0.0437673474200799,-0.215035525483631,0,0,-0.0221770476871429,0,0,0,0,0,0.0635151760598375,0,0,0,0,0,0.230893006813034,0,0,0,0,0,0.132447565802873,0,0,0,0.0624394430127822,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.129237469187992,0,0,0.0881620987722636,0,0,0,0,0,0,0,0,0.0865087142777287,0,0.0593307619555325,0.0962421899922443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100133913571228,-0.151927213516438,-1.38777878078145e-17,0,0,0,0,0,0.491118698829929,0,0,0,0.0726872949531232,0
X601077.CH.Equity,0,0,0,0,0,0,0,-0.370664076356248,0,0,0,0,0.314651500880617,0,0,0,0,0,0.172489311415689,0,0,0,0,0,0.0138255069842855,0,0,0,0,0,0.0404906820071923,0,0,0,0,0.0554003577554194,-0.0237658616472361,0,0.152349846803785,0,0,0,-0.387246188838859,0,0,0,0,0
X2892.TT.EQUITY,-0.0135474822162099,0,0,-0.106084544312167,0,-0.0524523727884426,0,0,0,0.0827975621115778,0,0,0,0.0305290771371647,0,0,0,0,0.137004056351454,0,0.353552931090921,0,0.0173625932974296,0,0,0,0,0,0,0,0,0,-0.0469557526911859,0,0,0,0,0,0,0.555488419954459,0,0,0,0.220978878878934,0.00738675746272189,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0.0224703990102527,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.104541222812496,0.164139614024998,0,0.108988399333782,0.218260561549621,0,0,0,0,0,0.290918462495033,0,0.0977419778424659,0,-6.93889390390723e-18,0,0,0,0.106924874588936,0,0,0,0,-0.026564355122777,0
