,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0.797169170605008,0,0,0,0,0,0,0,0,0.0413580593667001,0,0.0352623914214778,0,-0.0300631648593178,0,0,0,0.0694051331234887,0.185052843743423,0,0,0,0.0755558423461873,0,-0.219063322172334,0,0,0.0395102916771133,0,0,0,0,0,0,0,0,0,0.0406176748489478,0,0,-0.136079157762303,-0.0401814662467971,0,0,0,-0.0212449056581275,0,0
X601288.CH.EQUITY,0,0,0.562641319201471,0,0,0,0.0540767623638713,0,0.0364075309275672,0,0,0,0,0,0.134715092749267,0.154232955106251,0,0,0,0,0,0,0,0,-0.147073175695735,0,0,0,0,0,0,0,0,0,0,0,0,0.0765696452034066,0,0,0,0,0,0,-0.281304547692813,0,0,0,-0.115326345491212,0
X601939.CH.EQUITY,0.278799472592388,0.286811679093637,0,0,0,0.0465217859456383,-0.00712617153661398,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0970337325377496,-1.38777878078145e-17,0,0.06064646081884,0,0,0,0,0,0,-0.0294288120873762,0,0,0,0,0,0,0.238679422339412,0,0,0,0.0362306892593646,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.127441153358243,0.118649561984355,0.282704394169511,0,0,0.0839886619731721,0.0631641444213731,0,0,0,0,0.179062220282432,0.0627350102478336,0,0,0,0,0,0,-0.0473958404109703,0.0265946672515761,0,-0.237344137163709,0,0,0,0,0.0208261193136846,0,0,0,0,0,0,0,0.0215821868332984,0,0,0,0,0,0.00144179567219035,0,0,0,0,0,0,0.0656946524436097,0
X5.HK.EQUITY,0,-0.0287444298768795,0,0.182542884254401,0,0.0740523390447313,0,0,0,0.385458057430648,0,0,0,0,0,-0.511411733265743,0,0,0,0.0591097183730891,-0.34834131127654,0,0,0,0,0,0,0,0,0.300823270406099,0.186744200335902,0,0,0,0.540359483582365,0,0,0,0,0,0.10635806238882,0,0,0,0,0,0,0.00467543998055593,0,0.079948852705994
X601658.CH.Equity,0,-0.0180906271910372,0,0,0,0,0,0,0.6933475842576,0,0,-0.09626407114667,0,0,0,0.203994723890841,0,0,0,0.0810342944721844,0,0,-0.323924697325593,0.0684024638358381,0,0,0.0806048788949538,0,0,-0.0269101674663007,0,0.0861328888271111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142489978525865,0,0
X601328.CH.EQUITY,0.213937125108241,0.0787463612733989,0.102242675521051,0.284384339369349,0,0,0,0,0,0.181621086967511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156473382655307,0,0.146073288279739,0,0,0,0,0.115085886453919,0,0,0,0,0,0,0,0,0,0.0551183101734916,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26019769891532,0,0,0,0,0.172790361402182,0.359752632500085,0.183229039611966,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840712235635069,0,0,0,0,0,0,0,-0.123737039906065,0,0,0,0,0
X600036.CH.EQUITY,-0.10695242891928,0,0,0,0,0.154215984900372,0,0,0,0.0323638964997611,0,0,0,0,0.102378334770191,0,0.757882177903368,0,-0.0346694933835649,0.106348201406148,0,0,0,0,0,0,0,0,0,0,0,0,-0.183885209657219,0,0,0,0.022745225117805,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.0406585787831779,0,0.128574527077504,0.49529479714275,0,0,0,0,0,0,0,0.0641965944373819,0,0,0,0,0,0,0,0,0.340524057720504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046137804469349,0,0.0611210457339164,0,0,-0.0626534925902953,0,0,0,0,0,0,0
