,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0826563957458221,0,0,0,0.156240270967508,0,0,0,0,0.301187615842713,0,0.082558825974943,-2.16840434497101e-19,0,0,0,0,-0.0328172237719946,0.183753791605425,0,0.024218639631001,0.0291823984922063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142733303625222,0.146880232970025,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0218526971035104,0,0,0,0.0595748420913923,-2.16840434497101e-19,0,0,0,0.335544835124455,0.180487883932059,0.0537085527420079,0,0,0,0,0.075783931203841,0,0,0,0,0,0,0,0,0.0196417972076121,0,0,0,0,0,0,0,0.00855482263824816,0,0.00525018249058074,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.231076607641896,0,0,0.285140265701741,0,0,0,0,0,0,0,0,0,0.120183776054876,0,0,-0.0621083422253569,0,0.0476719709565269,0,0,-0.0102595817760316,0,0,0,0,0,0,0,0,0.0303954524272661,0.106780032656132,0,0.057955257143448,0,0,0,0,0,0,0,0.0767968820569736,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.113085027786598,0,0,0.261775506010591,0,0,0,0,0,0,0.0563150939409207,0.234846114992971,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0945396382213078,0,0,0,0,0,0,0,0.181361458285648,0,0,0,0,0.0452203938718576,0,0,0,0,0,0.0242537857272395,0,0.0553875034209139,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0950218315507254,0,0,0,0.0128367268391961,0,0,0,0,0,0,0,0,0.243056971705758,0,-0.0955631793115628,0,0.452821762401362,0,0,0,0.0931273435641082,0,0,0,-0.139179055583741,0,0,0.119997822532834,0,0,-0.154024200977867,0,0.355188770696996,0,0,0.0136195955459238,0,-0.256701414071814,0,0,0,-0.125984888810576,0
X601658.CH.Equity,0,0.300836214071472,0.0145648312494975,0,0,0,0,0.199389531303741,0,0,0.181058439213267,0,0.113350021866075,0,0,0,0,0,0,0,0,0,0,0.0153975462597059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10284571120633,-0.00105068641440891,0,-0.0401314040799659,0.0972821913359496,0,0,0,0,0,-0.0330896149565324,0
X601328.CH.EQUITY,0.417629393458797,0,0.0787434905896691,0,0,0,0,0,0,0.201388722236944,0.206080522787558,0.153270692883715,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284416285791455,0,0,0,0,0,0,-0.076418615521345,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0498247451522032,0,-0.129175780373757,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.687200597709946,0,-0.024173560459539,0,0.134857448683229,0,0,-0.00318818330833514,0.133445183635462,0,-0.0715506816881627,0,0,0,0,0,0,0,0,0,0,-0.0469986640501899,0,0
X600036.CH.EQUITY,0.0302237270912962,0,0,0,0,0,0.0562097053067544,0,0,0,0,0,0,0.033391711696977,0,0.088516501857206,0.514725773014202,0,0,0,0,0,0,0,0,0,0,0.17252981498517,0,0,-0.0506523995213564,0.112721391550469,0,0,0,0,0,-0.0693230053257898,0,-0.0135101723782233,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.165178572576739,0,0,0.24563408730517,0.00402862685081042,0,0,0,0.221130825901348,0,0,0,0.0285261355039442,0,0,0,0,0,0.0568430248688687,0.185260879624211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739372132139752,0,0,0.0587483809977979,0,0,0,0,0
X267.HK.EQUITY,0,0,0.322020465251523,0.188208443035037,0,0,0.324715165219213,-0.2218725727263,0,0,0,0,0,0,0.0224862800835521,0,0.200990298543769,0,0,-0.219057916963165,0,0,-0.0478940018641121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168130076098172,-0.0252172821814889,0.0741540795435815,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.12773816109678,0,0,0,0,0,-0.441319718494824,0,0,0,0,0,0.0997973134062098,0,0.501229443396399,0,0.533218405284865,0,0,0,0,0,-0.298106338623697,0,0,-0.0481351598956483,-0.153266394739999,0,0,0,0,0,0.0794186740903575,0.111385489285239,0,0,-0.0812431709356781,0,0,0,0,0,0,0.220682027927766,0,0,-0.104618266783007,0,0,0.0713159286161567
X601998.CH.EQUITY,0,0.0652717280109251,0,0,0,0.22337733578617,0,0,0,0,0,0.0204456711731727,0,0.229478181463445,0.0648279072450257,0,0,0,0,0.170763489728075,0,0,0,0,0.040327361534615,0.0630162432067712,0,0,0.0858458438188394,0,0,0,0,0,0,0.109327606550694,0,0,0,0,0,0,0,0,0.0831831494748649,0,0,0,0,0
X600016.CH.EQUITY,0.0571597238005108,0,0.257633875626263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148680376803429,0.042341822734961,0.207608186919734,0,0,0,0,0,0,0,-0.0416606411831519,0,0,0,0,0,0.361532617810745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.37936353441841,0,0,0,0,0.245879175175002,0,0,0,0,0.0979857717532724,0,0,0,0,0,0.0162733721699492,0.174603040230473,0,0,0,0,0,0,0,0.023711099051754,0,0,0,0,0,0.00682609564825496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0605588368814389,-0.13992161096608,0,0,0.0153740003130521,0,0,0.205990328472416,0,0,0,0,0,0,0,0,0.0782341447484244,0,0,0,0,0,0.0497550654625079,0,0.0765701641000545,0,0,0,0,0,0,0.629736729966505,0,-0.0350921954212204,0,0.0461290945509811,0,0.0396966792200035,0,0.0699435609066593,-0.0205504189261502,0,0,0,0,0
X000001.CH.EQUITY,0,0,-0.218833233214381,0,0,0,0,0,0.285305409107131,0.104322152095578,0.0020280118714991,0,0,0,0.522748286562902,-0.110522869939165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195317332926012,0,0,0,0,0,0.0714063193141759,0,-3.46944695195361e-18,0
X600015.CH.EQUITY,0,0,0,0,-0.0748167245349434,0,0,0,0,0,0,0,0,0,0.110726527913045,-0.0176098189301248,0,0,0,0,0.0874371681763132,-0.0217628874693758,0,0,0,0,0,0,0,0,0,0,0,0.0145282715573418,0.525304912219888,0,0,0,0,0,0,0.0921921290626825,-0.0344452355492296,0,0.0494824125343182,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.189513351609424,0,0,0,0.0504152681976985,0,0,0.0718767512116515,0.0188263289796823,0,0,0.0752965751796947,0.197531252171356,0,0,0,0,-8.67361737988404e-19,0.0968579346595888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184583622748576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516663287911388
X2388.HK.EQUITY,0,0,0,0,0.258673313050906,0,0,0,0.0980989347621397,0.181067020291698,0,0,0,0.0918597827454362,0,0,0.0726492748430482,0,0.0446130497290084,0,0,0,0,0,0,0,0,0,0,0,0.366665140812802,-0.0154196011156376,0,0,0.0429275228941749,0,-0.10905259020002,0,0,0.104799042642915,-0.0392395505700316,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.151773287944848,0,0,0,0.0608097333474967,0,0,0,0,0,0,0.130760649492755,0.17576104636456,0,0,0,0,0.0568908080539577,0.0900042437031347,0,0,0,0,0,0,0,0,0.0379608493929239,0,0,0,0,0,0,0,0,0.0742653506956425,0,0,0,0,0.351662009034759,0,-4.33680868994202e-19,0,0,0,0,0,0.0816305503714307
X1299.HK.EQUITY,0.143185497936537,0,0,0,0,0,0.19831801134898,0.147803882046284,0.0861823639815188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098676883584279,0,0.111030746555052,-0.0554139518286734,0,0,0,0,0.0805962359870022,0,-0.383816899015897,0,0.389222217068575,0.382769524622283,0,-0.114471082780491,0,-0.158739705881939,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0935900653372985,0,0.527761953371784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670413124002706,0,0,0,0,0,0,0,0,0.224915752893742,0,0
X002142.CH.EQUITY,0.0225948504237189,0,0,0,0,0,0,0,0.127382791932257,0,0,0,0,0,0,0,0.0222167982875429,0.0935746126525837,0,0,0,-0.0800088637124688,0,0,0,0,0,0.122800594473095,0,0.156588626706278,0,0.221979838308803,0,0,0,0.243962020911859,0,0,0,-0.116803944650793,-0.000200570690709324,0,0,0,0,0,0,-0.0996809603896336,-0.126466765645119,0
X601916.CH.Equity,0,0,0,0,0,0,0,0.180416373566844,0,0,0,0,0.072749609716185,0,0,0,0,0.224847089558058,0.0363835063335268,0,0.695559444233782,0.0781112864617587,-0.204955747896188,0,0,0.256699495393248,0,-0.093540131816086,0,0,0,0,0,0,0,0,0,-0.0192408080876785,0,0,0,0,0,0,0,-0.0709598777626656,0,0,0.0890308886037778,-0.0993717428689254
X2882.TT.EQUITY,0,-0.0194659625647997,0,0,0.0327214283585606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02128252321812,0,0,0,0,0.0740858347320322,0,0,0,0.349051973465918,0,0,0,0,0,0,0,0,0,0,0.382409221810919,0.297001726888961,0,-0.0559049965049948,0.045114817674557,0,0,0.105175315900412,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.063815146926327,0,0,0.205601003731176,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0761287561259775,0,0,0,0,0,0,0,0,0,0,-0.00362710878200823,0.0952932113784929,0,0,0,0,0,0,0.522594744019756,0,0.0068503819162003,0,0.135427728841877,0,0,0,0,0,-0.0258565827009056,0,0.11595448470902,-0.0388761455492941,0
X601009.CH.EQUITY,0,0.0933340289364712,0,0,0.0019940170785633,0.0841882172140843,0,0,0.0476086450787097,0.268522576792914,0,0,0.0625922404574741,0,0,0.0311525235486926,0,0,0,0,0,0,0,0.0649504449619727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144769704261946,0,0,0,6.93889390390723e-18,0.318116892875555,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0124479465526856,0,0,0,0,0.0297802235449406,0,0,0,0,0,0,0,-0.132118634561796,0,0,0.0869563673311982,0.234809020939664,-0.0589635268714574,0,0.348851467983982,0,0,0,0.0135955059926523,0,0,0,0,0,0,0.0621213221165784,0,0.037660429345742,0,0,0.0657471779819573,0.109984464668177,0,0,0,0.0314971185726924,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.144554458966457,-0.464866764580004,0,0,0,0,0,-0.135270548533713,0,0,-0.0685135189874698,-0.00177852231907533,0.59478462228285,0,0.0875319385263418,0,0,0.512749863357172,0,0.101998286674364,0,0,0,0,0,0.0738663054254047,0,0,0,0,0.217237491706076,0.338064737901848,0,0,0,0.226101831378611,0,0,0
X11.HK.EQUITY,0,0,0.315983793826253,0,0.265311718738313,0,0,0,0,0,0,-0.159317715339561,0,0,0,0,0,0,0,0.168419543669823,0,-0.0445018834288086,0,0,-0.247175408197661,0,0,0,0,0,0,0,0,0,0,-0.124051654911634,-0.0643232816418367,0,-0.0978451656194604,0,0,-0.0915416414566234,-0.0456224418484924,0,-0.0494773207795543,0,0,0,0.254038181781841,0
X600926.CH.EQUITY,0,0,0,0.126120683821077,0,0,0,0,0,0,0,0,0,-0.129654577167124,0,0,0,0,0,0,0,0,0,0.665425522696562,0,0,0,0.0805785942353354,0,0,-0.0828970733216601,0,0,0,0,0,0,-0.037432625633692,0,0,0,0.0867462627575398,0,0.116724446945845,0,0,0,0,0.18449289674432,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.00278270500433796,0,0.0442425386641168,0.13173666864459,0,0,0,0,0,0.118559667867774,0.104898987973021,0.0819067071980514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18119297539205,-0.140199411411178,0,0,0,0,0.00569112599130955,0,0,0,0,0,0,0.0666563882724435,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0334964208474925,0,0,0.00837219614354224,0,0.00242931914497097,0,0,0,0,0,0,0,0,0,0.194889879513855,0,0,0,0,0,0,0,0.122240688835149,0,0,0,0,0.110089368518511,0,-0.0214639085292174,0,-0.0867306668808564,0,4.33680868994202e-19,0,-0.0648246437479461,0,0.150738977662416,0.258040980234388,0,0.175333909921227,0,0.193605454473548
X601077.CH.Equity,0,0,0,0,0,0.0985120761887896,0,0,0,0,0,0,0,0.283611846122635,0,0,0,0,0,0.138829685012051,0,-6.93889390390723e-18,0,0,0.119533616542085,0,0,0,0,0,0,-0.0399960901140996,0,0,0,0,0,0,0,0,0,0,0,0.330077858039621,0.111577503642525,0,0,0.196545978470372,0,0
X601336.CH.EQUITY,0,0,0,0,0,-0.108389833444911,0,0.0200695156473913,0,0,0,0,0,0,0,0.635794963315627,-0.0872948970262922,0,0,0,0,0,0,0,-0.0785701720410655,0,0.420201695220273,0,-0.101167877356744,0,0,0,0,-0.0324160466217641,0,0,0,0,0,0.119271496719305,0,0,0,0,0.228689768133659,0,0,0,0,0
X5880.TT.EQUITY,-0.0408308889111135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194833005530708,0.1994879825484,0,0,0,0,0,0,0,0.0286151222498292,0,0,0,0,0,0,0,0,0,0,0.615414260688726,0
X2886.TT.EQUITY,0.0592354643183812,0,0,0.0710583604670372,0,0,0.061887781770726,0,0,0,-0.261373963886396,0,0.0327343063724035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0348341068999607,0,0,0,0,0.31852706850278,0,0,0,0.230971800058324,0,0,0.162192065273352,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0326397404775964,0,0,0,0.409337115264936,0,0,0,0,0,0,0,0,0,-0.0429781268121905,0,0,0,0,0,0,0,0.162109625877531,0.182924220396119,0,0,0,0,0,0,0,0,0,0.172971051020244,0,0.444063254474849,0,-0.217851997607342,0,-0.287678926389484,0,0.0386679085811696,0,0,0.15022757593094,0
X2888.TT.EQUITY,0,0,0,0,0,0,0.114303176987295,0,0,0,-0.0456703287974048,-0.0688781468009657,0,0,0,0,0,0,0,0.16060602766502,0,0,0,-0.148762946831728,0,0.527589699190004,0,0,0,0.160414515794541,0,0,0,0,0,0,0.0793435739328182,0,0.230376055274667,0,0.0250377071156661,0,0.0989414740699174,6.93889390390723e-18,0,0,0.0118966722964036,4.33680868994202e-19,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108058099407738,0,0.00437169165851523,0,0,0,-0.186291620939044,0,0.0359048867236975,0,-0.105050333090495,0,0,0,0,0,0,0.672997692814047,0,0.0545870390844216,0,1.73472347597681e-18,0.0496620310052592,0.127744814239917,0,0,0.218009026801738,0,0.324720417555178,0.052970088100539
X601577.CH.EQUITY,0,0,0,0,-0.137016110285087,0,0,0,0,0,0,0,0,0,0,0,0.109076557063327,0,0,0,0.194034151146136,0,0,0,0.260481902201694,0,0,0,0,0.128814526606561,0,0,0.183951690317967,0,0,0,-0.0872852081599567,0,0,0.0982627805453951,0,0,0,-0.080756169652084,0,0,0,0,0,0.321025416229522
