,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.468707880765927,0,0,0,0.0067198538434645,0,0,0,0.154917066320169,0,0,0.143972572091804,0.135995940569746,0,0,0,0,0,0,0,0,0,-0.013117005126835,0,0,0,0.060899642412057,0,0,0,0,0,0,0,0,-0.0338064187256086,0,0,0,0,0,0.0278618988597904,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0584852209228847,0.0676548198828008,0.200572502704694,0,0,0.055435960693169,0,0,0.170104089409619,0,0.0566918661856274,0.0102667992352366,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.265355008533229,0,0.123668280428738,0,0,0,0.0421321507329892,0,0.0211515858481372,0,0,0.0877854372232442,0,0,0,0,0,0,0,-0.118651783152338
X601939.CH.EQUITY,0.165701918618157,0,0,0.466291713052646,0.0460190548665242,0.0948833290953489,0,0,0,0.048240682830698,0,0,0,-0.0361316313338523,0,0,0,0,0,0,0,0,0.184242685616871,0,0,0,0,0,0,0,0,0,0,0,0.00671897063046905,0,0,0,0,0,0,0,0,0.0110536643822945,0,0.00129311458796821,0.0071284848802116,0
X601288.CH.EQUITY,0,0,0,0,-0.0321950926072733,0.118492900753215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278204744532624,0.39460030101541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371730544883225,0,0,0.00210096033558958,0,0,0,0,0,0,0.129455689586765
X5.HK.EQUITY,0,0.145104298590365,0,0,0,0.131732841229252,0,0.179229029237886,0,0,0,0,0,0,0,0.0855111204538884,0.126213187775826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867795087954317,0,0.0351235439846533,-0.0403521074334802,0,0,0.409009216068387,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.376142748936558,0,0,0,0,0.1580735021539,0,0,0,0,0,0,0,-0.376252254793456,0,0,0,0.248981979460173,0,0,0,0,0,-0.0871461406768822,0,0,0.0775889345048134,0,0,0,-0.289809715693518,0,0,0,0,0.294034088074654,0,0,0,0,0,0.239819774151509,0.115641041453352,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0826039325946422,0,-0.177738296231324,0.00106543925525921,0,-0.047861269317731,0,0,0,0,0.817361157710544,0.00361273393296638,0,0,0,0,0,0,0,0.00725218974568407,0.175434644204432,0.0971623593861637,0,0.0364616847030931,0,0,0,0.0318998988010344,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.109579840926938,0,0,0.273196338846386,-0.0709703295281205,0,0,0,0.183215328501386,0,0,0,0.309628670569631,0,0.308536536420011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214974636831964,0,-0.22649955900559,0,0,-0.0333692563561977,0,0.109052513085588,0,-0.0555750393325706,0,0,0,-0.418754585612793,0,-0.154986884580926,0,0
X601628.CH.EQUITY,0,0.150646460147069,0,0.0189070589468246,-0.0512218013502157,0,0,0,0,0,0,0,0,0,0.243357004097376,0,0,0,0,0,0,0.0763519875260251,0,0,0,0,0.267308250903964,0,0,0.150959190522513,0,0.038593428433844,0.0713909003328859,0,0,0,0,0,0,0.0626460477837872,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.377124402846651,0,0,0,0,0,0,0,0,-0.0142412351349817,0.413304787489669,0,0,0,0,0,0.036358945487834,0.118900139339489,0,0,0.01669948724983,0,0,0,0,0,0.0327555182006823,0,-0.050896754161536,0.22348225599495,0,0,0.0702807290965053,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.202131234881746,0,0,0.145511191255982,0,0,0.0460677522487241,0,0,0.0889544153596978,0,-0.0289632921658684,0.239471759574525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182927925901574,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0.0897715440196201,-0.366369820560995,0,0,0,0,0.0554804223723729,0,0,0,0,0,0,0,0.542767571186524,0,0,0,0.245958812747915,0.203298938060636,0,0,0,0,0,-0.377107550712176,0,0,0,-0.140022269298864,0,0,0,0,0,0,0,0.272584010822999,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0905372771754194,0.117614597938577,0,0,0.4382944882009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00153768034693911,0,0,0,0.0913939763462813,0,0,0,0,0,0,0,0,0.0313564734337541,0.0415688098510349,0,-0.0872157589059501,0,0,0,0,0,0.222677399586169,0
X11.HK.EQUITY,0,0.449568272694267,0,0,0.237291114461157,0,0,0,0,0,0,0,-0.0308978146542722,0,0,0,0,0.278104003678424,0,0,0,0,0,0,0,0,0.275069386562442,0,0,0,0,0,0,0.0701777525484993,0,0,0,-0.00610131633167436,-0.0905601293265093,0,0,0,0,0,0,0.153112034988114,0,0.0421244853823146
X601601.CH.EQUITY,0.0536449083154896,0.0880443190562687,0,0,0,0,0.0745227011079285,0,0.133607373878046,0,0.113413217040061,0,0,0.0379706049624615,0,0,0,0,0,0,0,0,0,0,0,0,0.306291065374639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.498932730989024,0.222427903417975,0,0,0,0.031188830529044,0.045683221361871,0,0,0.183634143095648,0,0,0,0,-0.0150393636101067,0,0,0,0,0,0,0.176773517593351,0,0,0,0,0,0,0,0.0687544941541957,0,0.11978647992281,0,0,0.0220089081057701,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.227736676062487,0,-0.119344929737511,0.198603017556135,-0.289082881639949,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.352876082662363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192208464939148,0,-0.0961353134967986,0,0,0.201858219504944,0,0.382527859149129,0,-0.099229165195767,0,-0.201320926119682
X267.HK.EQUITY,0,0,0,0.147172968089792,0.356937209085811,-0.269359140684475,-0.130446377323887,0,0,0,0,0,0,0,0,0.0024641675860417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365787453429713,0,0,0,0,0,0.101138325043609,0,-0.090832775691514,0,0,0.102771531468861,0,0.472043877095653,0,0.17092898352678
X600016.CH.EQUITY,0,0,0,0.202838487442294,0,0,0,0,0,0.0466989740970694,-6.93889390390723e-18,0,0.160265244678206,0,0.0594604052280367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154202222168069,0,0.0348759432262388,0.33505354636617,0,0,0,0,0,0,0.0550294922565887,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.228758672117189,0,0,0,0,0,0,0,0,0.377520343707589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158997176894264,0,0,0,0,0,0.0124148959233234,0,-6.93889390390723e-18,0,0.0890702335715442,0.144121029560627,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0399849162923566,0,0,0,0,0,0.0458613843688229,0,0,0,0.000874196322641721,0,0.18084087971124,0.00950339460909813,0.284986298466109,0,0.0444982222877703,0,0,0,0,0,0.33999631569386,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00429864420197631,0,0,0
X000001.CH.EQUITY,0,0.152763118198581,0,0,0,0.0732158411975329,0,0,0.113020477781196,0,0,0,0,0,0.0314177743244554,0.0135255185864605,0,0,0.0643509313109683,0,0,0,0,0,0,0.089038355829866,-3.46944695195361e-18,0,0,0,0.247552512666024,0.0505249054330092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.00351048137150739,-0.0214345454567931,0,0,0,0,0.204567618177113,0,0,0.296909919456079,0,0.0164873673073145,0,0,0,0,0,0,0.430557162370476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120582242476233,0,0,0.00552059782779409,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.012549279688338,0,0,0,0,0,0,0.340270352033475,0,0,0,0,0,0.0642068145638143,0,0,0,0,0,0,0,0,0.0454778226313523,0.0239833052633532,0,0,0.21505830644955,0,0,0.0409467382535784,0,0.130711602852732,0,0.0158495624582637,0.140755159997145
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108969034954286,0,0,0,-0.137282528371555,0,0.204828078580766,0,0,0,0,0,0,0,0,-0.0174357251900518,0,0,0,0,0.0823655824418642,0,0,0,-0.206744311254985,0,0,-0.269359109071315,0,0.262990717232366,-0.0383544908571221,0.253767977085314,0,0,-0.0655218373388322,0.210622468836102,0
X601211.CH.EQUITY,0,0,0,0.0343561695847306,0,0,0,0,0,0,0,0.161308314511778,0,-0.0598354212975577,0,0,0,0,0,0,0.00602527843204158,0,0,0,0,0,0,0.0704703278087501,0,0,0,0.0787638864390757,0,0,0,0.0434241762837606,0.318199375134781,0,0,0.18720117776705,0,0.047007657058929,0.0558338295301273,0,0.0998619490102914,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.108623338106458,0.106316575984688,0,0,0,0.209544508418576,0,0,0.0819480897628637,0.10094621345814,0,0,0,0,0,0.275520099254505,0,0,-0.000773478426456798,0,0,0,0,0,0.0797672359507193,0,0,0,0,0,0,0,0,0,0,0,0.148381374663409,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113297196075604,-0.0250195278812945,0,0,0,0,0.380670589015516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125946498061442,0.199690788986347,0,-0.0085794520650456,0,0,-0.0295315302938587,0.0781741449959266,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.056672015933865,0,0,0,0,0,0,0,0.218498829897016,0,0,0,0,0,0,0.183473296912761,0,0,0,0,0,0,0,0,0,0,0,0.447765379426136,0,0,0,0,0,0,0.0692455877725365,0,0,0,0,0,0,0,0,0.0120468728912888
X601169.CH.EQUITY,0,0,0,0.333299163480829,0,0,0.0638084430945184,0.0509095442869944,0.0819158165549576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333761149538369,0,0,0,0.35500938062927,0,0,0.0557577416836351,0.0794245709093975,0,0,0,0,0.170867170536277,0,0,0,0,0,0,-1.73472347597681e-18,-0.0826268963461285,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0487599710377696,0,0,0.0813332845622123,0,0,0.140928125700903,0,0,0,0,0,0,0,0,0,0.287893943571883,0,0,0,0,0.12716624025182,0,0,0,0,0,0,0,0,0,0.0622411353819296,0,0,0,0,0,0,0,0.141161056395808,0,-0.143089581848148,0
X600015.CH.EQUITY,0,0,0.00514346115613029,0,-0.0908683227890383,0,0.148945150642455,0,1.38777878078145e-17,0.169487236113668,0,0,-0.273889577279642,0,0,0,0,0,0,0.505629689197819,0,0,0.414308558093864,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.030710848336139,0,0,0,0,-0.0602655472279404,-0.152932407440947,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0.293958858595585,0,0,0,0,0,0,-0.0600263248718293,0,0,0,0,0,-0.0167464925198352,0,-0.0713986992158104,0,-0.226339332449073,0,0,0,-0.19807619757143,0,0,0,0,0,0,0,0.0829746434829599,0,0,0,0,0.957674210596356,0.127901131053422,0,0,-0.116779797039197,0,0,0,0,0,0,0,0.114273856557686,0
X000166.CH.EQUITY,0,-0.0368845286287321,0,0,0,0,0,0,0,0,0,0,0,0.0366301000289291,0,0,0,0,0,0,0.0507339712006919,0,0,0.172515760999339,0.00698031528696232,0.0694838030670659,0,0,0,0,0,0.00815786459727969,-0.0291592578506343,0,0,0,0.0658757345293839,0,-0.0271567456415884,0.327956853658934,0.310484132032347,0,0,0,0,0,0,0.066281589524757
X2881.TT.EQUITY,0,0,0,0,0,0,0,-0.15551791892211,0,0,0,0,0,0,0,0,0,-0.102293510943117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946316182241175,0,0,0,0,0,0.0494439599941072,0,0,0.0263922170215842,0,0,0,0,0,0
X002736.CH.EQUITY,0,-0.0717264057503111,0,0.000612654535473779,0,0,0,0,0,0,0,0.138214174298683,0.0657737277332836,0,0,0,0,0,0,0,0,0,0,0,-0.0241916508457002,0,0,0.212080228960145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203122726192394,0,0,0.510590555521163,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0482574840779598,0,0,0,0,0,0,0,0,0.23401784221606,0,0.0808685263467731,0.017022985168174,0,0.00447606954150867,0,0,0.483552026534102,0,0,0,0,0,0,0,0.0330163209739854,0.00633876577898073,0,0.110914918754007,0,0,0
X2886.TT.EQUITY,0,0,0,-0.444475235285238,0,0,0,-0.161451281392447,0,0,0,0,0.091522422722804,0.322858038703064,0,0,0,0,0,0.14418806122316,0,0,0,0,0,0,0,0,0,0,0,0,0.103149579945904,0,0,0,0,0,0.099007379676119,0,-0.204168978275612,0.250704029952516,0,0,0,0.174739002177213,0.287033984851078,-0.180767198656597
X2891.TT.EQUITY,0,-0.16928968010658,0,0,0,0.0814411526004713,0,0,0,0.193658302165322,0,-0.118472875180012,0.168416351908081,0,0,0,-0.111335276360619,0.376329566878899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238610965201173,0,-0.116947628637622,0.0573550736463939,0,0,0,0,0,-0.134904274293878,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0140202961295748,0,0,0,0,0,0,0.371951120069162,0,0.0302618678284259,0.108320062257508,0.0482495919608484,0,0,0,0,0,0.317810173524346,0,0,0.0957166210854888,0,0,0,0,0,0,0.0774118193845286,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.226636517795966,0,0,0,0,0,0,0,0,0,0,0,0.067090706486518,0.203833757434072,0,0,0,0,0,0,0,0,0.167370002122178,0,0.176994410461308,0,0,0,0,0,0,0.220844158202877,0,0,-0.00344263926681992,0,0.0891135921618475
X600919.CH.EQUITY,0,-0.0290783407612288,0,0.0464563820742193,0,0,0,0,0,0,0,0,0,-0.110360335264303,0,0.113224564036847,0,0,0,0,0,0,0.0180223300734767,0,-0.021450262506691,0.454206226247895,0,-0.0998518441934863,0,0,0,0,0,0,0,0,0.205726697185442,0.0620689247105177,0,0,0,0,0,0.418254046337543,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418928366497882,0,0,-1.38777878078145e-17,1.73472347597681e-18,0,0,0.304673959404243,0,0,0,0,0,-4.33680868994202e-19,0,0.0113559883307479,0,0,0,0,0.193069699012755,0,0,0,0.0959996798104858,0,0,0.261372329539894
