,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2888.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.454783826792881,0.238009680297654,0,0.0471222477662422,0,0,-0.182780527891556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254151784282032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087889742212344,0,1.38777878078145e-17,0.0686280139472826,-0.0131973231630028,0,0,0,0,0,0
X601939.CH.EQUITY,0.00287028471889929,0,0,0,0,0,0.0642173977983858,0,0,0.174012917953638,0,0,0,0.249702700963738,1.38777878078145e-17,0,0,0,0.22061646219577,0,0.00623664862302843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.088596964180635,0.178578669802818,0,0.079667105819752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285181321692226,0,0,0,0,0,0,0,0.0707636451115669,0,0.0574710476951857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0560293385341122
X601988.CH.EQUITY,0,0,0.459324268555592,0,0,0,0.192377423989504,0,0,0,0,0,0,0,0,0.0652091463031853,0,1.73472347597681e-18,0,0,0,0.0066585634481365,0.0207764365632164,0.022561826156606,0,0,0,0.118261560228634,0.143692446928414,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.000198993748449389,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235250070961911,0,0,0,0,0,-0.0579136286207746,0,0,0.11638202212924,-0.198193874920068,0,0,0,0,0,0,0,0,0.601772151090438,0,0,0,0,0.236572074591474,0,-0.00513010929791766,0,0,0,0,-0.0123378210114599,0.193042741211422,-0.274695177141112,0.289366867972079,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.0465750116485712,0.267967809341821,0,0,0,0,0.0253238758222569,0,0,0,0,0,0.023680719964259,-6.93889390390723e-18,0,0,0.325113739098296,0,0,0,0.0191502958359188,0,0,-0.136681823754367,0,0,0,0,0.0667669980823846,0,0.0258887284734232,0,0.130228085166894,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0929737794788817,0.0688297142587399,0,0.143452922239329,0,0,0,0,0,0,0,0.237337565558825,0,0,0.212263296836469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314592937866707,0,0,0,0,0,0,0,0.0258468914877753,-0.0801526241692127,0,0.073017562503997,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.085338684683998,0,0,0,0,0,0,0.179091090656226,0.191162733036854,0,0,0,0,0,0,0.139671591215655,0,0,0.138071061004464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257434547321213
X600036.CH.EQUITY,0,0.0734807589126835,0,0,0.0204000394224278,0,0,0.444569197234829,0,0,0,0,0,0,0,0,0.0946932873259718,0,0,0,0.0598197004271265,0,0.0639544390947672,0.122455709721401,0,0,-0.13958944285152,0,0,0,0,0,0,0,0,0,0.087920581540654,0,0,0.19091619578335,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.208978240039927,0,0,0,0,0,0.27101514679471,0,0.0328508901151904,-0.0240855872918909,0,0,0,0,0,0,0,0.295158161133318,0,0,0,0,0,0,0,0,0,-0.278296316224895,0,0.31869939916467,0,0,0,0.133981253235849,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0388781610544343,0,0,0,0,0.303097009391258,0,0,0,0.132739524342299,0.0473629467608643,0,0,0,0,0.161525598716242,0,0,0,0,0,0,0,0.0443376263977472,0,0,0,0,0,0.290944802897789,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0166832473238626,-0.26074347513842,0,0,-0.103476390524755,0
X600000.CH.EQUITY,0,0,0,0,-0.0376441382818692,0,0.0326683773584225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128824938361621,0,0,0,0.0401003653185863,0,0,0,0,-0.0134316094671474,0,0,0.470783745179834,0.205597016486122,0.0787504905661135,0,0,0,0,0,0,0,0,0,0,0.0738499760964753,0,0,0.0490378522203036
X601998.CH.EQUITY,0,0.240957876821491,0,0.12429377287341,0,0,0,0,0,0,0.107128027290557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400646096645502,0,0.0575142751905617,0,0,0,0,0,0,0,-0.230989241356109,0,0,0,0,0.210089484486466,-0.0222805396127574,0,0,0.367814434314956,0,0,0
X600016.CH.EQUITY,0,0.24067392426209,0,0,0,0.0477274104937599,0,0,0,0,0.274749995359664,0,-0.0386613508069901,0,0,0,0,0,0,-0.293908613137911,0,0,0,0,0.572817353694639,0.158662960799819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161612821894156,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0742236380332139,0,0.0681599712017945,0.275769181271708,0,0,0,0.211371758668917,0,0,0,0,0.0967243615373467,0,0.21784813514666,0,0,0,0,0,0,0,0.0520659139567146,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.104745452713741,-0.0155901693104893,0,0,0,0,0,0,0.205888283765197,0,0,0,0,0,0,0,0,0,0,0.0662586742001547,0.0229383330575726,0,0,0,0,0,0,0,0,0,0,0.0957502578731735,0.227999394786887,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0726185442887421,0
X000001.CH.EQUITY,0.109490071229586,0.0485730116705485,0.0248432929636371,0.110902526328165,0,0,0,0,0.28772280735248,0,0,0.0918924653461677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717002603336707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.184700325795157,0,0,0,0,0,0,0.0686475414007483,0,0,0,0.287302511730046,0,0,0,0,0,0.0421843940500353,0,0,0.0440957118794893,0,0,0,0,0,0,0,0.0244603602501709,0,0,0,0.0666578147597475,0,0,0,0,0.186290519981864,0,0,0,0,0,0.132456114473723,0,0,0
X601169.CH.EQUITY,0,0.0502754937550934,0.112636723869626,0.219708762477165,0,0,0,0,0,0.0606010188930409,0,0.0169978523631821,0.100188359094654,0,0.0270928191359914,0,0,0,0,0,0,0.105094165482722,0,0,0,0,0,0,0,0,0,0,0,0,0.00730912938646472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285957994784812
X2388.HK.EQUITY,0,0.386156022539291,0,0,0.207545120715867,0.149935316001673,0,0,0,0.121613218079257,0,0,0,0,0,0,0,0,0,0,0,0,0.0354746049591253,0,0,0,0,0,0,0.0739748272649659,0,0,0,0,0,0,-0.11092593057852,0,0,0,0,0,0,0,0,0,-0.229614774410647,0,0,0
X600919.CH.EQUITY,0,0.115816922470411,0,0.013395250176944,0,0.310232159458641,0,0,0.0899461984032285,0,0,0,0,0,0,0,0,0,0.0911713239213613,0,0,0,-0.0464334159875301,0,0,0,0,0.184550963547689,0,-0.0535043728833094,0.0788286198371748,0,0,0,0,0,0,0,0,0.111099691753583,0,0,0,0,0,0,0,0.0463421025274755,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0239311691982871,0.045713953920115,0,0,0.250210238579946,0,0,0,0,0,0,0,0,0,0.110315442152374,0.443209257378594,0,0,0,0,-0.0249726864514698,0,0,0,0,0,0,-0.0499764757080514,0,-0.242829984860147,0,0,0,0,0,0,0,0,0,0.33239604381331
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.24301305299249,-0.0470685451808796,0,0,0,-0.0133424862366928,0,0.129541977243919,0,0,0,0.142859849380811,0,0,0,0.0417919654305931,0,0,0.0160724934280739,0,0,0,0,0,0,0,1.73472347597681e-18,0.0995069434631487,0,0,0,0,0,0.0893082572884992,0.0164989081252274,0,0,0.178070581144048,0,0,0.0536989214595886,0
X002142.CH.EQUITY,0,0,-0.0419618848462519,0,0,0.439441434029961,0,0,0.147515187940101,0,0.0196982232105468,0,0,0,0,0,0,0,0,0,0,0,0.161888859944775,0,0,0,-0.239473060468615,0.11515064063283,0,0,0.116896245201624,0,-0.049905380091426,0,-0.0189629558600129,0,0,0,0,0,0,0,0,0.0344908756324454,0.0586394543311945,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0.0393986211820013,0.11675606898023,0,0,-0.0227705567475088,0,0.0696661870058819,0.302841003463815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790848198171274,0,0,-0.0260733609792998,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000810695418871325,0,0,0,0,0.397645621224825
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.376503795275285,0,0.0292088409063727,0.118803382665826,0,-0.197899002560694,-1.73472347597681e-18,0,0.136559963703944,0,0,0,0,0,0,0,0,0,0,0,0.217839093868603,0,0,0,0.14248902936164,0,0,0,0.21590712122283,0,0,0,0,0,0,0,0,0,0,0.101059007741906,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042911802851196,0,0,0,0,0,0,0,0,0,0.536344676399861,0,0.0171362308818795,0,0,0,0,0,0,0.019233324781265,0,0,0.187764933036992,0,0,0.00184112198836477,0,0,0,0.179460351576398
X601009.CH.EQUITY,0,0,0.241551999083736,0,-0.154301865478423,0,0,0,0,0.153727357088839,0,0,0,0,0,0,0,0,0,0,0.0995514264465884,0,0,0,0,0,0,0,0,0,0,0.359699494978712,0,0,0,0,0,0,0,0,0.0906436348135971,0,0,-0.0529922972949943,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0.192210953409548,0.101563964979406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107222521333928,0,0,0,0.277441834153403,0,0,0,0.162920916000476,0.0422708601503351,0.0993489229056909,0,0,0,0,0
