,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X2801.TT.EQUITY,X2887.TT.EQUITY,X000166.CH.EQUITY,X2890.TT.EQUITY
X601916.CH.Equity,0.07867862790672,0,0,0,0.0742381689398479,0,0,0,0,0,0,0.301871904666585,0,0,0.0190770633343029,0,0.274728174650976,0.0605787343383118,0.0876185461754851,0,0,0,0,0,0,0,0,0,0,0,0.0358803974781886,0,0,0.183488568718378,0,0,0,0,0.180011705181611,0,0,0,0,0,0,0.130481986814082,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,-0.0275553498004401,0.265968899887699,0,0,0,0,-1.73472347597681e-18,0,0.142353151851956,0,0.308253537629527,0,-0.122693518916583,0,0,0,-0.100683086418954,0.419420098714444,0,0,0.061369435611801,0,-0.185755051349089,0.0152847088005916,0,0,0,0,0.0364382861766824,0,0,-0.00657217478560825,0,0,0,0,0,0,0,0,0,0,0,-0.114607032620963
X2882.TT.EQUITY,0,0,0,0.00443789156751501,0,0.0135006974025236,0,0.0602212088357938,0,0,0,0,0,0,0,0,-0.0116841432510578,0,0,0,0,0,0,0,0.427756689683699,0,-0.0983660243791177,0,-0.0431904285152291,0,0.0703342997238016,0,0.108275989147213,0,0.334999442924989,0,0,0,0,0,0,-0.0212556919820011,0,0,0,0,0.0817122435604571,0.00408496401840916,0,0
X601601.CH.EQUITY,0,0,0.107487298807756,0,0,-0.635848919454685,0,0.28650079765138,-0.0437923386012459,0,0,0,0,0.573902342274284,0,-0.0967926135549615,0.286186442982185,0,0,0,0,0,0,0,0,0,-0.151634577003446,-0.0282497302116466,0,0,0,0,0,-0.0283639172829298,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.119172782149628,0.247060843062428,0,0,0,0
X601009.CH.EQUITY,0,0,-0.0903324386243566,0.0756362331581037,0,0,0,0,0,0,0.147800402815824,0,0,0,0.0488973622166671,0,0,0.210510714722145,0,0,0.212225107892681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194940262324316,-0.0679450286542432,0,0,0,0,0,0,0,0,0,0.389707434718442,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0.0255705694167805,0,0,0,0,0,0,0,0,0,0,0,0,0.306633774413151,0,0,0,0,0,0,0,0,0,0.150109501468457,0.106658960570381,0.00112628450687906,0,0.229266620677028,0,0,0,0,0,0,0,0,0,0,0.0100135530285032,0,0,0
X2891.TT.EQUITY,0,0.12365971963443,-0.0659409266494497,0,0.211349049455112,0,0,0,0,0,0,-0.112829961137244,0,0,0,0,-0.10744831201499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803932421333978,0,0,0.11753789597715,0.435163038079436,0,0,0,0,0,0.191505621332019,0,-0.123632406511902,0,0,0,0,0.231136021986236,0,0
X600926.CH.EQUITY,0,0,0,-0.171034221912894,0,0,0,0,0,0,-0.0513502521683842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123947435235521,-0.133637512712298,0,0,0,0,0,0.517533296382983,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601319.CH.EQUITY,0,0,0,0,0,-0.0182721323926083,0.1234058901895,0.118165886341937,0,0.0309039359500147,0,0,0.00998063970998564,0.0471660107024183,0,0,0,0,0,0,0,0,0,0,0,-0.00876955016355979,0.157383640415134,0,0,0,0,0,-0.0291245760393464,0,0,0,0,0,0,0.0621685298025945,0,0.0535100959957302,0,0,0,0,0,0,0.259640724581064,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.264679069947417,0,0,0.000687507107131602,0.184505227276881,0,0,0,0,0,0,0,0,0,0,0.0771542686451276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179047954980624,0,0,0,0,0,0,0,-0.0225163943635149
X600030.CH.EQUITY,-0.0728517587315034,0,-0.0327584684929056,-0.114704963548606,0,0,0,0,0,0,-0.0531061776527211,0,0,0,0,0,0,0,0.0276194719967873,0,0,0,0,0,0,0,0,0.0952882103046908,0,0,0.121488159479652,-0.0932653764897431,0,0,0,0,0,0,0,0.173627148009,0,0.00256841429481533,0.0760696899543458,0,0.51903697484539,0,0,-6.93889390390723e-18,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.0163782947647729,0.0189498212319424,0,0,0,0.0141896681280844,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.386092868633772,0,0,0,0,0.0390983156886651,0,0,-0.00292633349367791,0,0,0,0,0,0,0,0,0.42260394511653,0,0,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0.0235714195669701,0,0,0,0,0,0,0,0.0920782284101977,0,0,0,0,0,0,0,0.00446111193693784,0,0,0,0,0,0,0,0,0.103421534264971,0,0.0354658808610576,0.485906082525261,0,0,0,0.123829935863084,0.0619028982668197,0,0.0558121200796596,0,0,0.0779435050232936,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.037171212938478,0,0,0.0217289050779429,0.0204514503409849,0,0.00714980550440032,0,0,0,0.0798752918373919,0,0,0,0,0,0,0,0,0.180284018893617,0,0,0.0481455009448274,0,0,0.347609788967554,0,0,0,0,0,0,0,0,0,0.0137604629976938,0.0708538918491739,0,0.312733501038785
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,-0.078041217760117,0,0,0,0,0,-0.00680808171546559,0,0,0,0,0,0,0.00445870774615398,0,0,0,0.38337230734097,0,0,0,0,0,0.12788086647536,0.0193562157095244,0,0,0,0,0,0,0,0.321362464459605,0.103683685479152,0,0.0512621031812992,0,0,0,0,0,0.0897506262824191
X2888.TT.EQUITY,0,0.0490870768031442,0,0,0.0327774230762212,0,0,0,0,0,0,0,0,-0.0378418037180449,0,0,0,0.0964028542835151,0.00115428778350092,0,0,0.31307740006977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175752402734133,0.134122500113079,0,0,0,0,0,0,0,0,0,0.0645517401466578,0.161437948667958,0,0
X2883.TT.EQUITY,0,0,0,0,0,-0.0107348587398385,0,0,0,-0.0117008196721742,0,0,0,0,0,0,0,0,0,0,0,0.138407687947254,0,0,0,0,0,0,0,0,0,0,0,0,0.273245839567041,0,0,0.0161750705392748,0,0,0.156584716399428,0,0,0.232237414595206,0,0,0,0,0,0.128067529741308
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211840229823973,0,0,0,0,0,0,0.0139101411041376,0,0,0,0,0,0,0,0.0109638941905269,0,0,0.0161224747192485,0.0465441721602731,0.238087659927643,0,0,0,0,0,0.280660612323847,0.185249806039883,0,0,0,0,0,0.0728496044629454,0,0,0.33473364728174
X601577.CH.EQUITY,0,0,0,0,0.142150069487511,0.101253506795282,0,0,0.295442412731503,0,0.166337010357989,0,0,0,0,0,1.73472347597681e-18,-0.182315428348387,0,-0.0589525823972172,0,0,0,0,0,0.034828893206953,0,0,0,0,-0.181336087417618,0,0,0,0,0,0,0,0,1.07428609964882,0.105298525636018,0,-0.396861805296968,0,0,0,0,0,0,0
X601838.CH.EQUITY,0.103459267741177,0.0489561550272919,0,0,0,0,0,0,0,0,0,-0.176574527197443,0,0,0,0,0,0,0.36637077013676,0.273927941903558,0.251025235662184,0,0.0998166984892634,0,0,0,0.0575545958542981,0,0,0.0712719741770813,0,0,0,0,0,0,-0.0253648659077346,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0.0283841450923498,-0.0523496165248378,-0.0843320786963798,0,0.176277150898198,0,0,0,0,0,0.0841482341813645,0.125449112989319,0,0,0,0,0,0,0,0,0,-0.0731464816118031,-0.0237952915552102,0,0,0,0.34015207741662,0,0.258405391458991,0,0,0,0,0,0,0.217783438689227,0.237661290657611,-0.0954774274214243,0,0,0,0.204102606408691,0,0,0,0,0,0.0857543871486741,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0482538413456781,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266124030005157,0,0,0.0184325132460696,0,0,0,0,0.115003979815832,0,0.457758435255461,0.0877862816637051,0,0,0,0,0,0,-0.0914138891532771,0,0.0232956779694936,0,0,0.1017852587487,0.0994278336278398,0,0
X600837.CH.EQUITY,0,0.00931755314481944,0.0556659085072359,0,0.0343824781178808,0,0,0,0.0377863852418953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509274288519442,0,0,-0.126742387614971,0,0.0268563441981167,0.00102464507913653,0.184585211076606,0,0,0.236596106122727,0,0.246806486084348,0,0,0,0.318401155074391,0
X601211.CH.EQUITY,0,0.0634747509399429,0,0,0,0.000180060122258449,-0.115285447958061,-0.146199109030831,0,0.044667978137092,0,0,0,0.131762416175994,0,0,-0.0636154144765726,0.185221211007554,-0.0735979603108575,0,0,0,0,0,0,0,0,0,0,0.0374895118980144,0,0,0,0,0.0112201195734727,0,0,0,0,0.0503615172087819,0,0.0620646746902934,0,0,0.199337378811112,0.000303244374135318,0.0701688409789453,0,0.356593875694998,0
X2885.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163071343991249,0,0,0,0.0307190181498822,0,0,0,0,0,0,0,0,0,0.193680168142455,0.0298571558114952,0.015756613222564,0.02681505938415,0.000825238111552109,0,0,0,0,0,0.0369614290808805,0,0.359972587282693,0,0.108973301165441
X600999.CH.EQUITY,-0.178032425280414,-0.0448308276292874,-0.157178377820472,0,0,0,0.0984481230733958,0,0,0,0,0,0,0.161024735735499,0.0872094460192227,-0.0421262738157365,-0.00790964617246561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111000168421397,0,0,0,0,-0.243034054796277,0,0,0,0.0902587605277341,0,0,0.122623434848409,0,0,0,0,0,0.235707586177762,0
X601997.CH.EQUITY,0,0.117220669830303,0,0,0.222831116215979,0.132135416430551,-0.0413798862779192,0,0,0.0361793028008323,0,0,0,0.349248292241959,0,0,0,0.0353099179745623,0,0.27967237841088,0,0,0,0.330727493351621,0,0,0.0140888579325871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.739290480747917,0,0,0.470277169274757,0,0,0,0,0,0.0476782281431141
X2801.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.222555754589891,0.206062861094616,0.186680642183247,0,-0.163717023421277,0.0294396477370677,0,0,0,0,0,0,0.141642186247835,0,0,0,0,0,0,0,0.0779046134497718,0,0.094806823277364,0,0,0,0,0,0.278702436540539,0,0.076157722314784,0.167237873744705,0,0,0,0,0,0
X2887.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627837237377977,0,0,0,0,-8.67361737988404e-19,0,0,0,0.281781518595368,0,0,0,0.0550216655078384,0,0.22022842508001,0,0,0.190037459326145,0,0,0,0.00677584189512209,0,0,0,0,0.2607539301695,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755449688191557,0,-0.0232986570913038,0.0781045450138455,0,0,0,0,0,0,0,0,0,0,0.253889877488862,0.328780388004762,0,0,0,0,0,0,0.0851998491044951,0,0.0287646470972719,0,0.00914464849484422,0,0,0.290222424340812,-1.38777878078145e-17,0,0,0,0,0,0.199720990925502
X2890.TT.EQUITY,0,-0.057169941935624,0,0,0,0,0,0,0,0,-0.0580071282462855,0,0,0,0,0,0.30180488636844,0,0,0,-0.108282519797442,0,0,0,0,0.185658486021133,0,0,0,0,0,-3.46944695195361e-18,0.315002669041777,0.236239447462464,0,0.0657836649573526,0.0422198263330369,0,0,-0.148513363109161,0,0,-0.0383339322173546,0.215776487058677,0,0,0,0,0,0
